CORE_ID,TIMESTAMP,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_MISSES,L2_CACHE_ACCESS,LABEL,DET_STATUS,DET_PROB,BENCH_ID
1,00:59:11:964,329643,226904,352,223,1651,0,0,0,2
2,00:59:11:964,326227,224538,350,216,1692,0,0,0,2
3,00:59:11:964,326217,227112,433,185,1676,0,0,0,0
1,00:59:12:164,120003214,168273809,13934,85316,1040323,0,0,0,2
2,00:59:12:164,120004553,155351692,341795,90520,2056161,0,0,0,2
3,00:59:12:164,120004468,265847946,218,64,1665,0,0,0,0
1,00:59:12:365,120003451,178236799,174567,85581,1434202,0,0,0,5
2,00:59:12:365,120002906,199310574,5982,98446,782524,0,0,0,5
3,00:59:12:365,120002596,265890582,33,24,1284,0,0,0,0
1,00:59:12:565,120003294,189624754,248856,89796,1591065,0,0,0,5
2,00:59:12:565,120003287,200400392,848,83943,782118,0,0,0,5
3,00:59:12:565,120002411,265892280,26,13,1281,0,0,0,0
1,00:59:12:766,120003154,207937958,331456,96033,1687935,0,0,0,2
2,00:59:12:766,120002810,207443723,166587,93777,1187581,0,0,0,5
3,00:59:12:766,330834,228497,423,234,1665,0,0,0,0
1,00:59:12:966,120003525,176578477,329880,88135,1877763,0,0,0,5
2,00:59:12:966,120003165,228881121,880,90264,565502,0,0,0,2
3,00:59:12:966,120004381,21105083,211305,39104,784766,0,0,0,0
1,00:59:13:167,120003349,196084423,1792,100759,787768,0,0,0,1
2,00:59:13:167,120003482,168331665,84008,97580,1220594,0,0,0,2
3,00:59:13:167,120003543,16357755,83714,12554,353907,0,0,0,0
1,00:59:13:367,120002939,207297420,329957,85745,1709051,0,0,0,5
2,00:59:13:367,120003022,168419146,169,83237,991822,0,0,0,2
3,00:59:13:367,120003889,18292447,132692,46696,541933,0,0,0,0
1,00:59:13:568,120003110,193175466,165927,90506,1324427,0,0,0,1
2,00:59:13:568,120003140,167491429,71,92239,993600,0,0,0,5
