CORE_ID,TIMESTAMP,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_MISSES,L2_CACHE_ACCESS,LABEL
1,21:11:49:563,231830,195111,0,205,0,2
3,21:11:49:563,233019,198545,0,151,0,3
1,21:11:49:763,120001094,40159809,3214602,190,11078423,2
3,21:11:49:763,120000617,265589729,73,43,1342,3
1,21:11:49:963,120000821,45687530,3656456,208,12669626,2
3,21:11:49:963,120000492,265691813,17,20,1229,3
1,21:11:50:163,120000634,49107503,3929488,209,13643615,2
3,21:11:50:163,120000553,265754791,7,10,1226,3
1,21:11:50:363,120000567,48422738,3868709,201,13241444,2
3,21:11:50:393,278910,209560,0,191,0,3
1,21:11:50:563,120001212,46023329,3682154,214,12481034,2
3,21:11:50:593,120001890,15462594,198034,38155,743018,3
1,21:11:50:763,120001495,48093058,3839072,219,13314474,2
3,21:11:50:793,120001091,11430071,87393,11550,355531,3
1,21:11:50:963,120001375,48344249,3866990,214,13422025,2
3,21:11:50:993,120001137,12741065,121970,43768,488223,3
1,21:11:51:163,120001206,48356518,3868325,203,13408243,2
3,21:11:51:193,120000960,22591477,127750,60425,672038,3
1,21:11:51:363,120000668,48519185,3876841,200,13464452,2
3,21:11:51:363,120000482,265682072,6,9,1225,3
1,21:11:51:563,120001094,47837651,3820150,214,13260246,2
3,21:11:51:593,120003763,69516349,268773,1033341,1527917,3
1,21:11:51:763,120000583,47523382,3805828,200,13184685,2
3,21:11:51:793,120001768,77108571,401630,911210,2164764,3
1,21:11:51:963,120001225,44928589,3583805,205,12432677,2
3,21:11:51:993,120001617,59552774,694778,944246,2700812,3
1,21:11:52:163,120000619,46718079,3737758,198,12963519,2
3,21:11:52:193,120002635,51867532,406394,874498,1827876,3
1,21:11:52:363,120001770,44828671,3583299,201,12420838,2
3,21:11:52:393,120001817,63189200,713661,1176500,2527367,3
1,21:11:52:563,120001208,46874501,3741840,204,12975222,2
3,21:11:52:593,120001820,82871143,422116,1745128,2268776,3
1,21:11:52:763,120000906,46918315,3756311,209,13035067,2
3,21:11:52:793,120001503,94208671,353631,2029153,2289767,3
