TIMESTAMP,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_MISSES,L2_CACHE_ACCESS,LABEL
13:03:58:820,278033,208642,0,205,0,0
13:03:58:820,282424,212608,0,210,0,0
13:03:59:020,120000676,49472390,3953108,220,13662644,0
13:03:59:020,120000455,173755162,0,551385,26,0
13:03:59:220,120000631,49725849,3967494,208,13735888,0
13:03:59:220,120000455,173894187,0,548176,2,0
13:03:59:420,120001265,49468803,3955514,216,13697132,0
13:03:59:420,120000474,173753319,0,551531,0,0
13:03:59:620,120001400,49420487,3954311,219,13685857,0
13:03:59:620,120000590,173815270,0,550655,2,0
13:03:59:820,120001343,49399359,3951981,207,13667027,0
13:03:59:820,120000459,173949689,0,547304,0,0
13:04:00:020,120000578,49500794,3956826,210,13695497,0
13:04:00:020,120000451,174011842,0,546242,0,0
13:04:00:220,120000591,49452026,3950370,218,13665020,0
13:04:00:220,120000518,174018661,0,546271,2,0
13:04:00:420,120000641,49464985,3951268,218,13665152,0
13:04:00:420,120000442,174064108,0,544806,2,0
13:04:00:620,120001195,49532974,3956739,236,13692081,0
13:04:00:620,120000486,174078890,0,544016,2,0
13:04:00:820,120001051,49486578,3961677,232,13675699,0
13:04:00:820,120000550,174179580,0,541179,2,0
13:04:01:020,120000640,49496568,3960815,207,13700144,0
13:04:01:020,120000475,174161629,0,541462,2,0
13:04:01:220,120000675,49596065,3959379,226,13709467,0
13:04:01:220,120000433,174124427,0,542202,2,0
13:04:01:420,120000773,49602323,3959867,210,13705077,0
13:04:01:420,120000450,174080922,0,543437,2,0
13:04:01:620,120001018,49449659,3956672,218,13682704,0
13:04:01:620,120000503,174010647,0,544546,2,0
13:04:01:820,120001157,49466659,3959455,203,13691753,0
13:04:01:820,120000438,173986936,0,544604,0,0
13:04:02:020,120000684,49552472,3960235,208,13719260,0
13:04:02:020,120000440,174002225,0,543421,2,0
13:04:02:220,120000784,49694717,3965714,215,13706732,0
13:04:02:220,120000451,173982281,0,543822,2,0
13:04:02:420,120001190,49464517,3955234,219,13690313,0
13:04:02:420,120000427,173948256,0,545850,2,0
13:04:02:620,120001034,49432486,3955553,211,13668294,0
13:04:02:620,120000437,173915846,0,546669,0,0
13:04:02:820,120000776,49513593,3961569,227,13697712,0
13:04:02:820,120000498,173950882,0,546255,2,0
13:04:03:020,120000716,49617507,3960745,215,13716331,0
13:04:03:020,120000488,173941523,0,545564,2,0
13:04:03:220,120001286,49667051,3968338,196,13726709,0
13:04:03:220,120000579,173969576,0,546063,2,0
13:04:03:420,120001181,49386784,3950446,211,13668944,0
13:04:03:420,120000428,173996136,0,545630,0,0
13:04:03:620,120001114,49416403,3953974,208,13679107,0
13:04:03:620,120000456,173979795,0,546010,2,0
13:04:03:820,120000530,49427026,3952591,221,13682953,0
13:04:03:820,120000457,174075523,0,543682,2,0
13:04:04:020,120000657,47789299,3807172,207,13187887,0
13:04:04:020,120000472,174060961,0,542908,0,0
13:04:04:220,120000506,47159935,3766956,216,13059706,0
13:04:04:220,120000451,174086684,0,542135,2,0
13:04:04:420,120000512,46792913,3743832,200,12966818,0
13:04:04:420,120000448,174161468,0,541309,2,0
13:04:04:620,120001410,47028884,3749752,208,13003141,0
13:04:04:620,120000458,174166467,0,541085,2,0
13:04:04:820,120001071,47138457,3760284,199,13045915,0
13:04:04:820,120000466,174143408,0,541698,0,0
13:04:05:020,120000493,47169313,3764128,201,13058752,0
13:04:05:020,120000433,174064840,0,543917,2,0
13:04:05:220,120000841,46716090,3739376,204,12972956,0
13:04:05:220,120000487,174073503,0,543829,2,0
13:04:05:420,120001023,47034666,3753827,210,13030212,0
13:04:05:420,120000426,174093031,0,542838,2,0
13:04:05:620,120000861,48780701,3894672,210,13460665,0
13:04:05:620,120000429,174169909,0,541072,2,0
13:04:05:820,120001233,49662594,3968431,212,13725204,0
13:04:05:820,120000497,174204996,0,540322,2,0
13:04:06:020,120001049,49366579,3948157,228,13641045,0
13:04:06:020,120000465,174223603,0,539554,0,0
13:04:06:220,120001218,49491355,3962181,213,13696846,0
13:04:06:220,120000519,174188710,0,539293,2,0
13:04:06:420,120000534,49622106,3961688,210,13707398,0
13:04:06:420,120000442,174182385,0,539294,0,0
13:04:06:620,120000536,49622142,3961051,211,13680162,0
13:04:06:620,120000449,174164952,0,539624,2,0
13:04:06:820,120000989,49443869,3955792,207,13673012,0
13:04:06:820,120000575,174096660,0,541594,4,0
13:04:07:020,120001006,49512532,3964500,205,13709768,0
13:04:07:020,120000447,174104138,0,541739,2,0
13:04:07:220,120000607,49663144,3965505,212,13708560,0
13:04:07:220,120000428,174120368,0,541197,0,0
13:04:07:420,120000525,49615653,3960740,198,13709218,0
13:04:07:420,120000432,174114233,0,541290,2,0
13:04:07:620,120001286,49369972,3948071,222,13657819,0
13:04:07:620,120000478,174024206,0,543684,0,0
13:04:07:820,120001251,49403245,3952375,205,13652790,0
13:04:07:820,120000632,174040320,0,543356,2,0
13:04:08:020,120001280,49466182,3959316,213,13696184,0
13:04:08:020,120000607,174070110,0,542626,2,0
13:04:08:220,120000585,49578568,3960358,211,13700993,0
13:04:08:220,120000455,174117340,0,541508,2,0
13:04:08:420,120000488,49519371,3954523,217,13690452,0
13:04:08:420,120000491,174100856,0,541945,2,0
13:04:08:620,120001168,49517395,3955154,204,13666886,0
13:04:08:620,120000424,174067317,0,542759,2,0
13:04:08:820,120001074,49377523,3949513,211,13669705,0
13:04:08:820,120000467,174050176,0,542500,2,0
13:04:09:020,120001285,49501155,3963298,218,13696242,0
13:04:09:020,120000608,174059208,0,542475,0,0
13:04:09:220,120000536,49483895,3956143,208,13675451,0
13:04:09:220,120000441,174073018,0,541935,2,0
13:04:09:420,120000515,49815931,3973116,206,13742602,0
13:04:09:420,120000480,174046371,0,542649,2,0
13:04:09:620,120001137,47641048,3815984,189,13219407,0
13:04:09:620,120000446,174165102,0,540276,0,0
13:04:09:820,120001349,47050626,3750053,205,13012259,0
13:04:09:820,120000701,174230429,0,539067,2,0
13:04:10:020,120000594,47038745,3751724,218,13017109,0
13:04:10:020,120000428,174182044,0,540400,2,0
13:04:10:220,120001206,48434238,3872232,204,13405274,0
13:04:10:220,120000463,174153596,0,541323,2,0
13:04:10:420,120000591,47719423,3816387,207,13221416,0
13:04:10:420,120000443,174077538,0,542044,2,0
13:04:10:620,120001279,46883362,3741030,210,12965172,0
13:04:10:620,120000562,174122355,0,540942,2,0
13:04:10:820,120001270,47174979,3763888,206,13033872,0
13:04:10:820,120000451,174099030,0,541233,2,0
13:04:11:020,120001035,48470102,3878926,208,13433106,0
13:04:11:020,120000426,174166351,0,540436,2,0
13:04:11:220,120000577,49513768,3956849,201,13682883,0
13:04:11:220,120000428,174129887,0,540695,2,0
13:04:11:420,120000522,49551977,3956713,206,13682710,0
13:04:11:420,120000435,174068356,0,542346,2,0
13:04:11:620,120001154,49552514,3957189,216,13690218,0
13:04:11:620,120000420,174068238,0,542296,2,0
13:04:11:820,120001197,49399987,3951976,209,13674112,0
13:04:11:820,120000424,174100533,0,542159,2,0
13:04:12:020,120001600,49429948,3955218,229,13678145,0
13:04:12:020,120000435,174122515,0,542246,2,0
13:04:12:220,120000954,49371824,3948754,208,13648724,0
13:04:12:220,120000456,174163325,0,541139,2,0
13:04:12:420,120000700,49411241,3950809,215,13645329,0
13:04:12:420,120000443,174113382,0,542201,2,0
13:04:12:620,120000581,49769602,3970390,213,13749025,0
13:04:12:620,120000430,174121384,0,542057,2,0
13:04:12:820,120001053,49554768,3962782,233,13702592,0
13:04:12:820,120000424,174175574,0,540538,0,0
13:04:13:020,120001066,49447813,3957287,209,13685199,0
13:04:13:020,120000437,174119349,0,541504,2,0
13:04:13:220,120000620,49515139,3959351,213,13704679,0
13:04:13:220,120000465,174191451,0,539844,0,0
13:04:13:420,120000644,49684922,3965074,218,13725710,0
13:04:13:420,120000424,174162494,0,540819,2,0
13:04:13:620,120001437,49539284,3960002,210,13695161,0
13:04:13:620,120000419,174097899,0,542114,2,0
13:04:14:820,120001051,52020392,3919635,224,13551632,0
13:04:14:820,120000565,174771093,1,537102,9,0
13:04:15:020,120001432,49381753,3949954,228,13662275,0
13:04:15:020,120000450,174159550,0,540142,2,0
13:04:15:220,120000730,49557819,3962436,208,13708884,0
13:04:15:220,120000424,174145728,0,540350,2,0
13:04:15:420,120000603,49711595,3966558,211,13720525,0
13:04:15:420,120000419,174169051,0,539500,2,0
13:04:15:620,120001341,49468275,3954840,212,13657213,0
13:04:15:620,120000429,174215097,0,538173,2,0
13:04:15:820,120001141,49456507,3958309,214,13691143,0
13:04:15:820,120000463,174188879,0,539013,2,0
13:04:16:020,120000759,49474648,3958645,215,13679917,0
13:04:16:020,120001181,174171535,0,539660,0,0
13:04:16:220,120000837,49690125,3965258,201,13717691,0
13:04:16:220,120000440,174117528,0,540500,2,0
13:04:16:420,120001562,49591265,3962017,203,13704231,0
13:04:16:420,120000445,174131040,0,540194,0,0
13:04:16:620,120001086,49528491,3966221,193,13719063,0
13:04:16:620,120000427,174201798,0,538584,2,0
13:04:16:820,120000803,49516936,3958508,205,13702676,0
13:04:16:820,120000551,174251956,0,538435,0,0
13:04:17:020,120000583,49556701,3957010,207,13713172,0
13:04:17:020,120000459,174184596,0,539380,2,0
13:04:17:220,120001129,49626225,3964338,215,13712783,0
13:04:17:220,120000426,174140798,0,539749,2,0
13:04:17:420,120001092,49374731,3949011,221,13674358,0
13:04:17:420,120000430,174080641,0,541554,2,0
13:04:17:620,120001341,49343019,3945716,211,13643112,0
13:04:17:620,120000435,174149767,0,540258,2,0
13:04:17:820,120001109,49451962,3957744,206,13677034,0
13:04:17:820,120000459,174171063,0,539713,2,0
13:04:18:020,120000595,49666203,3965539,226,13712930,0
13:04:18:020,120000437,174175721,0,539607,2,0
13:04:18:220,120000468,49735390,3973483,243,13736241,0
13:04:18:220,120000507,174183109,0,539303,0,0
13:04:18:420,120001643,49354455,3946930,213,13636945,0
13:04:18:420,120000457,174188964,0,539378,2,0
13:04:18:620,120001128,49359847,3947478,227,13654340,0
13:04:18:620,120000476,174219436,0,539034,0,0
13:04:18:820,120000559,49598987,3966873,222,13719768,0
13:04:18:820,120000445,174223275,0,539212,2,0
13:04:19:020,120000590,49659669,3963342,225,13696149,0
13:04:19:020,120000463,174295920,0,537516,2,0
13:04:19:220,120000525,49415503,3948131,220,13670289,0
13:04:19:220,120000501,174234282,0,538935,2,0
13:04:19:420,120001102,49446633,3955630,213,13707798,0
13:04:19:420,120000435,174218189,0,538533,2,0
13:04:19:620,120001337,49380790,3949791,196,13667928,0
13:04:19:620,120000457,174178363,0,539174,2,0
13:04:19:820,120001016,49386505,3950295,208,13652725,0
13:04:19:820,120000485,174177521,0,538636,2,0
13:04:20:020,120000584,49609721,3964566,211,13713829,0
13:04:20:020,120000434,174153026,0,539296,2,0
13:04:20:220,120000748,49663419,3963635,210,13696296,0
13:04:20:220,120000428,174186250,0,538762,0,0
13:04:20:420,120001375,49518387,3961903,216,13679781,0
13:04:20:420,120000430,174165302,0,539220,2,0
13:04:20:620,120001056,49397053,3951656,213,13676825,0
13:04:20:620,120000444,174186633,0,538104,0,0
13:04:20:820,120001175,49364733,3948017,200,13662244,0
13:04:20:820,120000423,174198867,0,538442,2,0
13:04:21:020,120000617,49361845,3947557,220,13651811,0
13:04:21:020,120000436,174222772,0,537880,4,0
13:04:21:220,120000527,49560208,3957237,227,13705463,0
13:04:21:220,120000436,174223471,0,537889,2,0
13:04:21:420,120001116,49707755,3967036,221,13707174,0
13:04:21:420,120000450,174208791,0,538255,2,0
13:04:21:620,120001093,49463671,3959044,194,13709039,0
13:04:21:620,120000596,174279715,0,536291,2,0
13:04:21:820,120001019,49477549,3960564,212,13695965,0
13:04:21:820,120000555,174322900,0,535619,2,0
13:04:22:020,120000560,49745197,3969361,232,13720019,0
13:04:22:020,120000417,174322856,0,535956,2,0
13:04:22:220,120001350,49602387,3963591,217,13710122,0
13:04:22:220,120000439,174292852,0,535950,2,0
13:04:22:420,120001180,49448443,3957406,198,13689221,0
13:04:22:420,120000436,174278104,0,536238,0,0
13:04:22:620,120001175,49375462,3949222,217,13671801,0
13:04:22:620,120000420,174298356,0,536129,2,0
13:04:22:820,120000725,49551501,3960005,220,13708519,0
13:04:22:820,120000513,174340339,0,535425,2,0
13:04:23:020,120000641,49592011,3959214,215,13689548,0
13:04:23:020,120000432,174316094,0,535396,4,0
13:04:23:220,120001442,49571362,3962349,221,13691843,0
13:04:23:220,120000568,174289298,0,536558,0,0
13:04:23:420,120001283,49454005,3957871,208,13679387,0
13:04:23:420,120000435,174274871,0,536900,2,0
13:04:23:620,120000581,49557687,3962900,237,13698474,0
13:04:23:620,120000427,174262715,0,537336,2,0
13:04:23:820,120000605,49481749,3952257,226,13680153,0
13:04:23:820,120000474,174249699,0,537151,2,0
13:04:24:020,120000524,49496446,3953149,206,13671739,0
13:04:24:020,120000418,174250518,0,537375,2,0
13:04:24:220,120001127,49548782,3961431,225,13696280,0
13:04:24:220,120000600,174277736,0,536888,2,0
13:04:24:420,120001136,49440685,3956624,196,13674171,0
13:04:24:420,120000463,174165272,0,539337,0,0
13:04:24:620,120001048,49348977,3946210,215,13657573,0
13:04:24:620,120000603,174225015,0,538429,2,0
13:04:24:820,120000583,49486824,3956204,212,13709352,0
13:04:24:820,120000446,174244072,0,538058,4,0
13:04:25:020,120000714,49719605,3967075,215,13713096,0
13:04:25:020,120000428,174255011,0,537865,0,0
13:04:25:220,120001171,49495809,3956638,219,13693696,0
13:04:25:220,120000650,174250436,0,537704,2,0
13:04:25:420,120001229,49386964,3950421,201,13670596,0
13:04:25:420,120000466,174255539,0,537348,2,0
13:04:25:620,120001151,49498186,3962905,203,13687144,0
13:04:25:620,120000426,174180567,0,539106,0,0
13:04:25:820,120000728,49691888,3965930,205,13708968,0
13:04:25:820,120000468,174235347,0,538012,2,0
13:04:26:020,120000580,49528445,3955315,213,13688521,0
13:04:26:020,120000510,174210778,0,539017,0,0
13:04:26:220,120001010,49562311,3967555,207,13722223,0
13:04:26:220,120000474,174237317,0,538542,2,0
13:04:26:420,120000553,49560326,3964714,238,13723864,0
13:04:26:420,120000472,174245142,0,537424,2,0
13:04:26:620,120000583,49605631,3959919,199,13726300,0
13:04:26:620,120000445,174163266,0,539824,0,0
13:04:26:820,120001157,49566971,3958663,189,13690331,0
13:04:26:820,120000463,174175926,0,538707,2,0
13:04:27:020,120001606,49411291,3953123,197,13674625,0
13:04:27:020,120000554,174260736,0,536659,2,0
13:04:27:220,120001279,49479844,3960922,218,13691734,0
13:04:27:220,120000475,174283125,0,536336,2,0
