TIMESTAMP,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_MISSES,L2_CACHE_ACCESS,LABEL
12:58:13:881,275706,207128,0,207,0,2
12:58:13:881,278652,212115,0,156,0,3
12:58:14:081,120001588,40132235,3211909,200,11075702,2
12:58:14:081,120000579,265579908,93,47,1365,3
12:58:14:281,120000601,45758828,3662446,197,12669515,2
12:58:14:281,120000495,265694958,17,17,1231,3
12:58:14:481,120001173,49003030,3922385,200,13577765,2
12:58:14:481,120000518,265752391,11,10,1232,3
12:58:14:681,120001135,48283681,3860379,203,13219960,2
12:58:14:712,281433,212097,0,204,0,3
12:58:14:881,120001234,46129154,3684286,212,12503910,2
12:58:14:912,120001911,15448977,198278,38397,745131,3
12:58:15:081,120001482,48138574,3844075,220,13312565,2
12:58:15:112,120001309,11483279,87084,11397,353630,3
12:58:15:281,120001439,48379810,3870857,201,13443661,2
12:58:15:312,120000927,12736408,122109,43978,490822,3
12:58:15:481,120001355,48315577,3863801,200,13415180,2
12:58:15:512,120001024,22593427,128373,60829,672111,3
12:58:15:681,120001344,48295372,3861449,209,13410866,2
12:58:15:681,120000902,265654602,6,8,1222,3
12:58:15:881,120000738,47718311,3810192,198,13236244,2
12:58:15:912,120001315,69396750,264890,1044270,1510337,3
12:58:16:081,120001168,47620096,3805105,186,13196199,2
12:58:16:112,120002060,77364392,401516,910026,2169172,3
12:58:16:281,120001034,44829893,3584535,203,12421571,2
12:58:16:312,120001398,60057972,683235,948377,2694858,3
12:58:16:481,120001464,46838080,3749858,214,13036247,2
12:58:16:512,120001853,52431060,398065,899339,1814328,3
12:58:16:681,120001290,45031365,3593775,203,12438043,2
12:58:16:712,120001582,63647630,699171,1143811,2512610,3
12:58:16:881,120000604,46901151,3747101,206,12997469,2
12:58:16:912,120001339,82895752,429526,1742066,2286331,3
12:58:17:081,120000849,46855869,3752390,206,13017402,2
12:58:17:112,120001613,94773097,348405,2060318,2271130,3
12:58:17:281,120000718,47322271,3781533,193,13133094,2
12:58:17:312,120001319,97263682,322420,2063420,2219696,3
12:58:17:481,120001426,46875192,3742468,208,13002807,2
12:58:17:512,120002121,93690183,349596,1709338,2508227,3
12:58:17:681,120001436,47263708,3778639,207,13101253,2
