TIMESTAMP,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_MISSES,L2_CACHE_ACCESS,LABEL
19:23:22:894,280596,209564,0,230,0,2
19:23:22:894,281602,214267,0,158,0,3
19:23:23:094,120000852,39035229,3123166,193,10761067,2
19:23:23:094,120000545,265539759,84,42,1351,3
19:23:23:294,120001043,45851372,3664361,188,12667002,2
19:23:23:294,120000561,265696217,13,18,1226,3
19:23:23:494,120001057,49269071,3938007,196,13677043,2
19:23:23:494,120000526,265748559,9,11,1233,3
19:23:23:694,120001452,48238283,3855326,214,13184841,2
19:23:23:725,278533,207850,0,189,0,3
19:23:23:894,120000894,46105928,3681960,213,12486587,2
19:23:23:925,120002502,15503499,198219,38037,744497,3
19:23:24:094,120000738,48134521,3850340,217,13335929,2
19:23:24:125,120001066,11453783,87415,11419,356086,3
19:23:24:294,120001054,48406169,3867378,209,13422180,2
19:23:24:325,120001331,12757054,122834,44188,491588,3
19:23:24:494,120001175,48331830,3865090,218,13421234,2
19:23:24:525,120001952,22866474,130026,60757,688224,3
19:23:24:694,120001274,48243746,3855678,211,13402526,2
19:23:24:694,120000984,265679049,5,8,1231,3
19:23:24:894,120001352,47507642,3805731,210,13205214,2
19:23:24:925,120001186,69383630,263857,988149,1503036,3
19:23:25:094,120000541,47641779,3806392,204,13197528,2
19:23:25:125,120002227,76349962,438835,928888,2313370,3
19:23:25:294,120001202,44849337,3587821,201,12430805,2
19:23:25:325,120002222,59318313,670627,940543,2641885,3
19:23:25:494,120001139,47078645,3757850,194,13043215,2
19:23:25:525,120001914,52686579,424303,906774,1849208,3
19:23:25:694,120001154,44771730,3579447,186,12414868,2
19:23:25:725,120001212,62886346,677660,1152419,2436718,3
19:23:25:894,120001866,46756771,3739708,206,12995926,2
19:23:25:925,120002657,83029889,428413,1747394,2300281,3
19:23:26:094,120001503,47026196,3751998,199,13030525,2
19:23:26:125,120002240,94646995,344666,2063349,2259944,3
19:23:26:294,120001005,47358757,3789033,198,13142898,2
19:23:26:325,120001979,97221018,326363,2053848,2230569,3
19:23:26:494,120001115,46821725,3744842,212,13007121,2
19:23:26:525,120001971,93829093,346181,1703371,2530460,3
19:23:26:694,120000749,47146781,3770620,208,13108735,2
19:23:26:725,120001439,92971747,361694,1881560,2408907,3
19:23:26:894,120000723,47134774,3769858,192,13081640,2
