TIMESTAMP,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_MISSES,L2_CACHE_ACCESS,LABEL
20:24:22:504,278828,212477,0,204,0,0
20:24:22:504,280658,215336,0,211,0,0
20:24:22:704,120001657,48712774,3898000,211,13460551,0
20:24:22:704,120000671,173826398,0,550852,1596,0
20:24:22:904,120000602,48978225,3908609,203,13529693,0
20:24:22:904,120000472,173902715,0,549003,1602,0
20:24:23:104,120001070,48669715,3898892,193,13486620,0
20:24:23:104,120000447,174050951,0,545127,1592,0
20:24:23:304,120000662,48941348,3902876,206,13514345,0
20:24:23:304,120000459,173853702,0,549267,1602,0
20:24:23:504,120000710,48738642,3905629,205,13517394,0
20:24:23:504,120000482,173878570,0,549100,1602,0
20:24:23:704,120001100,48969749,3906549,203,13529167,0
20:24:23:704,120000447,173898971,0,548864,1594,0
20:24:23:904,120000778,48765868,3902892,197,13520993,0
20:24:23:904,120000448,173949608,0,547201,1602,0
20:24:24:104,120001252,48911403,3907862,218,13525178,0
20:24:24:104,120000497,173878762,0,548903,1592,0
20:24:24:304,120000716,48812611,3901036,218,13478402,0
20:24:24:304,120000441,173970458,0,547279,1602,0
20:24:24:504,120001244,48728015,3894621,222,13490560,0
20:24:24:504,120000479,174030380,0,545153,1594,0
20:24:24:704,120000745,48658578,3893093,191,13492798,0
20:24:24:704,120000456,174007766,0,545083,1602,0
20:24:24:904,120001325,48827805,3896568,221,13474847,0
20:24:24:904,120000538,174006202,0,544967,1594,0
20:24:25:104,120000698,48748308,3902966,217,13504292,0
20:24:25:104,120000446,174136082,2,542245,1622,0
20:24:25:304,120001226,48946974,3909715,204,13537242,0
20:24:25:304,120000458,174157200,0,541498,1592,0
20:24:25:504,120000593,48736215,3896566,206,13473273,0
20:24:25:504,120000452,174295661,0,539610,1602,0
20:24:25:704,120001215,48866681,3906172,203,13531643,0
20:24:25:704,120000430,174360227,0,537574,1594,0
20:24:25:904,120000654,48715859,3893960,208,13476078,0
20:24:25:904,120000443,174305286,0,540180,1600,0
20:24:26:104,120001493,48770774,3895690,215,13490299,0
20:24:26:104,120000455,174213454,0,542047,1594,0
20:24:26:304,120000608,48645165,3893969,188,13481491,0
20:24:26:304,120000428,174254349,0,540197,1602,0
20:24:26:504,120001217,48886508,3900742,204,13496800,0
20:24:26:504,120000540,174260854,0,540131,1592,0
20:24:26:704,120000647,48605237,3893561,213,13467677,0
20:24:26:704,120000461,174230678,0,541126,1602,0
20:24:26:904,120001340,48942796,3902884,208,13512401,0
20:24:26:904,120000449,174311725,0,538896,1596,0
20:24:27:104,120000617,48703115,3901132,220,13500375,0
20:24:27:104,120000447,174148859,0,543017,1600,0
20:24:27:304,120001640,48906037,3902254,216,13498439,0
20:24:27:304,120000438,174168219,0,543181,1594,0
