TIMESTAMP,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_MISSES,L2_CACHE_ACCESS,LABEL
17:01:07:885,228881,194319,0,151,0,1
17:01:08:085,120000552,265900529,79,38,927,1
17:01:08:285,120000553,265910504,18,13,839,1
17:01:08:485,120000451,265917583,5,11,819,1
17:01:08:595,230720,194817,0,199,0,1
17:01:08:795,120001144,21266422,211959,38158,785352,1
17:01:08:995,120000691,16921274,83272,12717,353981,1
17:01:09:195,120000711,18679459,134444,46547,537160,1
17:01:09:395,120001388,35045739,149896,64547,749943,1
17:01:09:685,120000538,265910039,3,7,833,1
17:01:09:795,120000895,92647193,298153,1157555,1652115,1
17:01:09:995,120001168,81075244,661642,1122915,3177726,1
17:01:10:195,120000931,69842147,552798,1002781,2463993,1
17:01:10:395,120001275,76949787,780092,1355625,2813609,1
17:01:10:595,120001112,95499507,498308,1978517,2659876,1
17:01:10:795,120001096,110896884,365211,2453780,2512169,1
17:01:10:995,120001237,113960324,426360,2071852,2919948,1
17:01:11:195,120001164,108000762,359921,2217425,2701610,1
17:01:11:395,120001124,108784948,402708,2206870,2814026,1
17:01:11:595,120001189,114515896,285655,2498308,2221376,1
17:01:11:795,120001174,111313492,357865,2356753,2564718,1
17:01:11:995,120001247,113713774,333619,2331739,2489328,1
17:01:12:195,76408883,67851687,311088,1019671,2125814,1
17:01:12:395,2724,961,14,22,42,1
17:01:12:595,82259,26754,815,505,4533,1
17:01:12:795,1982,961,0,10,19,1
17:01:12:995,27293,14187,38,175,1492,1
17:01:13:195,1797,961,0,5,4,1
17:01:13:395,1688,961,0,3,0,1
17:01:13:595,102872,43766,680,613,5461,1
17:01:13:795,1923,962,0,6,10,1
17:01:13:995,26791,14218,23,133,1457,1
17:01:14:195,1814,961,0,6,6,1
17:01:14:395,1643,962,0,1,0,1
17:01:14:595,141484,63888,597,774,8066,1
17:01:14:795,1920,962,0,3,6,1
17:01:14:995,38266,20758,63,204,2051,1
17:01:15:195,1921,962,0,3,6,1
17:01:15:395,1675,962,0,2,2,1
17:01:15:595,57905,30943,57,284,3242,1
17:01:15:795,26485,13768,13,93,1432,1
17:01:15:995,33320,18863,26,179,1807,1
17:01:16:195,1845,962,0,4,6,1
17:01:16:395,1629,962,0,1,0,1
17:01:16:595,25624,13782,1,94,1325,1
17:01:16:795,25963,13766,5,83,1370,1
17:01:16:995,1808,962,0,3,8,1
17:01:17:195,31784,18619,3,139,1733,1
17:01:17:395,1770,962,0,2,6,1
17:01:17:595,55336,30929,11,218,3036,1
17:01:17:795,26291,13769,8,79,1408,1
17:01:17:995,1806,962,0,4,8,1
17:01:18:195,31730,18657,5,122,1777,1
17:01:18:395,1846,962,0,4,6,1
17:01:18:595,24910,13783,1,72,1294,1
17:01:18:795,25998,13423,5,82,1345,1
17:01:18:995,1760,962,0,2,6,1
17:01:19:195,31158,17936,3,120,1695,1
17:01:19:395,1802,962,0,3,6,1
17:01:19:595,61092,34253,13,274,3388,1
17:01:19:795,26869,13798,16,92,1518,1
17:01:19:995,1806,962,0,5,6,1
17:01:20:195,31618,18650,6,109,1772,1
17:01:20:395,1805,962,0,3,6,1
17:01:20:595,1617,962,0,1,0,1
17:01:20:795,73662,37554,192,381,4504,1
17:01:20:995,1760,962,0,3,8,1
17:01:21:195,32000,18611,5,120,1780,1
17:01:21:395,1815,962,0,4,6,1
17:01:21:595,33282,19323,7,141,1796,1
17:01:21:795,49267,26509,6,150,2742,1
17:01:21:995,1775,962,0,3,6,1
17:01:22:195,32051,18717,6,112,1802,1
17:01:22:395,1867,962,0,5,6,1
17:01:22:595,1644,962,0,1,0,1
17:01:22:795,14275648,4809947,107328,7699,430462,1
17:01:22:995,120000937,68385660,1348143,653178,5653677,1
17:01:23:195,120000710,76092517,869909,468291,3235200,1
17:01:23:395,120000593,33312211,47787,56797,73423,1
17:01:23:595,120000635,33300597,48265,57219,75947,1
17:01:23:795,120000616,33305168,47833,57719,74619,1
17:01:23:995,120000613,33294602,48009,56583,75013,1
17:01:24:195,120000615,33313898,47823,58019,74554,1
17:01:24:395,120000611,33314176,47798,55664,73550,1
17:01:24:595,120000594,33300574,47775,60203,73468,1
17:01:24:795,120000613,33325362,47881,55171,75240,1
17:01:24:995,120000579,33301537,47780,59330,74915,1
17:01:25:195,120000605,33319739,47792,54655,73539,1
17:01:25:395,120000600,33279963,47709,59002,74187,1
17:01:25:595,120000580,33301823,47795,56278,74485,1
17:01:25:795,120000598,33303048,47767,58865,74340,1
17:01:25:995,120000599,33294397,47786,57856,74218,1
17:01:26:195,120000582,33316752,47791,56962,73633,1
17:01:26:395,120000603,33299249,47740,58590,74368,1
17:01:26:595,120000578,33307357,47783,57531,73917,1
17:01:26:795,120000593,33296644,47741,62272,74274,1
17:01:26:995,120000617,33289476,47756,53623,73923,1
17:01:27:195,120000595,33307923,47768,55702,73361,1
17:01:27:395,120000575,33312298,47791,54678,74060,1
17:01:27:595,120000619,33280946,47727,59208,74266,1
17:01:27:795,120000588,33299705,47760,57534,73393,1
17:01:27:995,120000617,33306787,47781,58765,73923,1
17:01:28:195,120000640,33282043,49893,58242,80387,1
17:01:28:395,120000602,33304032,52215,59516,92793,1
17:01:28:595,120000582,33322032,47799,56149,73276,1
17:01:28:795,120000598,33313091,47794,56294,74485,1
17:01:28:995,120000609,33294294,47887,60134,74875,1
17:01:29:195,120000593,33311967,47824,55946,73295,1
17:01:29:395,120000594,33296386,47753,58231,74003,1
17:01:29:595,120000598,33292943,47999,54638,74089,1
17:01:29:795,120000592,33312163,47780,59460,73556,1
17:01:29:995,120000588,33306642,47875,54863,76155,1
17:01:30:195,120000619,33314799,47786,58670,73486,1
17:01:30:395,120000590,33313474,47769,56837,74373,1
17:01:30:595,120000587,33314146,47770,57296,73757,1
17:01:30:795,120000602,33299395,47751,57594,73681,1
