CORE_ID,TIMESTAMP,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_MISSES,L2_CACHE_ACCESS,LABEL,DET_STATUS,DET_PROB,BENCH_ID
1,19:30:13:365,325393,226153,341,232,1598,2,0,0,2
2,19:30:13:365,323192,222185,399,223,1650,2,0,0,2
3,19:30:13:365,320493,223505,426,165,1622,3,0,0,0
1,19:30:13:566,120005621,185102042,12267,88849,909480,2,0,0,2
2,19:30:13:566,120000950,184551531,173803,83487,1389904,2,0,0,2
3,19:30:13:566,120000488,265872838,157,44,1522,3,0,0,0
1,19:30:13:766,120004308,166459549,583422,84897,2756130,2,0,0,5
2,19:30:13:766,120000587,194062593,335888,84437,1815665,2,0,0,2
3,19:30:13:766,120000458,265856764,67,14,1331,3,0,0,0
1,19:30:13:967,120004223,193425763,83670,83770,1077259,2,0,0,2
2,19:30:13:967,120000566,175526379,167560,83206,1447582,2,0,0,2
3,19:30:13:967,120000437,265886513,51,6,1303,3,0,0,0
1,19:30:14:167,120004191,168263993,84711,89619,1234664,2,0,0,5
2,19:30:14:167,120000579,173986299,166596,82815,1441137,2,2,96,5
3,19:30:14:167,323208,220307,377,207,1585,3,0,0,0
1,19:30:14:367,120015736,215133172,1822,89564,671403,2,2,88,2
2,19:30:14:367,120000636,208622993,83920,91034,962178,2,2,93,1
3,19:30:14:367,120001222,20957239,211905,38574,785553,3,0,0,0
1,19:30:14:568,120021828,178905177,206286,87032,1538706,2,2,88,2
2,19:30:14:568,120000829,181212389,84018,91385,1142721,2,2,88,5
3,19:30:14:568,120000927,16582584,83708,12551,358144,3,0,0,0
1,19:30:14:768,120021361,199891211,208071,89296,1391984,2,2,90,2
2,19:30:14:768,120000561,196342055,84793,90914,1029685,2,2,91,2
3,19:30:14:768,120000994,18268759,133610,46882,543570,3,0,0,0
1,19:30:14:969,120022443,169659125,249005,90048,1716594,2,2,91,2
2,19:30:14:969,120000580,165653042,83179,86515,1265478,2,2,91,2
3,19:30:14:969,120001769,33992455,145979,64061,746633,3,0,0,0
1,19:30:15:169,120020460,196791133,83825,91057,1054946,2,2,91,2
2,19:30:15:169,120000461,200080853,547,86486,773181,2,2,90,2
3,19:30:15:169,120000446,265889959,12,6,1286,3,0,0,0
1,19:30:15:370,120020573,161567747,166109,77777,1510688,2,2,90,2
2,19:30:15:370,120000592,178470490,83425,84905,1131356,2,2,91,2
3,19:30:15:370,120001196,92226051,292875,1179508,1671583,3,0,0,0
1,19:30:15:570,120019774,160146876,248237,84218,1783965,2,2,91,2
2,19:30:15:570,120000584,202663730,82914,87514,999900,2,2,91,2
