CORE_ID,TIMESTAMP,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_MISSES,L2_CACHE_ACCESS,LABEL,DET_STATUS,DET_PROB,BENCH_ID
1,20:34:59:396,328750,224391,342,227,1686,2,0,0,2
2,20:34:59:396,328425,223229,409,225,1647,2,0,0,2
3,20:34:59:396,325158,223638,448,164,1628,3,0,0,0
1,20:34:59:596,120006028,170258352,216736,81059,1605280,2,0,0,5
2,20:34:59:596,120001088,182922606,96230,90273,1164354,2,0,0,5
3,20:34:59:596,120000478,265859328,189,50,1550,3,0,0,0
1,20:34:59:797,120004456,200498914,86579,94779,1007044,2,0,0,2
2,20:34:59:797,120000489,198801559,88816,101038,1008038,2,0,0,5
3,20:34:59:797,120000462,265886996,58,20,1295,3,0,0,0
1,20:34:59:997,120004644,214797006,617,84798,678850,2,0,0,2
2,20:34:59:997,120000611,210412800,1681,89064,710482,2,0,0,5
3,20:34:59:997,120000446,265897032,50,7,1289,3,0,0,0
1,20:35:00:198,120004303,179102612,167940,91489,1395244,2,0,0,2
2,20:35:00:198,120000648,219814150,329916,88645,1609194,2,1,35,2
3,20:35:00:198,329174,221483,342,231,1750,3,0,0,0
1,20:35:00:398,120016398,179393441,166835,85757,1414577,2,1,25,5
2,20:35:00:398,120000672,169566636,85310,90711,1229427,2,1,41,2
3,20:35:00:398,120001465,20931121,211842,38053,786275,3,0,0,0
1,20:35:00:598,120022271,193769415,165649,80386,1325476,2,1,32,2
2,20:35:00:598,120000590,183875360,1028,87244,887352,2,1,27,1
3,20:35:00:598,120000920,16684007,83355,12341,358556,3,0,0,0
1,20:35:00:799,120020259,152510893,578359,87549,2821272,2,1,15,2
2,20:35:00:799,120000657,178670155,166650,101409,1375660,2,1,19,2
3,20:35:00:799,120001171,17671006,133102,46781,538011,3,0,0,0
1,20:35:00:999,120021700,181697394,84153,81678,1154980,2,1,19,2
2,20:35:00:999,120000583,181486994,82964,85050,1140900,2,1,22,2
3,20:35:00:999,120001709,34445071,147222,64033,749145,3,0,0,0
1,20:35:01:200,120021065,197027487,84093,95457,1045560,2,1,32,1
2,20:35:01:200,120000529,184306561,1264,98071,867376,2,1,24,2
3,20:35:01:200,120000427,265895665,20,6,1278,3,0,0,0
1,20:35:01:400,120020591,172892481,413796,76315,2201340,2,1,34,2
2,20:35:01:400,120000641,162156078,165352,89235,1518112,2,1,33,5
3,20:35:01:400,120001073,91868716,292874,1171439,1665816,3,0,0,0
1,20:35:01:601,120020085,183857654,1344,88933,895808,2,1,32,2
2,20:35:01:601,120000589,219036073,507,93718,629338,2,1,37,5
3,20:35:01:601,120001636,81587491,646336,1108584,3141563,3,0,0,0
1,20:35:01:801,120020172,156206871,331140,89759,2035573,2,1,27,5
2,20:35:01:801,120000662,191076405,83442,92988,1040985,2,1,30,5
3,20:35:01:801,120001283,69404765,553748,991392,2478507,3,0,0,0
1,20:35:02:002,120021207,211681078,146320,85581,1139444,2,1,33,5
2,20:35:02:002,120000880,183739390,536,94405,868082,2,1,25,5
3,20:35:02:002,120001375,74944943,666968,1369069,2514099,3,0,0,0
1,20:35:02:202,120019607,207786227,21788,97942,767561,2,1,25,5
2,20:35:02:202,120000629,197258542,83434,89552,1038357,2,1,26,5
3,20:35:02:202,120001553,94173779,600300,1878458,2900372,3,0,0,0
1,20:35:02:402,120020583,233292766,83244,89249,795895,2,1,26,1
2,20:35:02:402,120000527,212244865,83752,94031,929474,2,1,30,2
3,20:35:02:402,120001164,110316178,361300,2426879,2523173,3,0,0,0
1,20:35:02:603,120019772,189067936,418665,91045,2085195,2,1,24,5
2,20:35:02:603,120000626,165662896,83201,81545,1258885,2,1,11,2
3,20:35:02:603,120001685,111077203,408472,2170212,2808466,3,0,0,0
1,20:35:02:803,120019955,227593723,78789,94493,818910,2,1,31,2
2,20:35:02:803,120000917,165251457,83093,90972,1254064,2,1,14,2
3,20:35:02:803,120001187,108556029,342763,2122893,2701641,3,0,0,0
1,20:35:03:004,120019798,168404039,736,82622,1004939,2,1,11,2
2,20:35:03:004,120000640,189990303,83020,83250,1096344,2,1,20,2
3,20:35:03:004,120001008,108792912,405407,2152819,2845861,3,0,0,0
1,20:35:03:204,120020119,154906187,413499,76298,2276839,2,1,10,2
2,20:35:03:204,120000606,180017468,248906,93286,1596161,2,1,14,2
