CORE_ID,TIMESTAMP,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_MISSES,L2_CACHE_ACCESS,LABEL
1,12:37:02:089,277989,208645,0,204,0,0
2,12:37:02:089,282661,211336,0,210,0,0
1,12:37:02:289,120000791,49445257,3954226,215,13702592,0
2,12:37:02:289,120000502,173441641,0,558235,4,0
1,12:37:02:489,120000744,49539899,3956014,201,13692560,0
2,12:37:02:489,120000478,173584232,0,555043,2,0
1,12:37:02:689,120000619,49604523,3960002,213,13697793,0
2,12:37:02:689,120000441,173544508,0,556306,2,0
1,12:37:02:889,120001161,49388140,3948172,191,13671888,0
2,12:37:02:889,120000536,173608573,0,555078,7,0
1,12:37:03:089,120001208,49456073,3958237,208,13693673,0
2,12:37:03:089,120000530,173574526,0,555212,0,0
1,12:37:03:289,120001164,49444980,3956976,218,13696217,0
2,12:37:03:289,120000439,173525883,0,556484,15,0
1,12:37:03:489,120000564,49635992,3963580,207,13696484,0
2,12:37:03:489,120000446,173523151,0,556637,2,0
1,12:37:03:689,120000861,49502579,3953528,222,13662157,0
2,12:37:03:689,120000496,173696336,0,553493,0,0
1,12:37:03:889,120001238,49512989,3957301,207,13705020,0
2,12:37:03:889,120000451,173777998,0,550650,2,0
1,12:37:04:089,120001124,49358434,3947393,205,13660588,0
2,12:37:04:089,120000458,173641500,0,553618,2,0
1,12:37:04:289,120001113,49422604,3954553,212,13663442,0
2,12:37:04:289,120000496,173646581,0,553322,2,0
1,12:37:04:489,120001216,49374706,3949167,201,13674111,0
2,12:37:04:489,120000450,173664786,0,552298,2,0
1,12:37:04:689,120000863,49441272,3952222,201,13668790,0
2,12:37:04:689,120000497,173708749,0,551533,2,0
1,12:37:04:889,120000545,49649339,3962702,224,13698167,0
2,12:37:04:889,120000430,173630101,0,552337,2,0
1,12:37:05:089,120001021,49538350,3956682,207,13681982,0
2,12:37:05:089,120000558,173710641,0,550424,0,0
1,12:37:05:289,120001312,49395073,3951501,218,13664427,0
2,12:37:05:289,120000437,173795520,0,549274,2,0
1,12:37:05:489,120001092,49462123,3958892,210,13690554,0
2,12:37:05:489,120000456,173773462,0,549273,0,0
1,12:37:05:689,120000656,49418664,3952778,216,13655695,0
2,12:37:05:689,120000440,173813808,0,548567,2,0
1,12:37:05:889,120000643,49562171,3957382,222,13698861,0
2,12:37:05:889,120000436,173859377,0,547850,0,0
1,12:37:06:089,120001436,49737149,3971662,223,13741781,0
2,12:37:06:089,120000589,173835663,0,547698,2,0
1,12:37:06:289,120001381,49372668,3949070,208,13666918,0
2,12:37:06:289,120000438,173861840,0,547716,2,0
1,12:37:06:489,120001037,49508181,3964063,204,13725452,0
2,12:37:06:489,120000474,173838008,0,547658,2,0
1,12:37:06:689,120000507,49536256,3956529,219,13689219,0
2,12:37:06:689,120000437,173788101,0,549301,2,0
1,12:37:06:889,120000616,49540358,3955970,218,13671374,0
2,12:37:06:889,120000477,173831847,0,548148,2,0
1,12:37:07:089,120001157,49531731,3956948,217,13685066,0
2,12:37:07:089,120000432,173709889,0,549735,2,0
1,12:37:07:289,120001351,49372771,3948946,212,13667865,0
2,12:37:07:289,120000448,173807682,0,547564,2,0
1,12:37:07:489,120000533,47776536,3819390,188,13216506,0
2,12:37:07:489,120000519,173866152,0,546042,2,0
1,12:37:07:689,120001238,46982049,3755619,236,12997150,0
2,12:37:07:689,120000443,173949169,0,544648,2,0
1,12:37:07:889,120001215,47105400,3756322,203,13017286,0
2,12:37:07:889,120000425,174042271,0,542398,2,0
1,12:37:08:089,120001403,47053083,3750313,213,12998034,0
2,12:37:08:089,120000439,173921699,0,545090,2,0
1,12:37:08:289,120000502,47188793,3768085,197,13077596,0
2,12:37:08:289,120000424,173831827,0,546566,2,0
1,12:37:08:489,120000712,47060705,3760691,209,13019411,0
2,12:37:08:489,120000458,173897707,0,545294,2,0
1,12:37:08:689,120001209,48695590,3892849,220,13482359,0
2,12:37:08:689,120000463,173925045,0,544763,2,0
1,12:37:08:889,120001079,49427563,3955066,222,13675815,0
2,12:37:08:889,120000632,173878904,0,545568,2,0
1,12:37:09:089,120000534,49429602,3952043,206,13660636,0
2,12:37:09:089,120000436,173875923,0,546027,2,0
1,12:37:09:289,120000572,49590729,3959123,214,13693263,0
2,12:37:09:289,120000430,173875046,0,546433,0,0
1,12:37:09:489,120001334,49688531,3969586,213,13742373,0
2,12:37:09:489,120000456,173935864,0,545722,2,0
1,12:37:09:689,120001303,49408491,3953054,205,13663120,0
2,12:37:09:689,120000445,173962528,0,544719,2,0
1,12:37:09:889,120001391,49325530,3943684,205,13666463,0
2,12:37:09:889,120000441,173921394,0,545452,2,0
1,12:37:10:089,120001210,49378457,3949530,204,13648521,0
2,12:37:10:089,120000454,173911298,0,544886,2,0
1,12:37:10:289,120000519,49467914,3954649,207,13684036,0
2,12:37:10:289,120000429,173854686,0,545711,2,0
1,12:37:10:489,120000693,49775715,3970681,208,13715379,0
2,12:37:10:489,120000427,173924254,0,544762,2,0
1,12:37:10:689,120001033,49517507,3961134,197,13694331,0
2,12:37:10:689,120000460,174062149,0,541300,2,0
1,12:37:10:889,120001296,49452941,3957865,201,13683871,0
2,12:37:10:889,120000463,174040610,0,541832,2,0
1,12:37:11:089,120000571,49459438,3954513,207,13678846,0
2,12:37:11:089,120000449,174083489,0,541143,2,0
1,12:37:11:289,120000533,49644971,3962591,199,13717646,0
2,12:37:11:289,120000452,174071816,0,541446,2,0
1,12:37:11:489,120001391,49543939,3956880,218,13712797,0
2,12:37:11:489,120000457,173953097,0,543924,0,0
1,12:37:11:689,120001201,49397179,3951736,227,13692557,0
2,12:37:11:689,120000541,174001694,0,543317,2,0
1,12:37:11:889,120000665,49407907,3952943,217,13684787,0
2,12:37:11:889,120000445,174010102,0,543581,2,0
1,12:37:12:089,120001330,49346419,3946102,213,13655583,0
2,12:37:12:089,120000455,173989305,0,543993,2,0
1,12:37:12:289,120001004,49380979,3949801,217,13672717,0
2,12:37:12:289,120000444,174020171,0,542552,2,0
1,12:37:12:489,120000698,49441856,3951047,209,13669534,0
2,12:37:12:489,120000459,173959552,0,543616,2,0
1,12:37:12:689,120000562,49630291,3961498,214,13708344,0
2,12:37:12:689,120000454,174026768,0,541877,2,0
1,12:37:12:889,120000588,49371301,3945447,209,13664486,0
2,12:37:12:889,120000452,174042232,0,542170,0,0
1,12:37:13:089,120000596,47770900,3824688,195,13249274,0
2,12:37:13:089,120000473,173999175,0,543246,2,0
1,12:37:13:289,120000578,48849474,3893575,225,13487087,0
2,12:37:13:289,120000420,174034870,0,542621,2,0
1,12:37:13:489,120000538,49367184,3945155,201,13677241,0
2,12:37:13:489,120000423,174006396,0,542285,2,0
1,12:37:13:689,120001373,49376999,3949482,213,13672907,0
2,12:37:13:689,120000429,174023641,0,542245,2,0
1,12:37:13:889,120000706,48088271,3840680,216,13301145,0
2,12:37:13:889,120000507,174022547,0,541780,2,0
1,12:37:14:089,120001285,48656329,3894164,216,13463222,0
2,12:37:14:089,120000489,174000232,0,542404,2,0
1,12:37:14:289,120001156,49376333,3949375,204,13667295,0
2,12:37:14:289,120000424,173997689,0,542544,2,0
1,12:37:14:489,120000574,49454552,3951757,218,13666453,0
2,12:37:14:489,120000436,173992054,0,543023,2,0
1,12:37:14:689,120000660,49634273,3961887,205,13695911,0
2,12:37:14:689,120000498,174026774,0,542199,0,0
1,12:37:14:889,120001135,49638525,3969287,205,13730166,0
2,12:37:14:889,120000426,174024652,0,542497,2,0
1,12:37:15:089,120001189,49398313,3951704,199,13680438,0
2,12:37:15:089,120000598,174054090,0,541621,2,0
1,12:37:15:289,120001128,49420075,3954204,224,13664939,0
2,12:37:15:289,120000461,174055315,0,541449,2,0
1,12:37:15:489,120000518,49543645,3956214,210,13671150,0
2,12:37:15:489,120000448,174089930,0,540969,2,0
1,12:37:15:689,120000644,49555939,3957031,211,13697692,0
2,12:37:15:689,120000483,174106785,0,540971,0,0
1,12:37:15:889,120001217,49472835,3952313,214,13652111,0
2,12:37:15:889,120000439,174062726,0,542137,2,0
1,12:37:16:089,120001201,49463276,3959015,227,13694369,0
2,12:37:16:089,120000444,174054617,0,542363,2,0
1,12:37:16:289,120001379,49432018,3955682,193,13687417,0
2,12:37:16:289,120000439,174111413,0,541096,2,0
1,12:37:16:489,120000620,49472008,3954625,210,13682388,0
2,12:37:16:489,120000429,174162334,0,539716,2,0
1,12:37:16:689,120000535,49478790,3952000,203,13682992,0
2,12:37:16:689,120000420,174147342,0,539674,2,0
1,12:37:16:889,120000867,49378729,3945860,203,13659317,0
2,12:37:16:889,120000441,174055647,0,542196,2,0
1,12:37:18:089,120001219,50729189,3929469,221,13603585,0
2,12:37:18:089,120000600,174689111,1,539017,9,0
1,12:37:18:289,120000506,49535242,3960660,205,13712790,0
2,12:37:18:289,120000425,174095501,0,542038,2,0
1,12:37:18:489,120000673,49619515,3960902,214,13689892,0
2,12:37:18:489,120000455,174018090,0,543859,2,0
1,12:37:18:689,120001252,49587729,3962995,222,13678699,0
2,12:37:18:689,120000465,173989871,0,544462,0,0
1,12:37:18:889,120001309,49469314,3959736,216,13676183,0
2,12:37:18:889,120000451,174012726,0,544402,2,0
1,12:37:19:089,120000772,49534545,3961170,215,13681962,0
2,12:37:19:089,120000483,174014789,0,543978,2,0
1,12:37:19:289,120000717,49668131,3963945,213,13719340,0
2,12:37:19:289,120000462,174043500,0,543656,2,0
1,12:37:19:489,120001206,49533483,3958611,195,13681198,0
2,12:37:19:489,120000439,174099473,0,542290,2,0
1,12:37:19:689,120001255,49372802,3948851,228,13654366,0
2,12:37:19:689,120000418,174143398,0,541086,2,0
1,12:37:19:889,120001079,49401611,3952217,214,13679136,0
2,12:37:19:889,120000484,174088428,0,541842,2,0
1,12:37:20:089,120000755,49468352,3957731,210,13711504,0
2,12:37:20:089,120000560,174059914,0,541885,2,0
1,12:37:20:289,120000677,49412960,3947866,218,13665599,0
2,12:37:20:289,120000470,174012413,0,542502,0,0
1,12:37:20:489,120000695,49669412,3964117,201,13694623,0
2,12:37:20:489,120000475,174041950,0,541214,2,0
1,12:37:20:689,120001244,49492245,3955714,211,13683222,0
2,12:37:20:689,120000426,174061270,0,540754,2,0
1,12:37:20:889,120000731,49390771,3950929,214,13684070,0
2,12:37:20:889,120000450,174100966,0,539566,2,0
