CORE_ID,TIMESTAMP,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_MISSES,L2_CACHE_ACCESS,LABEL
1,16:02:15:879,233732,196487,0,206,0,0
1,16:02:16:079,120000903,46995042,3757185,201,13063475,0
1,16:02:16:279,120001197,47009936,3752046,206,13036765,0
1,16:02:16:479,120001326,47178519,3764930,194,13077388,0
1,16:02:16:679,120001240,47431640,3793324,198,13165138,0
1,16:02:16:879,120001466,47251235,3773138,197,13111639,0
1,16:02:17:079,120000723,47451512,3786673,217,13166824,0
1,16:02:17:279,120000775,47158771,3767587,199,13049085,0
1,16:02:17:479,120000925,47730891,3803196,199,13194018,0
1,16:02:17:679,120000674,47165824,3767879,208,13094101,0
1,16:02:17:879,120000763,47329358,3778134,198,13119618,0
1,16:02:18:079,120000873,47311300,3776943,193,13123942,0
1,16:02:18:279,120000738,46991942,3756636,202,13065584,0
1,16:02:18:479,120000729,47374128,3780813,194,13137602,0
1,16:02:18:679,120000790,47316978,3777203,218,13117676,0
1,16:02:18:879,120001288,47407223,3785462,201,13138034,0
1,16:02:19:079,120002060,47245934,3772869,205,13091544,0
1,16:02:19:279,120001555,47346059,3783757,212,13126362,0
1,16:02:19:479,120001209,47388735,3788440,199,13156945,0
1,16:02:19:679,120001298,47260867,3773996,200,13113563,0
1,16:02:19:879,120001706,47293184,3777882,195,13116078,0
1,16:02:20:079,120001466,47225648,3770318,209,13111955,0
1,16:02:20:279,120000830,47443853,3788823,200,13147336,0
1,16:02:20:479,120000843,47585598,3794183,213,13174716,0
1,16:02:20:679,120001009,47457426,3786437,204,13125972,0
1,16:02:20:879,120001013,47253152,3773249,216,13112107,0
1,16:02:21:079,120001354,47313992,3779849,212,13128328,0
1,16:02:21:279,120001481,47514881,3802431,197,13199883,0
1,16:02:21:479,120000953,47420474,3785310,203,13127446,0
1,16:02:21:679,120000807,47244062,3773181,184,13109199,0
1,16:02:21:879,120000814,47462684,3786129,196,13137090,0
1,16:02:22:079,120001476,47695828,3806727,205,13209684,0
1,16:02:22:279,120001137,47453503,3795582,203,13188281,0
1,16:02:22:479,120000755,47675476,3802219,192,13205885,0
1,16:02:22:679,120001105,47286414,3774890,192,13114149,0
1,16:02:22:879,120001287,47713823,3813112,207,13244569,0
1,16:02:23:079,120001322,47343865,3783257,203,13148619,0
1,16:02:23:279,120001035,47820639,3811586,218,13232935,0
1,16:02:23:479,120001868,47603760,3805098,209,13218645,0
1,16:02:23:679,120001252,47368262,3785946,208,13151832,0
1,16:02:23:879,120000863,47489359,3790288,182,13161154,0
1,16:02:24:079,120001346,47722033,3802968,214,13211413,0
1,16:02:24:279,120001401,47363415,3785433,203,13148873,0
1,16:02:24:479,120001109,47395287,3789217,206,13148472,0
1,16:02:24:679,120000525,47751640,3809937,217,13243404,0
1,16:02:24:879,120001339,47537368,3792107,207,13170445,0
1,16:02:25:079,120001326,47425016,3792454,200,13168814,0
1,16:02:25:279,120001243,47409176,3790514,195,13157746,0
1,16:02:25:479,120001296,47265554,3774706,192,13125527,0
1,16:02:25:679,120000881,47877067,3812436,194,13247941,0
1,16:02:25:879,120001366,47346776,3782095,204,13130971,0
1,16:02:26:079,120001117,47451368,3795539,193,13182800,0
1,16:02:26:279,120000888,47607813,3800829,207,13186731,0
1,16:02:26:479,120001632,47705553,3803731,205,13222023,0
1,16:02:26:679,120001329,47535527,3804909,208,13197199,0
1,16:02:26:879,120000791,47652761,3799973,200,13207200,0
1,16:02:27:079,120000971,47525776,3790096,200,13153597,0
