CORE_ID,TIMESTAMP,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_MISSES,L2_CACHE_ACCESS,LABEL,DET_STATUS,DET_PROB,BENCH_ID
1,10:36:19:572,326614,222750,348,227,1589,2,0,0,2
2,10:36:19:572,322202,224648,379,225,1570,2,0,0,2
3,10:36:19:572,322273,228602,476,151,1600,3,0,0,0
1,10:36:19:773,120003805,207968509,170464,86907,1204493,2,0,0,2
2,10:36:19:773,120004072,198833019,173759,93888,1255386,2,0,0,5
3,10:36:19:773,120004379,265856862,254,120,1733,3,0,0,0
1,10:36:19:973,120003285,198045040,92748,93435,1049088,2,0,0,2
2,10:36:19:973,120003449,200838497,171419,88378,1264877,2,0,0,2
3,10:36:19:973,120002131,265883169,75,67,1339,3,0,0,0
1,10:36:20:174,120003016,178905539,166964,82591,1429744,2,0,0,2
2,10:36:20:174,120003288,183822850,753,89683,892696,2,0,0,2
3,10:36:20:174,120002385,265893166,67,73,1324,3,0,0,0
1,10:36:20:374,120002405,165197835,83973,87574,1257445,2,0,0,5
2,10:36:20:374,120003171,177421012,84008,91253,1157956,2,0,0,5
3,10:36:20:374,325569,222248,343,220,1595,3,0,0,0
1,10:36:20:574,120003068,195517378,167005,84880,1298580,2,1,1,2
2,10:36:20:574,120002702,182442801,166580,89744,1386611,2,1,1,5
3,10:36:20:574,120003977,20953475,211993,38354,786176,3,1,2,0
1,10:36:20:775,120012126,162851664,166291,91790,1519676,2,1,0,1
2,10:36:20:775,120011522,195212417,166851,87038,1296888,2,1,0,5
3,10:36:20:775,120014688,16279718,83768,12771,358700,3,1,0,0
1,10:36:20:975,120011325,162062537,165448,78035,1519776,2,1,0,2
2,10:36:20:975,120011453,209330036,166915,98065,1168429,2,1,0,2
3,10:36:20:975,120012281,18267989,133610,47139,541910,3,1,0,0
1,10:36:21:176,120011692,174085498,83662,81828,1212578,2,1,0,2
2,10:36:21:176,120011451,163456410,165459,80611,1521503,2,1,0,2
3,10:36:21:176,120012838,34101557,147782,63903,748803,3,1,0,0
1,10:36:21:376,120010832,175730086,165514,83075,1446231,2,1,0,2
2,10:36:21:376,120011281,179839534,82946,90433,1155043,2,1,0,5
3,10:36:21:376,120009495,265896828,16,84,1330,3,1,4,0
1,10:36:21:577,120010968,182998356,577841,81521,2626564,2,1,7,5
2,10:36:21:577,120011259,195573489,166223,97412,1281603,2,1,10,2
3,10:36:21:577,120011947,90582284,288432,1152563,1618935,3,1,8,0
1,10:36:21:777,120011058,236361970,1218,95759,516950,2,1,44,2
2,10:36:21:777,120011020,183598137,161,87111,889201,2,1,42,2
3,10:36:21:777,120012685,80504563,646473,1120523,3166535,3,2,56,0
1,10:36:21:977,120010678,172610996,1789,91692,965303,2,2,86,5
2,10:36:21:977,120010628,163142500,165335,85492,1525770,2,2,88,2
3,10:36:21:977,120011813,69403099,549033,991380,2457469,3,2,82,0
1,10:36:22:178,120010683,199458410,1042,90233,778699,2,2,92,5
2,10:36:22:178,120011059,190581097,165990,91986,1317630,2,2,92,2
3,10:36:22:178,120012350,75939849,724456,1374631,2662304,3,2,94,0
1,10:36:22:378,120010985,214679412,872,93533,672594,2,2,94,2
2,10:36:22:378,120010942,170980300,248249,83531,1718695,2,2,95,5
3,10:36:22:378,120012317,94595048,547608,1914317,2791607,3,2,96,0
1,10:36:22:579,120011028,172464691,714,81199,974610,2,2,96,2
2,10:36:22:579,120011068,204889974,165520,95090,1209719,2,2,96,2
3,10:36:22:579,120012316,110067522,361027,2428810,2509760,3,2,97,0
1,10:36:22:779,120011112,195125995,248263,92463,1512452,2,2,96,2
2,10:36:22:779,120011498,153802833,446627,82021,2374049,2,2,96,2
3,10:36:22:779,120013573,109331363,407126,2132605,2772979,3,2,98,0
1,10:36:22:980,120011300,204133957,85722,91924,991532,2,2,96,2
2,10:36:22:980,120010887,180626074,49777,85700,1054769,2,2,96,5
3,10:36:22:980,120013902,108933622,347647,2119264,2717166,3,2,97,0
1,10:36:23:180,120011285,181593843,83617,82843,1164252,2,2,96,2
2,10:36:23:180,120010654,215924848,221,101492,648041,2,2,95,5
3,10:36:23:180,120012319,108813969,406342,2154996,2838470,3,2,97,0
1,10:36:23:381,120010755,192494138,250065,94529,1551009,2,2,96,2
2,10:36:23:381,120011034,176096988,248833,90823,1664473,2,2,96,5
3,10:36:23:381,120012794,113353893,263966,2562598,2117093,3,2,97,0
1,10:36:23:581,120011324,184357017,83591,79601,1139780,2,2,96,2
2,10:36:23:581,120011081,203364500,412189,84891,1972815,2,2,96,2
3,10:36:23:581,120013319,109488872,351768,2305926,2536570,3,2,97,0
1,10:36:23:781,120011084,179427998,84467,96882,1139478,2,2,96,2
2,10:36:23:781,120011398,194517413,167374,96137,1286150,2,2,96,7
3,10:36:23:781,120012507,113196327,310808,2358237,2328913,3,2,98,0
1,10:36:23:982,120011331,204632285,83092,86193,996810,2,2,95,5
2,10:36:23:982,120010863,216294362,162,88059,663963,2,2,95,2
3,10:36:23:982,94932297,83990368,367873,1337307,2544267,3,2,97,0
1,10:36:24:182,120011059,205424308,98117,91880,1026300,2,2,92,2
2,10:36:24:182,120011012,181291411,83402,86499,1146771,2,2,92,2
3,10:36:24:182,15239,14986,63,84,399,3,2,95,0
1,10:36:24:383,120011379,165854132,68610,97618,1199462,2,2,93,5
2,10:36:24:383,120011073,199112293,165253,95796,1258717,2,2,93,5
3,10:36:24:383,97173,40897,1002,534,5091,3,2,98,0
1,10:36:24:583,120011062,183741474,484,89361,886037,2,2,63,2
2,10:36:24:583,120011142,194884573,1014,95143,804549,2,2,66,5
3,10:36:24:583,12900,14983,23,45,197,3,2,92,0
1,10:36:24:784,120010808,166373108,83063,81323,1264830,2,2,58,2
2,10:36:24:784,120011427,197319913,83683,87988,1044570,2,2,84,5
3,10:36:24:784,39815,28267,79,192,1751,3,2,71,0
1,10:36:24:984,120010750,179209529,165934,90510,1412528,2,1,9,7
2,10:36:24:984,120010893,229567787,82792,92621,812421,2,1,24,5
3,10:36:24:984,12698,14986,31,30,216,3,2,75,0
1,10:36:25:184,120010868,175343505,330301,89504,1920586,2,1,9,2
2,10:36:25:184,120010724,229458729,956,96347,563355,2,1,20,1
3,10:36:25:184,10898,14980,1,19,28,3,1,16,0
1,10:36:25:385,120011130,168068414,83542,79635,1248157,2,2,56,2
2,10:36:25:385,120010383,166852954,83208,81834,1247101,2,1,28,2
3,10:36:25:385,113311,57853,781,686,5999,3,2,60,0
1,10:36:25:585,120010807,182436759,238,87393,885940,2,2,58,2
2,10:36:25:585,120010645,168372305,133,91581,978221,2,1,27,1
3,10:36:25:585,12486,14983,33,20,240,3,1,40,0
1,10:36:25:786,120010479,163880415,165395,98615,1499099,2,2,53,5
2,10:36:25:786,120010623,178722361,248398,80829,1670825,2,1,35,5
3,10:36:25:786,36685,28295,45,142,1641,3,1,34,0
1,10:36:25:986,120010904,186247606,494557,83421,2357612,2,1,13,5
2,10:36:25:986,120010890,209012716,440,95992,697591,2,1,7,2
3,10:36:25:986,11784,14986,21,22,202,3,1,41,0
1,10:36:26:187,120010964,195127787,166072,87411,1306624,2,1,16,2
2,10:36:26:187,120010816,170747522,247323,85582,1697393,2,1,5,2
3,10:36:26:187,10627,14980,0,10,21,3,1,12,0
1,10:36:26:387,120011124,200108405,83397,84153,1025142,2,1,48,5
2,10:36:26:387,120011461,178898196,83687,90306,1166501,2,1,22,5
3,10:36:26:387,140052,65813,709,668,7401,3,1,40,0
1,10:36:26:587,120010493,227830781,165142,92502,1057690,2,1,39,2
2,10:36:26:587,120010930,196706620,248597,84808,1524443,2,1,33,5
3,10:36:26:587,42882,27645,169,169,2226,3,1,47,0
1,10:36:26:788,120011340,206366516,83805,89335,979718,2,2,52,5
2,10:36:26:788,120010984,203245563,165661,88242,1254478,2,1,37,5
3,10:36:26:788,51373,34479,132,233,2471,3,1,39,0
1,10:36:26:988,120010971,228357160,165269,94562,1060462,2,1,25,2
2,10:36:26:988,120010860,223752858,247893,92227,1347691,2,1,19,2
3,10:36:26:988,12832,14981,36,23,248,3,1,38,0
