CORE_ID,TIMESTAMP,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_MISSES,L2_CACHE_ACCESS,LABEL,DET_STATUS,DET_PROB,BENCH_ID
1,13:48:11:064,327924,226270,354,222,1608,0,0,0,6
2,13:48:11:064,328730,226041,378,243,1681,0,0,0,3
3,13:48:11:064,328814,229216,425,185,1751,0,0,0,0
1,13:48:11:265,120002912,212173106,4,119323,6535,0,0,0,6
2,13:48:11:265,120005266,184263588,58,188170,1384,0,0,0,3
3,13:48:11:265,120005103,265882855,237,61,1723,0,0,0,0
1,13:48:11:465,120002348,212365838,7,117259,6419,0,0,0,6
2,13:48:11:465,120002220,184260969,1,187970,1214,0,0,0,3
3,13:48:11:465,120002303,265898609,27,21,1286,0,0,0,0
1,13:48:11:666,120002284,212348309,7,117446,6420,0,0,0,6
2,13:48:11:666,120002296,184319060,0,186387,1210,0,0,0,3
3,13:48:11:666,120002297,265901168,20,11,1284,0,0,0,0
1,13:48:11:866,120002487,211543118,0,118328,6389,0,0,0,6
2,13:48:11:866,120002337,184373819,12,186965,1249,0,0,0,3
3,13:48:11:866,332572,228117,398,237,1665,0,0,0,0
1,13:48:12:067,120002483,211944294,115,125032,6693,0,0,0,6
2,13:48:12:067,120002636,184260903,86,186438,1503,0,0,0,3
3,13:48:12:067,120004028,21258857,211830,38017,785680,0,0,0,0
1,13:48:12:267,120002758,212371848,7,117733,6490,0,0,0,6
2,13:48:12:267,120002828,184270131,2,186788,1293,0,0,0,3
3,13:48:12:267,120003083,16876950,83765,12736,357657,0,0,0,0
1,13:48:12:467,120002597,212551222,7,113817,6979,0,0,0,6
2,13:48:12:467,120002462,184239725,8,187410,1691,0,0,0,3
3,13:48:12:467,120003103,18687473,134661,46622,543885,0,0,0,0
1,13:48:12:668,120002786,212221713,12,118577,6504,0,0,0,6
2,13:48:12:668,120002832,184267972,2,186892,1292,0,0,0,3
3,13:48:12:668,120003693,34970583,147928,63823,748767,0,0,0,0
1,13:48:12:868,120002528,212139634,0,123036,6413,0,1,4,6
2,13:48:12:868,120002452,184271239,2,186723,1222,0,1,7,3
3,13:48:12:868,120002454,265903415,18,8,1299,0,1,1,0
1,13:48:13:069,120013994,212198974,0,120106,6477,0,1,24,6
2,13:48:13:069,120014016,184284389,8,186735,1352,0,1,29,3
