CORE_ID,TIMESTAMP,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_MISSES,L2_CACHE_ACCESS,LABEL
2,11:49:55:726,120000422,174028948,0,543128,2,0
1,11:49:55:926,120000679,46462508,3704858,200,12836171,0
2,11:49:55:926,120000444,174082944,0,541947,2,0
1,11:49:56:126,120000854,46527728,3709208,197,12860343,0
2,11:49:56:126,120000433,174082896,0,542236,2,0
1,11:49:56:326,120001032,46244095,3692095,209,12808060,0
2,11:49:56:326,120000748,174093664,0,542232,0,0
1,11:49:56:526,120001288,46270573,3695160,212,12823946,0
2,11:49:56:526,120000486,174159300,0,540841,2,0
1,11:49:56:726,120001176,46301596,3698441,201,12825776,0
2,11:49:56:726,120000439,174207733,0,539656,0,0
1,11:49:56:926,120001210,46271068,3695014,199,12822254,0
2,11:49:56:926,120000434,174223167,0,540523,2,0
1,11:49:57:126,120001596,46265011,3694624,215,12801660,0
2,11:49:57:126,120000532,174238897,0,539844,2,0
1,11:49:57:326,120001248,46335211,3702468,201,12827006,0
2,11:49:57:326,120000695,174158896,0,541049,0,0
1,11:49:57:526,120000670,46303587,3697567,206,12832366,0
2,11:49:57:526,120000480,174081274,0,541992,2,0
1,11:49:57:726,120000683,46550590,3710578,201,12870844,0
2,11:49:57:726,120000491,174153304,0,540267,0,0
1,11:49:57:926,120000597,46453436,3704902,219,12857237,0
2,11:49:57:926,120000429,174141148,0,541246,2,0
1,11:49:58:126,120001078,46463130,3712507,206,12854584,0
2,11:49:58:126,120000491,174178044,0,540045,0,0
1,11:49:58:326,120001392,46364164,3705382,201,12858415,0
2,11:49:58:326,120000633,174108795,0,541709,2,0
1,11:49:58:526,120000664,46344827,3701700,200,12833866,0
2,11:49:58:526,120000458,174077765,0,542400,2,0
1,11:49:58:726,120000554,46334802,3697056,190,12817761,0
2,11:49:58:726,120000430,174129863,0,540697,2,0
1,11:49:58:926,120000714,46403300,3701564,191,12852389,0
2,11:49:58:926,120000450,174216063,0,539336,0,0
1,11:49:59:126,120000552,46307116,3695567,201,12828890,0
2,11:49:59:126,120000437,174257282,0,538979,2,0
1,11:49:59:326,120000607,46354044,3698444,204,12839639,0
2,11:49:59:326,120000435,174204245,0,539852,2,0
1,11:49:59:526,120000619,46287548,3693917,198,12839846,0
2,11:49:59:526,120000435,174298440,0,538238,2,0
1,11:49:59:726,120001159,46323922,3697745,196,12826300,0
2,11:49:59:726,120000417,174112201,0,541499,2,0
1,11:49:59:926,120001299,46298898,3698490,203,12832550,0
2,11:49:59:926,120000447,174079928,0,542137,2,0
1,11:50:00:126,120001190,46334174,3702216,206,12838326,0
2,11:50:00:126,120000501,174001387,0,543481,2,0
1,11:50:00:326,120001501,46275509,3695472,207,12801070,0
2,11:50:00:326,120000460,174006261,0,543517,2,0
1,11:50:00:526,120001231,46298077,3698297,208,12834730,0
2,11:50:00:526,120000478,174082751,0,542548,2,0
1,11:50:00:726,120000586,46364304,3701616,213,12838993,0
2,11:50:00:726,120000435,174066548,0,542828,2,0
1,11:50:00:926,120000716,46370397,3699450,192,12831361,0
2,11:50:00:926,120000428,174086644,0,541640,0,0
1,11:50:01:126,120000498,46640082,3716432,198,12894313,0
2,11:50:01:126,120000437,174049916,0,542940,2,0
1,11:50:01:326,120001228,46328118,3701339,213,12835356,0
2,11:50:01:326,120000436,173946223,0,545171,0,0
1,11:50:01:526,120001104,46401604,3709986,190,12876693,0
2,11:50:01:526,120000476,173871590,0,546666,2,0
1,11:50:01:726,120001161,46277341,3695844,180,12803241,0
2,11:50:01:726,120000552,173921923,0,546339,2,0
1,11:50:01:926,120000645,46411872,3704621,210,12849043,0
2,11:50:01:926,120000499,173881800,0,547315,2,0
1,11:50:02:126,120000689,46182812,3687407,200,12778397,0
2,11:50:02:126,120000467,173884279,0,546827,2,0
1,11:50:02:326,120000515,46632108,3715686,194,12883941,0
2,11:50:02:326,120000419,173915239,0,546574,0,0
1,11:50:02:526,120001090,46526194,3715139,206,12882624,0
2,11:50:02:526,120000424,173921545,0,547007,0,0
1,11:50:02:726,120001326,46416598,3711227,207,12868974,0
2,11:50:02:726,120000595,174026275,0,544614,2,0
1,11:50:02:926,120000560,46370217,3701559,207,12847307,0
2,11:50:02:926,120000449,174067922,0,543337,4,0
1,11:50:03:126,120001277,46845916,3731590,202,12943557,0
2,11:50:03:126,120000634,173991923,0,544793,0,0
1,11:50:03:326,120001419,46277692,3695762,209,12824969,0
2,11:50:03:326,120000514,173973567,0,545401,2,0
1,11:50:03:526,120001227,46387420,3708111,223,12853366,0
2,11:50:03:526,120000444,173999367,0,545656,2,0
1,11:50:03:726,120000546,46376137,3704698,216,12837451,0
2,11:50:03:726,120000433,173989965,0,545940,2,0
1,11:50:03:926,120000531,46698289,3719978,203,12898491,0
2,11:50:03:926,120000436,174025482,0,544645,2,0
1,11:50:04:126,120001523,46466271,3709896,198,12864866,0
2,11:50:04:126,120000456,174033073,0,544606,2,0
1,11:50:04:326,120001583,46339692,3702631,209,12845709,0
2,11:50:04:326,120000573,174028657,0,543427,0,0
1,11:50:04:526,120000553,46426744,3710515,216,12864202,0
2,11:50:04:526,120000421,174119963,0,541446,2,0
1,11:50:04:726,120000528,46802444,3726325,212,12913770,0
2,11:50:04:726,120000444,174073691,0,542716,2,0
1,11:50:04:926,120000804,46444214,3712400,191,12874771,0
2,11:50:04:926,120000425,174021981,0,543494,2,0
1,11:50:05:126,120001389,46401956,3709694,219,12869624,0
2,11:50:05:126,120000459,174088801,0,542783,2,0
1,11:50:05:326,120000616,46683705,3720073,205,12897976,0
2,11:50:05:326,120000478,174125538,0,542035,0,0
1,11:50:05:526,120001293,46559650,3716614,224,12873897,0
2,11:50:05:526,120000519,174071697,0,542953,2,0
1,11:50:05:726,120001283,46474676,3718001,206,12869021,0
2,11:50:05:726,120000510,174018389,0,543811,2,0
1,11:50:05:926,120000643,46664001,3718278,216,12897243,0
2,11:50:05:926,120000444,174053466,0,542561,2,0
1,11:50:06:126,120001202,46586818,3719348,198,12915340,0
2,11:50:06:126,120000633,174087035,0,541316,2,0
1,11:50:06:326,120001167,46460266,3716332,205,12877957,0
2,11:50:06:326,120000725,173989906,0,543873,2,0
1,11:50:06:526,120001848,46945406,3738244,198,12978499,0
2,11:50:06:526,120000706,173940390,0,544444,2,0
1,11:50:06:726,120001228,46488616,3719569,199,12897058,0
2,11:50:06:726,120000507,173870409,0,545353,2,0
1,11:50:06:926,120000727,46802961,3728840,199,12930272,0
2,11:50:06:926,120000438,173901570,0,545314,2,0
1,11:50:07:126,120001024,46591363,3724582,201,12920195,0
2,11:50:07:126,120000432,173966606,0,543269,0,0
1,11:50:08:126,120000439,265134274,0,263,6,0
2,11:50:08:126,120000431,265142377,0,257,6,0
1,11:50:08:126,120000439,265134274,0,263,6,0
2,11:50:08:126,120000431,265142377,0,257,6,0
1,11:50:08:126,120000439,265134274,0,263,6,0
2,11:50:08:126,120000431,265142377,0,257,6,0
1,11:50:08:126,120000439,265134274,0,263,6,0
2,11:50:08:126,120000431,265142377,0,257,6,0
1,11:50:08:326,120001330,49412040,3676979,208,12757436,0
2,11:50:08:326,120000596,174923727,3,537948,32,0
1,11:50:08:526,120000768,46639105,3721971,198,12897754,0
2,11:50:08:526,120000442,173956758,0,543646,2,0
1,11:50:08:726,120001143,46641468,3718612,202,12884244,0
2,11:50:08:726,120000455,173998486,0,543672,0,0
1,11:50:08:926,120001895,46502260,3720865,205,12872683,0
2,11:50:08:926,120000449,174014059,0,543378,2,0
1,11:50:09:126,120000610,46848185,3731345,213,12949104,0
2,11:50:09:126,120000440,174065784,0,541781,2,0
1,11:50:09:326,120001095,46505224,3717696,199,12896243,0
2,11:50:09:326,120000421,174068638,0,542075,2,0
1,11:50:09:526,120000641,46435972,3711762,178,12880432,0
2,11:50:09:526,120000418,174057475,0,542093,2,0
1,11:50:09:726,120001433,46996980,3745789,202,12969169,0
2,11:50:09:726,120000446,173903615,0,545305,0,0
1,11:50:09:926,120000586,46485297,3717090,200,12877633,0
2,11:50:09:926,120000636,173941552,0,543521,2,0
1,11:50:10:126,120001503,46885564,3733648,194,12929549,0
2,11:50:10:126,120000438,173940240,0,544281,4,0
1,11:50:10:326,120001327,46455953,3715624,196,12887639,0
2,11:50:10:326,120000529,173978578,0,543396,2,0
1,11:50:10:526,120000635,46610244,3718725,199,12903715,0
2,11:50:10:526,120000438,174099946,0,541394,2,0
1,11:50:10:726,120001343,46690500,3723716,218,12921168,0
2,11:50:10:726,120000682,174179094,0,538860,2,0
1,11:50:10:926,120001188,46447441,3714711,201,12883179,0
2,11:50:10:926,120000446,174107599,0,540991,0,0
1,11:50:11:126,120000652,46669467,3720623,206,12886217,0
2,11:50:11:126,120000480,174000130,0,544708,2,0
1,11:50:11:326,120001234,46574269,3715790,216,12887840,0
2,11:50:11:326,120000656,174033804,0,544230,2,0
1,11:50:11:526,120001209,46496788,3720434,216,12895816,0
2,11:50:11:526,120000441,174002723,0,544284,2,0
1,11:50:11:726,120000551,46754961,3724638,226,12919461,0
2,11:50:11:726,120000426,174076133,0,542532,2,0
1,11:50:11:926,120001163,46585444,3722524,199,12898115,0
2,11:50:11:926,120000450,174000224,0,543665,2,0
1,11:50:12:126,120001409,46379212,3707447,194,12866343,0
2,11:50:12:126,120000650,174068030,0,542878,2,0
1,11:50:12:326,120000682,46896283,3732966,199,12937436,0
2,11:50:12:326,120000435,174096878,0,541560,4,0
1,11:50:12:526,120001240,46493496,3719541,206,12877547,0
2,11:50:12:526,120000428,174143844,0,540321,0,0
1,11:50:12:726,120001082,47026083,3747318,208,12976098,0
2,11:50:12:726,120000461,174190597,0,539692,2,0
1,11:50:12:926,120001330,46521124,3722838,199,12911918,0
2,11:50:12:926,120000684,174069286,0,542254,0,0
1,11:50:13:126,120000561,46671529,3719762,210,12906204,0
2,11:50:13:126,120000422,174076434,0,542198,2,0
1,11:50:13:326,120001505,46629780,3722861,203,12894545,0
2,11:50:13:326,120000636,174042887,0,542663,0,0
1,11:50:13:526,120000559,46653185,3727674,223,12917164,0
2,11:50:13:526,120000429,174108713,0,542423,4,0
1,11:50:13:726,120001538,46727324,3724335,192,12925876,0
2,11:50:13:726,120000476,174067520,0,542556,2,0
1,11:50:13:926,120001111,46503025,3721108,206,12911124,0
2,11:50:13:926,120000421,174057193,0,542142,2,0
1,11:50:14:126,120000619,46734790,3724074,207,12899862,0
2,11:50:14:126,120000467,174059817,0,541954,2,0
1,11:50:14:326,120001154,46641129,3726985,187,12909973,0
2,11:50:14:326,120000524,174096786,0,540966,0,0
1,11:50:14:526,120000551,46556548,3717888,221,12879271,0
2,11:50:14:526,120000449,174056405,0,541394,2,0
1,11:50:14:726,120001036,46750548,3725489,191,12920719,0
2,11:50:14:726,120000517,174085808,0,541458,0,0
1,11:50:14:926,120001332,46425706,3712581,191,12876687,0
2,11:50:14:926,120000744,174136199,0,540735,4,0
1,11:50:15:126,120000794,46573851,3717613,193,12898891,0
2,11:50:15:126,120000444,174063930,0,542386,0,0
1,11:50:15:326,120001444,46731346,3725301,218,12912896,0
2,11:50:15:326,120000447,174030660,0,543933,4,0
1,11:50:15:526,120001172,46477906,3718218,205,12886275,0
2,11:50:15:526,120000476,174082767,0,543067,2,0
1,11:50:15:726,120000546,46599701,3715660,204,12896334,0
2,11:50:15:726,120000424,174066988,0,543250,0,0
1,11:50:15:926,120001198,46725170,3729688,192,12909858,0
2,11:50:15:926,120000567,174113907,0,541582,2,0
1,11:50:16:126,120000527,46479681,3715722,203,12882405,0
2,11:50:16:126,120000441,174127958,0,541238,2,0
1,11:50:16:326,120001484,46879723,3733533,207,12965076,0
2,11:50:16:326,120000523,174060692,0,542329,2,0
1,11:50:16:526,120001637,46515031,3722539,203,12906253,0
2,11:50:16:526,120000544,174102498,0,541553,2,0
1,11:50:16:726,120000556,46879999,3732798,215,12947759,0
2,11:50:16:726,120000425,174118826,0,540952,2,0
1,11:50:16:926,120001209,46383780,3706022,209,12846629,0
2,11:50:16:926,120000430,174140979,0,540700,2,0
1,11:50:17:126,120001248,46436002,3713463,214,12890143,0
2,11:50:17:126,120000423,174122559,0,541009,2,0
1,11:50:17:326,120000557,46431011,3705137,209,12857393,0
2,11:50:17:326,120000430,174120653,0,541050,6,0
1,11:50:17:526,120001316,46753901,3724849,203,12923464,0
2,11:50:17:526,120000437,174143679,0,540178,2,0
1,11:50:17:726,120001209,46399435,3709418,210,12870225,0
2,11:50:17:726,120000466,174086293,0,541272,2,0
1,11:50:17:926,120000633,46539297,3717747,197,12900487,0
2,11:50:17:926,120000446,174216080,0,539300,2,0
1,11:50:18:126,120001317,46854244,3735420,214,12940484,0
2,11:50:18:126,120000517,174220561,0,539411,2,0
1,11:50:18:326,120001292,46431628,3713075,193,12888863,0
2,11:50:18:326,120000560,174206554,0,539872,2,0
1,11:50:18:526,120000748,46845346,3731292,226,12933095,0
2,11:50:18:526,120000513,174227129,0,538489,2,0
1,11:50:18:726,120001470,46386420,3703935,217,12852802,0
2,11:50:18:726,120000460,174294681,0,536701,2,0
1,11:50:18:926,120001226,46454128,3715681,204,12877340,0
2,11:50:18:926,120000485,174264335,0,537544,2,0
1,11:50:19:126,120000584,46752613,3726394,206,12917399,0
2,11:50:19:126,120000438,174299006,0,537786,2,0
1,11:50:19:326,120001307,46701300,3733493,209,12957801,0
2,11:50:19:326,120000645,174328975,0,537253,2,0
1,11:50:19:526,120000664,46453785,3708814,203,12853399,0
2,11:50:19:526,120000449,174225327,0,539659,2,0
1,11:50:19:726,120001469,46774642,3725886,207,12938088,0
2,11:50:19:726,120000487,174206363,0,539531,2,0
1,11:50:19:926,120001264,46351222,3703862,195,12843384,0
2,11:50:19:926,120000696,174265284,0,538388,0,0
1,11:50:20:126,120000618,46546931,3721202,190,12886851,0
2,11:50:20:126,120000454,174248038,0,538661,2,0
1,11:50:20:326,120001382,46807494,3727410,206,12936192,0
2,11:50:20:326,120000451,174152338,0,539664,2,0
1,11:50:20:526,120001314,46399464,3709480,191,12869882,0
2,11:50:20:526,120000460,174133812,0,540919,2,0
1,11:50:20:726,120000708,46413152,3710371,187,12868737,0
2,11:50:20:726,120000429,174166477,0,539562,2,0
1,11:50:20:926,120001419,46899029,3733522,218,12946720,0
2,11:50:20:926,120000455,174139051,0,540652,0,0
1,11:50:21:126,120001475,46438738,3713875,202,12865649,0
2,11:50:21:126,120000490,174157446,0,539520,2,0
1,11:50:21:326,120000674,46508365,3714393,211,12900356,0
2,11:50:21:326,120000465,174189544,0,538864,0,0
1,11:50:21:526,120000642,46686474,3719164,206,12888692,0
2,11:50:21:526,120000447,174170091,0,539178,2,0
1,11:50:21:726,120001138,46531348,3721867,195,12880634,0
2,11:50:21:726,120000446,174203135,0,538552,2,0
1,11:50:21:926,120000735,46628249,3720967,208,12910156,0
2,11:50:21:926,120000476,174250350,0,537493,2,0
1,11:50:22:126,120001166,46664186,3720968,209,12908487,0
2,11:50:22:126,120000736,174158068,0,540135,2,0
1,11:50:22:326,120001308,46474351,3717943,207,12892712,0
2,11:50:22:326,120000724,174146803,0,539420,0,0
1,11:50:22:526,120000649,46728592,3724213,226,12927453,0
2,11:50:22:526,120000455,174218833,0,538254,2,0
1,11:50:22:726,120001415,46517556,3712346,203,12883060,0
2,11:50:22:726,120000641,174264877,0,537718,2,0
1,11:50:22:926,120001435,46437388,3713699,202,12875316,0
2,11:50:22:926,120000461,174189861,0,538908,0,0
1,11:50:23:926,120000424,265142460,0,255,6,0
2,11:50:23:926,120000416,265134236,0,261,6,0
1,11:50:23:926,120000424,265142460,0,255,6,0
2,11:50:23:926,120000416,265134236,0,261,6,0
1,11:50:23:926,120000424,265142460,0,255,6,0
2,11:50:23:926,120000416,265134236,0,261,6,0
1,11:50:23:926,120000424,265142460,0,255,6,0
2,11:50:23:926,120000416,265134236,0,261,6,0
1,11:50:24:126,120000548,120247000,2478954,226,8594155,0
2,11:50:24:126,120000441,204914809,0,357013,11,0
1,11:50:24:326,120001458,46708919,3726704,198,12921687,0
2,11:50:24:326,120000578,174061091,0,541243,2,0
1,11:50:24:526,120000622,46678040,3730428,211,12918389,0
2,11:50:24:526,120000431,174026510,0,542065,2,0
1,11:50:24:726,120001440,46749026,3726318,216,12919804,0
2,11:50:24:726,120000588,173995104,0,542542,0,0
1,11:50:24:926,120000702,46532443,3723495,205,12903395,0
2,11:50:24:926,120000566,174029340,0,542321,2,0
1,11:50:25:126,120001112,46936842,3737690,198,12966897,0
2,11:50:25:126,120000434,174144692,0,539995,2,0
1,11:50:25:326,120000555,46635265,3730539,199,12935407,0
2,11:50:25:326,120000445,174257837,0,538068,2,0
1,11:50:25:526,120001345,46819141,3728771,208,12926459,0
2,11:50:25:526,120000536,174245059,0,538845,2,0
1,11:50:25:726,120001114,46489707,3719458,207,12880846,0
2,11:50:25:726,120000607,174202757,0,539576,2,0
1,11:50:25:926,120001053,46979193,3741864,213,12976354,0
2,11:50:25:926,120000476,174188637,0,539875,2,0
1,11:50:26:126,120001282,46563411,3727879,184,12924245,0
2,11:50:26:126,120000436,174264874,0,538696,2,0
1,11:50:26:326,120000519,46782858,3725517,188,12923753,0
2,11:50:26:326,120000433,174243092,0,538780,2,0
1,11:50:26:526,120000986,46599500,3726267,202,12920053,0
2,11:50:26:526,120000525,174310966,0,537884,0,0
1,11:50:26:726,120000505,46693489,3725964,187,12909856,0
2,11:50:26:726,120000448,174349362,0,537062,2,0
1,11:50:26:926,120001486,46779333,3737166,210,12955461,0
2,11:50:26:926,120000738,174298266,0,537488,2,0
1,11:50:27:126,120000529,46646760,3721697,199,12911185,0
2,11:50:27:126,120000447,174321241,0,536303,2,0
1,11:50:27:326,120001280,46820788,3739329,195,12974885,0
2,11:50:27:326,120000467,174321370,0,536910,0,0
1,11:50:27:526,120000498,46813870,3733141,200,12944198,0
2,11:50:27:526,120000427,174294691,0,536845,0,0
1,11:50:27:726,120001254,46698543,3733218,220,12928056,0
2,11:50:27:726,120000475,174293932,0,537055,2,0
1,11:50:27:926,120000602,46494139,3711423,217,12895265,0
2,11:50:27:926,120000420,174220117,0,538731,2,0
1,11:50:28:126,120001323,46787972,3728969,215,12950084,0
2,11:50:28:126,120000468,174231761,0,538884,0,0
1,11:50:28:326,120000567,46578648,3726439,207,12912145,0
2,11:50:28:326,120000427,174328227,0,538002,2,0
1,11:50:28:526,120000487,46893474,3735280,223,12935781,0
2,11:50:28:526,120000546,174280178,0,537893,2,0
1,11:50:28:726,120001639,46505957,3721148,199,12909317,0
2,11:50:28:726,120000472,174227148,0,538119,2,0
1,11:50:28:926,120000815,46924230,3735680,211,12962420,0
2,11:50:28:926,120000444,174271035,0,537070,2,0
1,11:50:29:126,120000626,46578358,3729143,204,12930296,0
2,11:50:29:126,120000449,174275535,0,537238,2,0
1,11:50:29:326,120000702,46829422,3728018,220,12926438,0
2,11:50:29:326,120000446,174237352,0,537996,2,0
1,11:50:29:526,120001106,46484214,3716603,208,12890658,0
2,11:50:29:526,120000448,174281762,0,537022,2,0
1,11:50:29:726,120000675,46578581,3719897,218,12891333,0
2,11:50:29:726,120000452,174204168,0,539757,2,0
1,11:50:29:926,120000669,46624161,3715113,204,12901014,0
2,11:50:29:926,120000490,174248822,0,539153,2,0
1,11:50:30:126,120001214,46529664,3720262,215,12876210,0
2,11:50:30:126,120000428,174336574,0,537622,2,0
1,11:50:30:326,120000633,46849910,3736249,214,12943240,0
2,11:50:30:326,120000468,174327205,0,537694,2,0
1,11:50:30:526,120001282,46641380,3727950,207,12930037,0
2,11:50:30:526,120000444,174255199,0,538113,2,0
1,11:50:30:726,120000600,46756057,3729462,208,12933652,0
2,11:50:30:726,120000454,174299367,0,536933,0,0
1,11:50:30:926,120001079,46634442,3723210,206,12912939,0
2,11:50:30:926,120000699,174267971,0,538512,2,0
1,11:50:31:126,120000688,46553987,3721144,223,12891964,0
2,11:50:31:126,120000428,174193051,0,539239,4,0
1,11:50:31:326,120001233,46873124,3735408,208,12975167,0
2,11:50:31:326,120000432,174199847,0,539252,2,0
1,11:50:31:526,120000658,46879429,3744123,205,12974171,0
2,11:50:31:526,120000472,174167246,0,538658,2,0
1,11:50:31:726,120001351,46622472,3720712,209,12919391,0
2,11:50:31:726,120000559,174170588,0,538444,2,0
1,11:50:31:926,120001215,46441321,3713808,202,12894814,0
2,11:50:31:926,120000529,174046663,0,541862,2,0
1,11:50:32:126,120000676,46859838,3731749,211,12939266,0
2,11:50:32:126,120000462,174069990,0,541494,2,0
1,11:50:32:326,120001167,46529032,3721079,204,12893989,0
2,11:50:32:326,120000480,174049187,0,541802,2,0
1,11:50:32:526,120000739,46814475,3733188,223,12961184,0
2,11:50:32:526,120000418,174167017,0,539592,2,0
1,11:50:32:726,120001007,46540555,3715771,204,12896046,0
2,11:50:32:726,120000453,174146612,0,540784,2,0
1,11:50:32:926,120000553,46611228,3726543,215,12917565,0
2,11:50:32:926,120000451,174154548,0,540499,2,0
1,11:50:33:126,120001111,46856950,3735070,201,12950771,0
2,11:50:33:126,120000558,174150811,0,540933,2,0
1,11:50:33:326,120000632,46734197,3734751,209,12943569,0
2,11:50:33:326,120000477,174189573,0,540266,2,0
1,11:50:33:526,120001247,46736483,3726867,210,12934373,0
2,11:50:33:526,120000693,174127390,0,541639,2,0
1,11:50:33:726,120000668,46509922,3721044,193,12890485,0
2,11:50:33:726,120000437,174098163,0,542063,2,0
1,11:50:33:926,120000575,46775814,3724760,194,12949464,0
2,11:50:33:926,120000451,174146958,0,541191,2,0
1,11:50:34:126,120001418,46541737,3720405,206,12902465,0
2,11:50:34:126,120000430,174299814,0,537518,4,0
1,11:50:34:326,120000828,46708370,3727624,209,12919140,0
2,11:50:34:326,120000456,174262754,0,538581,0,0
1,11:50:34:526,120001330,46708436,3727949,206,12928152,0
2,11:50:34:526,120000466,174312169,0,537891,2,0
1,11:50:34:726,120000742,46531833,3719737,195,12890313,0
2,11:50:34:726,120000422,174294449,0,538111,2,0
1,11:50:34:926,120000681,46665892,3717689,203,12903097,0
2,11:50:34:926,120000443,174230160,0,539599,2,0
1,11:50:35:126,120000995,46670932,3733263,222,12942550,0
2,11:50:35:126,120000472,174222578,0,539599,2,0
1,11:50:35:326,120000528,46634849,3718260,189,12893163,0
2,11:50:35:326,120000414,174181875,0,540955,2,0
1,11:50:35:526,120001270,46553681,3711779,205,12908157,0
2,11:50:35:526,120000450,174155806,0,540729,0,0
1,11:50:35:726,120001361,46484071,3718755,201,12903645,0
2,11:50:35:726,120000455,174211977,0,540133,2,0
1,11:50:35:926,120000662,46691073,3723552,210,12916065,0
2,11:50:35:926,120000468,174224212,0,539500,2,0
1,11:50:36:126,120001451,46700020,3729032,222,12947030,0
2,11:50:36:126,120000599,174290923,0,538101,2,0
1,11:50:36:326,120000815,46771801,3733015,216,12941004,0
2,11:50:36:326,120000493,174285779,0,537569,2,0
1,11:50:36:526,120001268,46785828,3738304,196,12947543,0
2,11:50:36:526,120000506,174246809,0,538523,2,0
1,11:50:36:726,120000598,46942139,3739801,209,12982218,0
2,11:50:36:726,120000441,174259829,0,538076,2,0
1,11:50:36:926,120001240,46471922,3715448,208,12883868,0
2,11:50:36:926,120000639,174206391,0,539853,2,0
1,11:50:37:126,120000639,46879713,3739052,211,12955530,0
2,11:50:37:126,120000428,174242698,0,539271,2,0
1,11:50:37:326,120001173,46610956,3724884,209,12921708,0
2,11:50:37:326,120000429,174174233,0,541034,0,0
1,11:50:37:526,120000683,46971803,3744292,202,12986521,0
2,11:50:37:526,120000437,174220792,0,539465,2,0
1,11:50:37:726,120001133,46432088,3709978,192,12865050,0
2,11:50:37:726,120000535,174289277,0,536522,2,0
1,11:50:37:926,120000622,46578643,3723612,196,12915746,0
2,11:50:37:926,120000475,174436769,0,534180,2,0
1,11:50:38:126,120001232,46905348,3739565,214,12977516,0
2,11:50:38:126,120000469,174461828,0,533546,2,0
1,11:50:38:326,120000526,46587707,3723849,200,12911809,0
2,11:50:38:326,120000441,174486350,0,533244,2,0
1,11:50:38:526,120001059,46895249,3739157,204,12954690,0
2,11:50:38:526,120000499,174298511,0,536928,2,0
1,11:50:38:726,120000710,46773980,3735337,211,12942628,0
2,11:50:38:726,120000498,174321997,0,535322,2,0
1,11:50:39:727,120000443,265135042,0,251,6,0
2,11:50:39:726,120000439,265134071,0,267,6,0
1,11:50:39:727,120000443,265135042,0,251,6,0
2,11:50:39:726,120000439,265134071,0,267,6,0
1,11:50:39:727,120000443,265135042,0,251,6,0
2,11:50:39:726,120000439,265134071,0,267,6,0
1,11:50:39:727,120000443,265135042,0,251,6,0
2,11:50:39:726,120000439,265134071,0,267,6,0
1,11:50:39:927,120000713,164625430,1734035,245,6003910,0
2,11:50:39:926,120000440,223351679,0,246261,11,0
1,11:50:40:127,120001362,46844344,3736606,219,12957797,0
2,11:50:40:126,120000423,174335395,0,536951,0,0
1,11:50:40:327,120000800,46591595,3723725,209,12917900,0
2,11:50:40:326,120000431,174327106,0,537168,0,0
1,11:50:40:527,120001489,46861058,3735765,205,12942412,0
2,11:50:40:526,120000440,174312004,0,537228,2,0
1,11:50:40:727,120001281,46439395,3713799,213,12887072,0
2,11:50:40:726,120000693,174418466,0,535886,2,0
1,11:50:40:927,120001470,46995609,3743698,205,12962866,0
2,11:50:40:926,120000689,174408604,0,534360,2,0
1,11:50:41:127,120001503,46374829,3706817,207,12862860,0
2,11:50:41:126,120000493,174470850,0,533592,2,0
1,11:50:41:327,120000769,46710505,3727299,209,12924149,0
2,11:50:41:326,120000434,174370755,0,535293,2,0
1,11:50:41:527,120001471,46789794,3737454,200,12958658,0
2,11:50:41:526,120000478,174294384,0,536435,0,0
