
1437696 bytes read in 103 ms (13.3 MiB/s)
## Starting application at 0x00200000 ...
BENCH_ARRAY_INDEX 98
budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
got dijkstra_wrapper (784)
got disparity_wrapper (785)
EWMA,24845229,21870220,2975009,15068354,1895172,59962748,77829590,0,42264,6023220,5985951,5993171,5994040,5993769,5994329,5994511,5994870,5994151,5994736,7102856,7514519,7614009,7792679,7613630,7742928,7775618,7734085,9732227,7207039,0,0,0,0,0,0,0,0,0,0,8484,5448,3773,3351,3123,2853,2527,2492,1433,8780,3165089,2972566,2533398,2325694,2050836,2011394,1954547,1889611,1176117,1790968,200400,401034,335259,282192,263063,247093,237070,228226,621021,159651,633017,1100926,1387420,1575074,1670226,1738459,1781676,1803263,1677833,1700460,40080,112270,156867,181932,198158,207945,213770,216661,297533,269956,
SW,24152728,21117633,3035095,15815810,1931541,59923137,78317812,0,36654,5994259,5993766,5993088,5993240,5993325,5991248,5991673,5992221,5989388,5990929,7692717,7685828,7750053,7773554,7731962,9618783,7206926,7529913,7565865,7762211,0,0,0,0,0,0,0,0,0,0,3300,3164,2857,2534,2487,1445,8717,5071,3701,3378,3667181,613938,1058287,1912311,2475685,1782156,2273941,2411547,2417603,2504984,435691,99793,119447,226480,294373,673355,308688,296868,290015,290385,3045585,2626508,1779802,1194845,1194845,1194845,1194845,1194845,1194845,1194845,347974,325246,218310,148573,148573,148573,148573,148573,148573,148573,
AFC,24649922,21744947,2904975,14541024,2000633,59918672,78240885,0,36337,5971898,5992542,5992825,5994757,5995452,5993129,5994594,5995585,5993163,5994727,7637229,7655443,7759668,7705330,9689474,7159561,7625418,7575694,7746310,7686758,0,0,0,0,0,0,0,0,0,0,3093,2825,2527,2482,1446,8463,5344,3688,3392,3077,2441164,3152318,2664317,2308745,1450565,1920574,2051737,1924966,1953108,1877453,295705,381776,320156,278524,642903,175059,195940,194001,206172,214739,488232,1021049,1349702,1541510,1523321,1602771,1692564,1739044,1781856,1800975,59141,123668,162965,186076,277441,256965,244760,234609,228922,226086,
AMBP,24204715,21425292,2779423,14217052,154235376,59867691,78152810,0,36012,5922436,5990566,5994288,5994300,5995750,5992434,5994548,5995854,5992925,5994590,7589359,7703444,7721171,9675060,7179574,7576866,7632074,7786908,7606251,7682103,0,0,0,0,0,0,0,0,0,0,2804,2512,2489,1449,8494,5258,3714,3404,3053,2835,1807716,3297308,2716974,1691628,2073611,2111649,2005859,1997763,1855482,1867302,212126,397775,328943,670045,195089,195089,195089,195089,195089,195089,361623,948760,1302402,1380247,1518919,1637465,1711143,1768467,1785870,1802156,42505,113559,156635,259317,25610560,25610560,25610560,25610560,25610560,25610560,
PIC,22209940,17817160,4392780,4271804970,4289256660,168072725,228725209,0,97164,5992092,18006895,18009339,18009265,18008695,18009508,18009264,18009049,18009448,18009170,7670414,33500181,22352217,23152181,25346519,22506243,23235532,25251357,22464179,23246386,0,0,0,0,0,0,0,0,0,0,2473,1511,17456,9322,6385,17533,9329,6297,17523,9335,1781716,1781716,1781716,1781716,1781716,1781716,1781716,1781716,1781716,1781716,439278,439278,439278,439278,439278,439278,439278,439278,439278,439278,427180497,427180497,427180497,427180497,427180497,427180497,427180497,427180497,427180497,427180497,428925666,428925666,428925666,428925666,428925666,428925666,428925666,428925666,428925666,428925666,
end iteration
