budget_function,total_used_budget_r,total_used_budget_w,total_calc_r,total_calc_w,used_budget_per_period_read[0],used_budget_per_period_read[1],used_budget_per_period_read[2],used_budget_per_period_read[3],used_budget_per_period_read[4],used_budget_per_period_read[5],used_budget_per_period_read[6],used_budget_per_period_read[7],used_budget_per_period_read[8],used_budget_per_period_read[9],used_budget_per_period_read[10],used_budget_per_period_read[11],used_budget_per_period_read[12],used_budget_per_period_read[13],used_budget_per_period_read[14],used_budget_per_period_write[0],used_budget_per_period_write[1],used_budget_per_period_write[2],used_budget_per_period_write[3],used_budget_per_period_write[4],used_budget_per_period_write[5],used_budget_per_period_write[6],used_budget_per_period_write[7],used_budget_per_period_write[8],used_budget_per_period_write[9],used_budget_per_period_write[10],used_budget_per_period_write[11],used_budget_per_period_write[12],used_budget_per_period_write[13],used_budget_per_period_write[14],calc_per_period_read[0],calc_per_period_read[1],calc_per_period_read[2],calc_per_period_read[3],calc_per_period_read[4],calc_per_period_read[5],calc_per_period_read[6],calc_per_period_read[7],calc_per_period_read[8],calc_per_period_read[9],calc_per_period_read[10],calc_per_period_read[11],calc_per_period_read[12],calc_per_period_read[13],calc_per_period_read[14],calc_per_period_write[0],calc_per_period_write[1],calc_per_period_write[2],calc_per_period_write[3],calc_per_period_write[4],calc_per_period_write[5],calc_per_period_write[6],calc_per_period_write[7],calc_per_period_write[8],calc_per_period_write[9],calc_per_period_write[10],calc_per_period_write[11],calc_per_period_write[12],calc_per_period_write[13],calc_per_period_write[14],
EWMA,19375061,12851827,15375717,10189774,5752592,855820,903620,941473,976457,975030,984283,1002058,990406,993441,1007589,993687,995429,1008773,994403,3744865,581282,614931,635182,648069,654312,658787,662171,662787,663837,665217,664593,664933,665873,664988,1150518,1091578,1053986,1031483,1020477,1011387,1005966,1005184,1002228,1000470,1001893,1000251,999286,1001183,999827,748973,715434,695333,683302,676255,671866,669250,667834,666824,666226,666024,665737,665576,665635,665505,
SW,15109481,10057005,14779082,9835324,994403,920375,995511,995704,1036953,1024622,1024601,1036937,1024331,1024284,1036606,1024038,985192,991734,994190,664988,607396,664949,665061,685265,684529,684499,685252,684332,684280,685033,684139,658170,654970,664142,999827,999827,999827,970530,970530,970530,970530,970530,970530,970530,970530,1009389,1015279,1000321,990372,665505,665505,665505,645802,645802,645802,645802,645802,645802,645802,645802,671758,675781,665760,659094,
LR,15005652,9962130,14855580,9886410,994190,918160,1005201,1005262,1017724,1005208,1005291,1017745,1005227,1005274,1005274,1005274,1005274,1005274,1005274,664142,664142,664142,664142,664142,664142,664142,664142,664142,664142,664142,664142,664142,664142,664142,990372,990372,990372,990372,990372,990372,990372,990372,990372,990372,990372,990372,990372,990372,990372,659094,659094,659094,659094,659094,659094,659094,659094,659094,659094,659094,659094,659094,659094,659094,
AMBP,16949099,11270399,12940280,8606683,1005274,901814,1814743,1488317,1304557,1171859,1102317,1072941,1032889,1018915,1022919,1002876,1000899,1012107,996672,664142,587660,1212740,993993,863349,783454,736229,708689,690660,680539,675287,670618,668509,668060,666470,990372,180442,507302,703505,823715,893343,935137,962697,976735,985171,992720,994751,995980,999205,999205,659094,117612,336637,468108,547156,594415,622777,639959,650099,656187,660007,662129,663405,664336,664762,
AFC,16894900,11246270,12902739,8585552,996672,810037,1833495,1499330,1311154,1175866,1104662,1074352,1033782,1019397,1023226,1003089,1000991,1012178,996669,666470,534143,1223737,1000442,867190,785805,737623,709489,691189,680841,675449,670751,668588,668093,666460,999205,162007,496304,696909,819758,890979,933715,961842,976230,984863,992535,994645,995914,999166,998667,664762,106828,330209,464255,544842,593034,621951,639458,649804,656011,659898,662068,663372,664316,664744,
