budget_function,total_used_budget_r,total_used_budget_w,total_calc_r,total_calc_w,used_budget_per_period_read[0],used_budget_per_period_read[1],used_budget_per_period_read[2],used_budget_per_period_read[3],used_budget_per_period_read[4],used_budget_per_period_read[5],used_budget_per_period_read[6],used_budget_per_period_read[7],used_budget_per_period_read[8],used_budget_per_period_read[9],used_budget_per_period_read[10],used_budget_per_period_read[11],used_budget_per_period_read[12],used_budget_per_period_read[13],used_budget_per_period_read[14],used_budget_per_period_write[0],used_budget_per_period_write[1],used_budget_per_period_write[2],used_budget_per_period_write[3],used_budget_per_period_write[4],used_budget_per_period_write[5],used_budget_per_period_write[6],used_budget_per_period_write[7],used_budget_per_period_write[8],used_budget_per_period_write[9],used_budget_per_period_write[10],used_budget_per_period_write[11],used_budget_per_period_write[12],used_budget_per_period_write[13],used_budget_per_period_write[14],calc_per_period_read[0],calc_per_period_read[1],calc_per_period_read[2],calc_per_period_read[3],calc_per_period_read[4],calc_per_period_read[5],calc_per_period_read[6],calc_per_period_read[7],calc_per_period_read[8],calc_per_period_read[9],calc_per_period_read[10],calc_per_period_read[11],calc_per_period_read[12],calc_per_period_read[13],calc_per_period_read[14],calc_per_period_write[0],calc_per_period_write[1],calc_per_period_write[2],calc_per_period_write[3],calc_per_period_write[4],calc_per_period_write[5],calc_per_period_write[6],calc_per_period_write[7],calc_per_period_write[8],calc_per_period_write[9],calc_per_period_write[10],calc_per_period_write[11],calc_per_period_write[12],calc_per_period_write[13],calc_per_period_write[14],
EWMA,19417499,12854542,15410461,10191991,5765104,865909,899533,939159,987424,971684,982325,1013289,987177,991594,1018894,990503,993564,1020120,991220,3745643,581995,614626,635056,648696,654120,658682,662858,662582,663743,665928,664401,664819,666600,664793,1153020,1095597,1056384,1032939,1023836,1013405,1007189,1008409,1004162,1001648,1005097,1002178,1000455,1004388,1001754,749128,715701,695486,683400,676459,671991,669329,668034,666943,666303,666228,665862,665653,665842,665632,
SW,15186784,10090795,14724555,9779599,991220,895704,993592,993855,1058934,1034107,1034091,1058889,1033831,1033822,1058580,1033509,979138,995776,991736,664793,584567,664832,664956,693744,692213,692156,693722,692032,691980,693512,691817,655404,651320,663747,1001754,1001754,1001754,961050,961050,961050,961050,961050,961050,961050,961050,1015460,1023742,1002808,988883,665632,665632,665632,638118,638118,638118,638118,638118,638118,638118,638118,674511,680244,666180,656824,
LR,15021644,9956205,14833245,9852360,991736,891693,1006704,1006823,1031672,1006712,1006856,1031698,1006722,1006838,1006838,1006838,1006838,1006838,1006838,663747,663747,663747,663747,663747,663747,663747,663747,663747,663747,663747,663747,663747,663747,663747,988883,988883,988883,988883,988883,988883,988883,988883,988883,988883,988883,988883,988883,988883,988883,656824,656824,656824,656824,656824,656824,656824,656824,656824,656824,656824,656824,656824,656824,656824,
AMBP,16993986,11274026,12975428,8607764,1006838,928055,1809500,1485222,1315128,1168247,1100198,1084108,1029601,1017011,1034199,999645,999048,1023424,993762,663747,591419,1211992,993558,863862,783149,736049,709352,690435,680422,675982,670394,668417,668778,666470,988883,185691,510452,705406,827350,895529,936462,965991,978713,986372,995937,996678,997152,1002406,1002406,656824,118363,337088,468382,547478,594612,622899,640189,650238,656274,660215,662250,663483,664542,664927,
AFC,16926781,11248677,12932829,8587480,993762,819179,1831708,1498239,1323012,1172978,1102929,1085829,1030663,1017555,1034617,999901,999095,1023548,993766,666470,534664,1223667,1000383,867938,785633,737517,710214,690994,680756,676160,670541,668476,668808,666456,1002406,163835,497409,697575,822662,892725,934765,964977,978114,986002,995725,996560,997067,1002363,1000644,664927,106932,330279,464299,545026,593147,622021,639659,649926,656092,660105,662192,663448,664520,664907,
