budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA,10122100,6255718,3866382,4131886,2620350,59986635,50786421,699012,358,6028034,5990547,5990258,5996245,6000180,5993988,5997231,5999801,5992865,5997486,4618625,1669470,9155373,4559032,1666228,9113430,4527283,1673347,9215033,4588600,99283,58398,42772,99048,57918,43128,99013,58139,42341,98972,140,42,38,31,24,23,18,9,16,17,754511,382589,1308727,574272,82604,1121862,462549,20627,1101340,446637,284269,148492,943330,277605,277605,759262,167335,167335,707216,133933,150902,197239,419536,450483,376907,525898,513228,414707,552033,530953,56853,75180,248810,254569,254569,355507,317872,317872,395740,343378,
SW,14732162,9204246,5527916,6559792,3701637,83991721,78446570,928058,196,5993175,5996039,12002936,5994700,12005535,5995667,12005513,5996697,12005839,5995620,9855662,4630372,11699484,4578166,11711544,4579159,10557438,4767526,11497667,4569552,28593,99003,101197,99358,100968,99334,101408,98602,100431,99164,21,23,25,18,22,13,22,16,20,16,1629693,147163,1410028,222080,1593778,404017,1401448,435399,1558214,402426,1096228,49089,865830,73575,992606,199114,864418,220070,968936,198050,858510,774826,774826,593090,593090,593090,593090,593090,593090,593090,485259,454946,454946,329498,329498,329498,329498,329498,329498,329498,
AFC,8837961,5705104,3132857,3920642,2144192,65565209,46675554,841648,197,11585554,5994058,6003812,5996641,5997701,6003780,5993350,5995040,6001820,5993453,12567237,4629640,2026988,2888363,4653826,2052770,5745958,4291101,2050237,5769434,98360,98788,95192,53721,98177,98594,50642,98947,98189,51038,35,21,19,18,19,19,16,18,17,15,1736357,658365,163895,237798,673736,172798,718304,519798,128410,695643,1087655,316806,7783,140568,355649,31843,470017,259342,5918,457276,347271,409489,360371,335857,403432,357306,429505,447563,383733,446115,217531,237386,191466,181287,216159,179296,237440,241820,194640,247167,
AMBP,5177165,3758837,1418328,222446485,96576552,107887484,140585733,792386,209,5864594,5991893,6003738,5988812,5999176,6002728,18002515,18012505,18011312,18010211,2949360,4751437,1805941,8493537,4619514,1871011,33998821,26755865,26837898,28502349,99555,98219,71335,27614,98883,78656,20384,99745,99564,98431,21,16,14,13,14,13,30,37,27,24,279777,969827,309761,1150301,571441,95546,95546,95546,95546,95546,100714,527566,98756,98756,98756,98756,98756,98756,98756,98756,56035,238793,252986,432449,460247,44201195,44201195,44201195,44201195,44201195,20222,121690,12054330,12054330,12054330,12054330,12054330,12054330,12054330,12054330,
PIC,7637750,5459410,2178340,4287870050,4292135440,168094093,265380052,889015,189,5996178,18005959,18011741,18012620,18010337,18012446,18010934,18011188,18010196,18012494,1782456,33807283,28786326,28685760,28672289,28698817,28815459,28637616,28784229,28709817,70549,30215,98173,98660,98617,98556,98257,98677,98614,98697,16,20,21,21,20,19,19,19,18,16,545941,545941,545941,545941,545941,545941,545941,545941,545941,545941,217834,217834,217834,217834,217834,217834,217834,217834,217834,217834,428787005,428787005,428787005,428787005,428787005,428787005,428787005,428787005,428787005,428787005,429213544,429213544,429213544,429213544,429213544,429213544,429213544,429213544,429213544,429213544,
