budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,27488101,16898948,10589153,9803259,6100359,72008996,94313006,494488,332,6026940,5988604,5996002,5997727,5999270,5995604,5997092,12004068,5998748,12004941,8212719,4915072,8282534,8352969,5108641,8416033,8407084,17112150,8405896,17099908,49170,50014,49104,49070,49886,48997,49067,50133,49068,49979,130,56,28,16,14,16,16,22,15,19,1487320,937275,1498051,1509785,969474,1520324,1518811,2970673,1518603,2968632,924437,557143,930875,938669,578557,945690,944684,1912946,944552,1911600,297464,425426,639951,813917,845028,980087,1087831,1464399,1475239,1773917,184887,259338,393645,502649,517830,603402,671658,919915,924842,1122193,
SW_v2,61884643,37450006,24434637,34071819,22302189,131625011,226736591,490409,252,11598868,11998980,12002271,12000994,12004834,12002483,12001074,12000638,18007105,18007764,19563354,20352709,20368352,20311863,20347208,20359741,20375769,20371603,32347845,32338147,49111,49025,49060,49044,48972,49013,49026,49079,49058,49021,36,35,27,16,20,23,15,15,30,35,1855180,3510419,3512991,3503595,3509505,3511552,3514238,3513511,5510310,5508705,1312985,2272680,2274364,2268103,2272060,2273393,2275195,2274732,3606103,3605022,1855180,2682800,2959530,3509002,3508697,3508217,3511765,3513100,4179353,4844175,1312985,1792833,1953343,2271716,2271509,2271185,2273549,2274440,2718677,3161952,
AFC_v2,22524206,13830814,8693392,8734196,5521649,71767395,103479945,492102,166,17799317,5994934,5995844,5996621,5998216,5996181,5996267,5997852,5995494,5996669,31911540,8407903,7039906,8399800,8400851,7037710,8342893,8380987,7147141,8411214,49055,49019,49515,49069,49022,49756,49028,49054,49608,48976,34,20,18,13,13,14,13,13,15,13,843652,1518948,1291094,1517585,1517793,1290722,1508115,1514451,1308956,1519498,645890,944798,792901,943870,943998,792659,937570,941771,804788,945147,168730,438773,609237,790906,936283,1007170,1107359,1188777,1212812,1274149,129178,292302,392421,502710,590967,631305,692558,742400,754877,792931,
LR_v2,72277955,43687796,28590159,46428073,30383312,149925705,261148180,490302,189,5862977,5994379,12001519,18008572,18010630,18009217,18010012,18010101,18008784,18009514,8068715,8088345,20362496,32058000,32049324,32090604,32064608,32051068,32145936,32169084,48990,49030,49018,49013,49062,49040,49043,49011,49028,49067,22,15,17,22,20,22,19,17,17,18,438478,1465805,3512022,5462087,5460591,5467518,5463133,5460880,5476726,5480556,364372,909384,2273731,3574014,3573019,3577638,3574712,3573212,3583768,3586309,657717,1979468,4535130,6437119,5459843,5470981,5460941,5459754,5484649,5482471,546558,1181890,2955904,4224155,3572522,3579947,3573249,3572462,3589046,3587579,
AMBP_v2,22194119,13632784,8561335,6417287,4043669,71641116,106122341,490723,145,17676253,5994871,5994941,5996232,5998009,5994847,5996663,5997446,5994766,5997088,31718348,8370004,8056002,8388851,8397114,8063302,8330325,8388964,8079750,8329681,49031,49021,49166,49025,49045,49121,49048,48994,49148,49124,25,19,15,12,12,13,12,12,13,12,173069,1512682,1460444,1515777,1517152,1461624,1505997,1515772,1464366,1505901,198768,940604,905808,942666,943570,906601,936147,942640,908441,936090,31223,294762,475108,614916,715826,778486,831589,871582,891124,912671,35849,195120,303531,388222,449361,486728,518949,543318,554707,567884,
PIC_v2,82493015,49826063,32666952,13849703050,13839095529,167666274,295796023,490415,198,5576695,18006020,18010698,18010937,18009520,18010969,18009998,18010781,18010184,18010472,7510472,32028238,32042637,32056763,32076333,31997587,31991027,32073345,32029915,31989706,49110,49095,49035,49070,48990,49060,49033,48948,49057,49017,16,23,23,20,19,19,20,20,18,20,706939,5457107,5459529,5461842,5465110,5452022,5450883,5464594,5457370,5450667,527400,3570680,3572295,3573824,3576025,3567271,3566536,3575680,3570857,3566384,429138117,774398644,1050607550,1271575138,1448349862,1589767023,1702900524,1793410067,1865816257,1923739868,429102209,773992632,1049905294,1270635729,1447220517,1588486597,1701499314,1791911316,1864239953,1922101968,
EWMA,13164800,8152844,5011956,5648727,3477329,59982334,71986200,493746,141,6000748,5995514,5995678,6002588,5997648,5996284,6000419,5996530,5996647,6000278,5450631,8326002,8387547,5512135,8375944,8407126,5425594,8324776,8372314,5404131,49879,49087,49041,49692,49009,49043,49812,49110,49046,50027,27,15,13,14,11,12,13,11,12,13,1026436,1300057,1091307,479031,971669,890949,341778,892349,844358,314910,616597,812404,681365,278203,609422,557388,192442,559994,528397,175744,205287,424241,557654,541929,627877,680491,612748,668668,703806,626026,123319,261136,345181,331785,387312,421327,375550,412438,435629,383652,
SW,16370130,10004829,6365301,8159277,5029819,71966086,99399993,493813,134,5997915,12000955,5996725,12001878,5995464,5997116,5993757,5994666,5994405,5993205,8448137,18279450,8373664,18270586,8420566,6234866,8340643,8361403,6299360,8371318,49041,49790,49026,49917,49037,50036,49140,49039,49804,48983,14,17,12,17,12,13,12,12,13,12,1525654,1980242,328321,1978778,336152,275957,644095,1092453,749075,1094102,949252,1309189,207617,1308209,212824,127365,387848,696919,468062,698016,1184906,1184906,1184906,1184906,881084,863629,418735,418735,418735,418735,733355,733355,733355,733355,576217,549466,242679,242679,242679,242679,
AFC,14867114,9163364,5703750,6161138,3836857,59539486,82897208,490556,124,5574136,5992669,5995913,5997046,5997155,5995802,5996953,5996711,5996562,5996539,7502043,8377482,8404093,8378601,8376488,8385517,8385256,8349598,8368889,8369241,49094,49078,49093,48995,49006,49051,49054,49012,49142,49031,17,11,12,12,12,12,12,12,12,12,949490,1323992,1101607,960351,878669,831444,801871,778209,771989,765742,601676,821059,683856,596363,545853,516796,498495,483573,479979,476100,189898,416716,553694,635025,683753,713291,731007,740447,746755,750552,120335,260479,345154,395395,425486,443748,454697,460472,464373,466718,
AMBP,14073194,8688605,5384589,219347648,136224651,83651344,129512004,490549,144,5660273,5991471,5996148,5996548,5995667,5997252,5997305,5997157,18009480,18010043,7651835,7952100,8379778,8399656,7881543,8350111,8362807,7821153,32367187,32345834,49157,49040,49016,49047,49081,48996,48987,49109,49045,49071,16,15,12,12,13,12,12,13,20,19,642599,1314505,1148475,995259,814431,852920,815730,701562,701562,701562,394255,815310,715442,619821,503183,531170,507776,432544,432544,432544,128599,365780,522319,616907,656411,695712,719715,71880735,71880735,71880735,78931,226206,324053,383206,407201,431994,447150,44641970,44641970,44641970,
PIC,16494340,10303120,6191220,4281573220,4286918690,168083106,296692027,491463,179,5995329,18008165,18009617,18009687,18009820,18010050,18010578,18009680,18010153,18010027,5473324,32349636,32399164,32375510,32386829,32366665,32335143,32338405,32366575,32300776,50133,48987,49175,49058,48974,49013,49061,48965,49027,49070,20,19,18,18,17,17,18,18,17,17,1030312,1030312,1030312,1030312,1030312,1030312,1030312,1030312,1030312,1030312,619122,619122,619122,619122,619122,619122,619122,619122,619122,619122,428157322,428157322,428157322,428157322,428157322,428157322,428157322,428157322,428157322,428157322,428691869,428691869,428691869,428691869,428691869,428691869,428691869,428691869,428691869,428691869,
