budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,28180207,20866656,7313551,13655177,4623735,59986466,60473019,591373,85943,6026002,5988248,5995174,5996399,5997006,5996423,5996638,5996831,5996706,5997039,4980468,6053888,5771793,5286917,7960714,5076286,6079347,5827534,5204892,8231180,56507,54065,54309,76915,53911,56352,54001,54179,80624,50510,9306,13508,15411,5292,39,8328,13737,15613,4673,36,2013747,2415894,2310523,2170416,1497787,2050352,2429981,2336040,2132670,1509246,637826,747262,727915,625763,896107,647832,751734,735707,617743,925662,402749,805378,1106407,1319208,1354923,1494008,1681202,1812169,1876269,1802864,127565,251504,346786,402581,501286,530595,574822,606999,609147,672450,
SW_v2,34205276,25268155,8937121,20904993,7455749,71710036,77186884,606769,115949,5738516,5991857,5995815,5996512,5994956,5996327,5995830,5995880,12001560,12002783,4731136,6055112,5863090,5368730,7991326,5060608,6072058,5786306,16996564,13261954,55949,54185,54172,76505,54740,56292,54203,54392,81955,64376,7415,13632,15552,5327,35,8298,13732,15574,4503,31881,350897,2419057,2350411,2191800,1516521,2043580,2425649,2318049,4128126,5524065,183222,747083,738862,639484,899626,645941,750243,730308,1928991,1673361,350897,1384977,1706788,2320423,2019577,1917300,1995250,2262426,2957275,3990080,183222,465153,556389,708476,759324,728350,765270,708831,1136514,1444220,
AFC_v2,26985255,19957233,7028022,12399479,4523415,65784349,68163179,625366,93746,11820626,5992909,5996242,5996653,5995291,5996237,5996169,5996508,5997734,5995980,15781006,5032780,6062404,5790734,5229552,8087910,5105991,6090158,5815592,5167052,83491,56389,54126,54332,79024,52290,56331,53993,54120,81270,10115,8119,13571,15468,4605,37,8283,13746,15595,4207,603690,2031151,2420617,2319171,2138140,1501765,2061573,2434558,2330888,2115680,626401,642262,748403,730286,620737,909983,651102,752823,734013,612012,120738,502820,886379,1172937,1365977,1393134,1526821,1708368,1832872,1889433,125280,228676,332621,412154,453870,545092,566294,603599,629681,626148,
LR_v2,4389414133,4365770669,23643464,4369992373,24949395,161713292,197581796,884644,332601,5638398,11997737,18006798,18010612,18007495,18011029,18010853,18009120,18010068,18011182,7545013,13185116,28242824,21216974,21255173,21238513,21218797,21240082,21239821,21199483,50102,64342,83245,98065,98122,98233,98077,98148,98125,98185,41,31596,10245,41593,41509,41582,41535,41434,41483,41583,4294718888,5493792,6440801,8442762,8448286,8448317,8443206,8445886,8445323,8443408,473365,1664210,3207070,2612679,2616383,2615590,2612797,2614860,2614648,2611862,4294594684,8364892,6914305,9443742,8451048,8448332,8440651,8447226,8445042,8442451,710047,2259632,3978500,2315484,2618235,2615194,2611401,2615891,2614542,2610469,
AMBP_v2,26053902,19474977,6578925,9114581,3131062,71566683,72940935,638294,124643,17603688,5992406,5996088,5996556,5995408,5996721,5996597,5996068,5996460,5996691,20417028,5084466,6088284,5800074,5189963,8226470,5059057,6077167,5795169,5203257,98020,56423,54103,54346,80513,50612,56288,53995,54389,79605,41449,8177,13638,15528,4284,31,8171,13495,15481,4389,116568,2051916,2432880,2323889,2124096,1509589,2041395,2426132,2320740,2127772,163015,648381,752301,731895,615057,925207,645106,750101,730829,617033,21053,384502,714759,932926,1054044,1030637,1109509,1235549,1307328,1324274,29414,137886,234692,300718,327226,402139,405658,427091,439054,427184,
PIC_v2,100629217,76392692,24236525,13865941728,13833948679,167838618,198968590,935015,372986,5742518,18007859,18011024,18011350,18011566,18010273,18011111,18011181,18010953,18010783,7641867,21226025,21253748,21234855,21300344,21258087,21252151,21243562,21335332,21222619,51625,98076,98116,98155,98148,97995,98310,98234,98144,98212,36,41418,41453,41505,41466,41398,41426,41513,41303,41468,347058,8443016,8448270,8446935,8457354,8448165,8448302,8450089,8460390,8443113,683256,2613220,2616173,2614882,2621833,2616672,2616521,2616466,2624742,2612760,429066141,774938245,1051636979,1272995699,1450084759,1591754169,1705089725,1795758527,1868295629,1926321855,429133380,773826077,1049580825,1270184366,1446668589,1587854935,1700803981,1791163207,1863452243,1921281076,
EWMA,17432057,12801971,4630086,8996882,3078650,59960365,60567208,591921,83225,5993256,5995235,5995130,5996640,5996350,5997272,5996194,5996368,5996902,5997018,5049601,6062024,5776120,5226070,8138864,5030297,6090811,5808670,5212215,8172536,56306,54119,54313,78962,52216,56331,54018,54350,79776,51530,8133,13495,15397,4523,33,8087,13602,15545,4381,29,2037854,2012325,1583759,1236676,543826,1147633,1498005,1279672,1037876,424345,644114,619269,501318,338481,622551,283015,408281,376280,257484,579293,407570,728521,899568,966989,882356,935411,1047929,1094277,1082996,951265,128822,226911,281792,293129,359013,343813,356706,360620,339992,387852,
SW,16133159,11678835,4454324,10421407,3107116,59944763,60574906,592302,84886,5996504,5994495,5995765,5994190,5994221,5994785,5994465,5993752,5993236,5993350,5849899,5357731,7924201,5070274,6079114,5777045,5203003,8135843,5110374,6067422,54338,76517,54707,56251,54079,54453,79554,51983,56268,54152,15684,5308,36,8177,13724,15571,4395,28,8233,13730,2345645,282915,282915,358388,1432424,1622831,1435928,814041,1371379,1732369,737889,72418,371589,252864,518589,496859,384645,682975,419040,517456,1902310,1687998,1687998,995649,691242,691242,691242,691242,691242,691242,566499,520622,393965,232290,232290,232290,232290,232290,232290,232290,
AFC,17230131,12763341,4466790,8479708,2998359,59887033,60652701,591545,83296,5923732,5992206,5995284,5996684,5996081,5996782,5996960,5995964,5996303,5997037,5700037,5221391,8073090,5053901,6094309,5813536,5205803,8300254,5107811,6082569,54284,78495,52783,56283,54166,54412,80743,50284,56131,53964,15247,4556,27,8121,13604,15497,4305,30,8260,13649,1589676,1815433,887102,1368334,1622816,1355167,1081464,464279,1124562,1454508,486707,522560,726004,353800,448612,400515,270753,602113,266119,389607,317935,617434,671367,810760,973171,1049570,1055948,937615,975004,1070904,97341,182384,291108,303646,332639,346214,331122,385320,361480,367105,
AMBP,14794834,10888816,3906018,310938993,137473788,83813527,91595386,677737,144360,5822357,5991504,5995698,5996942,5995177,5996567,5997359,5996659,18011006,18010258,5525085,5300757,7839492,5097043,6119736,5821043,5132711,8284278,21237585,21237656,54299,76503,54883,56130,53933,54250,81107,50215,98081,98336,14725,5020,27,8236,13739,15573,4067,26,41443,41504,1136140,1934029,923610,1418269,1650669,1365395,1053959,468915,468915,468915,329623,564897,716972,374228,460378,405672,263562,263562,263562,263562,227308,568652,639643,795368,966428,1046221,1047768,101882535,101882535,101882535,66004,165782,276020,295661,328604,344017,33999425,33999425,33999425,33999425,
