budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,28182602,24316973,3865629,15488127,2482764,59982373,55153057,794576,26836,6027027,5987196,5996992,5996035,5995389,5995630,5995169,5995524,5996998,5996413,5049539,5341538,5477999,5419804,5595345,5564678,5583350,5635171,5828266,5657367,72377,78128,79795,81042,76845,81375,79893,83880,78180,83061,5652,4333,2886,2322,2166,2139,1869,1928,1914,1627,2221529,2366973,2419731,2387255,2467057,2452122,2458335,2481940,2572210,2489821,394518,381185,386850,378327,378746,393346,379637,394156,396791,382073,444305,828838,1147016,1395063,1609461,1777993,1914061,2027636,2136550,2207204,78903,139359,188857,226751,257150,284389,303438,321581,336623,345713,
SW_v2,47134418,40732556,6401862,35267751,5867983,89785502,96793891,1061176,38807,5793716,5992506,5995641,5996336,5996265,12002102,12003242,12001737,12001684,12002273,5418683,5759870,5755800,5771202,7351742,12781980,13446732,13421959,13527826,13558097,83411,80793,81014,83423,61645,126017,132087,138071,133721,140994,1482,1556,1538,1518,604,12135,6308,5146,4482,4038,417066,2535034,2532534,2539131,1892496,5939086,6217834,6191981,6230194,6237200,288002,393389,393220,394779,725691,853626,840141,834846,837998,840170,417066,1476050,1828211,2535566,2321387,3456904,4683139,6116300,6213336,6219792,288002,340696,358204,393796,504563,658032,806486,842871,837662,837671,
AFC_v2,4320307185,4315580523,4726662,4307098629,3237820,65577699,68292695,797100,26685,11612089,5994335,5995231,5996800,5996667,5995639,5996794,5996744,5996546,5996854,17572064,5250785,5520238,5745517,5660538,5820850,5616533,5743805,5651867,5710498,74572,72102,83416,77729,82362,78542,83633,77916,83209,83619,1222,5716,4238,2944,2591,2230,2067,1972,1855,1850,4293169339,2318755,2452082,2545839,2502986,2574677,2476180,2532831,2491893,2515941,1173009,410490,390838,388903,400854,391049,396108,392883,387459,395069,4294607705,176078,631278,1014190,1311949,1564494,1746831,1904031,2021603,2120470,234601,269778,293990,312972,330548,342648,353340,361248,366490,372205,
LR_v2,38049957,31761663,6288294,33045386,6486633,77591722,84935905,892401,30840,5607866,5993146,12002091,12001797,12002950,5997907,5996441,5996750,5996673,5996101,5272018,5682963,13543754,19029487,12829714,5716602,5683094,5674048,5688053,5816172,77010,83990,138716,63938,126519,78877,81990,79871,83950,77540,1482,1525,4037,784,12066,2497,2406,2043,2023,1977,435591,2499317,6230170,4016324,5960978,2528657,2510981,2503410,2508787,2567448,241166,392987,838296,1992426,856748,388547,398741,384380,398325,396678,653386,3531180,8095596,2909401,6933305,812497,2502143,2499625,2511475,2596778,361749,468897,1060950,2569491,288909,154447,403838,377200,405297,395855,
AMBP_v2,30286365,25919763,4366602,12702604,2163226,65893599,64741436,852988,27762,11925990,5992845,5996827,5996907,5996428,5996029,5997597,5996752,5997082,5997142,13330608,5735702,5733352,5770780,6472933,5191810,5532681,5683003,5638703,5651864,138524,83392,83081,82202,71056,72805,83039,78006,78473,82410,4500,1529,1534,1518,1150,5645,4258,2912,2574,2142,3793341,2523903,2522074,2539103,2288896,2289540,2459043,2516893,2491775,2495195,682096,394395,393407,394522,530942,406931,391845,388498,394628,389338,682873,945971,1135071,1274289,1329489,1369349,1428558,1481602,1515272,1540130,122849,159442,185611,204653,242919,248148,249198,249352,250566,250488,
PIC_v2,99925678,86028858,13896820,13872017077,13827508153,167678237,204626129,1660470,80212,5582562,18006424,18011134,18011745,18010450,18011895,18010112,18012081,18010497,18011337,5174146,21342044,22461684,20497609,21249051,21307488,29475859,20523822,21274027,21320399,77036,189745,180612,179163,190435,195881,83476,180088,189721,194313,1868,7910,5852,16032,8611,6763,1704,16072,8627,6773,974997,9955038,9476384,9624849,9921471,9921311,6655858,9637414,9933763,9927773,360885,1285329,1520308,1297337,1284631,1284019,2995211,1298140,1286244,1284716,429191729,775341120,1052164902,1273653621,1450903920,1592704127,1705491202,1796317174,1869037221,1927212061,429068906,773508920,1049107927,1269542538,1445887686,1586963682,1700166717,1790389731,1862565763,1920306283,
EWMA,18004259,15554363,2449896,10552090,1674117,59960235,56282845,802943,27045,5993855,5994971,5996021,5996546,5997032,5996552,5996247,5995888,5996531,5996592,5205215,5524393,5709446,5625321,5612767,5760681,5709921,5678361,5750148,5706592,72555,83568,78032,79171,82251,81330,80755,83714,81450,80117,5681,4255,2933,2568,2127,2148,1897,1931,1865,1640,2296249,1995700,1762891,1519622,1400042,1402503,1324447,1283583,1302143,1267183,407817,309893,261769,240906,215614,217336,196078,209197,201525,189761,459249,766539,965809,1076571,1141265,1193512,1219699,1232475,1246408,1250563,81563,127229,154137,171490,180314,187718,189390,193351,194985,193940,
SW,16516894,14004863,2512031,11359890,2049241,59945047,58864176,774079,24757,5996132,5994968,5994815,5995763,5993668,5994938,5994608,5993306,5993551,5993298,5738187,5770445,8223087,5220747,5539636,5688324,5626135,5642794,5714744,5700077,83332,83596,49744,72535,83672,77813,79256,82226,81221,80684,1517,1507,152,5676,4247,2916,2573,2135,2140,1894,2523994,435235,435235,477354,1316167,1776116,1743018,1747843,1779231,1770670,393903,64941,613177,123680,124805,120369,272450,265209,272636,260861,2103496,1826676,1826676,1145528,742919,742919,742919,742919,742919,742919,329670,285142,285142,267266,267266,122951,122951,122951,122951,122951,
AFC,17193828,14483680,2710148,9874377,1790826,59837885,58548879,784072,21626,5871848,5992133,5996225,5996172,5996186,5996752,5996618,5999424,5996687,5995840,5472614,5758172,5689136,5630006,5703848,5746295,5732915,8039060,5286535,5490298,82295,79352,82987,83826,83518,81156,82438,52517,73537,82446,1864,1845,1623,1509,1528,1514,1492,282,5723,4246,1661832,2207134,1796879,1549235,1458322,1396142,1336185,480587,1267358,1330006,264558,336808,280307,247913,227934,215447,207355,666598,128017,135211,332366,707319,925231,1050031,1131689,1184579,1214900,1068038,1107902,1152322,52911,109690,143813,164633,177293,184923,189409,284846,253481,229827,
AMBP,17355583,15031527,2324056,10039859,1544526,59572835,56653505,811613,20065,5612072,5992448,5995700,5996289,5995139,5995212,5995941,5996635,5997115,5996284,5168540,5739503,5663882,5818827,5674491,5709491,5787135,5669647,5678683,5743306,75876,79338,82582,78537,83658,80777,80662,83612,83664,82907,2774,2420,2331,2146,1923,1924,1861,1621,1523,1542,1119337,2314593,1859417,1687355,1455368,1388647,1374285,1275530,1267368,1289627,135277,361095,305178,255670,235956,217948,206415,203768,201747,201002,223947,642076,885544,1045906,1127798,1179967,1218830,1230170,1237609,1248012,27135,93927,136177,160075,175251,183790,188315,191405,193473,194978,
