budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,28330553,17450069,10880484,10147228,6280702,72003544,96651505,497614,1168,6026054,5987206,5995788,5996519,5999214,5996959,5996450,12004139,5997727,12003488,8372669,5555740,8357346,8287499,5688959,8356133,8431889,17615434,8334686,17651150,49511,50743,49254,49333,50337,49340,49133,50137,49361,50465,237,149,116,105,96,91,90,100,88,96,1530194,1060297,1526721,1515023,1082281,1526432,1539040,3070685,1522811,3076585,945248,631500,942374,934588,646203,942178,950600,1972032,939788,1975973,306038,456889,670855,839688,888206,1015851,1120488,1510527,1512983,1825703,189049,277539,410506,515322,541498,621634,687427,944348,943436,1149943,
SW_v2,72049345,43589824,28459521,40201108,26325703,149765691,262907854,492320,983,11726190,11997790,12001255,12001071,12001577,18007711,18006926,18006698,18007341,18009132,19798970,20351124,20327614,20334913,20350990,32308855,32376367,32360684,32369250,32329087,48983,49014,49247,49429,49399,49359,48985,49240,49330,49334,113,112,100,92,91,94,101,97,92,91,1858762,3526327,3522355,3523540,3526243,5519850,5531169,5528527,5529883,5523168,1314603,2275683,2273042,2273820,2275619,3604927,3612456,3610678,3611581,3607112,1858762,2692545,2969148,3524074,3524046,4189878,4859087,5526515,5529860,5527193,1314603,1795143,1954443,2274182,2274160,2718122,3164334,3609354,3611572,3609790,
AFC_v2,21495411,13254413,8240998,8196033,5120931,71558423,103152186,495350,882,17591736,5994779,5994282,5996207,5998246,5994921,5997501,5997958,5995293,5997500,31477130,8403665,7245449,8453707,8402487,7078237,8385003,8356319,7056239,8293950,49369,49241,50093,49047,48987,50458,49295,49238,50288,49334,100,93,90,85,85,89,85,85,85,85,104249,1534391,1341486,1542665,1534133,1313709,1531236,1526464,1310030,1516050,152899,947489,818943,953018,947313,800458,945408,942201,798004,935265,20849,323557,527142,730246,891023,975560,1086695,1174648,1201724,1264589,30579,213961,334957,458569,556317,605145,673197,726997,741198,780011,
LR_v2,72352492,43774032,28578460,46510408,30365237,150028053,260644190,492135,909,5966183,5995080,12001157,18008774,18010693,18009243,18011278,18007857,18010074,18007714,8361865,8016739,20332145,32007373,31968520,32022227,31951662,32011461,31946475,32025723,49091,49184,49263,49148,49384,49047,49323,49342,49365,48988,91,88,91,93,93,93,92,90,89,89,512854,1469994,3523079,5469687,5463205,5472170,5460388,5470378,5459522,5472755,412882,904589,2273527,3571506,3567204,3573171,3565297,3571976,3564750,3573558,769281,1948564,4549621,6442991,5459964,5476652,5454497,5475373,5454094,5479371,619323,1150442,2957996,4220495,3565053,3576154,3561360,3575315,3561137,3577962,
AMBP_v2,22389196,13790758,8598438,6484935,4056789,71644247,106085426,493081,874,17678970,5994340,5993202,5997696,5999168,5993596,5996820,5998544,5994494,5997417,31605657,8309809,8109946,8326406,8294846,8138811,8390076,8392311,8125836,8391728,49405,49074,49290,49280,49285,49465,49424,49267,49411,49180,97,88,92,86,85,85,85,85,86,85,173444,1518737,1485528,1521483,1516190,1490353,1532044,1532435,1488182,1532362,199008,937053,914979,938884,935360,918171,945937,946182,916717,946147,31291,295902,480444,619785,719159,786057,841728,881882,902827,925860,35892,194511,304743,388413,448021,487845,521516,545804,557987,572057,
PIC_v2,82494023,49869247,32624776,13849725936,13839066328,167664773,295171028,492380,905,5576966,18005837,18010384,18011404,18010488,18010434,18009681,18010295,18009906,18009378,7495578,31885380,31968720,32060559,31937640,31912110,32018190,32018171,31929238,31945442,49194,49420,49095,49132,49309,49270,49251,49057,49399,49253,89,93,91,92,90,90,89,90,90,91,707357,5449352,5463248,5478527,5458029,5453782,5471466,5471469,5456650,5459367,524725,3557972,3567211,3577416,3563710,3560910,3572705,3572700,3562793,3564634,429138201,774397160,1050607107,1271578120,1448350831,1589768150,1702905542,1793415457,1865820425,1923744943,429101674,773989663,1049901902,1270633734,1447216458,1588482078,1701496933,1791908816,1864236341,1922098729,
EWMA,13202711,8203992,4998719,5684067,3468611,59979121,71514671,498715,868,5996661,5995648,5997042,6000301,5996743,5998472,6001792,5996819,5996918,5998725,5358150,8308489,8334441,5295586,8425550,8398793,5359805,8396698,8331984,5305175,50482,49369,49440,50765,48994,49043,51136,49244,49431,50811,99,89,85,86,84,85,86,84,85,85,1027160,1313070,1095866,455961,998215,902087,341819,916376,845665,307773,609462,815016,679251,258206,622857,560723,188500,572115,525397,167192,205432,426959,560740,539784,631470,685593,616838,676745,710529,629977,121892,260516,344263,327051,386212,421114,374591,414095,436355,382522,
SW,16405050,10046250,6358800,8265324,5054654,71960907,99252186,498044,857,5996319,11999991,5996255,12001683,5995863,5994511,5994077,5994569,5994331,5993308,8337213,18227066,8306297,18226108,8358070,6272444,8338361,8366309,6451203,8369115,49117,50612,49263,50867,49264,50939,49187,49162,50582,49051,84,88,85,89,85,86,85,85,85,85,1523252,1970542,316169,1970364,324763,309028,655418,1098379,779482,1098853,940062,1301472,198254,1301347,203995,143052,390731,697370,484838,697679,1201974,1201974,1201974,1201974,870432,868052,429736,429736,429736,429736,738405,738405,738405,738405,567865,549465,245926,245926,245926,245926,
AFC,14961611,9247218,5714393,6216648,3843651,59544532,82790240,492782,857,5574756,5993946,5996220,5996947,5997382,5996262,5996927,5997848,5996898,5997346,7466819,8285600,8366390,8363039,8408747,8414198,8473712,8319599,8348954,8343182,49422,49334,49378,49291,49265,49116,48987,49387,49293,49309,88,92,89,84,84,84,84,84,84,84,948684,1324919,1111390,971888,896247,845697,824566,778266,775919,769642,597652,814797,684739,599121,553140,522087,509599,479691,478707,474860,189736,416772,555695,638933,690395,721455,742077,749314,754635,757636,119530,258583,343814,394875,426528,445639,458431,462683,465887,467681,
AMBP,14201670,8793049,5408621,221656079,136644453,83653662,129556341,492068,867,5660930,5991613,5996055,5997112,5997241,5996272,5996885,5998263,18009297,18009994,7743649,7968374,8400498,8384486,7884556,8333438,8358587,7819294,32296226,32367233,49068,49084,49073,49278,49271,49296,49300,49265,49393,49040,94,85,84,84,85,84,84,85,92,90,666959,1328454,1161348,1000906,823595,858426,823781,709860,709860,709860,406672,817787,718428,618692,504842,530638,509124,434146,434146,434146,133471,372467,530243,624375,664219,703060,727204,72633680,72633680,72633680,81414,228688,326636,385047,409006,433332,448490,44777280,44777280,44777280,
