budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,34531094,21283767,13247327,13683434,8516899,59963994,118303936,360,5811,6023594,5983014,5993655,5994837,5994218,5994765,5995577,5994146,5994857,5995331,11832959,11806707,11831044,11833048,11830957,11834419,11834641,11830939,11834605,11834617,147,28,24,23,23,23,23,23,23,23,715,597,584,568,559,558,557,560,559,554,2129609,2124423,2128441,2128747,2128361,2128930,2128971,2128373,2128958,2128954,1326172,1322050,1324705,1324910,1324635,1325047,1325055,1324648,1325063,1325042,425921,765621,1038185,1256297,1430709,1570353,1682076,1771335,1842859,1900078,265234,476597,646218,781956,890491,977402,1046932,1102475,1146992,1182602,
SW_v2,38301711,23444686,14857025,19915330,12643483,71396429,141182424,284,5682,5435608,5991089,5994353,5993842,5994299,5995097,5996391,5996488,11999781,11999481,10707530,11827185,11834036,11832274,11834321,11836437,11837478,11839037,23816135,23817991,65,33,24,23,23,23,23,23,24,23,602,573,573,563,560,563,556,556,568,568,291069,2127507,2128637,2128330,2128643,2129025,2129165,2129430,4126264,4126616,267472,1324268,1325036,1324815,1325030,1325277,1325367,1325548,2656986,2657226,291069,1209288,1515738,2128158,2128537,2128666,2128944,2129207,2794953,3460770,267472,795870,972259,1324706,1324960,1325041,1325225,1325397,1769300,2213253,
AFC_v2,32649269,20047787,12601482,12581948,7941281,65890438,130156682,280,6729,11941516,5991595,5994647,5994184,5994579,5994716,5994980,5994686,5994701,5994834,23697299,11826530,11829912,11826700,11829619,11830742,11827936,11830263,11830192,11827489,53,37,24,24,23,24,24,24,24,23,579,611,695,687,703,684,693,685,688,704,895844,2127473,2128202,2127644,2128174,2128312,2127861,2128237,2128224,2127816,680659,1324228,1324683,1324301,1324634,1324749,1324438,1324691,1324698,1324401,179168,568829,880703,1130091,1329707,1489428,1617114,1719338,1801115,1866455,136131,373750,563936,716009,837734,935137,1012997,1075335,1125207,1165045,
LR_v2,81768083,49526880,32241203,52589575,34236079,149692388,297404827,288,5772,5650676,5991943,12000193,18006300,18007580,18007331,18009243,18005260,18005890,18007972,11137215,11828499,23816635,35801481,35803836,35805242,35805883,35800105,35801108,35804823,59,28,28,26,24,23,25,24,25,26,631,563,557,580,586,570,580,572,560,573,396517,2127958,4126607,6124838,6125262,6125425,6125575,6124576,6124727,6125395,332815,1324375,2657050,3989389,3989665,3989766,3989869,3989203,3989313,3989758,594775,2993678,5125931,7123953,6125474,6125506,6125650,6124077,6124802,6125729,499222,1820155,3323387,4655558,3989803,3989816,3989920,3988870,3989368,3989980,
AMBP_v2,31283417,19229026,12054391,9024190,5670181,71423242,141226367,279,5629,17474756,5991686,5994608,5994869,5994680,5994631,5994170,5994557,5994652,5994633,34735409,11827321,11833842,11831277,11834088,11834206,11830607,11834173,11834119,11831325,60,35,23,23,23,23,23,23,23,23,582,564,565,558,557,555,565,556,559,568,71606,2127793,2128891,2128400,2128878,2128891,2128327,2128888,2128904,2128448,131145,1324290,1325004,1324681,1324993,1324999,1324602,1325004,1325002,1324671,12960,392333,665679,862400,1004125,1106170,1179540,1232468,1270579,1297936,23678,255420,422402,542571,629149,691487,736299,768636,791918,808621,
PIC_v2,92591094,56033931,36557163,13853572942,13841519818,167538089,333025875,257,5617,5470919,18004974,18007532,18007603,18007628,18007813,18008451,18007705,18007678,18007786,10775519,35800428,35806215,35806176,35806601,35805339,35806372,35806378,35806151,35806696,62,26,22,21,21,21,21,21,21,21,568,561,563,567,565,560,559,562,556,556,904763,6124616,6125573,6125579,6125637,6125405,6125575,6125598,6125552,6125633,648957,3989243,3989877,3989884,3989922,3989761,3989870,3989883,3989857,3989909,429177682,774563798,1050872882,1271920151,1448757977,1590228192,1703404398,1793945367,1866378133,1924324362,429126521,774095795,1050071341,1270851779,1447476137,1588775591,1701815176,1792246847,1864592178,1922468453,
EWMA,21563684,13290743,8272941,9057994,5638216,59943420,118374876,232,4245,5991550,5995236,5993226,5994746,5995627,5994000,5994673,5995716,5993864,5994782,11833131,11837498,11834448,11839993,11839036,11835487,11839672,11839285,11836184,11840142,24,23,24,23,23,23,23,23,23,23,435,425,424,423,422,422,423,422,425,424,2128353,1703400,1447343,1295028,1202741,1146922,1114596,1094559,1082116,1075685,1324796,1060303,900910,806125,748648,713888,693812,681313,673553,669593,425670,681216,834441,926558,981794,1014819,1034774,1046731,1053808,1058183,264959,424027,519403,576747,611127,631679,644105,651546,655947,658676,
SW,20845899,12848480,7997419,9121597,5677842,59925140,118349434,231,4241,5994127,5993141,5993133,5992946,5992773,5992550,5991723,5991687,5991796,5991264,11838648,11836756,11834823,11836360,11835681,11834490,11833950,11833687,11831851,11833188,23,23,24,23,23,23,23,23,23,23,424,422,426,428,425,428,420,421,422,425,2129233,358321,590058,1103006,1444956,1444770,1444666,1444622,1444301,1444547,1325374,223283,367172,686510,899408,899260,899193,899169,898943,899107,1770605,1538556,1025871,683795,683795,683795,683795,683795,683795,683795,1101886,957761,638610,425655,425655,425655,425655,425655,425655,425655,
AFC,20909827,12889253,8020574,8662663,5389704,59605727,117704541,281,4264,5656333,5991257,5994746,5994664,5994701,5994934,5994670,5994799,5994788,5994835,11158253,11832393,11838034,11839544,11839937,11838574,11839560,11839834,11838466,11839946,59,37,24,23,23,23,23,23,23,23,425,428,432,423,420,430,425,432,425,424,1332256,1861755,1543650,1352254,1237294,1168058,1126833,1102060,1086886,1078207,824314,1159842,961462,842097,770388,727194,701503,686030,676566,671178,266451,585511,777138,892161,961187,1002561,1027415,1042344,1051252,1056643,164862,363858,483378,555121,598174,623978,639483,648792,654346,657712,
AMBP,20544901,12665357,7879544,8442823,5251398,59395002,117284989,282,4233,5448250,5990675,5994437,5994538,5994745,5994405,5994465,5994729,5994087,5994671,10741789,11831104,11837551,11839469,11839875,11838184,11839576,11839946,11837620,11839875,60,37,24,23,23,23,23,23,23,23,423,427,420,422,422,427,420,422,429,421,890008,1949919,1596610,1384097,1256401,1179466,1133730,1106181,1089229,1079716,545990,1215269,994778,862123,782410,734352,705833,688650,678026,672113,178081,532448,745280,873043,949714,995664,1023277,1039857,1049731,1055728,109278,330476,463336,543093,590956,619635,636874,647229,653388,657133,
PIC,14680780,9092670,5588110,4283146810,4287702740,167570244,333155439,244,4290,5503259,18004858,18007665,18007805,18007703,18007816,18007920,18007666,18007827,18007725,10851917,35806464,35811783,35812008,35810946,35811918,35812327,35812382,35812854,35812840,58,25,21,20,20,20,20,20,20,20,425,430,428,427,434,429,429,437,426,425,909267,909267,909267,909267,909267,909267,909267,909267,909267,909267,558811,558811,558811,558811,558811,558811,558811,558811,558811,558811,428314681,428314681,428314681,428314681,428314681,428314681,428314681,428314681,428314681,428314681,428770274,428770274,428770274,428770274,428770274,428770274,428770274,428770274,428770274,428770274,
