budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,28838242,24896296,3941946,15882353,2531870,59981027,56376100,800556,27317,6025749,5986213,5995785,5996075,5995665,5996326,5995484,5996316,5996376,5997038,5151180,5441533,5569837,5708764,5643994,5827094,5705774,5732539,5786813,5808572,72266,78415,81979,77581,83964,77630,83176,84041,81097,80407,5863,4268,2893,2580,2152,2175,1903,1939,1878,1666,2269047,2415603,2463751,2525691,2490015,2575402,2516799,2528319,2551980,2559689,405970,385052,388109,389068,395699,398780,387992,398804,396283,396189,453809,846167,1169683,1440884,1650710,1835648,1971878,2083166,2176928,2253480,81194,141965,191193,230768,263754,290759,310205,327924,341595,352513,
SW_v2,26440222,22098835,4341387,20293678,4237085,59752326,59058533,779375,24187,5793265,5992409,5994671,5995763,5996738,5995416,5996209,5996040,5996437,5995378,5449966,5756150,5779935,5766471,8169314,5294135,5571546,5791857,5649001,5830158,83268,83876,83607,83487,49486,73734,82499,78107,83711,77600,1458,1554,1534,1510,205,5788,4289,3192,2341,2316,387377,2533313,2544001,2536848,1636797,2340139,2476907,2570787,2494763,2577903,274020,395045,395537,394374,885011,413631,392440,394874,397432,399023,387377,1460345,1821564,2538054,2239215,2171261,2151281,2462611,2514152,2547818,274020,334533,354867,394985,558307,564339,563694,400315,394915,397110,
AFC_v2,30454539,25810817,4643722,17104656,2992680,65871196,66596610,850126,25443,11907946,5994083,5996645,5996163,5995767,5996280,5995155,5996870,5996170,5996117,13367274,5809226,5735316,5714020,5761134,5785279,5816826,7676196,5309391,5621948,137901,80837,83681,83745,83812,84026,83512,56452,74278,81882,5215,1886,1675,1549,1547,1541,1520,491,5737,4282,3869638,2564284,2526172,2514978,2535878,2546910,2560999,1844547,2346463,2500948,685924,392989,391793,396717,395403,395986,396911,779079,414391,394529,773927,1131998,1410832,1631661,1812504,1959385,2079707,2032675,2095432,2176535,137184,188345,229034,262570,289136,310506,327787,418045,417315,412758,
LR_v2,74979822,64339399,10640423,65511476,4305814796,131678962,156461299,1370910,62115,5639250,5993203,12001521,18009678,18008499,18008065,18009564,18008674,12002316,5998192,5240781,5787157,13475349,21246488,24493888,20557190,21301791,21332334,17721587,5304734,77700,78165,137351,195852,154464,180295,192347,197388,83434,73914,2800,2599,5586,7494,4758,16090,8635,6791,1668,5694,379820,2561086,6223692,9905471,8737970,9653105,9946693,9933727,4653681,2344154,206556,398751,840252,1279537,1931545,1299003,1287092,1286322,1697210,414155,569730,3651719,8054995,11746360,8154220,10110672,10093487,9927244,2013658,1189391,309834,494848,1061002,1499179,2257549,982732,1281137,1285937,1902654,4294739924,
AMBP_v2,28683065,24269555,4413510,11581982,2196803,59738250,57083718,815273,22986,5777557,5992805,5996762,5995106,5995994,5996391,5994780,5996051,5996839,5995965,5337266,5697907,5747648,5740709,5721570,5826456,5700328,5721040,5766493,5824301,78860,80347,79771,81816,83727,78436,83653,83923,83125,81615,4196,2953,2611,2160,2146,2003,1861,1858,1638,1560,1425237,2524712,2543081,2536461,2526040,2572496,2513971,2521422,2539888,2566247,856550,392511,399194,390056,400102,397092,388002,396979,395891,397133,256614,639209,917984,1117511,1259294,1369740,1438727,1489739,1529791,1563373,154251,181712,202687,216144,227641,235377,239311,243759,246766,249155,
PIC_v2,97772921,81093371,16679550,13869588338,13828898251,167888399,218419470,1510115,70951,5798678,18006348,18009804,18010857,18011167,18009412,18011213,18010700,18010999,18009221,5525742,27152386,20565079,21241061,21359011,29667617,20582497,21281938,21333636,29710503,80683,119322,181571,192563,197420,83658,180869,192607,197424,83998,1477,3116,16115,8619,6789,1675,16090,8623,6785,1662,1111530,7620230,9657249,9918007,9945968,6653305,9664947,9937417,9934355,6650363,374227,2507528,1299372,1285455,1286350,3023584,1299624,1286512,1286474,3030424,429219035,774896003,1051844981,1273456315,1450750975,1591928170,1705472255,1796362017,1869073214,1926585373,429071575,773755495,1049261000,1269662620,1445984095,1587388722,1700167632,1790388137,1862564534,1920654441,
EWMA,18211414,15588706,2622708,10755601,1711917,59959440,58460827,812384,17261,5993215,5995174,5996197,5996241,5996699,5996173,5996743,5996533,5996136,5996329,5800850,5680548,5760198,5832917,5736684,5747799,5765952,5754449,5794364,6587066,77589,83620,82769,79706,83484,83481,83822,83900,83355,70658,2275,1971,2005,1895,1820,1586,1543,1534,1524,1108,2564661,1993168,1732590,1580259,1418933,1359073,1328408,1298530,1303886,1009198,394268,314844,270938,242475,215258,217989,207370,202397,201755,355414,512932,808979,993701,1111012,1172596,1209891,1233594,1246581,1258042,1208273,78853,126051,155028,172517,181065,188449,192233,194265,195763,227693,
SW,17759098,15376756,2382342,10809476,1697524,59943072,57495838,819845,20356,5995572,5996396,5993755,5995478,5994805,5993458,5994148,5993616,5992837,5993007,5761706,5660262,5793698,5667431,5777595,5834313,5725906,5747251,5766912,5760764,78087,83517,77663,83582,82110,80398,83540,83856,83643,83449,3179,2374,2314,2000,2005,1924,1818,1641,1541,1560,2556050,443121,737051,1255102,1738085,1763857,1712707,1719959,1727085,1723739,392826,74582,108414,200675,269764,268528,261768,270502,267996,267287,2057292,1824471,1245407,811758,811758,811758,811758,811758,811758,811758,323987,286366,191941,127890,127890,127890,127890,127890,127890,127890,
AFC,17686655,15273370,2413285,10227128,1629306,59781781,56892843,800943,26657,5821167,5991206,5996372,5995354,5995899,5996347,5996422,5996778,5995663,5996573,5629973,5899945,5311682,5562932,5788182,5651584,5810220,5677210,5748314,5812801,78834,81034,74658,81504,77660,83360,77967,83553,82771,79602,1474,1486,5680,4258,3205,2323,2307,2008,1993,1923,1660039,2185707,1644777,1581391,1539773,1364409,1390302,1286041,1302267,1318664,257648,359996,301458,240752,226040,217004,210282,198565,202954,198586,332007,702747,891153,1029200,1131314,1177933,1220406,1233533,1247279,1261556,51529,113222,150869,168845,180284,187628,192158,193439,195342,195990,
AMBP,14132806,11512785,2620021,465011600,86445363,83445979,89824644,1002084,35912,5455425,5991024,5997563,5996341,5996551,5995508,5996716,5996769,18009764,18010318,5041527,5741753,5751986,5793742,5797365,5775907,8321697,5309744,20999329,21291594,76942,83397,84016,83300,83311,83778,49444,74230,189825,193841,1565,1648,1560,1563,1532,1505,149,5673,12626,8091,935023,2343315,1914786,1673951,1515358,1408664,430422,430422,430422,430422,160483,354616,302120,260015,234144,218233,725922,121496,121496,121496,187084,618330,877621,1036887,1132581,1187797,114992825,114992825,114992825,114992825,32176,96664,137755,162207,176594,184921,293121,28453975,28453975,28453975,
