budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,28034312,20777616,7256696,13605255,4600855,59987548,59983734,594818,85540,6028117,5987681,5996086,5995711,5996493,5996902,5997246,5995742,5996832,5996738,4926380,6001445,5765227,5340482,7950952,5079552,5995608,5781165,5250073,7892850,57129,54436,54716,76465,54834,56215,54576,54588,78123,53736,9145,13189,15310,5596,40,8242,13449,15499,5036,34,1990880,2392077,2306529,2189152,1514987,2050729,2392621,2315321,2146193,1479127,630903,740230,726661,633180,895157,647711,740748,729451,624260,888395,398176,796956,1098870,1316926,1356538,1495376,1674825,1802924,1871577,1793087,126180,248990,344524,402255,500835,530210,572317,603743,607846,663955,
SW_v2,34083727,25189780,8893947,20831743,7418332,71707962,76740577,608103,115613,5739315,5991830,5995528,5995757,5996709,5995715,5994618,5995821,12000720,12001949,4706741,6030910,5760710,5276382,7793627,5004553,6064617,5856067,17006823,13240147,56046,54322,54456,76484,55496,56422,54265,54243,81917,64452,7356,13508,15218,5877,90,7978,13566,15731,4611,31678,350380,2407462,2305159,2151540,1546811,2018354,2421354,2347471,4128706,5512543,188697,743603,725557,632392,877286,638477,748667,738818,1930510,1669940,350380,1378921,1687667,2288054,2001170,1905568,1995506,2262393,2965844,3996240,188697,466150,552619,700517,745078,716052,754810,708654,1139332,1446423,
AFC_v2,26942064,19927614,7014450,12374824,4511906,65790127,68076667,626548,93591,11823495,5992299,5996015,5997519,5997230,5997668,5996266,5996276,5996494,5996865,15749285,5052052,6035607,5776450,5232192,8070940,5073513,6063239,5834831,5188558,83728,56408,54417,54400,78475,53330,56503,54289,54447,80551,10224,8155,13492,15353,4729,35,8125,13561,15582,4335,597284,2038835,2408680,2311431,2137941,1505119,2047191,2419820,2337683,2123630,621018,644647,744990,727871,621526,908191,646891,748254,736009,615053,119456,503331,884400,1169806,1363433,1391770,1522854,1702247,1829334,1888193,124203,228291,331630,410878,453007,544043,564612,601340,628273,625629,
LR_v2,4389403366,4365761341,23642025,4369985284,24950427,161714575,197640091,886642,331753,5639624,11999258,18007364,18009139,18008986,18008146,18010959,18010669,18011213,18009217,7541399,13195653,28125771,21252362,21232873,21285230,21295322,21247477,21203709,21260295,50706,64508,83599,98264,98226,98176,98283,98206,98466,98208,41,31458,10242,41479,41451,41659,41364,41389,41184,41486,4294725503,5493094,6417509,8446932,8443441,8455327,8452177,8444744,8434729,8447885,473534,1663783,3193436,2615960,2613849,2620750,2619896,2615062,2608949,2616806,4294604607,8360537,6879716,9461643,8441696,8461270,8450602,8441028,8429722,8454463,710301,2258907,3958262,2327222,2612794,2624200,2619469,2612645,2605893,2620734,
AMBP_v2,25906543,19381015,6525528,9065709,3102715,71565276,72592746,639983,123987,17601723,5992417,5995702,5995672,5996408,5996537,5997216,5996829,5995919,5996853,20481642,5065740,6012410,5773250,5253928,7907925,5058322,6073811,5754268,5211450,98046,56466,54710,54602,78717,53217,56558,54200,54751,78716,41203,8081,13295,15415,4627,34,8119,13410,15272,4531,110680,2044109,2397773,2310909,2147179,1474948,2041245,2423202,2302000,2128970,158487,645928,741673,727649,623815,890010,645310,748902,725209,618545,19994,382335,706879,924916,1052431,1023240,1104156,1231168,1300800,1319790,28599,136857,232038,298044,326878,395553,400953,423487,435447,424859,
PIC_v2,100408947,76261494,24147453,13865860988,13833891263,167835856,198208909,937655,372438,5743249,18006203,18010664,18009573,18011020,18012627,18010500,18010640,18010672,18010708,7500900,21232871,21178221,21196040,21189880,21114913,21178036,21201292,21244030,21172726,53220,97963,98350,98475,98211,98332,98397,98290,98147,98270,37,41404,41306,41391,41420,41430,41344,41431,41420,41255,339817,8444299,8432295,8436673,8436097,8423561,8433510,8440507,8444162,8430573,670017,2613704,2606711,2609346,2608756,2600591,2607171,2611048,2614351,2605758,429064693,774937343,1051633063,1272990514,1450076360,1591742529,1705077454,1795746794,1868282997,1926309241,429130733,773824056,1049577316,1270180451,1446662841,1587847120,1700795859,1791155626,1863444100,1921273161,
EWMA,17379811,12770613,4609198,8988022,3074473,59959372,60403792,594007,83017,5992721,5995452,5995744,5996159,5996843,5995912,5996549,5996045,5997189,5996758,5034758,6036479,5823627,5221341,8171792,5087993,6012456,5817143,5195834,8002369,56679,54274,54313,79166,52201,56363,54440,54475,79215,52881,8108,13379,15532,4500,32,8139,13389,15429,4481,28,2031148,2002381,1606670,1232401,547603,1169202,1457766,1284007,1031327,408108,642209,616419,508077,336873,625928,288667,396382,377110,256323,561210,406229,725459,901701,967841,883793,940874,1044252,1092203,1080027,945643,128441,226036,282444,293329,359848,345611,355765,360034,339291,383674,
SW,16087789,11632943,4454846,10296756,3056095,59941553,60192031,592925,84411,5996356,5994434,5994783,5995211,5994113,5993370,5993744,5993703,5992855,5992984,5753330,5260836,7779532,5007619,6050566,5844502,5216879,8167680,5093236,6017851,54496,76311,55391,56398,54466,54251,78970,51963,56461,54218,15279,5542,84,8105,13416,15690,4529,27,8239,13500,2302267,256747,256747,360620,1441132,1656236,1446838,827558,1369412,1715386,724857,66333,363036,254554,518545,509260,391075,690847,421400,514939,1887025,1659762,1659762,973211,686166,686166,686166,686166,686166,686166,562753,512782,384742,227974,227974,227974,227974,227974,227974,227974,
AFC,17124442,12699262,4425180,8442207,2973247,59890419,60068047,594748,83153,5927980,5991520,5994322,5997423,5995985,5996623,5997391,5996684,5997053,5995438,5668910,5263507,7981335,5010235,6047857,5780267,5236434,7945195,5076642,6057665,54722,77327,54482,56507,54491,54540,78183,53784,56477,54235,15134,4805,30,8045,13406,15388,4653,27,8172,13493,1580417,1831039,888143,1348303,1604892,1346136,1094502,437636,1118264,1449930,486607,528390,714919,349528,444121,398287,278102,563568,270042,391616,316083,619074,672887,807970,967354,1043110,1053388,930238,967843,1064260,97321,183534,289811,301754,330227,343839,330692,377267,355822,362980,
AMBP,14812614,10856603,3956011,310793659,136537964,83819867,91274623,678669,144045,5828025,5991536,5995818,5996905,5995944,5996884,5996464,5996898,18010115,18011278,5567852,5309107,7863874,5077527,6041450,5743542,5224294,8072527,21201007,21173443,54427,76702,54885,56320,54379,54433,78120,53286,97978,98139,14829,5034,29,8133,13487,15232,4577,26,41299,41399,1159502,1932075,925808,1406030,1615385,1337657,1098379,460589,460589,460589,338983,563828,718399,369885,449696,397132,279522,279522,279522,279522,231980,571999,642760,795414,959408,1035057,1047721,101836440,101836440,101836440,67876,167066,277332,295842,326612,340716,33765630,33765630,33765630,33765630,
