budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,34529953,21283075,13246878,13682918,8516556,59962519,118300651,371,5789,6023557,5982050,5993694,5994645,5994207,5994763,5995204,5994464,5994637,5995298,11832633,11804723,11831158,11832800,11830992,11834227,11834276,11831444,11834045,11834353,149,29,25,24,24,24,24,24,24,24,712,596,572,563,558,557,559,556,559,557,2129502,2124078,2128443,2128681,2128359,2128892,2128907,2128440,2128857,2128916,1326090,1321803,1324715,1324877,1324640,1325013,1325021,1324701,1324986,1325032,425900,765535,1038116,1256229,1430655,1570302,1682023,1771306,1842816,1900036,265218,476535,646171,781912,890457,977368,1046898,1102458,1146963,1182576,
SW_v2,34970030,21446901,13523129,18583614,11753711,65389290,129183282,295,5702,5434538,5990331,5994233,5993940,5994189,5995287,5996407,5996307,5996731,11997327,10705787,11824174,11832256,11830600,11832805,11834866,11835865,11837323,11837911,23811695,66,35,25,24,24,24,24,24,24,25,586,578,580,563,560,573,560,570,569,563,291051,2127271,2128629,2128315,2128662,2129034,2129164,2129447,2129534,4125794,267287,1323936,1324838,1324625,1324863,1325096,1325176,1325372,1325432,2656504,291051,1209161,1515650,2128072,2128535,2128670,2128953,2129215,2129382,2794925,267287,795612,972020,1324466,1324775,1324861,1325045,1325215,1325327,1769103,
AFC_v2,33797766,20737559,13060207,13195686,8349757,65943225,130297292,278,5650,11994228,5990978,5994612,5994826,5994739,5994708,5994793,5994940,5994691,5994710,23802797,11824554,11833624,11834326,11832947,11834182,11834353,11832175,11834200,11834134,54,26,26,24,24,25,25,24,25,25,573,572,578,562,555,554,567,561,559,569,1579522,2127331,2128844,2128928,2128677,2128891,2128963,2128568,2128910,2128925,1136540,1323956,1324975,1325027,1324845,1325010,1325042,1324775,1325015,1325022,315904,678189,968320,1200441,1386088,1534648,1653511,1748522,1824599,1885464,227308,446637,622304,762848,875247,965199,1037167,1094688,1140753,1177606,
LR_v2,81678589,49472399,32206190,52534969,34201049,149582248,297215722,304,4372,5545239,5989910,12000942,18006294,18007551,18007888,18003499,18005819,18008287,18006819,10930963,11828762,23823571,35804517,35805231,35807082,35799165,35802637,35807740,35806054,65,29,29,27,25,26,25,26,27,25,469,424,427,442,463,438,429,425,430,425,342815,2127605,4127370,6124957,6125117,6125359,6123985,6124591,6125457,6125143,297145,1324261,2657680,3989587,3989701,3989863,3988933,3989353,3989946,3989721,514222,3020000,5127252,7123750,6125197,6125480,6123298,6124894,6125890,6124986,445717,1837819,3324389,4655540,3989758,3989944,3988468,3989563,3990242,3989609,
AMBP_v2,31295057,19235279,12059778,9027088,5672668,71424006,141283568,293,4298,17473306,5991080,5994507,5994725,5995228,5994748,5994742,5996169,5994756,5994745,34738196,11830773,11839447,11839762,11837712,11840075,11839775,11837769,11839987,11840072,64,37,24,24,24,24,24,24,24,24,458,429,428,433,428,424,423,426,423,426,72434,2127943,2129387,2129462,2129100,2129474,2129426,2129099,2129457,2129497,131696,1324508,1325466,1325516,1325270,1325518,1325500,1325253,1325517,1325534,13109,392467,665865,862725,1004400,1106472,1179955,1232804,1270920,1298371,23777,255530,422565,542839,629392,691755,736653,768935,792225,808997,
PIC_v2,92598155,56037447,36560708,13853575673,13841522382,167539213,333073222,268,4291,5474179,18004357,18007456,18007452,18007271,18007747,18007501,18007858,18007725,18007667,10792354,35803068,35809935,35809963,35809214,35809751,35810170,35809636,35809808,35809323,64,27,23,22,22,22,22,22,22,22,433,439,433,425,425,424,426,430,431,425,906709,6124683,6125832,6125777,6125656,6125750,6125839,6125735,6125790,6125676,650328,3989409,3990174,3990122,3990049,3990128,3990185,3990101,3990138,3990074,429178071,774564123,1050873194,1271920440,1448758212,1590228449,1703404656,1793945601,1866378368,1924324559,429126795,774096047,1050071602,1270852035,1447476367,1588775848,1701815445,1792247105,1864592441,1922468697,
EWMA,21561693,13289556,8272137,9057163,5637656,59939002,118363276,242,4236,5987771,5993715,5995504,5993925,5994689,5995756,5993714,5994843,5995299,5993786,11820731,11837940,11839132,11834872,11839729,11839663,11835730,11840302,11839676,11835501,25,24,25,24,24,24,24,24,24,24,431,423,422,427,427,423,418,425,419,421,2126273,1703886,1448340,1294182,1203041,1147670,1113855,1094833,1082672,1074804,1323420,1060634,901561,805539,748864,714380,693306,681507,673932,668994,425254,680980,834452,926398,981726,1014914,1034702,1046728,1053916,1058093,264684,423874,519411,576636,611081,631740,644053,651543,656020,658614,
SW,20845993,12848540,7997453,9122202,5678257,59927107,118353023,241,4245,5994567,5992771,5993455,5993984,5992886,5992557,5992232,5991617,5991364,5991674,11838680,11836015,11837083,11836378,11836315,11835581,11834038,11833674,11833030,11832229,24,24,25,24,24,24,24,24,24,24,425,425,430,434,419,422,424,419,423,424,2129230,358149,590565,1102905,1444980,1444857,1444596,1444541,1444431,1444286,1325359,223154,367545,686430,899413,899324,899140,899099,899049,898940,1770672,1538438,1025981,683873,683873,683873,683873,683873,683873,683873,1101927,957674,638686,425710,425710,425710,425710,425710,425710,425710,
AFC,20908778,12888651,8020127,8662484,5389553,59607751,117701243,295,4240,5657848,5990491,5994659,5995063,5994828,5994759,5995067,5994774,5994769,5995493,11158199,11830807,11839897,11838229,11840143,11840065,11837974,11839899,11839805,11836225,63,39,25,24,24,24,24,24,24,24,431,425,421,424,424,419,422,424,427,423,1332176,1861506,1544004,1352021,1237358,1168300,1126517,1102080,1087128,1077561,824246,1159655,961715,841910,770448,727363,701273,686064,676728,670725,266435,585449,777160,892132,961177,1002601,1027384,1042323,1051284,1056539,164849,363810,483391,555094,598164,624003,639457,648778,654368,657639,
AMBP,20544081,12664873,7879208,8442488,5251156,59397649,117279827,294,4241,5450267,5989380,5994618,5994912,5994652,5994607,5994856,5994726,5994629,5995002,10741283,11828750,11839447,11836248,11839714,11839616,11836963,11839960,11839852,11837994,62,39,25,24,24,24,24,24,24,24,422,427,422,433,420,427,421,421,427,421,889994,1949523,1597012,1383567,1256464,1179770,1133275,1106264,1089651,1079353,545977,1215008,995053,861744,782455,734565,705522,688697,678314,671873,178078,532367,745296,872950,949652,995675,1023195,1039808,1049776,1055691,109275,330421,463347,543026,590911,619641,636817,647193,653417,657108,
PIC,14656820,9078350,5578470,4283165420,4287715270,167568415,333148815,257,4289,5501597,18004034,18007628,18007694,18007866,18007876,18008022,18008013,18007735,18007950,10843057,35804713,35812224,35812370,35812228,35813028,35813052,35812926,35812741,35812476,62,26,22,21,21,21,21,21,21,21,427,436,428,438,424,426,425,435,426,424,907835,907835,907835,907835,907835,907835,907835,907835,907835,907835,557847,557847,557847,557847,557847,557847,557847,557847,557847,557847,428316542,428316542,428316542,428316542,428316542,428316542,428316542,428316542,428316542,428316542,428771527,428771527,428771527,428771527,428771527,428771527,428771527,428771527,428771527,428771527,
