budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,34291364,21525048,12766316,13837234,8205989,59963226,116492655,249,28695,6022741,5985680,5993505,5994006,5994714,5994338,5994403,5994659,5994647,5994533,11619117,11610951,11642067,11651874,11656221,11661150,11661099,11660814,11665725,11663637,111,17,16,15,15,15,15,15,15,15,3914,3331,3008,2805,2709,2622,2618,2601,2531,2556,2151785,2147869,2151960,2152724,2153016,2153457,2153404,2153336,2153800,2153697,1275515,1273064,1275982,1276765,1277055,1277442,1277504,1277436,1277867,1277686,430357,773859,1049479,1270128,1446705,1588055,1701124,1791566,1864012,1921949,255103,458695,622152,753074,857870,941784,1008928,1062629,1105676,1140078,
SW_v2,34782301,21682331,13099970,18807446,11370287,65412468,127554588,174,25189,5459535,5990509,5993821,5993594,5993854,5994527,5995738,5995594,5996431,11998865,10586398,11655636,11661729,11662557,11664756,11667074,11668294,11669201,11670978,23647965,30,20,17,15,15,15,15,15,16,16,2577,2547,2576,2516,2513,2500,2489,2504,2484,2483,302357,2152253,2153330,2153261,2153458,2153820,2154027,2154276,2154422,4151127,268172,1276841,1277506,1277456,1277727,1277927,1278052,1278150,1278378,2609761,302357,1227305,1535980,2152948,2153350,2153513,2153768,2154041,2154242,2819942,268172,772507,940840,1277268,1277563,1277703,1277902,1278043,1278193,1722096,
AFC_v2,33609885,20968402,12641483,13339331,8093254,65963112,128678719,169,24557,12017990,5988377,5994248,5995372,5993792,5994439,5994904,5994542,5994409,5995039,23681306,11651163,11668290,11669082,11665594,11669386,11668022,11666828,11668443,11670605,30,17,16,16,15,15,15,15,15,15,2494,2470,2460,2456,2439,2444,2468,2440,2470,2416,1586812,2151019,2153881,2153985,2153293,2153978,2153923,2153570,2153927,2154014,1141512,1276133,1278007,1278041,1277717,1278088,1277979,1277796,1277997,1278213,317362,684093,978050,1213237,1401248,1551794,1672219,1768489,1845576,1907263,228302,437868,605895,740324,847802,933859,1002683,1057705,1101763,1137053,
LR_v2,81492788,49710156,31782632,52785050,33753846,149608700,295601690,179,24468,5567538,5991808,12000383,18008023,18007760,18008789,18005090,18005809,18008069,18005431,10807141,11663639,23651909,35641818,35639888,35641757,35637638,35638995,35642144,35636761,30,18,18,16,16,16,16,16,17,16,2487,2446,2452,2453,2479,2443,2424,2407,2436,2441,353295,2152973,4151693,6150714,6150457,6150638,6149882,6150052,6150662,6149790,295486,1277459,2610147,3943070,3942895,3942984,3942461,3942663,3943038,3942429,529942,3052812,5151053,7150224,6150329,6150728,6149504,6150137,6150967,6149354,443229,1768445,3276491,4609531,3942808,3943028,3942200,3942764,3943225,3942125,
AMBP_v2,31097104,19460513,11636591,9133481,5474876,71443455,139608434,173,24315,17499736,5985750,5994320,5996074,5992917,5994541,5995679,5993634,5994665,5996139,34612858,11647787,11669098,11669374,11664065,11671048,11668990,11666398,11669829,11668987,30,21,17,15,15,15,15,15,15,15,2476,2434,2435,2432,2419,2410,2438,2407,2436,2428,80058,2150294,2153912,2153885,2152956,2154177,2153871,2153392,2154077,2153891,136784,1275766,1278110,1278129,1277491,1278248,1278068,1277745,1278200,1278050,14481,397478,673887,872897,1016017,1119284,1193580,1246987,1285564,1313306,24692,247415,408198,523965,607203,667270,710486,741543,763986,780118,
PIC_v2,92399760,56277268,36122492,13853727482,13841248787,167562492,331430367,169,24332,5494530,18005388,18008094,18008313,18007978,18007539,18007794,18007597,18007616,18007643,10662282,35635547,35638733,35640624,35642309,35642624,35642876,35642161,35641181,35642030,30,18,16,15,15,15,15,15,15,15,2444,2436,2450,2417,2409,2429,2432,2435,2439,2441,922908,6149573,6150176,6150423,6150582,6150755,6150748,6150762,6150559,6150782,636266,3942321,3942741,3942860,3943042,3943093,3943118,3943059,3942946,3943046,429181311,774571693,1050884119,1271934109,1448774133,1590246187,1703423828,1793965944,1866399596,1924346562,429123982,774084379,1050052781,1270827526,1447447358,1588743234,1701779940,1792209293,1864552753,1922427541,
EWMA,21418818,13442438,7976380,9161768,5436292,59939914,116654214,153,24870,5991203,5993566,5994637,5994492,5994650,5993944,5994613,5994577,5993685,5994547,11660304,11668965,11670135,11669271,11669100,11659224,11663010,11664219,11662425,11667561,15,16,16,15,15,16,15,15,15,15,2472,2413,2400,2442,2447,2618,2580,2534,2491,2473,2152666,1723195,1464946,1309766,1216673,1159249,1126800,1106896,1094323,1087924,1277249,1022593,869264,777111,721945,687794,668668,656827,649271,645658,430533,689065,844241,937346,993211,1026418,1046494,1058574,1065723,1070163,255449,408877,500954,556185,589337,609028,620956,628130,632358,635018,
SW,20704431,12994054,7710377,9223896,5473729,59920570,116628261,152,24190,5991555,5992800,5995081,5990854,5992730,5993443,5990184,5991620,5992786,5989517,11659686,11666289,11666130,11659491,11667070,11666081,11658995,11665041,11663259,11656219,15,16,16,15,15,15,15,15,15,15,2447,2427,2443,2426,2408,2411,2413,2403,2421,2391,2152252,360362,598424,1115096,1462047,1461904,1460744,1461606,1461472,1460147,1277057,214153,355028,661640,867592,867425,866685,867333,867117,866347,1792923,1554902,1037013,691294,691294,691294,691294,691294,691294,691294,1063677,922721,615413,410274,410274,410274,410274,410274,410274,410274,
AFC,20778440,13042496,7735944,8767102,5198834,59626496,116063122,172,24045,5679465,5990399,5994476,5994564,5994577,5994841,5994494,5994562,5994566,5994552,11034715,11660442,11669925,11671578,11672405,11670544,11671308,11671383,11670268,11670554,30,21,16,15,15,15,15,15,15,15,2428,2444,2405,2400,2377,2402,2393,2399,2384,2413,1356902,1880983,1560449,1367317,1251183,1181380,1139692,1114644,1099395,1090551,797565,1117643,926926,811981,742947,701236,676458,661537,652418,647233,271380,593300,786729,902846,972513,1014286,1039367,1054422,1063416,1068843,159513,351139,466296,535433,576935,601795,616727,625689,631034,634273,
AMBP,20416225,12816709,7599516,8545367,5064931,59418111,115649608,173,23951,5473292,5989717,5994296,5994340,5994411,5994397,5994503,5994543,5994142,5994470,10623568,11661126,11669106,11671569,11670456,11668311,11672587,11672543,11669082,11671260,30,21,17,15,15,15,15,15,15,15,2420,2397,2388,2386,2410,2414,2371,2376,2400,2389,910741,1970103,1613812,1399423,1270419,1192662,1146842,1118893,1101709,1092105,527797,1171543,959210,831393,754475,708066,680854,664151,653839,648188,182228,539803,754604,883567,960937,1007282,1035194,1051933,1061888,1067931,105639,318819,446897,523796,569931,597558,614217,624203,630130,633741,
