budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,28821732,24883015,3938717,15875339,2530657,59980837,56347202,801315,27294,6027218,5987790,5994571,5995007,5995766,5996600,5996126,5995923,5995816,5996020,5158924,5431157,5552525,5752578,5635913,5791624,5742844,5654775,5829378,5797484,72282,78504,82201,77853,83397,77926,83413,84050,80552,81137,5807,4222,2939,2613,2147,2161,1922,1919,1894,1670,2272735,2410461,2455796,2545707,2486900,2558192,2534564,2491282,2572345,2555033,406251,384357,387376,393214,393251,396886,389584,395432,397991,394375,454547,845729,1167742,1443335,1652048,1833276,1973533,2077082,2176134,2251913,81250,141871,190972,231420,263786,290406,310241,327279,341421,352011,
SW_v2,26403270,22075378,4327892,20260766,4225900,59750931,58936405,777766,24161,5792336,5992266,5995735,5994807,5996111,5996336,5995132,5996078,5996029,5996101,5422090,5748167,5767893,5776919,8128340,5292590,5549041,5784345,5642576,5824444,82790,83696,83484,83398,49654,73446,82321,77530,83617,77830,1435,1559,1535,1509,221,5764,4281,3127,2408,2322,374850,2529499,2538174,2541734,1650648,2338917,2466144,2566318,2492478,2576616,274813,394673,394958,394870,876279,413380,391373,393131,398480,395935,374850,1452175,1814174,2536469,2243519,2177100,2151903,2457126,2508313,2545137,274813,334743,354815,394834,555369,561510,560344,399295,394328,395849,
AFC_v2,30382556,25760020,4622536,17076786,2983530,65870681,66348908,850112,25472,11906745,5993808,5996562,5995480,5996408,5995376,5996800,5996521,5997116,5995865,13358193,5784351,5687554,5759240,5762522,5755676,5756123,7632781,5288958,5563510,136351,82414,84002,83705,83890,83377,83380,56838,73512,82643,5201,1848,1699,1557,1544,1533,1502,545,5787,4256,3866910,2552355,2504336,2535667,2536412,2532480,2532000,1889938,2337002,2472920,688672,388845,396280,396052,395446,394481,394006,763610,412999,392145,773382,1129176,1404208,1630499,1811681,1955840,2071072,2034846,2095277,2170805,137734,187956,229620,262906,289414,310427,327142,414435,414148,409748,
LR_v2,74920072,64313639,10606433,65480489,4305780034,131680478,156162688,1372006,62150,5638950,5993939,12002348,18009175,18008322,18009489,18008280,18008953,12002869,5998153,5260349,5760185,13484473,21215675,24439510,20568171,21212530,21332548,17606732,5282515,77480,77859,135243,198071,154231,181346,192861,197585,84120,73210,2812,2614,5578,7472,4781,16106,8611,6774,1685,5717,394969,2550279,6225864,9890918,8762431,9658596,9904818,9933281,4658782,2333701,210555,391915,844571,1279685,1918658,1299406,1284356,1285164,1679511,412612,592453,3627934,8063656,11723445,8198188,10106678,10027929,9947512,2021533,1171161,315832,482595,1070899,1497242,2238144,989780,1276831,1285568,1876684,4294746459,
AMBP_v2,28648092,24246726,4401366,11567753,2189638,59737988,56998774,812945,22955,5773911,5993187,5996061,5995812,5996755,5996747,5995224,5997581,5996360,5996350,5314951,5653432,5792324,5703152,5722554,5787893,5665938,5732551,5821912,5804067,78044,81807,78599,83461,82019,79528,83847,83939,80040,81661,4202,2922,2620,2158,2136,1978,1869,1856,1652,1562,1432741,2503624,2564180,2519396,2525758,2555985,2496260,2526174,2566327,2556281,848395,391904,399768,391027,397207,389367,395410,395494,396758,396036,257965,636386,919749,1115710,1257947,1365798,1432701,1486255,1532042,1563200,152783,180546,201951,215789,226864,233427,239240,243441,246693,248904,
PIC_v2,97693092,81061890,16631202,13869565968,13828865527,167884402,218030732,1513209,71060,5793539,18006107,18011427,18010756,18010143,18009958,18010897,18010592,18010726,18010257,5421820,27065934,20564225,21223720,21354892,29594306,20568619,21247222,21332950,29657044,82726,118743,181987,193203,197410,83878,181294,192658,197791,83519,1446,3167,16141,8622,6784,1677,16152,8629,6771,1671,1063617,7670045,9656563,9909856,9943905,6647996,9658953,9921078,9933390,6656487,375757,2480185,1299149,1284624,1286166,3013977,1299118,1285663,1285255,3021308,429209453,774898301,1051846683,1273456047,1450750348,1591926607,1705469805,1796356789,1869068838,1926583097,429071881,773750271,1049256776,1269659075,1445981222,1587384502,1700164154,1790385185,1862561928,1920650533,
EWMA,18200667,15594242,2606425,10737868,1706537,59959100,58306132,811184,17266,5992915,5994719,5995787,5996368,5996210,5996735,5997756,5996217,5996765,5995628,5813963,5654088,5758668,5780961,5718405,5735784,5749178,5781297,5767196,6546592,77954,83465,80713,80913,83671,83870,83740,83068,82390,71400,2286,1951,2003,1884,1817,1569,1537,1548,1515,1156,2571559,1978410,1733556,1559196,1413886,1357651,1324817,1315550,1290888,1048729,393649,314840,270112,234312,225489,214361,206802,203637,200033,343190,514311,807130,992415,1105771,1167394,1205445,1229319,1246565,1255429,1214089,78729,125951,154783,170688,181648,188190,191912,194257,195412,224967,
SW,17685899,15313700,2372199,10812779,1699655,59943708,57368821,815473,20273,5997782,5995426,5994253,5994793,5994165,5993506,5993490,5993183,5992623,5994487,5759529,5624296,5826090,5665134,5744665,5774514,5699224,5716444,5750314,5808611,77664,83713,77600,83355,80071,81150,83557,84081,81608,82674,3125,2396,2329,1990,1993,1869,1851,1616,1533,1571,2554464,431178,757642,1250680,1720902,1734778,1698622,1702755,1717606,1745073,391972,73226,108652,203094,266584,259514,269615,265856,265356,268330,2052552,1820297,1247761,813167,813167,813167,813167,813167,813167,813167,324325,285779,191283,128324,128324,128324,128324,128324,128324,128324,
AFC,17387306,14710859,2676447,9720689,1879834,59782813,59189250,775180,24934,5819856,5991787,5995654,5996555,5996709,5996067,5996189,5996839,5996479,5996678,5573527,5759194,8312071,5297968,5592719,5776884,5656300,5797082,5674384,5749121,80547,83651,49129,73846,82373,78210,83593,77976,83809,82046,1468,1501,54,5772,4313,3204,2319,2301,2008,1994,1633733,2206666,820628,1615033,1583033,1524101,1361189,1380341,1283737,1302398,247440,344603,823989,162023,159659,175733,187062,191554,187905,196479,326746,702730,726309,904053,1039849,1136699,1181597,1221345,1233823,1247538,49488,108511,251606,233690,218884,210254,205616,202804,199825,199156,
AMBP,14819796,12108195,2711601,359198205,59536008,71692851,74655835,886341,29832,5717518,5991010,5996242,5995781,5995994,5995799,5996177,5997245,5997227,18009858,5363540,5736821,5846683,5813770,5781543,5763755,5774833,8322571,5267012,20985307,79344,83903,80677,81308,82964,83362,83438,49126,72725,189494,1743,1857,1666,1558,1584,1505,1505,28,5728,12658,1105472,2307026,1939826,1662462,1495562,1396565,1349333,283983,283983,283983,171923,361113,298541,256912,229360,215562,211281,745451,110729,110729,221174,638344,898640,1051404,1140235,1191501,1223067,117611280,117611280,117611280,34464,99793,139542,163016,176284,184139,189567,300743,29124230,29124230,
