budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,28403592,24506995,3896597,15630576,2502279,59983232,55544854,799622,27089,6027448,5987212,5995695,5993937,5996338,5996546,5997055,5997918,5995914,5995169,5212903,5225535,5597165,5773880,5349378,5682846,5717038,5382989,5772714,5830406,72487,77415,83483,77658,77775,83212,82720,79120,84421,81331,5929,4193,2919,2494,2156,2051,2003,1755,1890,1699,2299922,2310788,2478877,2555893,2350232,2509670,2521687,2363045,2545818,2571063,409512,372286,391457,389584,380019,390768,395454,371717,397610,398190,459984,830144,1159890,1439090,1621318,1798988,1943527,2027430,2131107,2219098,81902,139978,190273,230135,260111,286242,308084,320810,336170,348574,
SW_v2,30023128,25502483,4520645,21238200,4122690,65753227,64500584,832592,27522,5796429,5987605,5993658,5998462,5993788,5995555,5995814,5994337,5995708,12001871,5209974,5559418,5788590,5673372,7032541,5324109,5394790,5494904,5792408,13230478,79551,79959,82771,82206,63198,74870,81044,78195,78251,132547,1400,1486,1559,1491,618,5771,4216,2875,2627,5479,307465,2440061,2548823,2494440,1863851,2354204,2392606,2428153,2564221,6108659,263937,383519,395596,385905,688978,415491,382986,381765,399472,822996,307465,1373763,1765450,2494441,2302371,2237498,2203554,2391654,2461660,3700344,263937,323728,347684,388340,490160,496791,495818,393414,388074,534744,
AFC_v2,28074104,23537776,4536328,15225485,2917586,65711088,65347387,828963,25183,11751185,5991924,5995991,5996966,5994256,5996964,5996854,5994303,5995481,5997164,13201192,5213605,5778348,5749234,5257420,5792719,8289802,4843691,5610365,5611011,135788,80738,83686,80926,79506,83885,49663,72045,78824,83902,4863,1396,1548,1548,1361,1506,139,4482,5428,2912,2633184,2278558,2544831,2530639,2298030,2549594,1598732,2116384,2503132,2484692,540041,363711,396615,393019,363831,394971,911002,378661,402717,391760,526636,877020,1210582,1474593,1639280,1821342,1776820,1844732,1976412,2078068,108008,159148,206641,243916,267899,293313,416850,409213,407914,404684,
LR_v2,70374694,60322809,10051885,63053814,10676798,125721513,147457637,1312037,53643,5690933,5989877,12004381,18008279,18007124,18010639,12000809,12003540,12004679,12001252,4987573,5529884,13504302,21147938,26327282,20368721,13376430,13101155,13571159,15543193,72959,81988,133932,196604,127624,177620,134503,134552,140419,111836,2178,2158,5346,7178,3618,16041,5452,4704,4110,2858,352817,2437803,6233749,9854679,7959252,9565854,6175590,6033808,6247247,5462010,197912,382831,834366,1282328,2324250,1291584,832760,812945,843080,1249829,529225,3480296,8131722,11665144,7011539,10369155,4480458,5962917,6353966,5069392,296868,475290,1060133,1506309,2845211,775251,603348,803038,858147,1453203,
AMBP_v2,4320336028,22361515,4297974513,10598841,58991740,65522316,61169524,840283,28654,11554480,5992293,5996540,5996963,5996339,5996863,5997315,5995520,5998703,5997300,11737253,5731109,5387640,5348577,5712709,5406008,5272264,5844197,5278450,5451317,119481,80912,77892,77817,83940,77231,82731,79150,83249,77880,11402,2640,2262,2057,1960,1856,1705,1896,1413,1463,619762,2537085,2370588,2349088,2521953,2372288,2310718,2579637,2309748,2390648,4294557338,391421,372497,379613,389800,377935,369396,397885,367969,370659,111628,537047,813379,1008468,1180048,1276646,1335114,1425616,1442197,1468698,42875952,2097019,2010792,1929233,1852261,1778544,1708086,1642575,1578844,1518434,
PIC_v2,4379797866,73249876,4306547990,13861282754,8262687699,149813089,181166822,1461858,69117,5736493,5992872,12001590,18012128,18012044,18012161,18010334,18011216,18011737,18012514,5353045,5546334,16495136,20281899,21054736,21138875,28802074,20278395,21066427,21149901,83160,80396,87615,178122,188322,193350,90511,178782,188301,193299,1403,1451,1772,16008,8555,6724,1884,16032,8561,6727,1123435,2432669,4565478,9523680,9829241,9844842,6722291,9522764,9835384,9850092,4294076304,382425,1539597,1287119,1272409,1266701,2896439,1287129,1273184,1266683,429221416,773860396,1049998142,1271899979,1449482561,1591551746,1704582584,1795567349,1868417685,1926700896,321801,833925,1475059,430434200,774598571,1049928926,1270519158,1446669481,1587586951,1700319627,
EWMA,17055110,14700875,2354235,10015764,1610780,59949340,53521428,784867,26107,5994095,5992453,5995463,5997435,5993249,5994957,5996775,5993460,5993519,5997934,4672430,5444155,5685651,5034300,5483486,5795308,4997189,5500990,5825193,5082726,71732,78141,78201,77148,82481,78048,77519,82861,79355,79381,4373,4836,3451,2194,2136,2150,1629,1915,1898,1525,2035046,2012348,1794774,1263013,1408747,1475836,1014987,1284893,1406112,1005119,373932,307544,279178,198504,224890,215160,168696,209404,211040,165887,407009,728076,941415,1005734,1086336,1164236,1134386,1164487,1212812,1171273,74786,121337,152905,162024,174597,182709,179906,185805,190852,185859,
SW,16928372,14689338,2239034,9699864,1753965,59941736,54325898,790586,25181,5998252,5992491,5995667,5995170,5991627,5994353,5996388,5991034,5992503,5994251,5568254,5084853,6105040,5101555,5087220,5688817,5373159,5131984,5829425,5355591,78052,83211,77352,72832,78616,80988,80793,78204,77771,82767,1481,1297,1408,5597,3603,3472,2303,2015,2191,1814,2443403,171478,774127,1116803,1554759,1837185,1677978,1559889,1889317,1664399,382142,37128,173152,203278,219568,265911,238002,223097,259192,237564,2043915,1713997,1129669,687469,687469,687469,687469,687469,687469,687469,320175,271345,197474,137853,137853,137853,137853,137853,137853,137853,
AFC,16804661,14397674,2406987,9826876,1612070,59832649,55316836,787734,22043,5870063,5990282,5996110,5998165,5995185,5995932,5998611,5995065,5996102,5997134,5022099,5834904,5765521,5209154,5786578,5724332,5137945,6479462,5286198,5070643,76887,80339,83727,77992,83328,83083,81129,72439,73302,75508,1659,1896,1745,1398,1580,1505,1313,1165,5744,4038,1503012,2274307,1847918,1349015,1540188,1401572,1065900,1150896,1184663,1080203,215013,354603,282656,229628,233403,214797,186647,347160,197407,145673,300602,695343,925858,1010489,1116428,1173456,1151945,1151736,1158321,1142698,43002,105322,140788,158556,173525,181779,182752,215633,211988,198725,
AMBP,16391232,14185911,2205321,463940912,72267179,95509362,111565427,973404,39544,5508571,5988233,5998882,5994286,5996401,5998256,5993939,18010686,18009592,18010516,4775677,7749281,5387611,5083282,5739726,5402904,5067932,21375066,30492386,20491562,76979,50488,79098,77401,82904,79407,80427,197909,71802,176989,2395,4158,2040,1759,1896,1818,1579,6660,1165,16074,940821,3513969,1514044,1235535,1497372,1243654,1060129,1060129,1060129,1060129,148769,411958,275271,216668,232285,210886,177371,177371,177371,177371,188244,853389,985520,1035523,1127892,1151044,114649825,114649825,114649825,114649825,29833,106258,140060,155381,170761,178786,17871525,17871525,17871525,17871525,
