budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,28825527,25121622,3703905,15998592,2375716,59980373,55584849,677770,27992,6027234,5989552,5992751,5995578,5995418,5994587,5997611,5996321,5993935,5997386,5030795,4488321,6680428,5539018,4628670,6864975,5393023,4732298,6837366,5389955,71772,58338,63060,77562,58661,62280,82885,56640,63572,83000,5464,3757,4352,2266,1883,2948,1818,1564,2502,1438,2210768,2023730,3134594,2441483,2073329,3204098,2369058,2114735,3189358,2360469,392319,327374,397308,376638,329521,403733,376219,326403,393375,381015,442153,758468,1233693,1475251,1594866,1916712,2007181,2028691,2260824,2280753,78463,128245,182057,220973,242682,274892,295157,301406,319799,332042,
SW_v2,78746549,68407964,10338585,62665787,9925674,143846995,158828496,1455033,69024,11800603,11998469,12000340,12004413,12002241,12002853,18009682,18009204,18009410,18009780,11758369,16732601,12567747,11884503,13298919,13383595,20187895,19079543,19719380,20215944,126355,90734,122923,127726,133916,134210,181759,170638,179437,187335,3528,2003,12011,5559,5231,4617,5843,15469,8110,6653,3353476,4796430,5835327,5475240,6134970,6164224,9097408,8948470,9196403,9406016,654432,1532923,840269,751785,827380,827339,1267758,1218345,1195430,1222924,3353476,4074953,4661744,5368999,5815179,5924811,7132201,8070034,9080760,9183630,654432,1093678,1009208,1041659,806478,802168,974159,1104481,1227178,1212233,
AFC_v2,4321526695,4316824423,4702272,4307790796,3242684,71700906,76725211,721769,30092,17739922,5994950,5992628,5996331,5998383,5993376,5996316,5998413,5993405,5997182,24532128,4322457,7353466,5422317,4866286,7151337,5455435,4842876,7148477,5630432,114435,65028,52628,82021,64297,56706,83018,67382,59098,77156,3003,4362,7022,2549,2047,3243,1852,1614,2775,1625,4293111344,1888909,3520391,2390350,2146827,3384808,2397921,2130302,3376355,2477216,1265239,353444,435729,379759,340123,412919,382272,338345,414335,380107,4294596106,80829,768741,1093062,1303815,1720013,1855594,1910535,2203699,2258402,253047,273126,305646,320468,324399,342103,350136,347778,361089,364892,
LR_v2,77497543,66831835,10665708,69882596,11079601,137659122,159371921,1410764,67014,11615185,11998925,18009209,18008779,18013763,11999735,12003871,12003144,12003791,12002720,12336672,15826971,20257438,21026434,20920673,16793668,12565571,13159942,13230169,13254383,132850,103402,179325,185505,195915,90997,121444,133180,134165,133981,3665,2541,15997,8544,6665,1962,11949,6100,5125,4466,3650304,5193042,9510395,9815322,9740236,4802685,5834609,6083158,6100560,6101524,659175,1337695,1285869,1270169,1260972,1540299,839874,821264,822604,827787,5475456,5964411,11669071,9967785,9702693,2333910,6350571,6207432,6109261,6102006,988762,1676955,1259956,1262319,1256374,1679962,489662,811959,823274,830378,
AMBP_v2,28724369,24382613,4341756,11904663,2183864,71649078,70097570,875196,29962,17683160,5992730,5997082,5995530,5998024,5997850,5995944,5996052,5999354,5993352,21993453,5084313,5310824,5352912,5425294,5437847,5465047,5469090,5089541,5469249,172600,71947,77217,77596,82903,77811,77354,82243,77916,77609,5541,5654,4162,2830,2322,2121,1993,1933,1674,1732,3215644,2239205,2351949,2359629,2390294,2393521,2402959,2404536,2222590,2402286,942601,398397,377195,378018,380213,375837,371482,388227,357380,372406,578887,819855,1013645,1154556,1261532,1339136,1396710,1438447,1435747,1466148,169740,193923,207519,217456,225006,229654,232217,237077,235023,236249,
PIC_v2,97992467,82317039,15675428,13868957463,13828993972,167680559,212476947,1551487,73445,5585809,18007187,18009210,18011622,18011017,18011247,18010498,18011704,18010674,18011591,5040627,21065970,30989738,20429528,21219243,21280633,29502809,20495210,21181024,21272165,77131,194094,63480,178642,190181,196459,84504,179601,191953,195442,1572,6501,785,15990,8603,6769,1746,16128,8585,6766,981027,9804497,6004564,9592474,9907601,9908567,6699274,9625255,9889531,9904249,366130,1274275,3323188,1294247,1283277,1282770,2990377,1297396,1281484,1282284,429192935,775311977,1051447224,1273073003,1450436652,1592327764,1705198795,1796080816,1868839288,1927049009,429069955,773507548,1049467405,1269829503,1446116987,1587146873,1700312303,1790506051,1862657867,1920379480,
EWMA,17731651,15305468,2426183,10382462,1654731,59959765,55445680,795396,26771,5993435,5994508,5994911,5997256,5997321,5996074,5997104,5995576,5996209,5997371,5148499,5483836,5661732,5579365,5533940,5820627,5154221,5730957,5694679,5637824,72134,79980,80580,77929,83615,78156,77540,83272,83962,78228,5671,4238,2926,2550,2103,2154,1737,1875,1873,1644,2269097,1982057,1748109,1506808,1370301,1444404,1062884,1362951,1304710,1254147,404728,307034,265372,229339,220719,216584,175389,204133,208379,194506,453819,759466,957194,1067116,1127753,1191083,1165443,1204944,1224897,1230747,80945,126162,154004,169071,179400,186836,184546,188463,192446,192858,
SW,17891948,15594397,2297551,8954499,2108134,59939210,57440788,780005,24975,5996945,5994690,5992999,5995818,5992333,5993111,5994189,5994023,5992300,5992802,5742890,5458592,7408156,5270562,5356924,5650519,5728997,5385913,5794983,5643252,83801,79743,60089,73240,79631,80768,78199,83401,77598,83535,1539,1409,590,5654,4155,2930,2592,2057,2156,1893,2526648,310646,99321,1349278,1787665,1915896,1947716,1782261,1975318,1899648,393985,52550,452427,130973,168372,179184,236968,217493,231407,234192,2078959,1791763,978872,586415,586415,586415,586415,586415,586415,586415,324632,280993,280993,211983,211983,159510,159510,159510,159510,159510,
AFC,16761806,14249740,2512066,9785508,1672310,59392359,56267079,776726,21187,5432162,5990834,5995110,5996857,5995560,5996481,5996204,5996007,5996014,5997130,4835763,5730948,5710870,5538988,5706775,5777164,5596853,7086380,5269244,5014094,76649,77733,83211,83460,81368,81591,80364,63167,72939,76244,1576,1851,1678,1497,1524,1549,1464,620,5722,3706,1514529,2222559,1829214,1516182,1474295,1419534,1276062,683682,1230413,1083270,184945,353054,287590,250708,231140,220238,194850,509401,161389,118751,302905,686835,915310,1035484,1123246,1182503,1201214,1097708,1124249,1116054,36989,100202,137679,160284,174455,183611,185858,250566,232731,209935,
AMBP,17535789,15413200,2122589,660009882,74072303,95617967,105711712,1016568,48475,5615465,5988079,5997435,5997536,5993594,5996642,5998242,18007617,18011140,18012217,4247536,7465014,5596166,4806902,7550733,5671543,4834561,23784062,20519053,21236142,65248,56464,83290,70545,57111,83870,69292,163938,177868,188942,2578,3955,2102,1713,3066,1876,1439,7102,16039,8605,738927,3397078,1671414,1136363,2571483,1179587,1179587,1179587,1179587,1179587,103855,417117,287177,202180,281645,217399,153304,153304,153304,153304,147865,797707,972448,1005231,1318481,131153630,131153630,131153630,131153630,131153630,20851,100104,137518,150450,176689,184831,18325465,18325465,18325465,18325465,
