budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,28243694,20904160,7339534,13678579,4639478,59985892,60710726,592599,85920,6026356,5988751,5995179,5996087,5995891,5996967,5996209,5997131,5996471,5996850,5061523,6037387,5791918,5247122,8084520,5057550,6089452,5812567,5223540,8305147,56737,54204,54610,78347,52624,56470,54307,54211,80481,50608,9531,13528,15490,5025,40,8294,13721,15479,4777,35,2047313,2409141,2318598,2156930,1504010,2042037,2433527,2328819,2140662,1523123,647701,745610,730601,620515,909690,645318,752707,733308,620248,933836,409462,809397,1111237,1320375,1357102,1494089,1681976,1811344,1877207,1806390,129540,252754,348323,402761,504146,532380,576445,607817,610303,675009,
SW_v2,34195394,25263133,8932261,20888198,7445756,71708902,77223538,607300,115690,5739197,5990932,5995764,5996264,5996206,5994795,5995771,5996809,12000546,12002618,4707290,6065689,5845583,5377608,7987525,5117359,6056027,5759972,17043345,13263140,56016,54175,54524,76547,54721,56205,54229,54480,81943,64460,7264,13657,15397,5518,41,8267,13843,15398,4568,31737,336608,2422171,2342185,2194690,1522347,2065997,2418912,2305563,4131905,5522755,177464,747999,735028,641561,899238,652272,747655,725235,1934443,1671366,336608,1379390,1700321,2319682,2019741,1927678,2002419,2263491,2952127,3986741,177464,462732,553497,708196,758609,731024,766388,708387,1135778,1443681,
AFC_v2,27008561,19974009,7034552,12408318,4527477,65785052,68267566,626086,93407,11821533,5992538,5995746,5995656,5996912,5996148,5996746,5995974,5996269,5997530,15810152,5074646,6015430,5785836,5242798,8156560,5061043,6118528,5823191,5179382,83516,56391,54238,54462,79406,52164,56388,53964,54214,81343,9968,8162,13499,15470,4668,32,8110,13709,15553,4236,610061,2047961,2400698,2316594,2143945,1512168,2042333,2445237,2333356,2121656,629141,646839,742085,728501,622250,917609,645324,755554,733434,613815,122012,507201,885900,1172038,1366419,1395568,1524921,1708984,1833858,1891417,125828,230030,332441,411653,453772,546539,566296,604147,630004,626767,
LR_v2,4389458340,4365805050,23653290,4370027914,24959793,161759312,197876250,885743,332828,5690949,11997971,18006948,18008309,18008195,18007848,18007571,18011082,18008752,18011687,7642162,13243979,28252962,21245357,21249910,21250591,21277990,21191486,21276630,21245183,50103,64284,83277,98216,98364,98309,98125,98474,98253,98338,39,31733,10063,41633,41564,41562,41630,41568,41603,41433,4294732030,5515173,6426821,8447048,8446495,8447442,8455766,8436824,8451721,8445730,483554,1668747,3206655,2613108,2613099,2613615,2618093,2606772,2616644,2613003,4294614397,8390392,6882645,9457161,8446219,8447915,8459928,8427353,8459169,8442735,725331,2261343,3975609,2316335,2613095,2613873,2620332,2601112,2621580,2611183,
AMBP_v2,26084784,19496783,6588001,9128900,3136574,71567594,73091877,638892,124772,17603196,5993202,5996421,5996310,5996610,5995364,5996807,5996387,5996209,5997088,20418144,5090050,6068996,5820996,5194326,8366694,5084991,6077510,5786864,5183306,98146,56514,54153,54187,80995,49978,56302,54300,54512,79805,41402,8143,13712,15521,4266,32,8179,13681,15418,4418,114881,2054131,2424297,2332071,2126963,1529183,2052186,2426949,2316763,2119359,160404,648821,748800,732843,615515,940649,648146,749565,728928,614330,20750,384683,713344,933380,1054886,1034770,1114427,1239237,1309267,1324156,28944,137627,233874,300300,327008,404762,408094,428749,439905,427311,
PIC_v2,100633584,76405275,24228309,13865955408,13833948095,167834798,199055142,935414,373547,5742418,18006711,18012373,18011246,18010549,18010596,18010310,18010907,18009987,18009701,7716937,21280436,21258019,21264859,21236631,21305665,21225740,21257322,21253348,21256185,51576,98086,98320,98274,98004,98196,98357,98432,97923,98246,37,41381,41411,41536,41570,41431,41423,41576,41630,41552,360233,8451339,8448142,8449495,8448927,8456036,8442753,8448174,8451598,8448578,691429,2617362,2614962,2614826,2613638,2620327,2612274,2614085,2615102,2614304,429068776,774942018,1051639972,1272998606,1450085399,1591756256,1705090285,1795758592,1868293922,1926321582,429135015,773828214,1049582293,1270185529,1446667880,1587855099,1700803263,1791162157,1863449475,1921279170,
EWMA,17494793,12838967,4655826,9012893,3087262,59961432,60881203,592896,83018,5993466,5994496,5995707,5995703,5997898,5997229,5995691,5997105,5997393,5996744,5062963,6074718,5803748,5194450,8210490,5071786,6067396,5818272,5208100,8369280,56425,54238,54410,79880,51690,56492,54342,54430,80618,50371,8081,13538,15388,4401,33,8134,13611,15457,4343,32,2042875,2016700,1593032,1221432,549178,1163143,1483844,1282299,1037370,449094,645431,620592,503175,333250,630879,286013,403308,375395,256718,601065,408575,730200,902766,966499,883034,939055,1048012,1094869,1083369,956514,129086,227387,282544,292685,360323,345461,357030,360703,339906,392137,
SW,16011203,11575810,4435393,10480168,3124148,59945093,60591546,592883,84714,5996392,5995581,5996280,5995313,5994165,5994858,5993535,5993149,5993372,5992448,5806328,5320601,7926114,5117385,6131933,5795246,5128727,8254936,5067805,6042471,54400,76557,54841,56196,54161,54506,81283,50189,56476,54274,15493,5385,58,8334,13857,15595,4001,33,8226,13732,2325368,275887,275887,395002,1451652,1613351,1390976,803601,1338530,1705556,730247,72819,376336,259233,520588,493548,370444,692258,410243,509677,1893432,1671450,1671450,998752,707514,707514,707514,707514,707514,707514,562238,515873,393134,236129,236129,236129,236129,236129,236129,236129,
AFC,17192069,12742279,4449790,8470495,2989473,59891937,60518108,593293,83611,5928916,5992934,5995743,5997229,5995508,5996100,5996932,5996717,5997442,5994416,5731705,5243151,8105491,5055422,6089910,5782110,5209038,8130589,5099761,6070931,54311,78281,53345,56476,54114,54453,79786,51825,56419,54283,15322,4691,28,8122,13684,15422,4441,29,8149,13723,1586506,1824301,895877,1365801,1619386,1340617,1083253,447792,1124555,1454191,485148,525398,729374,352478,447170,394864,272384,584114,268292,390568,317301,618701,674136,812469,973852,1047205,1054414,933090,971383,1067944,97029,182702,292036,304124,332733,345159,330604,381306,358704,365076,
AMBP,14895702,10953661,3942041,312273859,137434212,83817133,91905194,678880,144510,5826924,5991854,5996207,5996285,5995741,5996390,5996133,5996845,18010119,18010635,5585251,5277645,7959375,5096893,6049236,5830010,5192804,8382603,21315649,21215728,54257,76858,54855,56301,54304,54626,80991,50199,98129,98360,14890,4934,30,8151,13631,15545,4316,25,41482,41506,1164291,1920056,936246,1413867,1617707,1374457,1081958,481693,481693,481693,338013,560019,729865,370923,449152,406645,271856,271856,271856,271856,232938,570361,643538,797603,961623,1044189,1051742,102323955,102323955,102323955,67682,166149,278892,297298,327668,343463,33988265,33988265,33988265,33988265,
