budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,26758012,16506461,10251551,9522186,5864156,72010699,90985360,498410,1146,6025554,5995149,5992799,5996148,5998531,5996981,5998288,12003707,5996711,12006831,8268210,3513920,7855327,8399065,5179443,7448380,8419016,16758754,8443187,16700058,49296,50900,49859,49104,50570,49442,49064,50412,49031,50732,236,151,125,106,89,82,90,93,86,88,1512885,720136,1443307,1533668,997387,1375279,1536882,2927851,1540935,2918131,933831,404768,886802,947009,589580,841445,949154,1876807,951848,1870307,302577,386088,597531,784758,827283,936882,1056882,1431075,1453047,1746063,186766,230366,361653,478724,500895,569005,645034,891388,903480,1096845,
SW_v2,71654116,43352275,28301841,40334087,26414931,156041744,260991351,498285,916,11992480,11996737,12003167,12002308,18008340,18006695,18009059,18008869,18007213,18006876,20329201,18367415,20273863,20421743,30667250,30472231,29584745,29671401,30527077,30676425,49174,50230,49093,49127,49841,49796,50101,51001,49988,49934,106,101,90,84,92,95,91,85,84,88,2026606,3195949,3513341,3537967,5246471,5214020,5066239,5080601,5223106,5247975,1426456,2055481,2267025,2283440,3422720,3401076,3302605,3312155,3407153,3423730,2026606,2611278,2911965,3415752,4099260,4666153,5175577,5120287,5123315,5183894,1426456,1740969,1916321,2201982,2657728,3035745,3375467,3338612,3340638,3381013,
AFC_v2,4319558343,4310078642,9479701,4303297610,5210771,83692487,112217907,500307,828,17701817,5996029,5995830,5997731,5996357,5996600,5997455,12008125,5997908,12004635,28063233,5344262,8382704,8383643,4754627,8387951,8365677,15333559,8376216,16826035,50830,50937,49154,49125,51180,49028,49165,50691,49092,51105,93,87,83,82,80,78,79,83,81,82,4294846235,1024878,1530858,1530982,926550,1531691,1527986,2690640,1529751,2939071,2708,607940,945151,945225,542369,945693,943212,1718721,944405,1884277,4294943084,185606,454656,669921,721246,883335,1012265,1347940,1384302,1695255,541,122020,286646,418361,443162,543668,623576,842605,862965,1067227,
LR_v2,79611293,48128991,31482302,50802774,33227351,167760770,289347376,491723,848,11679954,12001541,18009514,18010304,18011509,18007759,18010297,18008547,18010478,18010867,19746057,19289753,31253088,31304415,31255657,31285833,31298549,31336199,31302795,31275030,49121,49716,49094,49112,49131,49163,49087,49062,49126,49111,86,84,88,87,85,85,84,82,83,84,1980320,3349440,5343942,5352482,5344346,5349407,5351496,5357784,5352207,5347567,1391334,2157777,3487668,3493374,3487920,3491356,3492695,3496897,3493182,3490099,2970480,4034000,6341193,5356752,5340278,5351937,5352540,5360928,5349419,5345247,2087001,2540998,4152613,3496227,3485193,3493074,3493364,3498998,3491325,3488558,
AMBP_v2,21881937,13486419,8395518,6383429,3989098,71774217,103455108,493192,809,17803894,5992785,5997820,5997574,5997247,5998457,5996790,5998491,5994806,5996353,31899233,8342828,7199635,8397942,8394361,7243561,8459187,8404735,6716667,8396959,49193,49151,49738,49281,49046,49539,49033,49159,49905,49147,89,83,83,80,79,79,79,79,79,79,356500,1524230,1333807,1533360,1532769,1341102,1543567,1534474,1253420,1533190,321020,940709,813818,946807,946396,818683,953612,947534,760245,946694,64242,320615,470927,615071,718749,758897,824247,869662,851771,889248,57855,210982,298394,385268,447743,469737,509860,537654,523954,547651,
PIC_v2,78548257,47501650,31046607,13848275593,13838099561,167684903,280741342,492155,840,5579948,18008820,18013540,18011969,18011712,18011561,18012853,18011267,18011442,18011791,7578862,30385281,30397876,30428628,30375443,29889079,30438785,30393587,30446558,30407243,49149,49329,49396,49118,49369,49129,49071,49283,49249,49062,85,87,85,85,83,83,84,82,83,83,757855,5199423,5201505,5206637,5197749,5116671,5208328,5200790,5209628,5203064,558375,3391383,3392741,3396152,3390245,3336190,3397291,3392286,3398162,3393782,429148300,774355254,1050521233,1271455043,1448200313,1589580314,1702702646,1793199004,1865597858,1923515628,429108404,773961729,1049844661,1270551688,1447116129,1588356870,1701361683,1791764533,1864087988,1921945876,
EWMA,16249907,10031978,6217929,6594804,4076175,71992497,86557067,499667,823,5997054,5992288,5998298,12007927,5997396,6001983,5995253,5998014,12006325,5997959,4510915,7996828,8398352,13951747,8387394,4558053,8124796,8382053,13872313,8374616,51345,49831,49025,50793,49131,51021,49316,49188,50889,49128,93,85,82,83,79,83,78,79,82,79,886098,1289502,1133773,1913912,711634,95610,830203,838458,1725645,607143,515450,799340,704530,1230540,431698,23184,513969,520158,1112510,366550,177219,399675,546494,819977,798308,657768,692255,721495,922325,859288,103090,242340,334778,513930,497483,402623,424892,443945,577658,535436,
SW,13324163,8592133,4732030,5901570,4497180,59950667,76291847,495562,805,5995464,6000989,5989923,5995412,5997307,5994666,5993506,5996369,5992877,5994154,8280256,8419097,5612401,8410954,8358563,6634222,8218214,8454521,5517788,8385831,49543,49068,50620,49053,49205,49827,49518,49025,50704,48999,85,80,79,80,79,85,79,80,79,79,1513907,418761,14478,886466,1086880,799773,1063639,1102914,613869,1091446,933871,266655,266655,299279,442483,414950,590835,616943,291032,609327,1118125,1055082,649049,439902,439902,439902,439902,439902,439902,439902,682501,648955,648955,499935,336139,336139,336139,336139,336139,336139,
AFC,14125671,8770845,5354826,5893513,3586875,59472383,78279505,493366,801,5499474,5992922,5999062,5995972,6000606,5993777,5996387,5997648,5999192,5997343,7325834,8242126,6802752,8270290,8303251,7529786,8414651,8280431,6768549,8341835,49661,49085,49466,49742,49016,49577,49021,49123,49310,49365,82,82,80,79,79,80,79,80,80,80,915011,1324572,856443,1011884,914936,723710,859338,800452,531315,833184,491768,831285,524870,631819,569179,442958,534057,495228,316174,517488,183002,411316,500341,602649,665106,676826,713328,730752,690865,719328,98353,244939,300925,367103,407518,414606,438496,449842,423109,441984,
AMBP,12029750,7660138,4369612,206346073,210483473,83720034,121131655,493575,800,5716729,5994160,5999756,5997407,5999776,5993438,5997536,5998842,18012745,18009645,7695042,6359540,6871300,8241161,6123488,7819689,8380669,6402229,30851835,32386702,49453,49449,49376,49567,49130,49739,49023,49415,49397,49026,83,80,79,78,79,77,78,79,84,83,697132,1054352,956730,1058045,583445,863608,898937,515963,515963,515963,426940,635067,582055,656810,344790,344790,344790,344790,344790,344790,139506,322475,449326,571069,573544,631556,685032,67657855,67657855,67657855,85468,195387,272720,349538,34930060,34930060,34930060,34930060,34930060,34930060,
