budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,24629597,15184394,9445203,9759632,6070857,59987704,84043060,490796,352,6023608,5988064,5995790,5996846,5997440,5995609,5997519,5997881,5997328,5997619,8340883,8347159,8432287,8408159,8466603,8387717,8454849,8387368,8410906,8407129,49143,49198,48959,49083,49172,49047,49008,49024,49023,49139,131,64,35,24,17,18,17,16,15,15,1508617,1508970,1523023,1518983,1528697,1515553,1526784,1515525,1519429,1518813,938592,938166,947520,944819,951273,942529,950000,942507,945107,944690,301723,543172,739142,895110,1021827,1120572,1201814,1264556,1315530,1356186,187718,337807,459749,556763,635665,697037,747629,786604,818304,843581,
SW_v2,52745680,31966881,20778799,26996582,17584786,113815812,191343020,490860,245,5805258,5993071,5996171,5996403,12000981,12001759,12001869,18006852,18007029,18006419,7999793,8344445,8422120,8419179,20370021,20390649,20373588,32350938,32320053,32352234,49015,49054,49041,49120,49125,49133,49057,49102,49006,49207,35,24,19,29,28,20,16,25,30,19,345007,1508380,1521309,1520856,3513297,3516737,3513875,5510774,5505686,5510960,306122,937743,946356,946057,2274583,2276870,2274956,3606470,3603065,3606577,345007,926694,1124899,1516848,2185154,2850297,3514636,4180462,4843445,5509140,306122,621933,730074,943385,1388999,1832503,2275470,2719432,3161497,3605371,
AFC_v2,22499446,13816033,8683413,8534246,5388245,71567014,107383876,490519,151,17599363,5993558,5995594,5996942,5996608,5996496,5998399,5996438,5996594,5997022,31555265,8417336,8435350,8428564,8414297,8485228,8411419,8408491,8387338,8440588,48986,49052,49058,49041,49047,49043,49107,49118,49031,49036,24,20,14,13,13,14,14,13,13,13,119199,1520586,1523507,1522406,1520012,1531820,1519548,1519047,1515512,1524396,162850,945874,947831,947072,945491,953375,945182,944843,942483,948412,23839,323188,563251,755082,908068,1032818,1130164,1207940,1269454,1320442,32570,215230,361750,478814,572149,648394,707751,755169,792631,823787,
LR_v2,73036790,44143166,28893624,46903360,30700057,150019672,264166613,490780,180,5965961,5993302,12001846,18007547,18009140,18009480,18006180,18009576,18008008,18008632,8405712,8419291,20425890,32404985,32425689,32412018,32466794,32356803,32440302,32409129,49007,49107,49208,49031,48993,49148,48985,49207,49024,49070,20,15,17,22,20,17,16,18,17,18,448226,1520842,3522572,5519743,5523173,5520895,5530038,5511663,5525625,5520389,370829,946029,2280775,3612454,3614726,3613204,3619304,3607061,3616375,3612867,672339,2057150,4523437,6518328,5524888,5519756,5534609,5502476,5532606,5517771,556243,1233629,2948148,4278293,3615862,3612443,3622354,3600940,3621032,3611113,
AMBP_v2,22562343,13853743,8708600,6517201,4110264,71643854,107662360,490909,142,17675228,5993743,5996977,5997094,5996827,5996604,5996844,5997458,5996677,5996402,31762379,8446080,8435048,8421472,8436819,8503933,8393329,8433993,8383890,8445417,49056,49098,49127,49167,49090,49155,49044,49030,49093,49049,23,14,14,13,13,13,13,13,13,13,145075,1525369,1523473,1521197,1523743,1534947,1516516,1523301,1514934,1525188,180138,949074,947804,946288,947986,955443,943141,947673,942103,948950,26185,293418,485486,623365,723096,796919,846754,883856,909063,929059,32496,194229,310449,393854,454212,499012,529053,551499,566657,578803,
PIC_v2,83389661,50364065,33025596,13850026188,13839310958,167657844,299132163,490762,173,5576154,18005901,18009986,18010071,18010021,18009394,18009314,18009241,18009250,18008512,7570151,32367159,32362140,32398455,32420655,32431490,32373320,32406506,32401665,32400622,49141,49084,49063,49047,49095,49033,49042,49132,49123,49002,17,19,19,18,16,17,17,17,16,17,700471,5513398,5512578,5518650,5522337,5524137,5514419,5519953,5519144,5518978,523089,3608212,3607662,3611706,3614156,3615367,3608876,3612581,3612042,3611905,429136823,774408867,1050626338,1271601530,1448382421,1589807493,1702945607,1793457205,1865866322,1923793582,429101347,773999449,1049917821,1270653327,1447242222,1588513580,1701529368,1791942740,1864273330,1922137774,
EWMA,15446005,9521761,5924244,6487795,4036498,59962212,84447673,490754,145,5993745,5994200,5996694,5996544,5997219,5997484,5996110,5996234,5997014,5996968,8406259,8392474,8471251,8437924,8443432,8456482,8460388,8487383,8458467,8433613,49039,49064,48966,49017,49062,49069,49214,49132,49055,49136,22,16,14,14,14,13,13,13,13,13,1518703,1212669,1044001,926760,861756,824180,800582,790384,775865,766861,944635,754157,649838,576573,536172,512885,498215,492055,482747,476967,303740,485525,597220,663128,702853,727118,741810,751524,756392,758485,188927,301973,371546,412551,437275,452397,461560,467659,470676,471934,
SW,14818754,9137042,5681712,6555929,4079910,59945591,84111609,490931,132,5995564,5994537,5994848,5996003,5995187,5993815,5994043,5993956,5994038,5993600,8399222,8411963,8400500,8452945,8428789,8450668,8348734,8415145,8406627,8397016,49111,49178,49104,49086,49165,49054,49011,49032,49191,48999,13,14,14,13,13,13,13,13,13,13,1517494,303859,406345,783901,1024417,1028045,1011077,1022106,1020697,1019101,943824,191297,252027,487394,636873,639287,627970,635331,634389,633320,1215755,1111363,742566,498035,498035,498035,498035,498035,498035,498035,753926,691928,462383,310239,310239,310239,310239,310239,310239,310239,
AFC,14977419,9234006,5743413,6215607,3865871,59908416,84099279,490745,136,5941919,5991486,5995597,5997136,5997161,5997969,5996616,5997916,5996399,5996217,8262878,8388710,8403958,8466127,8435596,8445682,8437852,8438295,8428683,8391498,49071,49057,49091,49113,49013,49024,49137,49117,49010,49112,17,15,13,13,13,13,13,13,13,13,996831,1316394,1095515,971336,883452,836487,805632,788252,776141,763966,618520,818942,681592,604727,549685,520517,501236,490422,482802,474970,199366,422771,557319,640122,688788,718327,735788,746280,752252,754594,123704,262751,346519,398160,428465,446875,457747,464282,467986,469382,
AMBP,14658264,9038920,5619344,6034534,3751164,59624027,83401559,490602,131,5657891,5991504,5996920,5995935,5997075,5997115,5997280,5996660,5997014,5996633,7744832,8424748,8415716,8453157,8429932,8426971,8392539,8364185,8357639,8391840,49145,48991,49044,49089,49039,49055,48978,49150,49090,49021,15,12,13,13,13,13,13,13,13,13,654054,1390896,1137363,992708,897062,842275,804041,780984,769838,769699,401929,866202,708036,618105,558261,524066,500016,485446,478534,478749,130890,382891,533785,625569,679867,712348,730686,740745,746563,751190,80465,237612,331696,388977,422833,443079,454466,460662,464236,467138,
