budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,28245377,20904738,7340639,13679720,4641131,59984687,60719235,592295,85862,6026703,5989333,5994650,5995797,5996063,5996453,5996911,5996668,5996236,5995873,5031084,6057424,5801550,5249879,8113605,5063591,6075053,5822707,5214476,8289866,56597,54082,54478,78451,52549,56485,54255,54247,80251,50900,9409,13469,15502,5013,39,8316,13678,15663,4737,36,2034927,2416962,2322010,2157721,1508167,2044454,2427409,2334167,2135909,1523012,643918,747753,731913,620538,912859,646185,750860,735391,618949,932273,406985,808980,1111586,1320813,1358283,1495517,1681895,1812349,1877061,1806251,128783,252577,348444,402862,504861,533125,576672,608415,610521,674871,
SW_v2,34167407,25243490,8923917,20870491,7437835,71706649,77118946,607459,115631,5738036,5991237,5995286,5995629,5996850,5995166,5996494,5996231,12000543,12001177,4704002,6033293,5838358,5359972,7967230,5107753,6041359,5797992,17014167,13254820,56025,54329,54377,76511,54794,56197,54140,54547,82017,64522,7419,13584,15507,5615,54,8326,13589,15424,4431,31682,336090,2408108,2339574,2187206,1534591,2061885,2411576,2320964,4123717,5519779,177631,743650,735618,639913,896923,651054,745964,730725,1930723,1671716,336090,1372099,1694591,2311629,2020457,1927894,2002684,2264808,2952086,3988153,177631,460641,552300,706394,757485,729297,764647,709248,1135804,1444388,
AFC_v2,27007394,19973057,7034337,12405839,4526293,65786904,68244717,626373,93306,11820977,5993287,5996668,5996946,5995985,5996923,5996196,5996304,5996366,5997252,15767541,5056436,6067492,5754206,5237828,8166124,5075183,6096986,5851138,5171783,83530,56545,54260,54548,79067,52211,56380,54079,54334,81419,10154,8189,13561,15246,4608,35,8152,13660,15525,4176,605030,2040697,2422105,2301977,2141333,1514677,2048302,2435851,2344073,2119012,624874,645115,748700,724921,621731,918690,647304,752917,737530,612555,121006,504944,888376,1171096,1365143,1395049,1525699,1707729,1834997,1891800,124974,229002,332941,411337,453415,546470,566636,603892,630619,627007,
LR_v2,4389459312,4365792656,23666656,4370018465,24975975,161710758,197892940,885085,331051,5637389,11998781,18007746,18009698,18008059,18011530,18009181,18010105,18008308,18009961,7545591,13271396,28291786,21236232,21268031,21215470,21315530,21196923,21272562,21279419,49634,64390,83168,98280,98321,98248,98080,98345,98359,98260,39,31680,9908,41491,41272,41407,41369,41224,41290,41371,4294711363,5525932,6426107,8444579,8448245,8440688,8459877,8435269,8448976,8451620,472491,1673171,3210838,2614247,2616800,2611431,2623241,2608355,2617442,2618640,4294583397,8416864,6876194,9453815,8450078,8436910,8469471,8422965,8455829,8452942,708736,2273511,3979671,2315952,2618076,2608747,2629146,2600912,2621985,2619239,
AMBP_v2,26085213,19496431,6588782,9129035,3137175,71615166,73135734,639320,124228,17653413,5992583,5995410,5996450,5997212,5996264,5995575,5995134,5996364,5996761,20504917,5093509,6069740,5826627,5192227,8303183,5105442,6066562,5791864,5181663,98212,56440,54297,54227,81129,49896,56239,54266,54497,80117,41282,8175,13564,15469,4222,34,8145,13569,15446,4322,118729,2055652,2424356,2334142,2126606,1516104,2060682,2421677,2318875,2119608,163009,649179,749505,734552,615194,933544,650747,748753,730050,614249,21442,385455,713911,934161,1055385,1032775,1114520,1238355,1309013,1324018,29412,138028,234290,300907,327387,403756,407838,428418,439869,427270,
PIC_v2,100637057,76395838,24241219,13865951274,13833957138,167835283,199083728,934890,371827,5743238,18006994,18009584,18010949,18009720,18011005,18011401,18011151,18010639,18010602,7752680,21257819,21291567,21243175,21277394,21251645,21250711,21236129,21279115,21243493,51233,98024,98279,98237,98168,98186,98158,98306,98029,98270,36,41337,41353,41399,41217,41255,41310,41329,41327,41264,362361,8447341,8453424,8445614,8452436,8446298,8446937,8443529,8453569,8444329,695501,2615943,2619880,2614529,2618363,2615001,2615436,2613229,2619137,2614200,429069201,774941558,1051640660,1272998380,1450085920,1591754725,1705089897,1795757353,1868293325,1926320255,429135829,773828581,1049583570,1270186491,1446669595,1587855405,1700804140,1791162687,1863450706,1921280134,
EWMA,17478579,12828898,4649681,9005782,3083633,59959066,60777258,592692,83044,5992377,5995543,5996328,5995944,5996780,5996621,5995072,5997609,5996921,5995871,5074802,6045911,5797516,5200171,8157675,5064699,6073262,5805442,5219032,8338748,56415,54260,54475,79175,52236,56403,54249,54462,80437,50580,8098,13555,15440,4453,32,8132,13519,15437,4348,30,2047526,2004164,1592652,1224266,546558,1161684,1486787,1277721,1042769,444771,646779,616890,503893,334538,624988,286493,404891,375296,258405,597508,409505,728436,901279,965876,882012,937946,1047714,1093715,1083525,955774,129355,226862,282268,292722,359175,344638,356688,360409,340008,391508,
SW,16060429,11617007,4443422,10436716,3128683,59946770,60677160,592545,84379,5996481,5995409,5995046,5995671,5994710,5995235,5994158,5993194,5993904,5992962,5814714,5323400,7989432,5095906,6097565,5784534,5178626,8283674,5052584,6056725,54418,76645,54824,56159,53935,54447,80551,50817,56432,54317,15379,5340,49,8280,13779,15364,4258,30,8215,13685,2328051,275315,275315,383978,1440598,1614961,1419341,821130,1339647,1718671,732125,71731,382932,253909,517057,492639,377288,695313,408517,511911,1895381,1672885,1672885,995781,699964,699964,699964,699964,699964,699964,563341,516409,395596,236191,236191,236191,236191,236191,236191,236191,
AFC,17176934,12729555,4447379,8467053,2988185,59891147,60450229,593187,83256,5928470,5991932,5995709,5996736,5995765,5996971,5997135,5996656,5996591,5995182,5709169,5257159,8038570,5092397,6060083,5807581,5169964,8190591,5069008,6055707,54114,77919,53563,56407,54170,54491,79922,51961,56476,54164,15186,4734,27,8139,13561,15486,4364,29,8137,13593,1584391,1829805,886890,1382679,1604400,1352561,1064942,462272,1112202,1449413,483502,527894,721694,358444,443762,399898,267295,591367,264277,389246,316878,619463,672948,814894,972795,1048748,1051986,934044,969675,1065622,96700,182938,290689,304240,332144,345694,330015,382285,358684,364796,
AMBP,14879316,10935188,3944128,312029544,137324363,83816471,91829464,678769,143866,5827078,5990971,5995254,5996369,5995980,5996791,5996707,5995235,18010752,18011334,5548600,5343712,7889480,5085146,6052180,5819791,5197030,8317956,21315190,21260379,54210,76746,54966,56408,54310,54587,80200,50904,98036,98402,14794,5094,28,8170,13501,15420,4357,29,41261,41212,1151412,1948454,926413,1408011,1618476,1369184,1083876,476454,476454,476454,334843,568921,720924,370214,450342,406356,273132,273132,273132,273132,230362,573980,644466,797175,961435,1042984,1051162,102242660,102242660,102242660,67048,167422,278122,296540,327300,343111,33961205,33961205,33961205,33961205,
