budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,34286700,21522637,12764063,13835571,8204413,59963345,116469448,242,29017,6023763,5983271,5993627,5994592,5993596,5994445,5994975,5995346,5994279,5995451,11617774,11607416,11641900,11649188,11650022,11656831,11659794,11659276,11662427,11664820,113,16,15,14,14,14,14,14,14,14,4016,3292,3020,2856,2748,2709,2656,2595,2579,2546,2151768,2147287,2151903,2152538,2152320,2153204,2153440,2152969,2153506,2153702,1275559,1272470,1276019,1276560,1276511,1277090,1277305,1277164,1277603,1277782,430353,773739,1049371,1270004,1446467,1587814,1700939,1791345,1863777,1921762,255111,458582,622069,752967,857675,941558,1008707,1062398,1105439,1139907,
SW_v2,41434065,25672595,15761470,22131780,13587738,77416778,151488469,163,25648,5456382,5991214,5993917,5993432,5994380,5996358,5996715,11996618,11999342,11998420,10579378,11658431,11664618,11660496,11664646,11664431,11664878,23641236,23643995,23646360,28,21,15,14,14,14,14,15,14,14,2605,2517,2518,2547,2560,2640,2598,2569,2582,2512,301412,2152487,2153465,2152890,2153380,2153727,2153603,4150148,4150748,4150735,267603,1277067,1277733,1277291,1277731,1277890,1277845,2609196,2609488,2609626,301412,1226950,1535788,2152947,2153245,2153332,2153570,2819159,3484833,4150544,267603,772335,940801,1277364,1277585,1277637,1277822,1721644,2165510,2609437,
AFC_v2,34657482,21596490,13060992,13900641,8467958,71862204,140427340,163,24761,17916437,5989255,5994430,5996442,5992309,5994639,5995084,5994048,5994464,5995096,35441992,11651563,11667842,11668216,11660325,11667471,11668281,11664996,11669433,11667221,31,14,16,14,15,15,15,15,14,14,2550,2521,2477,2468,2469,2483,2458,2441,2431,2463,2217221,2151079,2153613,2153745,2152542,2153740,2153832,2153183,2153849,2153686,1561760,1276245,1277992,1278011,1277167,1278019,1278049,1277646,1278155,1277948,443444,784971,1058699,1277708,1452674,1592887,1705076,1794697,1866527,1923958,312352,505130,659702,783363,882123,961302,1024651,1075250,1115831,1148254,
LR_v2,81432889,49673963,31758926,52749172,33730409,149553073,295480643,156,24654,5512825,5991952,11999702,18007800,18007245,18007569,18007940,18004714,18005915,18007411,10697789,11663117,23651281,35638559,35638732,35638385,35640409,35635224,35636069,35641078,29,15,16,15,13,13,14,13,14,14,2473,2454,2456,2495,2488,2500,2462,2444,2452,2430,318365,2152890,4151586,6150331,6150284,6150227,6150530,6149534,6149795,6150421,272159,1277474,2610157,3942802,3942777,3942767,3943000,3942332,3942488,3942970,477547,3070152,5150934,7149703,6150261,6150199,6150681,6149036,6149925,6150734,408238,1780131,3276498,4609124,3942765,3942762,3943116,3941998,3942566,3943211,
AMBP_v2,31095156,19459132,11636024,9132669,5474410,71442384,139611166,163,24325,17496530,5988383,5994482,5995112,5994096,5994632,5995400,5993584,5994504,5995661,34609326,11653320,11667723,11669264,11663779,11670042,11668704,11666603,11670945,11671460,28,22,15,14,14,14,14,14,14,14,2486,2448,2459,2428,2433,2428,2437,2407,2404,2395,78139,2151302,2153771,2153869,2153009,2154004,2153833,2153274,2153943,2153988,135383,1276387,1278048,1278109,1277541,1278215,1278061,1277784,1278259,1278237,14136,397412,673814,872842,1015987,1119231,1193535,1246933,1285501,1313278,24440,247346,408137,523917,607176,667244,710466,741536,763992,780156,
PIC_v2,92399402,56276561,36122841,13853726828,13841248802,167555950,331435554,148,24153,5491658,18004885,18007352,18007413,18007506,18007464,18007488,18007332,18007499,18007353,10655703,35635520,35642399,35641629,35643243,35642833,35644271,35643344,35643520,35643092,28,15,14,13,13,13,13,13,13,13,2436,2450,2410,2428,2411,2420,2389,2400,2397,2412,921748,6149523,6150592,6150515,6150691,6150621,6150781,6150675,6150734,6150681,635479,3942329,3943057,3943053,3943122,3943131,3943242,3943152,3943161,3943115,429181079,774571497,1050884045,1271934068,1448774122,1590246151,1703423806,1793965909,1866399603,1924346548,429123825,774084255,1050052745,1270827536,1447447382,1588743261,1701779986,1792209348,1864552840,1922427624,
EWMA,21422671,13444365,7978306,9162828,5437491,59939946,116690061,142,24048,5991671,5993499,5994833,5994498,5994498,5993795,5994494,5994391,5993706,5994561,11663701,11669402,11668627,11670813,11670081,11668137,11671548,11670009,11667534,11670209,14,15,15,14,14,14,14,14,14,14,2423,2387,2412,2397,2414,2398,2392,2406,2411,2408,2152887,1723135,1464499,1309767,1216644,1160283,1127444,1107131,1094645,1087930,1277549,1022555,869092,777294,721982,688548,669097,656973,649575,645641,430577,689088,844170,937289,993160,1026584,1046756,1058831,1065993,1070380,255509,408918,500952,556220,589372,609207,621185,628342,632588,635198,
SW,20704213,12994055,7710158,9225103,5474417,59921687,116633423,142,24165,5992087,5992951,5994052,5992292,5992645,5993449,5990109,5991689,5992738,5989675,11662548,11667089,11668263,11662107,11665716,11665293,11658354,11663731,11662922,11657400,14,15,15,14,14,14,14,14,14,14,2405,2419,2403,2410,2425,2426,2414,2424,2416,2423,2152588,360470,598261,1115446,1461840,1461725,1460514,1461495,1461301,1460415,1277314,214208,354961,661810,867394,867298,866541,867179,867031,866422,1792984,1555269,1037106,691392,691392,691392,691392,691392,691392,691392,1063680,922961,615494,410326,410326,410326,410326,410326,410326,410326,
AFC,20778084,13042321,7735763,8766938,5198670,59626796,116053213,164,24183,5678517,5991271,5994608,5994390,5994687,5994817,5994645,5994508,5994804,5994549,11032537,11662120,11669370,11669323,11670763,11668609,11669924,11669986,11671116,11669465,30,21,15,14,14,14,14,14,14,14,2440,2435,2403,2419,2406,2422,2423,2420,2391,2424,1356496,1881436,1560358,1367231,1251203,1181261,1139692,1114560,1099553,1090531,797240,1117911,926939,811880,742906,701150,676486,661516,652606,647129,271299,593326,786732,902831,972505,1014256,1039343,1054386,1063419,1068841,159448,351140,466299,535415,576913,601760,616705,625667,631054,634269,
AMBP,20414751,12815998,7598753,8544819,5064413,59416487,115633144,163,24120,5471175,5990643,5994314,5994400,5994572,5994109,5994490,5994433,5993781,5994570,10618897,11661933,11668196,11670130,11670948,11666179,11670405,11669384,11667459,11669613,28,22,15,14,14,14,14,14,14,14,2417,2417,2413,2411,2402,2395,2409,2428,2407,2421,910103,1970458,1613838,1399400,1270499,1192263,1146830,1118756,1101644,1092207,527345,1171794,959218,831356,754515,707784,680749,663992,653794,648206,182100,539771,754584,883547,960937,1007202,1035127,1051852,1061810,1067889,105549,318798,446882,523776,569923,597495,614145,624114,630050,633681,
PIC,14384800,9107590,5277210,4283127410,4288106910,167535086,331388268,146,24227,5470633,18004742,18007229,18007534,18007655,18007484,18007438,18007487,18007382,18007502,10616767,35635772,35641656,35641166,35642584,35641004,35642741,35641942,35642061,35642575,25,16,14,13,13,13,13,13,13,13,2429,2425,2413,2432,2414,2428,2411,2423,2431,2421,910759,910759,910759,910759,910759,910759,910759,910759,910759,910759,527721,527721,527721,527721,527721,527721,527721,527721,527721,527721,428312741,428312741,428312741,428312741,428312741,428312741,428312741,428312741,428312741,428312741,428810691,428810691,428810691,428810691,428810691,428810691,428810691,428810691,428810691,428810691,
