budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,40512081,35591702,4920379,23142767,3035911,59965267,78476955,509565,42242,6022212,5986446,5993666,5993958,5994613,5994811,5994820,5995017,5994799,5994925,7221027,7616629,7653767,7787254,7758318,7727868,7778824,7821906,9893435,7217927,45727,52332,56384,52959,56422,57455,57328,57138,28636,45184,8905,5090,3722,3424,3071,2860,2538,2504,1282,8846,3474618,3647391,3652760,3709477,3692167,3675126,3694093,3711887,2859689,3474494,459685,450114,441516,448086,436193,448442,445435,442382,890139,458387,694923,1285416,1758884,2149002,2457635,2701133,2899725,3062157,3021663,3112229,91937,163572,219160,264945,299194,329043,352321,370333,474294,471112,
SW_v2,37455472,32821280,4634192,30366288,4424978,59684426,78377653,516173,38311,5740053,5990223,5993998,5994617,5994338,5994258,5994258,5994241,5994351,5994089,7301650,7660497,7775994,7692221,7757789,7781124,7793446,9771463,7222291,7621178,51182,55411,53204,58282,57260,56867,57156,28804,44973,53034,4727,3933,3321,3170,2853,2532,2503,1395,8859,5018,632477,3657361,3704399,3662557,3687952,3695227,3699293,2956106,3476970,3648938,202206,451832,438198,449358,445787,445333,444525,847979,458872,450102,632477,2144919,2664746,3674772,3684969,3681912,3694157,3450209,3377456,3360671,202206,327019,364079,446463,444448,446826,445215,579279,583792,585651,
AFC_v2,37157350,32619923,4537427,20265812,2805691,59799664,78658946,518860,36898,5849521,5991864,5994820,5994753,5995283,5995094,5994592,5994790,5994371,5994576,7456977,7821954,7691222,7753144,7785288,7792798,9847555,7219745,7626368,7663895,55947,51118,57456,57704,56792,57083,28595,45604,52601,55960,3647,3413,3079,2857,2530,2508,1341,8793,5021,3709,447982,3726191,3661849,3685913,3697293,3699109,2917601,3475149,3651330,3657506,96282,445558,441947,446172,445568,444498,866792,458452,450483,441675,89596,816915,1385901,1845903,2216181,2512766,2593733,2770016,2946278,3088523,19256,104516,172002,226836,270582,305365,417650,425810,430744,432930,
LR_v2,69456332,59793685,9662647,63361377,10117457,108002956,147169789,870555,62632,6005531,5992090,12000679,12000436,12000715,12000673,12000813,12000667,12000295,12001057,7787742,7776826,15540998,17766777,14857263,15456723,15566484,15625820,21928830,14862326,53817,55134,114967,85116,98466,110022,111715,114152,28338,98828,3423,3105,5364,3760,13823,7132,5945,5063,1218,13799,870869,3702016,7385378,6555140,7133464,7370606,7406029,7419897,4814900,7135386,265721,438393,891382,1344695,909214,890092,883795,896734,2232999,909622,1306303,5117589,9227059,6140021,7422626,7489177,7423740,7426831,3512402,8295629,398581,524729,1117876,1571351,691474,880531,880647,903203,2901131,247934,
AMBP_v2,4327289038,4322506080,4782958,60182722,2302284,59364350,77821720,518391,36940,5414308,5991615,5994642,5994782,5994864,5995113,5994709,5994868,5994552,5994897,6979756,7660457,7805276,7794192,7785283,7773380,9511000,7223946,7625934,7662496,48490,57382,53587,55979,56783,58361,34077,44987,52718,56027,3399,3379,3190,2892,2538,2481,1496,8866,4991,3708,4290252336,3650593,3714616,3706031,3698333,3687795,3010903,3477764,3650845,3656864,397551,448835,447012,443744,443914,448608,802475,458940,450343,441536,42101051,1523822,1765782,1938447,2061381,2147996,2088519,2129731,2190557,2235436,71631,132363,175762,206422,228528,245289,321053,313767,306973,300496,
PIC_v2,111159499,96451244,14708255,13878347015,13828195595,167943813,226244821,1390265,99387,5867397,18006191,18007820,18009185,18008743,18008700,18009062,18009068,18008662,18008985,7640890,23282052,29704644,22566575,23365341,25608624,22563358,23355409,25599715,22558213,51235,172475,85851,153730,166174,142711,154019,166454,143232,154384,3348,8486,3822,17505,9363,6248,17468,9357,6256,17534,1653101,11073280,8598649,10812971,11121882,10225478,10811529,11116975,10228047,10809332,389091,1332264,2657953,1352111,1331903,1805879,1351906,1331417,1804021,1351710,429327349,775673264,1052255070,1273963379,1451391809,1593155272,1706683253,1797566727,1870095720,1928235172,429074547,773522820,1049346576,1269744412,1446058639,1587204816,1700030963,1790287783,1862587760,1920337279,
EWMA,25502123,22501108,3001015,15194375,2106932,59943269,78986430,520557,35799,5991570,5993934,5994302,5994541,5994858,5994677,5994824,5994939,5994834,5994790,7773374,7793966,9845000,7218658,7628775,7664522,7778739,7776032,7726095,7781269,57373,56720,28464,45704,52335,55875,53580,55619,57615,57272,2539,2516,1336,8810,5020,3702,3414,3099,2829,2534,3691355,2961182,1734987,2181052,2181764,2044899,2005765,1940653,1876901,1882550,444980,355589,724186,199453,203873,203436,216705,209771,221562,221460,738271,1182853,1293279,1470833,1613019,1699395,1760669,1796665,1812712,1826679,88996,142314,258688,246841,238247,231284,228368,224648,224030,223516,
SW,25011224,20595718,4415506,16321553,5161310,59935085,78479104,508899,41948,5994777,5992952,5994082,5994121,5993743,5993613,5993265,5993149,5992682,5992701,7218377,7624432,7659326,7780840,7772511,7726415,7775109,7816585,9887905,7217604,45641,52443,55984,53305,55713,57476,57365,57157,28403,45412,8790,5038,3707,3418,3095,2836,2529,2503,1267,8765,3474223,925336,1224918,1831614,2372099,2346633,2365026,2381785,1527584,2146500,458309,458309,458309,458309,458309,458309,458309,458309,374517,374517,2725063,2430641,1874826,1327289,1327289,1327289,1327289,1327289,1327289,1327289,516131,516131,516131,516131,516131,516131,516131,516131,516131,516131,
AFC,24230768,21179646,3051122,15920328,2087046,59944217,78895184,520853,36902,5991498,5994496,5994637,5994913,5994772,5994865,5994643,5995157,5994327,5994909,7637198,7804360,7737028,7726986,7776821,7820398,9879563,7221882,7624597,7666351,57329,51804,57454,57212,57462,57115,28646,45502,52638,55691,3704,3426,3064,2863,2534,2508,1286,8784,5027,3706,3184501,2712187,2335765,2130580,2031393,1975479,1091256,1831190,1968257,1919038,441239,359978,294297,275703,251673,237384,672078,155054,176390,187326,1005396,1346754,1544556,1661760,1735686,1783644,1645167,1682371,1739548,1775446,88247,142593,172933,193487,205124,211576,303676,273952,254440,241018,
AMBP,21449739,18630068,2819671,824075591,116191126,95888590,132081048,771293,48761,5898692,5990842,5994670,5994723,5994937,5994424,5994546,18008701,18008937,18008118,7678852,7707579,7744536,7788333,7810879,9866598,7222821,23100900,23381443,29779107,51554,57655,57345,56957,56948,28585,45341,162898,168636,85374,3372,3075,2866,2531,2509,1300,8750,12138,8483,3737,1881651,3293317,2722806,2386241,2179888,1233233,1233233,1233233,1233233,1233233,200742,397626,335991,289124,260338,678526,164331,164331,164331,164331,376410,959791,1312394,1527163,1657708,163648425,163648425,163648425,163648425,163648425,40228,111707,156563,183075,198527,294526,28801625,28801625,28801625,28801625,
