budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,25842465,16479951,9362514,10584365,6012190,59987067,82490218,492732,5884,6026850,5988023,5995496,5996118,5996890,5996475,5997309,5996411,5996606,5996889,8132515,8214415,8224030,8265430,8256392,8221706,8308232,8320894,8278483,8268121,49558,49387,49354,49253,49345,49238,49179,49084,49081,49253,721,622,592,577,568,566,560,561,557,560,1629423,1642286,1643751,1650630,1649121,1643346,1657725,1659862,1652773,1651034,924496,932392,933363,937933,936942,933063,942665,944089,939360,938211,325884,589164,800081,970190,1105976,1213450,1302305,1373816,1429607,1473892,184899,334397,454190,550938,628138,689123,739831,780682,812417,837575,
SW_v2,53998672,33235881,20762791,28173239,17577587,113838357,190338410,492024,5760,5826917,5994118,5996118,5996483,12001053,12001480,12001132,18006416,18006927,18007713,7919750,8241299,8349663,8329215,20279621,20270316,20252382,32226241,32272387,32197536,49348,49282,49044,49103,49118,49188,49269,49325,49138,49209,582,590,586,576,567,573,570,566,577,573,369248,1646678,1664730,1661287,3653648,3652080,3649107,5645345,5653129,5640629,312086,935290,947321,945019,2273502,2272465,2270479,3601523,3606738,3598368,369248,1007963,1226885,1657565,2326555,2989005,3651612,4315511,4982527,5646368,312086,623688,731566,942543,1388614,1830329,2272149,2714822,3159580,3602210,
AFC_v2,23525353,14941987,8583366,9221695,5323141,71537233,105655547,493230,4703,17567962,5994273,5996642,5995735,5996670,5996894,5997419,5997465,5996855,5997318,31422794,8266052,8230602,8257877,8234700,8259033,8228600,8187148,8266917,8301824,49023,49231,49288,49368,49253,49364,49532,49380,49472,49319,576,576,530,439,428,434,435,433,426,426,115320,1650763,1644733,1648973,1645068,1649187,1644074,1637177,1650441,1656251,160283,938027,934047,936967,934361,937091,933716,929107,937947,941820,23064,348603,607829,816057,981859,1115324,1221074,1304294,1373523,1430068,32056,213250,357409,473320,565528,639840,698615,744713,783359,815051,
LR_v2,74094418,45295730,28798688,48119338,30600142,150044740,262439000,493123,4331,5987116,5994687,12002522,18007708,18008637,18009411,18006838,18009965,18008615,18009241,8265141,8219230,20287693,32174911,32244427,32212956,32278284,32215062,32301241,32240055,49228,49284,49421,49401,49094,49463,49492,49399,49149,49192,430,431,434,434,433,431,439,436,436,427,470171,1642486,3654549,5636416,5647942,5642702,5653656,5643088,5657499,5647221,372784,932641,2274244,3595722,3603400,3599904,3607183,3600155,3609745,3602910,705256,2228643,4660580,6627349,5653705,5640082,5659133,5637804,5664704,5642082,559176,1212569,2945045,4256461,3607239,3598156,3610822,3596641,3614540,3599493,
AMBP_v2,23701254,15047423,8653831,7069791,4079965,71664971,106269234,492712,4298,17696905,5993899,5995964,5996145,5995476,5997547,5996449,5997634,5997006,5997946,31612572,8281154,8258147,8278651,8299866,8247838,8245027,8359619,8329951,8356409,49323,49289,49421,49329,49278,49383,49522,49079,49052,49036,436,434,435,430,432,426,428,424,427,426,150814,1652885,1649038,1652434,1655940,1647303,1646800,1665903,1660926,1665380,183922,939576,937001,939290,941595,935845,935520,948253,944936,947893,27217,317115,525149,675545,784461,861326,916578,959798,990020,1012582,33177,193010,307627,390563,450692,492949,523316,547472,564267,576892,
PIC_v2,84540215,51586911,32953304,13850786401,13839261514,167627836,297669598,493160,4310,5544921,18005843,18010100,18009852,18009682,18009248,18009153,18009896,18010160,18008981,7317141,32164924,32311661,32223885,32275708,32243106,32347025,32282886,32269453,32233809,49419,49529,48969,49458,49331,49394,49213,49214,49234,49399,429,434,437,433,429,429,429,426,429,435,729803,5634744,5659208,5644550,5653143,5647719,5665039,5654364,5652117,5646224,505735,3594595,3610909,3601128,3606855,3603238,3614767,3607661,3606185,3602231,429142690,774437830,1050678835,1271668707,1448462323,1589896131,1703046642,1793564916,1865979085,1923909242,429097876,773993949,1049914070,1270648211,1447236669,1588506712,1701525052,1791938303,1864268609,1922132063,
EWMA,16113926,10276475,5837451,7006137,3979987,59964857,82430303,493287,4315,5994605,5996232,5995097,5996552,5996815,5997853,5996335,5997730,5995824,5997814,8325315,8319138,8230219,8201101,8256254,8204172,8185906,8216674,8243698,8247826,49183,49093,49126,49460,49327,49384,49389,49447,49484,49394,439,430,440,428,427,428,428,439,425,431,1660234,1327163,1113319,991982,932265,880442,853203,844478,839588,833801,944481,754886,631787,562606,529824,499463,483829,479530,477186,473859,332046,531069,647519,716411,759581,783753,797643,807010,813525,817580,188896,302094,368032,406946,431521,445109,452853,458188,461987,464361,
SW,15587785,9940826,5646959,7108414,4043547,59943316,82695333,492442,4294,5997113,5994681,5995733,5996508,5994946,5993690,5993147,5992548,5992419,5992531,8209619,8235163,8289782,8254643,8224318,8314642,8314165,8312397,8256412,8284192,49356,49360,49303,49440,49337,49008,49089,48995,49227,49327,427,426,429,423,430,430,441,429,427,432,1640924,327054,451495,841904,1103213,1118274,1118256,1117920,1108567,1113219,931589,191120,255844,477078,625225,635247,635212,634998,628786,631860,1318098,1202768,806491,540151,540151,540151,540151,540151,540151,540151,743292,684639,459518,308014,308014,308014,308014,308014,308014,308014,
AFC,15744770,10039175,5705595,6767058,3846519,59926981,82811430,492806,4283,5961091,5992817,5996561,5995924,5996310,5996680,5997156,5996775,5996033,5997634,8183514,8321144,8360236,8335662,8316955,8275588,8236084,8281036,8292947,8208264,49393,49081,49092,49128,49163,49325,49453,49330,49470,49371,428,430,433,425,428,426,429,424,431,429,1096494,1440209,1202573,1050614,959614,900637,864175,855060,845604,824195,620754,819839,685059,597952,545783,511590,490341,486086,480904,467287,219298,463480,611298,699161,751251,781128,797737,809201,816481,818023,124150,263287,347641,397703,427319,444173,453406,459942,464134,464764,
AMBP,15376267,9809460,5566807,6530125,3702800,59485586,81666006,493164,4301,5523730,5991266,5996099,5994389,5996039,5997623,5997799,5995334,5996602,5996705,7296979,8217134,8250420,8294543,8253271,8291845,8210041,8254484,8263806,8333483,49455,49381,49311,49287,49257,49385,49412,49341,49301,49034,428,430,430,428,433,432,433,431,428,428,671016,1507903,1238707,1080124,972212,919393,868955,856951,845375,848824,365622,859233,705720,615548,552956,523337,493070,487103,480603,483615,134283,409007,574947,675982,735228,772061,791439,804541,812707,819930,73204,230409,325471,383486,417380,438571,449470,456996,461717,466096,
