budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,27849874,24013489,3836385,15367342,2469885,59984562,54516663,788271,26692,6026562,5987407,5995392,5995933,5995341,5996333,5996667,5996773,5996822,5997332,5068811,5378036,5448717,5391477,5559299,5553480,5449689,5645726,5485921,5535507,72248,77987,80149,80063,77014,80281,80491,78877,81482,79679,5824,4242,2888,2310,2154,2126,1827,1923,1742,1656,2231465,2382241,2407188,2373463,2449942,2446476,2395426,2485961,2410955,2430372,396764,385331,382233,376341,377825,390987,376609,388927,378334,383034,446293,833482,1148223,1393271,1604605,1772979,1897468,2015166,2094323,2161532,79352,140547,188884,226375,256665,283529,302145,319501,331267,341620,
SW_v2,46589386,40454680,6134706,34962409,5590130,89784212,94523173,1065337,38837,5791887,5992963,5995964,5996979,5995784,12002808,12002296,12001908,12002205,12001418,5259963,5571091,5563633,5479253,6375933,12668536,13262500,13356965,13406414,13578885,80336,80007,80460,83042,70282,122696,134288,134447,139782,139997,1426,1505,1486,1437,1059,12060,6159,5194,4453,4058,388485,2444983,2442328,2401619,2179881,5884170,6130204,6159864,6175776,6247370,274294,383994,374013,386192,538203,845910,822300,838318,831502,839980,388485,1416734,1758599,2429643,2341276,3488557,4731418,6058079,6155281,6194337,274294,329144,344100,381400,432803,590102,735471,835509,830707,836600,
AFC_v2,4320577185,4315881382,4695803,4307305080,3206957,65525527,68436353,801600,26965,11559277,5994076,5996679,5996207,5996969,5996658,5996565,5995887,5996468,5996741,17357002,5278414,5548382,5804384,5644539,5813454,5656285,5790591,5833415,5709887,76795,73188,82830,77852,83689,77903,83682,81803,80382,83476,1345,5787,4239,3137,2402,2320,1994,2006,1926,1809,4293299725,2332404,2465519,2576034,2493285,2571311,2494942,2555968,2575553,2516641,1126997,412529,391629,394364,398355,394948,392887,398136,395834,390124,4294633782,199669,652839,1037478,1328639,1577173,1760726,1919774,2050929,2144071,225399,262825,288585,309740,327463,340960,351345,360703,367729,372208,
LR_v2,38075677,31725775,6349902,33000074,6548451,77590538,85309082,896287,30784,5607258,5992786,12001460,12002742,12002228,5996529,5997622,5996635,5996614,5996664,5294528,5726153,13570743,19196004,12856060,5773044,5655512,5761856,5698655,5776527,77329,83365,139739,62953,128435,78230,83443,77936,83117,81740,1502,1510,4063,637,12089,2515,2403,2115,1982,1968,420525,2520922,6243834,3904650,5974358,2555042,2498733,2545259,2513853,2548599,249822,384219,842974,2041389,858725,388936,400458,387033,399247,397099,630787,3571120,8105290,2735058,7009212,845384,2470579,2568522,2498150,2565972,374733,451417,1072351,2640596,267393,154042,406219,380321,405354,396025,
AMBP_v2,30577704,26143273,4434431,12800605,2199092,65888186,65516014,852639,27929,11925112,5993356,5995945,5996788,5996224,5995922,5995567,5996603,5996598,5996071,13439058,5782714,5755266,5779221,6740070,5271942,5579122,5741050,5616428,5811143,136830,83683,83263,83456,69985,72899,82846,77663,83788,78226,4531,1557,1541,1520,1051,5688,4273,3005,2501,2262,3874616,2547079,2533015,2543259,2239900,2328619,2480474,2544460,2481354,2570497,681742,398982,395465,395330,578805,411801,393277,389478,398623,390928,697502,960675,1147628,1284078,1327717,1375107,1436562,1492326,1521117,1557893,122785,160221,186542,205469,252122,255651,254858,253603,254346,253495,
PIC_v2,100029872,86039427,13990445,13872015876,13827575292,167675048,205317580,1670292,80277,5582210,18006702,18010122,18011665,18010273,18011290,18009428,18012177,18010880,18010301,5201366,21248766,22750989,20591915,21326301,21327142,29709963,20597133,21229111,21334894,77361,196975,176128,180502,191624,195673,83860,180584,190757,196828,1890,7781,5805,16165,8636,6777,1649,16163,8613,6798,969358,9909987,9446637,9669213,9958196,9931616,6635491,9671940,9912501,9934488,364797,1285685,1560582,1299767,1287799,1287420,3033363,1299986,1285236,1285810,429190601,775331207,1052151022,1273651389,1450909480,1592710636,1705492336,1796324986,1869039218,1927215001,429069689,773509617,1049116539,1269549914,1445894220,1586969589,1700179073,1790399985,1862573764,1920312902,
EWMA,18101344,15633184,2468160,10626875,1684169,59958600,56606401,807567,27186,5994175,5995547,5996154,5995793,5995974,5996440,5995850,5995702,5996900,5996065,5265008,5528070,5774535,5615109,5804970,5678692,5772398,5753444,5725282,5688893,73320,83158,77534,82764,79060,83416,78038,82916,83840,83521,5760,4274,2958,2548,2216,2100,2006,1847,1871,1606,2325847,1991228,1789323,1507118,1486049,1344076,1349079,1309549,1279689,1251226,411564,308729,262404,244555,217222,218007,206479,195022,206977,197201,465169,770380,974168,1080758,1161816,1198268,1228430,1244653,1251660,1251573,82312,127595,154556,172555,181488,188791,192328,192866,195688,195990,
SW,17919104,15553385,2365719,10293637,1746547,59943072,57006374,804247,26787,5997478,5994479,5995527,5994239,5994119,5994676,5993795,5992691,5992702,5993366,5774230,5905111,5276008,5576669,5775897,5632241,5828121,5686277,5755096,5796724,82301,81091,73189,82968,77916,83638,77759,83541,81591,80253,1524,1480,5752,4273,3123,2387,2331,2000,2000,1917,2540985,380812,507456,1335951,1821277,1746100,1836944,1767945,1797751,1818164,394670,81342,121785,193742,260624,265638,263350,262110,264061,258397,2137276,1823435,1143084,741406,741406,741406,741406,741406,741406,741406,330829,290422,199266,132290,132290,132290,132290,132290,132290,132290,
AFC,17315650,14593863,2721787,9816465,1845145,59781523,59204268,778691,22694,5820238,5991686,5996248,5995426,5995407,5996643,5996598,5996910,5995145,5997222,5400975,5798599,5820426,5737650,5781520,5758644,8300871,5286512,5591107,5727964,83189,81268,80833,82710,83311,83384,49379,73375,82738,78504,1720,1645,1559,1564,1515,1502,32,5737,4361,3059,1626969,2229781,1858011,1589483,1478130,1383624,307426,1317538,1408353,1394548,248835,346909,287678,244371,228774,216445,747259,115189,132304,154023,325393,706270,936618,1067191,1149378,1196227,1018467,1078281,1144295,1194345,49767,109195,144891,164787,177584,185356,297736,261227,235443,219159,
AMBP,17474897,15133879,2341018,10093019,1559406,59622366,57086395,817876,18657,5667437,5990298,5996866,5995132,5994544,5994706,5995136,5996001,5995898,5996348,5286840,5685209,5797842,5731795,5681428,5786349,5823911,5767091,5732315,5793615,77615,83391,78625,82405,83985,81357,80505,83110,83438,83445,2351,2164,2162,1900,1923,1878,1661,1556,1524,1538,1129091,2284826,1923753,1633800,1461587,1425319,1380945,1316034,1278340,1300184,155109,364443,300359,248813,237366,220752,212196,198329,200786,202865,225898,637683,894897,1042677,1126459,1186231,1225173,1243345,1250344,1260312,31101,97769,138287,160392,175786,184779,190262,191875,193657,195498,
PIC,11214000,9545660,1668340,4282557920,4292798440,167544990,222818285,1434810,68007,5455110,18004334,18012702,18010207,18010598,18010239,18010047,18012013,18010352,18009388,5090682,31873002,20597937,21293127,21396152,29683189,20583966,21282431,21336457,29681342,77545,55138,179893,191488,196056,84058,179956,190779,196159,83738,1300,316,16143,8635,6797,1631,16114,8622,6791,1658,954566,954566,954566,954566,954566,954566,954566,954566,954566,954566,166834,166834,166834,166834,166834,166834,166834,166834,166834,166834,428255792,428255792,428255792,428255792,428255792,428255792,428255792,428255792,428255792,428255792,429279844,429279844,429279844,429279844,429279844,429279844,429279844,429279844,429279844,429279844,
