budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,28977804,25019458,3958346,15988807,2544599,59984163,56633215,807749,27412,6026336,5989118,5995399,5996433,5995239,5996000,5996280,5996738,5996148,5996472,5164423,5493208,5696135,5746231,5734079,5683493,5845874,5713286,5768647,5787839,72156,80837,80205,80230,81391,83575,78032,83375,84262,83686,5855,4263,2962,2621,2165,2135,2011,1874,1879,1647,2275383,2440051,2523785,2542527,2533524,2507927,2581505,2520396,2544171,2550189,406507,388776,392007,399494,389633,398156,398035,388909,399183,397646,455076,852071,1186413,1457635,1672812,1839835,1988169,2094614,2184525,2257657,81301,142796,192638,234009,265133,291737,312996,328178,342379,353432,
SW_v2,26447715,22059755,4387960,20317813,4286739,59753670,59377527,773303,24085,5791969,5991961,5996159,5995999,5996620,5997272,5995483,5996181,5996097,5995929,5596663,5765432,5798997,5800389,8303169,5293119,5596096,5782149,5631479,5810034,77815,83316,83732,83554,49148,73958,82397,78261,83434,77688,1534,1543,1542,1534,48,5763,4285,3226,2302,2308,451394,2537708,2552887,2553522,1515230,2339142,2488759,2566492,2486075,2568546,276271,390991,396114,397680,932000,413229,393671,395200,395772,397032,451394,1494551,1847330,2548039,2207213,2135965,2114377,2464798,2513775,2540371,276271,333631,354459,394928,575265,580970,579633,400700,394881,396001,
AFC_v2,30421709,25784384,4637325,17106110,2991456,65920811,66493589,849260,25440,11959194,5992550,5996467,5995284,5996007,5995570,5995902,5996326,5997563,5995948,13389801,5801730,5704206,5765565,5775344,5783533,5751738,7665690,5276118,5579864,138483,80831,83681,83137,83671,83443,83620,56502,73028,82864,5224,1885,1666,1566,1551,1539,1496,498,5747,4268,3887704,2561038,2511235,2539251,2542539,2545781,2529839,1855483,2330661,2480853,689164,391777,392018,398267,396062,395804,393786,775301,411910,393236,777540,1134239,1409638,1635560,1816955,1962720,2076143,2032011,2091741,2169563,137832,188621,229300,263093,289686,310909,327484,417047,416020,411464,
LR_v2,74960044,64338834,10621210,65505831,4305794734,131679486,156315041,1371512,62136,5638804,5993177,12002304,18008122,18008325,18009044,18008830,18008879,12004995,5997006,5234696,5798216,13484891,21268572,24460083,20573094,21226309,21337679,17648085,5283416,77524,77961,135815,196879,154533,181433,192251,197868,83953,73295,2795,2605,5581,7489,4761,16118,8616,6780,1682,5709,383952,2567745,6226895,9916073,8744304,9660555,9911434,9935658,4658222,2333996,207599,395241,843445,1281849,1925329,1299302,1285045,1285344,1685599,412457,575928,3659641,8056470,11760662,8158420,10118680,10036873,9947770,2019504,1171883,311398,489062,1067547,1501051,2247069,986289,1277917,1285493,1885726,4294743182,
AMBP_v2,28708649,24296997,4411652,11588316,2194394,59735695,57103615,816421,22983,5773760,5992641,5996317,5996048,5996185,5997050,5994967,5994890,5996783,5997054,5316974,5659353,5777449,5692189,5750333,5814304,5711302,5734321,5810985,5836405,78481,82031,78396,83443,82510,79795,84077,84138,82613,80937,4198,2937,2609,2156,2147,2006,1862,1860,1647,1561,1433032,2506668,2557130,2514189,2538935,2568837,2517821,2527211,2561212,2571962,851864,392152,398930,390988,398392,392241,395323,396032,397799,397931,258017,636972,918902,1114163,1259205,1369017,1438899,1490904,1534468,1567769,153406,181039,202155,215928,227178,234171,239760,243912,247220,249625,
PIC_v2,97802617,81109896,16692721,13869607144,13828913778,167883864,218546117,1509835,70916,5793138,18006161,18010687,18011043,18010036,18009510,18012205,18011357,18009396,18010331,5564219,27210039,20591331,21286902,21331922,29746466,20556202,21261962,21353231,29643843,80988,118676,181092,192631,197740,83661,181317,192037,197953,83740,1490,3095,16138,8626,6774,1651,16081,8614,6783,1664,1125080,7618574,9669351,9939666,9933636,6652507,9652407,9927889,9943300,6647486,374786,2517067,1299788,1286679,1286709,3035174,1298756,1286017,1286413,3021332,429221745,774897840,1051848871,1273463759,1450754464,1591930802,1705471852,1796359789,1869073220,1926584802,429071686,773757491,1049262680,1269664209,1445985438,1587392114,1700170172,1790390070,1862566068,1920653850,
EWMA,18234486,15598044,2636442,10759129,1714797,59957365,58573329,812792,17238,5992778,5994787,5995442,5995215,5996500,5996177,5997134,5996221,5996653,5996458,5812979,5667318,5758125,5814767,5769436,5717012,5791881,5760069,5798803,6682939,77843,83585,83441,79594,83302,83487,83742,83679,83649,70470,2267,1971,2001,1891,1828,1578,1552,1539,1517,1094,2568993,1987465,1731911,1572015,1436303,1343016,1342525,1299794,1304650,1011372,397890,310366,271544,241321,216330,217437,208772,202499,201833,368450,513798,808531,993207,1108968,1174435,1208151,1235025,1247978,1259312,1209724,79578,125735,154896,172181,181010,188295,192390,194411,195895,230406,
SW,17736099,15356400,2379699,10838406,1701009,59942469,57505652,819434,20316,5996847,5994454,5995298,5994521,5994330,5994672,5993125,5993662,5993067,5992493,5748683,5643189,5832905,5669402,5777656,5819882,5715502,5766217,5763036,5769180,77603,83325,77954,83586,83046,79701,83519,83757,83598,83345,3148,2375,2315,2000,2003,1921,1813,1645,1537,1559,2549540,437246,756567,1254407,1733797,1752509,1703571,1724556,1720827,1723380,391803,75309,111271,198624,269567,267123,260878,270692,267270,267162,2055208,1822903,1247784,816073,816073,816073,816073,816073,816073,816073,322776,286632,192794,128401,128401,128401,128401,128401,128401,128401,
AFC,17692264,15277696,2414568,10218715,1628110,59780108,56881849,802974,26702,5820259,5991238,5996942,5995221,5994431,5995557,5996590,5996490,5996875,5996505,5611183,5900276,5291657,5557203,5755022,5654685,5827329,5688228,5761365,5834901,78771,81441,73983,82764,77967,84192,77896,83770,81864,80326,1472,1485,5723,4230,3063,2479,2323,2001,2000,1926,1646710,2190071,1637336,1581052,1524567,1372616,1402188,1288778,1307431,1326947,256122,360210,300293,241254,222052,220805,207667,203063,202808,200294,329342,701487,888656,1027135,1126621,1175820,1221093,1234630,1249190,1264741,51224,113021,150475,168630,179314,187612,191623,193911,195690,196610,
AMBP,14084929,11469154,2615775,464149463,85819709,83445264,89725121,1000748,35999,5454651,5992633,5995964,5996455,5995784,5994992,5996776,5996821,18010421,18010767,5041878,5759399,5728788,5801492,5778074,5768458,8231124,5317912,21010400,21287596,77274,83575,83623,83543,83304,83106,49498,74322,189783,192720,1575,1648,1558,1566,1531,1502,155,5754,12625,8085,932467,2352015,1902616,1679091,1506217,1407008,422435,422435,422435,422435,159227,355082,301689,260608,233259,218081,715010,124273,124273,124273,186573,619661,876252,1036819,1130698,1185960,114778375,114778375,114778375,114778375,31925,96556,137582,162187,176401,184737,290791,28246510,28246510,28246510,
PIC,25503720,16888180,8615540,4273012640,4283767080,168091095,214406067,1541386,82635,5993388,18010553,18011224,18010639,18010515,18011683,18010767,18011004,18010055,18011267,8073773,20569412,21285893,21318381,29675131,20588929,21298523,21328952,29700923,20566150,51061,180849,192599,197452,83577,180537,192631,197474,83778,181428,268,16094,8625,6778,1665,16098,8626,6784,1647,16050,1688818,1688818,1688818,1688818,1688818,1688818,1688818,1688818,1688818,1688818,861554,861554,861554,861554,861554,861554,861554,861554,861554,861554,427301264,427301264,427301264,427301264,427301264,427301264,427301264,427301264,427301264,427301264,428376708,428376708,428376708,428376708,428376708,428376708,428376708,428376708,428376708,428376708,
