budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,23354146,14419184,8934962,9229999,5717710,59979813,79448836,495239,325,6026066,5984415,5994295,5997200,5993879,5996635,5996433,5997117,5996274,5997499,8265802,7143951,8243803,8232688,7155933,8244193,8309251,7214814,8299882,8338519,49537,50111,49432,49415,49796,49447,49257,49953,49212,49079,132,60,30,16,17,12,14,16,14,14,1496063,1308554,1491621,1489747,1310424,1491669,1502517,1320254,1500949,1507386,930216,804554,926560,925296,805799,926575,933809,812310,932786,937057,299212,501080,699188,857299,947924,1056673,1145841,1180723,1244768,1297291,186043,309745,433108,531545,586395,654431,710306,730706,771122,804309,
SW_v2,50628182,30696307,19931875,25975810,16904345,113868510,183358022,496068,244,5855576,5989507,5995953,5997707,11999111,12001934,12002463,18009928,18006895,18009436,7964708,6816188,8334721,8282523,18909612,20245061,20271505,30837339,30836898,30859467,49338,50121,49247,49234,49958,49313,49095,49946,50058,49758,34,18,25,19,24,20,15,30,37,22,398085,1253935,1506788,1498084,3270141,3492449,3496831,5258790,5258738,5262466,341489,768168,936656,930855,2112549,2260654,2263576,3438490,3438477,3440961,398085,826010,1052936,1419602,2091671,2753558,3419807,4082690,4671453,5259998,341489,554829,682104,878560,1326687,1768019,2212260,2654240,3046848,3439309,
AFC_v2,26901838,16457114,10444724,9165102,5809038,83577610,121722224,497855,171,17596708,5991857,5995359,5996708,5996469,5997248,5996740,12007407,5997495,12001619,30388306,7071843,8228812,8252353,7113141,8247868,8295196,16709718,8278333,19136654,50035,50106,49338,49341,49990,49382,49304,50931,49260,50168,24,23,17,16,14,13,13,17,17,17,173974,1296450,1489120,1492993,1303280,1492267,1500149,2903623,1497379,3307879,199330,796494,924885,927474,801033,926989,932245,1868236,930394,2137644,34794,287125,527524,720617,837149,968172,1074567,1440378,1451778,1822998,39866,191191,337929,455838,524877,605299,670688,910197,914236,1158917,
LR_v2,81496523,49218784,32277739,51963055,34073539,167672261,297620939,493301,193,11603964,11999529,18007997,18009138,18009948,18008180,18007531,18009476,18006478,18010020,19378385,20289361,32329656,32267823,32176611,32234650,32309553,32205007,32212276,32217617,49639,49187,49029,49337,49544,49324,49042,49327,49459,49413,21,17,22,20,18,18,19,19,17,22,1775209,3499811,5507231,5496877,5481811,5491395,5503848,5486406,5487651,5488545,1255660,2265605,3604081,3597140,3587146,3593510,3601822,3590174,3590999,3591602,2662813,4362112,6510941,5491700,5474278,5496187,5510074,5477685,5488273,5488992,1883490,2770577,4273319,3593670,3582149,3596692,3605978,3584350,3591411,3591903,
AMBP_v2,21168278,13017274,8151004,6141501,3859817,71768968,102466713,495758,140,17801267,5992780,5996976,5996349,5998569,5995370,5996538,5998086,5995465,5997568,31815540,8249794,7323170,8346655,8411221,6752339,8313600,8283196,6726423,8244775,49383,49327,50093,49203,49075,50640,49148,49240,50182,49467,23,14,17,12,12,13,12,12,13,12,182736,1492612,1338324,1508757,1519505,1243274,1503212,1498174,1238932,1491748,205197,927249,824376,937975,945134,761083,934295,930923,758140,926632,32964,292403,451428,596603,703064,729995,796174,842916,829907,866047,37007,193549,287742,376009,440850,454406,495344,524213,513898,536799,
PIC_v2,83078452,50177609,32900843,13849928507,13839245567,167663128,297633707,493115,178,5577698,18006435,18009838,18009747,18010444,18009817,18010053,18009377,18010540,18009179,7468620,32235330,32273141,32208015,32221120,32275663,32254537,32234248,32269109,32193924,49177,49260,49182,49528,49481,49206,49209,49431,49253,49388,18,20,20,18,18,17,18,17,16,16,746558,5491485,5497784,5486897,5489114,5498190,5494651,5491271,5497093,5484566,553827,3593559,3597749,3590454,3591970,3598014,3595673,3593406,3597289,3588902,429146041,774411859,1050625773,1271594727,1448370334,1589792634,1702929767,1793438797,1865847185,1923771390,429107495,774001437,1049917429,1270648763,1447234134,1588503639,1701518775,1791930430,1864260531,1922122934,
EWMA,14354079,8866537,5487542,6042180,3739510,59968770,78153406,493699,142,5997974,5992748,5996833,5997551,5996160,5996333,5998892,5996939,5996129,5999211,7598436,7583627,8250389,7088276,8314736,8350996,7532194,7521104,8287687,7625961,49247,49801,49382,49119,49170,49093,49295,50112,49240,49240,22,16,13,14,13,12,14,13,12,13,1384167,1104891,1050267,735135,905163,849819,675468,678060,808703,674864,854987,682334,654019,448861,565117,529966,414807,417176,504630,415645,276833,442444,564008,598233,659619,697659,693220,690188,713891,706085,170997,273264,349415,369304,408466,432766,429174,426774,442345,437005,
SW,13844468,8552381,5292087,5992955,3704748,59946803,77482726,497272,129,5998694,5994317,5995490,5995497,5996105,5991710,5994398,5993359,5991217,5996016,8289505,6354134,8325280,8256115,7021266,7948542,8247450,6897444,7922358,8220632,49172,51352,49231,49191,49885,49582,49413,50254,49664,49528,14,14,12,12,14,13,12,13,12,13,1499217,72257,481180,809445,833681,988220,1037932,813157,983869,1033423,931629,36961,301900,504422,509741,612759,645847,496108,609853,642867,1104654,1024025,684218,454294,454294,454294,454294,454294,454294,454294,679874,633719,423497,281094,281094,281094,281094,281094,281094,281094,
AFC,13886128,8579144,5306984,5710709,3529390,59626905,77097336,496632,133,5656576,5991441,5996202,5998165,5997646,5996949,5997922,5997559,5997022,5997423,7643434,6662798,8252080,8223758,6649111,8203896,8260984,6691225,8252888,8257162,49219,50253,49362,49478,50424,49487,49392,50329,49404,49284,17,17,12,13,13,12,12,13,12,12,937461,1040906,1134821,974754,620326,876393,832234,536894,828770,796585,578952,635352,707754,607007,374343,547148,518971,322880,517874,496703,187492,358174,513503,605753,608667,662212,696216,664352,697235,717105,115790,219702,317312,375251,375070,409485,431382,409682,431320,444396,
AMBP,12690183,7858702,4831481,209893039,129923532,83651048,125077874,494532,145,5656205,5993283,5995938,5997399,5997836,5996720,5996453,5999309,18008662,18009243,7573406,6578588,8293186,8233660,6694352,8264579,8297544,6610848,32299698,32232013,49421,49768,49325,49433,49808,49407,49200,49915,49054,49201,17,14,12,12,13,12,12,13,20,20,662973,1081691,1177336,996423,639556,891907,839639,523059,523059,523059,407861,660121,734677,620590,386661,557145,523704,313574,313574,313574,132674,322477,493448,594043,603145,660897,696645,68796570,68796570,68796570,81652,197345,304811,367966,371705,408793,431775,42586495,42586495,42586495,
