budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA,15983765,10222747,5761018,6925471,3885915,1391254,1376526,1155595,1029338,957982,906974,867206,848736,850087,839049,682734,804479,670021,593571,550637,519365,494538,483203,484730,477740,278250,497905,629443,709422,759134,788702,804402,813268,820631,824314,136546,270132,350109,398801,429168,447207,456673,461979,466529,468771,
SW,15661558,9984422,5677136,7101551,4039540,1656465,303304,438306,861821,1128959,1118942,1119590,1124139,1112260,1120636,942130,175234,247099,490440,642492,635827,636269,639288,631388,636969,1353601,1207253,799358,534477,534477,534477,534477,534477,534477,534477,767176,687737,454821,304258,304258,304258,304258,304258,304258,304258,
AFC,15709310,10017325,5691985,6722031,3817147,993767,1454610,1200077,1058658,974147,907391,877202,861224,844796,845453,552442,829516,683524,603365,555571,516175,499129,490291,480437,481535,198753,449924,599954,691694,748184,780025,799460,811812,818408,823817,110488,254293,340139,392784,425341,443507,454631,461763,465497,468704,
AMBP,15541515,9908058,5633457,6624020,3766025,780201,1509976,1241063,1074872,969767,914560,879485,851699,844044,842391,438480,860782,707399,612146,551413,520216,500171,483648,479798,479404,156120,426891,589725,686754,743356,777596,797973,808718,815783,821104,87776,242377,335381,390734,422869,442338,453904,459852,463841,466953,
PIC,12518680,8001520,4517160,4284565300,4289094970,800152,800152,800152,800152,800152,800152,800152,800152,800152,800152,451716,451716,451716,451716,451716,451716,451716,451716,451716,451716,428456530,428456530,428456530,428456530,428456530,428456530,428456530,428456530,428456530,428456530,428909497,428909497,428909497,428909497,428909497,428909497,428909497,428909497,428909497,428909497,
