budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA,17918718,15570147,2348571,10526860,1562991,2047857,2042211,1807340,1568590,1489479,1361327,1378088,1325604,1264518,1285133,159179,359238,292726,264521,226720,227040,213875,198941,204292,202039,409571,736099,950347,1073995,1157091,1197938,1233968,1252295,1254739,1260817,31835,97315,136397,162021,174960,185376,191075,192648,194976,196388,
SW,16826482,14231060,2595422,11474077,2039434,2559173,466298,466298,482916,1305460,1814315,1752021,1821852,1776991,1785736,397258,74057,650976,126020,108529,110148,283962,283623,277916,282933,2081287,1856990,1856990,1169462,751558,751558,751558,751558,751558,751558,322535,287518,287518,283684,283684,114899,114899,114899,114899,114899,
AFC,17258441,14493181,2765260,9857270,1819123,1468874,2284738,1874091,1612819,1476755,1399210,1343017,331876,1301303,1400498,241508,350090,288483,242867,231978,218490,208462,736813,115149,131420,293774,691966,928391,1065276,1147571,1197898,1226921,1047912,1098590,1158971,48301,108658,144623,164271,177812,185947,190450,299722,262808,236531,
AMBP,17589974,15243162,2346812,10197747,1561514,1267139,2272312,1909670,1617081,1526613,1439703,1308008,1304332,1306095,1292209,142370,371686,292509,266243,236971,217569,208137,207021,203416,200890,253507,657268,907748,1049614,1145013,1203951,1224762,1240676,1253759,1261449,28554,97180,136245,162244,177189,185265,189839,193275,195303,196420,
PIC,13388400,11616400,1772000,4279865960,4292663680,1161640,1161640,1161640,1161640,1161640,1161640,1161640,1161640,1161640,1161640,177200,177200,177200,177200,177200,177200,177200,177200,177200,177200,427986596,427986596,427986596,427986596,427986596,427986596,427986596,427986596,427986596,427986596,429266368,429266368,429266368,429266368,429266368,429266368,429266368,429266368,429266368,429266368,
