budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
PIC,12556820,8024960,4531860,4284534830,4289075860,802496,802496,802496,802496,802496,802496,802496,802496,802496,802496,453186,453186,453186,453186,453186,453186,453186,453186,453186,453186,428453483,428453483,428453483,428453483,428453483,428453483,428453483,428453483,428453483,428453483,428907586,428907586,428907586,428907586,428907586,428907586,428907586,428907586,428907586,428907586,
EWMA,15455514,9906494,5549020,6698461,3733716,1385734,1220816,1197593,1040873,854646,904929,886002,692511,878693,844697,678657,700421,697958,601178,481689,517948,507003,379035,503717,481414,277146,465880,612222,697952,729290,764417,788734,769489,791329,802002,135731,248669,338526,391056,409182,430935,446148,432725,446923,453821,
SW,15143639,9674208,5469431,6621947,3719190,1650370,56701,539264,886207,979207,1145634,1144262,986691,1137834,1148038,937912,10883,314320,506594,542606,653519,652610,547582,648300,655105,1297929,1116841,748778,494057,494057,494057,494057,494057,494057,494057,729920,627370,421038,277266,277266,277266,277266,277266,277266,277266,
AFC,14810177,9478333,5331844,6332071,3556632,605403,1523190,1253671,917216,1003179,926422,748970,905061,867327,727894,293481,875134,719130,509026,574825,528739,413584,519440,495374,403111,121080,401502,571935,640991,713428,756026,754615,784704,801228,786562,58696,221983,321412,358934,402112,427437,424667,443621,453971,443799,
AMBP,14922855,9537771,5385084,163190692,92396648,837783,1477939,1007426,1092437,989214,816994,889978,882344,771828,771828,476792,839263,551552,623757,564308,455101,507101,504028,431591,431591,167636,429696,545242,654681,721587,740668,770530,792892,79183880,79183880,95438,244203,305672,369289,408292,417653,435542,449239,44835660,44835660,
PIC,24250990,15524380,8726610,4274785580,4283622690,1552438,1552438,1552438,1552438,1552438,1552438,1552438,1552438,1552438,1552438,872661,872661,872661,872661,872661,872661,872661,872661,872661,872661,427478558,427478558,427478558,427478558,427478558,427478558,427478558,427478558,427478558,427478558,428362269,428362269,428362269,428362269,428362269,428362269,428362269,428362269,428362269,428362269,
EWMA,9591741,6289856,3301885,4245739,2210369,729509,878167,761747,655396,579524,566395,544426,536436,519470,518786,267581,493087,425212,360147,313017,306416,293012,288435,277588,277390,145901,292354,386232,440064,467956,487643,498999,506486,509082,511022,53516,141430,198186,230578,247065,258935,265750,270287,271747,272875,
SW,9591665,6248041,3343624,4375915,2334199,1044605,208160,258863,508560,700298,700162,699362,694024,707345,726662,560304,116138,134737,268460,374421,374348,373808,370228,379168,392012,825993,769688,503876,325194,325194,325194,325194,325194,325194,325194,437181,414841,270393,173112,173112,173112,173112,173112,173112,173112,
AFC,9486936,6188709,3298227,4139086,2202037,559629,902986,761563,662526,589215,574896,553441,529528,518603,536322,280716,484366,409915,355774,314023,308796,297022,282669,276294,288652,111925,270137,368422,427242,459636,482688,496838,503376,506421,512401,56143,141787,195412,227484,244791,257592,265478,268916,270391,274043,
AMBP,9386760,6121440,3265320,4050797,2155071,372051,941655,759881,680667,618722,565952,543657,555611,543600,539644,179569,505290,405897,366180,332649,302175,290128,299819,292825,290788,74490,247923,350314,416384,456851,478671,491668,504456,512284,517756,35993,129852,185061,221284,243557,255280,262249,269763,274375,277657,
PIC,5491580,3706070,1785510,4290149390,4292646120,370607,370607,370607,370607,370607,370607,370607,370607,370607,370607,178551,178551,178551,178551,178551,178551,178551,178551,178551,178551,429014939,429014939,429014939,429014939,429014939,429014939,429014939,429014939,429014939,429014939,429264612,429264612,429264612,429264612,429264612,429264612,429264612,429264612,429264612,429264612,
EWMA,15904175,10174990,5729185,6899076,3868335,1394891,1373798,1155670,1017066,943259,898153,870597,857056,837695,826805,685201,802697,670042,585358,540792,513484,496819,488753,476465,469574,278978,497942,629487,707002,754253,783033,800545,811847,817016,818973,137040,270171,350145,397187,425908,443423,454102,461032,464118,465209,
SW,15608893,9952838,5656055,7077502,4023413,1653061,297062,443536,852936,1109399,1115670,1120582,1114010,1120445,1126137,939834,171065,250569,484513,629475,633651,636897,632571,636841,640639,1357090,1204280,797886,531178,531178,531178,531178,531178,531178,531178,769494,685753,453823,302049,302049,302049,302049,302049,302049,302049,
AFC,15667917,9994194,5673723,6705139,3804046,994845,1448078,1206655,1051362,959521,900544,871040,878743,844446,838960,553177,824787,687447,598186,545495,511304,494722,501709,479947,476949,198969,448790,600363,690562,744353,775591,794680,811492,818082,822257,110635,253465,340261,391846,422575,440320,451200,461301,465030,467413,
AMBP,15507601,9889550,5618051,6607694,3753078,792336,1493751,1227460,1058946,973666,905719,890130,869604,847424,830514,446288,849488,697964,601190,553715,514031,507019,495364,481771,471221,158547,425587,585961,680558,739179,772487,796015,810732,818070,820558,89337,241367,332686,386386,419851,438687,452353,460955,465118,466338,
PIC,12533760,8012140,4521620,4284551500,4289089170,801214,801214,801214,801214,801214,801214,801214,801214,801214,801214,452162,452162,452162,452162,452162,452162,452162,452162,452162,452162,428455150,428455150,428455150,428455150,428455150,428455150,428455150,428455150,428455150,428455150,428908917,428908917,428908917,428908917,428908917,428908917,428908917,428908917,428908917,428908917,
EWMA,15907241,10176872,5730369,6896607,3866605,1382551,1382075,1154780,1023463,941809,901227,863980,847855,847318,831814,676871,808183,669441,589654,539844,515552,492358,482647,482911,472908,276510,497623,629054,707935,754709,784012,800005,809575,817123,820061,135374,269935,349836,397799,426208,444076,453732,459515,464194,465936,
SW,15300768,9767987,5532781,6971696,3953090,1643364,225585,487656,863354,1027507,1136688,1111966,1025103,1134200,1112564,933340,123479,280034,491432,574888,647622,631161,573274,645992,631559,1332849,1174588,785535,525532,525532,525532,525532,525532,525532,525532,753312,665955,445618,298315,298315,298315,298315,298315,298315,298315,
AFC,13896829,8929701,4967128,6075841,3386490,684870,1515550,1226708,659843,1068044,957961,490600,971957,894368,459800,346535,870194,701256,337599,618134,549882,241438,564102,513491,224497,136974,412689,575492,592362,687498,741590,691392,747505,776877,713462,69307,229484,323838,326590,384898,417894,382603,418902,437819,395155,
AMBP,12596179,8154177,4442002,356956273,200946877,925018,1458669,848169,1143728,1001148,555489,555489,555489,555489,555489,535017,826567,445538,658049,572311,280904,280904,280904,280904,280904,185083,439800,521473,645924,716968,70889405,70889405,70889405,70889405,70889405,107083,250979,289890,363521,405279,39906025,39906025,39906025,39906025,39906025,
PIC,25945020,16540190,9404830,4273465030,4282741000,1654019,1654019,1654019,1654019,1654019,1654019,1654019,1654019,1654019,1654019,940483,940483,940483,940483,940483,940483,940483,940483,940483,940483,427346503,427346503,427346503,427346503,427346503,427346503,427346503,427346503,427346503,427346503,428274100,428274100,428274100,428274100,428274100,428274100,428274100,428274100,428274100,428274100,
EWMA,15676990,10038745,5638245,6810219,3808980,1338260,1372802,1161969,1003057,943853,889852,837890,853153,838063,799846,647254,802041,674260,576055,541191,507957,475018,486152,476723,451594,267652,488682,623339,699282,748196,776527,788799,801669,808947,807126,129450,263968,346026,392031,421863,439081,446268,454244,458739,457310,
SW,15358384,9802583,5555801,6970056,3951843,1612496,301914,448053,815090,1112372,1124152,1075057,1121123,1114283,1078043,912817,174299,253611,459274,631456,639301,606536,637257,632686,608564,1340621,1190145,787488,521686,521686,521686,521686,521686,521686,521686,758512,676326,446909,295728,295728,295728,295728,295728,295728,295728,
AFC,15509893,9897694,5612199,6643373,3764697,1001625,1440210,1172755,1057755,952630,874625,876291,860260,812888,848655,557680,819941,665277,602813,541198,494309,498510,489651,459164,483656,200325,448302,593192,686104,739409,766452,788419,802787,804807,813576,111536,253217,335629,389065,419491,434454,447265,455742,456426,461872,
AMBP,15407562,9827696,5579866,6559376,3722936,776356,1474944,1222203,1059523,960912,918978,873896,862161,845574,833149,435919,837408,694826,601930,545515,523146,496468,490664,480805,473185,155351,419269,579855,675788,732812,770045,790815,805084,813182,817175,87263,237292,328798,383424,415842,437302,449135,457440,462113,464327,
PIC,12606480,8054380,4552100,4284496580,4289049550,805438,805438,805438,805438,805438,805438,805438,805438,805438,805438,455210,455210,455210,455210,455210,455210,455210,455210,455210,455210,428449658,428449658,428449658,428449658,428449658,428449658,428449658,428449658,428449658,428449658,428904955,428904955,428904955,428904955,428904955,428904955,428904955,428904955,428904955,428904955,
EWMA,15983765,10222747,5761018,6925471,3885915,1391254,1376526,1155595,1029338,957982,906974,867206,848736,850087,839049,682734,804479,670021,593571,550637,519365,494538,483203,484730,477740,278250,497905,629443,709422,759134,788702,804402,813268,820631,824314,136546,270132,350109,398801,429168,447207,456673,461979,466529,468771,
SW,15661558,9984422,5677136,7101551,4039540,1656465,303304,438306,861821,1128959,1118942,1119590,1124139,1112260,1120636,942130,175234,247099,490440,642492,635827,636269,639288,631388,636969,1353601,1207253,799358,534477,534477,534477,534477,534477,534477,534477,767176,687737,454821,304258,304258,304258,304258,304258,304258,304258,
AFC,15709310,10017325,5691985,6722031,3817147,993767,1454610,1200077,1058658,974147,907391,877202,861224,844796,845453,552442,829516,683524,603365,555571,516175,499129,490291,480437,481535,198753,449924,599954,691694,748184,780025,799460,811812,818408,823817,110488,254293,340139,392784,425341,443507,454631,461763,465497,468704,
AMBP,15541515,9908058,5633457,6624020,3766025,780201,1509976,1241063,1074872,969767,914560,879485,851699,844044,842391,438480,860782,707399,612146,551413,520216,500171,483648,479798,479404,156120,426891,589725,686754,743356,777596,797973,808718,815783,821104,87776,242377,335381,390734,422869,442338,453904,459852,463841,466953,
PIC,12518680,8001520,4517160,4284565300,4289094970,800152,800152,800152,800152,800152,800152,800152,800152,800152,800152,451716,451716,451716,451716,451716,451716,451716,451716,451716,451716,428456530,428456530,428456530,428456530,428456530,428456530,428456530,428456530,428456530,428456530,428909497,428909497,428909497,428909497,428909497,428909497,428909497,428909497,428909497,428909497,
EWMA,15879893,10160491,5719402,6892588,3863886,1393025,1381135,1163266,1018023,932660,894307,867880,847129,830723,832343,683798,807587,675112,586026,533702,510943,494991,482155,471831,473257,278605,499111,631942,709158,753858,781947,799133,808732,813130,816972,136759,270924,351761,398614,425631,442693,453152,458952,461527,463873,
SW,15638308,9970447,5667861,7072033,4019822,1653651,298368,443865,851392,1123405,1115852,1119884,1110834,1124926,1128270,940275,171907,250811,483494,638815,633773,636469,630438,639826,642053,1352958,1201991,798628,531208,531208,531208,531208,531208,531208,531208,766766,684228,454331,302071,302071,302071,302071,302071,302071,302071,
AFC,15673957,9996074,5677883,6701091,3803233,991451,1445379,1206625,1055365,961724,900271,870361,860994,855054,848850,550922,823396,687847,601195,547304,511414,494574,490128,487287,483816,198290,447707,599490,690665,744876,775955,794836,808067,817464,823741,110184,252826,339830,392103,423143,440797,451552,459267,464871,468660,
AMBP,15515447,9893068,5622379,6610144,3756129,792996,1493511,1211602,1067938,981460,912368,889970,859194,859270,824759,447025,849754,687770,607298,559035,518587,507029,488546,489807,467528,158679,425645,582836,679856,740176,774614,797685,809986,819842,820825,89485,241538,330784,386086,420675,440257,453611,460598,466439,466656,
PIC,12536860,8013360,4523500,4284549910,4289086730,801336,801336,801336,801336,801336,801336,801336,801336,801336,801336,452350,452350,452350,452350,452350,452350,452350,452350,452350,452350,428454991,428454991,428454991,428454991,428454991,428454991,428454991,428454991,428454991,428454991,428908673,428908673,428908673,428908673,428908673,428908673,428908673,428908673,428908673,428908673,
EWMA,15920229,10186534,5733695,6898593,3865850,1382758,1368052,1157132,1027130,933316,907310,875953,859176,843270,832437,676686,798367,670654,591773,533893,519325,500095,489930,479924,473048,276551,494851,627307,707271,752480,783446,801947,813392,819367,821981,135337,267943,348485,397142,424492,443458,454785,461814,465436,466958,
SW,15599939,9949336,5650603,7065095,4013062,1635571,307801,448603,840422,1125816,1117553,1109787,1121072,1134417,1108294,927686,178160,253836,475895,640067,634545,629366,636894,645786,628368,1342403,1199442,797325,532275,532275,532275,532275,532275,532275,532275,759274,682151,453227,302630,302630,302630,302630,302630,302630,302630,
AFC,15627071,9969863,5657208,6699093,3799749,994535,1460232,1182451,1066028,965030,892178,886386,860113,831595,831315,552591,832850,671383,608004,549181,505729,504970,489286,471382,471832,198907,451172,597427,691147,745923,775174,797416,809955,814283,817689,110518,254984,338263,392211,423605,440029,453017,460270,462492,464360,
AMBP,15533051,9902890,5630161,6614065,3759383,808642,1481075,1233402,1066329,963405,912861,890035,847841,854818,844482,457169,841440,702274,606616,547247,519132,507295,481150,486986,480852,161808,425661,587209,683033,739107,773857,797092,807241,816756,822301,91513,241498,333653,388245,420045,439862,453348,458908,464523,467788,
PIC,12513560,7998350,4515210,4284569420,4289097510,799835,799835,799835,799835,799835,799835,799835,799835,799835,799835,451521,451521,451521,451521,451521,451521,451521,451521,451521,451521,428456942,428456942,428456942,428456942,428456942,428456942,428456942,428456942,428456942,428456942,428909751,428909751,428909751,428909751,428909751,428909751,428909751,428909751,428909751,428909751,
EWMA,15965895,10212848,5753047,6920423,3881685,1385556,1375787,1163311,1024737,955495,900997,868333,857413,852778,828441,678977,803881,674912,590298,548805,515244,495140,488873,486385,470532,277111,496846,630139,709058,758345,786875,803166,814015,821767,823101,135795,269412,350512,398469,428536,445877,455729,462357,467162,467836,
SW,15706628,10012405,5694223,7123574,4053258,1662669,298715,454438,855313,1120437,1116077,1126541,1129071,1130740,1118404,946010,172157,257803,485972,636627,633720,640733,642400,643519,635282,1357769,1207446,805274,536155,536155,536155,536155,536155,536155,536155,769738,687686,458657,305311,305311,305311,305311,305311,305311,305311,
AFC,15714535,10020463,5694072,6719583,3815467,976729,1456045,1215935,1058790,966188,908934,881960,857035,848281,850566,540903,830506,694121,603529,550281,517188,502280,487524,482781,484959,195345,447485,601175,692698,747396,779703,800154,811530,818880,825217,108180,252645,340940,393457,424821,443294,455091,461577,465817,469645,
