budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,28901457,24952020,3949437,15920240,2536466,59983444,56491377,804245,27308,6027369,5988311,5996026,5995775,5995290,5995695,5996225,5994875,5996664,5997214,5159969,5437838,5569407,5831724,5656732,5766019,5736147,5709604,5767114,5856823,72136,78789,81966,78029,83629,80680,80964,84220,83341,80491,5826,4235,2918,2629,2151,2158,1907,1939,1872,1673,2273367,2413844,2463737,2582556,2497787,2546361,2530397,2518178,2542659,2583134,406358,384961,388033,401187,390090,397471,385329,400153,396749,399106,454673,846507,1169953,1452473,1661535,1838500,1976879,2085138,2176642,2257940,81271,142009,191213,233207,264583,291160,309993,328025,341769,353236,
SW_v2,26419228,22060564,4358664,20277341,4254990,59751792,59180516,775706,24159,5793045,5992283,5995787,5995554,5994883,5996530,5996110,5995811,5996123,5995666,5521761,5740199,5761594,5789721,8294064,5281481,5553547,5766352,5643725,5828072,80674,83729,83354,83460,49453,72878,82435,77921,84285,77517,1486,1563,1537,1519,139,5775,4289,3048,2476,2327,415656,2526561,2535463,2547745,1602937,2333428,2468630,2557106,2493987,2579051,271426,396909,395462,395077,910387,412463,391858,391196,399732,394154,415656,1471109,1825893,2536590,2228715,2161370,2134998,2453055,2506574,2543381,271426,334168,354599,395816,566975,572642,571569,398506,394262,395027,
AFC_v2,30438792,25799819,4638973,17108292,2993809,65873022,66499869,850523,25392,11907873,5994347,5996296,5996011,5996091,5996025,5997112,5996968,5996150,5996149,13382253,5821063,5722685,5748918,5747960,5766690,5748868,7682553,5300552,5578327,136787,82706,83550,83809,83467,83703,83528,56500,74245,82228,5205,1884,1687,1565,1539,1540,1500,523,5692,4257,3879068,2570508,2520099,2531308,2529452,2537800,2528510,1881072,2341966,2480036,692523,392180,394617,397256,394734,395028,393659,772597,413710,392669,775813,1134752,1411821,1635718,1814464,1959131,2073006,2034620,2096089,2172878,138504,189239,230314,263702,289908,310932,327477,416501,415943,411289,
LR_v2,74964111,64339352,10624759,65511515,4305799065,131677579,156337861,1371634,62151,5639249,5992361,12002864,18009414,18008713,18008792,18008657,18008411,12001967,5997151,5220749,5789476,13477212,21254803,24444124,20581746,21294138,21327963,17642704,5304946,77317,77859,135241,197468,154717,181305,192595,197420,83710,74002,2792,2613,5576,7487,4765,16121,8633,6782,1652,5730,373982,2563632,6223084,9909649,8748369,9664733,9943159,9931770,4636649,2344325,207097,394877,842828,1281383,1922280,1299521,1286941,1286538,1689272,414022,560973,3658457,8052810,11752931,8167729,10122915,10082372,9926076,1989089,1198163,310645,488767,1066803,1500660,2242728,988142,1280651,1286337,1890639,4294743693,
AMBP_v2,28649794,24242652,4407142,11567314,2193342,59738135,57045719,814522,22981,5775558,5992624,5996728,5996663,5996548,5995928,5995106,5995846,5996009,5997125,5331234,5663146,5776630,5719526,5716496,5837513,5704728,5708948,5773083,5814415,78812,80749,79430,82250,83899,78391,83719,84337,82080,80855,4208,2938,2610,2163,2138,2001,1874,1855,1640,1554,1413558,2508381,2556667,2526805,2523395,2577449,2516547,2515437,2542935,2561478,852295,391590,399667,390057,398933,397585,388984,395934,395630,396467,254511,634756,917224,1115226,1257173,1369105,1438733,1488665,1529567,1562354,153485,180995,202256,215834,227207,235153,239327,243583,246592,248910,
PIC_v2,97772901,81099169,16673732,13869600388,13828893553,167887576,218376476,1509590,70886,5793944,18006069,18010425,18011222,18011831,18010226,18011085,18011508,18011518,18009748,5506155,27117402,20599520,21265249,21335430,29647165,20617410,21257284,21348758,29682103,81757,119021,181386,192892,197258,83534,180741,192553,196861,83587,1477,3125,16100,8623,6775,1655,16094,8610,6787,1640,1103425,7631812,9673028,9929837,9935100,6639094,9681630,9925926,9941782,6637535,375515,2498741,1299994,1286308,1286652,3023542,1300542,1286003,1287608,3028827,429217414,774897023,1051848953,1273461859,1450753236,1591927137,1705474765,1796361726,1869074466,1926583809,429071832,773753943,1049259882,1269661896,1445983576,1587388298,1700167476,1790387911,1862564580,1920654159,
EWMA,18214000,15588979,2625021,10757718,1712593,59958433,58482027,811983,17246,5993029,5994390,5996550,5995972,5996443,5994645,5996939,5997239,5996820,5996406,5837353,5692204,5725410,5840488,5766839,5733233,5740196,5749591,5789233,6607480,77857,83587,82796,79490,83634,83940,83581,83642,82967,70489,2276,1984,1987,1907,1819,1581,1532,1537,1518,1105,2580782,1997000,1712568,1585345,1432810,1349682,1315869,1298492,1303187,1013244,399143,311295,269527,242954,215409,218366,206256,202381,201690,358000,516156,812324,992372,1110966,1175334,1210203,1231336,1244767,1256451,1207809,79828,126121,154802,172432,181027,188494,192046,194113,195628,228102,
SW,17709642,15336054,2373588,10854945,1707627,59941938,57491372,819934,20329,5995897,5995232,5995308,5994640,5994220,5994422,5993891,5992949,5993471,5991908,5760782,5645370,5831298,5680049,5776393,5802469,5691681,5757181,5750962,5795187,77948,83977,77640,83850,81911,80170,83793,83553,83324,83768,3052,2478,2332,1996,2005,1927,1798,1639,1537,1565,2554329,444312,757487,1253641,1730732,1743882,1688221,1717374,1712681,1733395,390860,77295,108169,202935,267946,261849,263946,267769,265666,267153,2050335,1823207,1252043,818480,818480,818480,818480,818480,818480,818480,322496,286761,192108,129466,129466,129466,129466,129466,129466,129466,
AFC,17702216,15292149,2410067,10227309,1621843,59781839,56828723,802046,26714,5819683,5991900,5996594,5995797,5995601,5996829,5996804,5996056,5996125,5996450,5596752,5811754,5299695,5579627,5773848,5627844,5829038,5690154,5781023,5838988,77879,83099,73566,81981,77868,83833,78126,83830,82969,78895,1476,1501,5664,4262,3199,2342,2323,2010,2005,1932,1637514,2200023,1639610,1591122,1532362,1354420,1402770,1291425,1316689,1326214,253147,347673,303653,243941,226031,217154,210750,200792,205083,201843,327502,702006,889526,1029845,1130348,1175162,1220683,1234831,1251202,1266204,50629,110037,148760,167796,179443,186985,191738,193548,195855,197052,
AMBP,13990576,11379035,2611541,464275912,86445950,83445953,89750747,1001757,35951,5456355,5991190,5995439,5995716,5996377,5995645,5997413,5996587,18009848,18011383,5050189,5771415,5754967,5801283,5766239,5786398,8269930,5280400,21005874,21264052,77340,83512,83710,83707,83144,83271,49372,73300,189644,194757,1603,1645,1541,1566,1526,1505,121,5727,12637,8080,936658,2356688,1912374,1675703,1498937,1415251,395856,395856,395856,395856,157465,356895,299230,261308,233807,218325,727310,119067,119067,119067,187411,621266,879487,1038730,1130771,1187667,114807645,114807645,114807645,114807645,31573,96637,137155,161985,176349,184744,293257,28454750,28454750,28454750,
