budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,33195791,19914595,13281196,12803738,8539081,59962124,119406885,115,248,6024034,5982386,5993306,5994891,5993230,5994617,5995211,5994215,5994804,5995430,11959734,11914655,11939728,11942325,11937684,11942790,11942987,11940156,11943304,11943522,77,5,5,4,4,4,4,4,4,4,116,43,20,12,8,10,9,9,10,11,1995311,1987130,1991233,1991625,1990878,1991716,1991765,1991271,1991812,1991854,1331297,1325168,1327911,1328165,1327652,1328237,1328255,1327907,1328292,1328312,399062,716675,971586,1175593,1338650,1469263,1573763,1657264,1724173,1777709,266259,478040,648014,784044,892765,979859,1049538,1105211,1149827,1185524,
SW_v2,40442406,24212761,16229645,20802597,14025133,77459373,154354220,44,158,5496618,5989080,5994301,5994909,5994223,5995285,5997186,11997952,11999709,12000110,10941903,11928600,11941515,11941521,11940357,11944239,11945091,23920265,23924861,23925868,14,4,4,3,3,3,3,4,3,3,31,14,21,18,14,9,10,16,14,11,297319,1989386,1991552,1991553,1991319,1991965,1992098,3988628,3989396,3989545,281615,1326673,1328110,1328115,1327963,1328393,1328473,2659731,2660234,2660338,297319,1143353,1426086,1990830,1991475,1991612,1991794,2657564,3323374,3989190,281615,804144,978799,1327633,1328063,1328157,1328276,1772199,2216146,2660101,
AFC_v2,33621314,20120434,13500880,12987116,8734929,71799708,143072669,47,119,17849392,5991737,5994719,5994691,5995081,5994802,5994728,5995009,5994796,5994753,35594123,11935866,11942292,11943141,11942802,11942784,11943169,11942444,11942859,11943189,15,3,4,4,4,4,4,3,3,3,35,19,13,7,7,7,7,8,8,8,2195921,1990613,1991660,1991780,1991737,1991728,1991791,1991664,1991747,1991793,1547488,1327489,1328190,1328263,1328242,1328232,1328270,1328187,1328244,1328275,439184,749469,997907,1196681,1355692,1482899,1584677,1666074,1731208,1783325,309497,513095,676114,806543,910882,994352,1061135,1114545,1157284,1191482,
LR_v2,80582744,48296857,32285887,51290781,34282257,149860964,298844000,40,165,5818883,5992098,12000229,18006515,18007360,18007592,18007869,18008247,18005443,18006728,11588252,11935398,23927181,35910857,35914584,35915221,35915129,35915382,35910669,35911327,14,4,5,3,2,2,2,3,2,3,15,9,15,31,20,16,16,16,12,15,399422,1990491,3989797,5987801,5988381,5988468,5988426,5988511,5987710,5987850,347457,1327398,2660508,3992704,3993081,3993132,3993076,3993160,3992626,3992745,599133,2786025,4989450,6986803,5988671,5988511,5988405,5988553,5987310,5987920,521185,1817368,3327063,4658802,3993269,3993157,3993048,3993202,3992359,3992804,
AMBP_v2,30055271,17980958,12074313,8436991,5678033,71380664,142227572,43,122,17431872,5991851,5993606,5994813,5995260,5994472,5994769,5995238,5994029,5994754,34757819,11935984,11937416,11943252,11943357,11940390,11943153,11943446,11939479,11943276,14,4,4,3,3,3,3,3,3,3,36,14,9,9,11,9,9,8,9,8,57867,1990634,1990842,1991818,1991836,1991332,1991789,1991845,1991184,1991811,121936,1327513,1327634,1328293,1328292,1327948,1328263,1328304,1327858,1328272,10487,365864,621773,806203,938996,1034516,1103373,1152960,1188543,1214276,22020,254806,422433,543244,630227,692793,737898,770381,793688,810543,
PIC_v2,91518237,54856908,36661329,13852864528,13841604600,167864180,334778327,35,153,5797343,18004948,18007442,18007441,18007788,18007857,18007608,18008168,18007729,18007856,11545418,35909145,35915194,35915309,35915870,35915797,35915718,35914760,35915424,35915692,14,4,3,2,2,2,2,2,2,2,13,20,19,17,16,13,14,15,13,13,961324,5987485,5988474,5988490,5988579,5988556,5988548,5988411,5988496,5988545,723627,3992471,3993124,3993130,3993212,3993185,3993156,3993092,3993151,3993181,429188994,774545421,1050830761,1271859036,1448681674,1590139780,1703306263,1793839422,1866265966,1924207211,429141455,774108387,1050082064,1270861006,1447484176,1588782707,1701821526,1792252568,1864597414,1922473297,
EWMA,20721889,12431596,8290293,8472334,5649968,59944606,119408199,33,106,5991789,5992492,5994683,5995255,5993725,5994791,5995691,5993736,5994881,5997563,11935729,11935509,11943001,11943226,11939020,11943348,11943397,11938283,11943399,11943287,4,4,4,3,3,3,3,3,3,3,18,14,10,9,10,9,9,9,9,9,1990584,1592437,1354793,1211272,1124417,1073583,1042536,1023034,1012867,1006073,1327482,1061966,903478,807765,749828,715937,695236,682219,675460,670922,398116,636980,780542,866688,918233,949303,967949,978966,985746,989811,265496,424790,520527,577974,612344,633062,645496,652840,657364,660075,
SW,20022190,12011807,8010383,8536471,5692655,59926526,119367346,33,89,5994258,5993193,5993761,5993190,5992980,5991905,5992031,5991679,5991932,5991597,11942103,11939787,11932219,11940013,11939511,11928909,11937527,11936892,11933522,11936863,4,4,4,3,3,3,3,3,3,3,8,9,10,9,9,9,8,9,9,9,1991618,344432,548949,1029608,1350193,1348419,1349872,1349764,1349201,1349751,1328157,229593,366101,686638,900429,899222,900217,900135,899760,900131,1646808,1441025,961666,640996,640996,640996,640996,640996,640996,640996,1098318,960945,641284,427444,427444,427444,427444,427444,427444,427444,
AFC,20070311,12040622,8029689,8087482,5393438,59544363,118604636,43,108,5593143,5991555,5994914,5994894,5994920,5995613,5994896,5994921,5994565,5994942,11125943,11936496,11941635,11943364,11943496,11942197,11943418,11943469,11941084,11943534,14,4,4,3,3,3,3,3,3,3,26,12,9,9,9,8,9,9,9,8,1215249,1747651,1447565,1267144,1158669,1093362,1054555,1031106,1016636,1008685,810673,1165399,965302,845011,772670,729126,703250,687622,677970,672666,243049,543969,724688,833179,898277,937294,960746,974818,983181,988281,162134,362787,483290,555634,599041,625058,640696,650081,655658,659059,
AMBP,19733139,11838393,7894746,7888996,5261140,59386031,118289116,43,109,5439052,5989996,5994530,5994720,5994709,5994171,5994668,5994777,5994634,5994774,10817904,11933214,11941349,11943010,11943058,11940211,11943073,11943181,11940922,11943194,14,4,4,3,3,3,3,3,3,3,25,13,10,8,9,9,9,9,9,8,816615,1826749,1495431,1295835,1175865,1103391,1060777,1034840,1018889,1010001,544826,1218144,997214,864127,784142,735795,707399,690104,679459,673536,163403,496072,695943,815921,887909,931005,956959,972535,981805,987444,109045,330864,464134,544132,592134,620866,638172,648558,654738,658497,
