budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,27205975,16729723,10476252,9725798,6048655,72003952,93297938,498746,338,6025922,5986205,5995148,5995918,6001052,5996011,5997618,12004128,5997414,12004536,8314999,4744501,8336296,8392440,4796192,8414189,8346318,16840056,8374669,16738278,49187,51108,48995,49023,51117,48985,49034,50901,49037,51359,134,59,31,16,19,13,12,21,14,19,1504270,908838,1507068,1516353,917374,1520030,1508674,2925341,1513414,2908361,935708,538167,936858,943060,543843,945488,937911,1882714,941090,1871413,300854,422450,639373,814769,835290,972238,1079525,1448688,1461633,1750978,187141,257346,393248,503210,511336,598166,666115,909434,915765,1106894,
SW_v2,71778546,43385985,28392561,40027506,26273257,149638822,262201972,490312,251,11598451,11998838,12001774,12001839,12001065,18006989,18007051,18007001,18008510,18007304,19553755,20263274,20343698,20245576,20343840,32283557,32293688,32274018,32254987,32345579,49079,49015,48990,49044,49016,49024,49011,49026,49035,49072,38,19,18,26,22,28,39,22,20,19,1876530,3495515,3508894,3492561,3508938,5499594,5501333,5497988,5494746,5509886,1327247,2262701,2271641,2260758,2271672,3598957,3600140,3597897,3595718,3605830,1876530,2686023,2960313,3498990,3503464,4167031,4836622,5499638,5498022,5500873,1327247,1794974,1953863,2265033,2268024,2710462,3156923,3598998,3597918,3599815,
AFC_v2,21247164,13064565,8182599,8076480,5083166,71770134,102820534,494606,150,17801450,5994878,5994934,5996996,5998695,5995824,5996467,5998231,5996345,5996314,31871039,8276115,6944588,8358004,8362216,6965729,8304598,8365071,7000332,8372842,49135,49038,50398,49046,49018,50402,49182,49012,50315,49060,24,17,15,14,13,14,13,13,14,13,180103,1497025,1275342,1510632,1511347,1278860,1501721,1511813,1284621,1513101,203460,930175,782442,939224,939682,784788,933305,940024,788617,940882,36020,328221,517645,716242,875263,955982,1065129,1154465,1180496,1247017,40692,218588,331358,452931,550281,597182,664406,719529,733346,774853,
LR_v2,72618492,43892326,28726166,46642548,30525930,149473650,262218978,490385,194,5419702,5992626,12001312,18007551,18009342,18009211,18007996,18007336,18009298,18009276,7207476,8349664,20343805,32319420,32341130,32342675,32349544,32356260,32319818,32289186,48992,49084,49049,49064,49070,49030,49018,49001,49049,49028,24,19,20,24,19,18,18,19,17,16,321951,1509301,3508925,5505531,5509110,5509330,5510525,5511677,5505529,5500447,286639,938392,2271670,3602930,3605313,3605466,3606275,3607037,3602912,3599532,482926,2102976,4508737,6503834,5510899,5509440,5511122,5512253,5502455,5497906,429958,1264268,2938309,4268560,3606504,3605542,3606679,3607418,3600850,3597842,
AMBP_v2,21238147,13059167,8178980,6137286,3857034,71645602,102770706,494487,142,17676507,5994172,5995783,5997390,5999060,5996486,5996305,5998727,5995005,5996167,31643544,8327937,6972368,8377114,8345404,7001513,8350993,8386009,6996188,8369636,49024,49008,50522,48983,49002,50415,49006,48991,50491,49045,25,17,13,13,12,12,13,12,12,13,145192,1505640,1279935,1513831,1508522,1284824,1509457,1515289,1283908,1512569,180182,935905,785515,941357,937815,788749,938438,942341,788166,940512,26206,289882,439102,588642,695356,731924,798687,847806,841523,878158,32504,191865,279535,370709,435717,455690,497015,527472,521649,544878,
PIC_v2,83244816,50277347,32967469,13849988421,13839285576,167659483,298304339,490358,175,5576692,18006206,18009678,18009923,18009353,18009847,18009408,18009146,18009057,18010173,7487527,32290846,32328363,32310350,32344021,32317756,32355598,32277385,32311481,32281012,49040,49044,49098,49041,48999,48994,49040,49029,49018,49055,15,20,19,18,17,17,18,17,17,17,737605,5500721,5506988,5503969,5509587,5505218,5511517,5498481,5504169,5499092,547826,3599723,3603901,3601894,3605627,3602710,3606896,3598236,3602019,3598637,429144250,774412273,1050627945,1271599879,1448378550,1589800613,1702939523,1793448044,1865855998,1923781346,429106294,774001709,1049918877,1270652210,1447239623,1588508970,1701525284,1791936604,1864266416,1922129589,
EWMA,14151654,8745023,5406631,6006747,3715931,59967928,77339452,491686,138,5994819,5994113,5995369,5998227,5997493,5996646,5997097,5996874,5996881,6000409,6779005,8263489,8368498,6857076,8396378,8373430,6791714,8333085,8405110,6771667,49336,49082,49061,49219,49109,48976,49414,49022,49044,49423,24,15,13,12,13,12,12,13,12,12,1247717,1245351,1063664,689001,921869,852698,550872,837163,815591,521097,764046,775958,662948,418140,576234,531888,331802,523209,509215,313191,249543,448704,571696,595157,660499,698938,669324,702891,725431,684564,152809,277438,354540,367260,409054,433620,413256,435246,450039,422669,
SW,15345995,9591999,5753996,7590862,5370245,71971153,93633272,498073,133,5997114,12002151,5996271,12004044,5995804,5996095,5994958,5994746,5996529,5993441,8319628,16854001,8288333,16946362,8304049,4930155,8347679,8342287,4960582,8340196,49039,50908,49079,50748,49037,51143,49075,49018,50994,49032,15,16,13,15,12,13,13,12,12,12,1504212,1846860,418248,1862226,420857,39247,734790,1109712,546467,1109380,934981,1220310,267527,1230538,269271,269271,348979,348377,239892,624850,1080779,1080779,1080779,1080779,900444,774110,398298,398298,398298,398298,663967,663967,663967,663967,589112,589112,589112,322209,312416,312416,
AFC,14640299,9052482,5587817,6096545,3752432,59644367,81788486,491203,130,5677280,5994120,5993367,5997240,5998748,5995379,5997389,5997738,5995290,5997816,7680986,8388529,8011443,8321263,8311189,8007966,8369980,8391003,8026625,8279502,49038,49037,49495,49024,49090,49304,48975,49016,49223,49001,15,13,13,13,12,14,12,13,13,12,999704,1315793,1029906,960038,875234,775327,815872,795528,719975,765105,551806,832265,646107,602132,547184,481554,509139,495887,445789,475954,199940,423110,544469,627582,677112,696755,720578,735568,732450,738981,110361,254741,333014,386837,418906,431435,446975,456757,454564,458842,
AMBP,14534794,8964800,5569994,5981151,3715648,59626092,82574495,490574,126,5660414,5992176,5995878,5996706,5997192,5996447,5996714,5997082,5996528,5996955,7672980,8279103,8375836,8306389,8343928,8327539,8313251,8314602,8313127,8327740,49026,49027,49024,49121,49073,49024,49077,49008,49093,49101,16,14,12,12,12,12,12,12,12,12,657686,1365866,1135119,972225,889997,832942,798498,779942,768404,764121,404487,849486,706539,604450,553539,517842,496278,484754,477592,475027,131617,378466,529796,618281,672624,704687,723449,734747,741478,746006,80977,234678,329050,384130,418011,437977,449637,456660,460846,463682,
PIC,10534970,6525710,4009260,4286483860,4289755240,167755322,290054673,490635,186,5661369,18007536,18011046,18010570,18010271,18009866,18011373,18010341,18011960,18010990,7684417,31382356,31340938,31414109,31398808,31389278,31376565,31315461,31426686,31326055,49038,49050,49189,49051,49057,49037,49021,49018,49141,49033,17,20,20,19,18,18,17,19,19,19,652571,652571,652571,652571,652571,652571,652571,652571,652571,652571,400926,400926,400926,400926,400926,400926,400926,400926,400926,400926,428648386,428648386,428648386,428648386,428648386,428648386,428648386,428648386,428648386,428648386,428975524,428975524,428975524,428975524,428975524,428975524,428975524,428975524,428975524,428975524,
