budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,40441513,35548953,4892560,23098405,3023811,59966644,78229042,511092,42212,6024281,5984229,5993837,5994777,5994197,5994835,5995677,5994173,5994844,5995794,7218471,7589020,7632916,7801088,7679828,7731692,7762810,7747070,9849217,7216930,45974,51050,57693,52005,57097,58151,57701,57007,28902,45512,8915,5070,3718,3430,3050,2863,2525,2497,1338,8806,3473087,3633672,3643005,3715942,3655836,3676449,3686232,3677403,2913743,3473584,459359,448347,441012,447951,435700,447443,444405,442267,867856,458220,694617,1282428,1754543,2146822,2448624,2694189,2892597,3049558,3022395,3112632,91871,163166,218735,264578,298802,328530,351705,369817,469424,467183,
SW_v2,53879760,47495987,6383773,41254171,5744507,83707395,109043168,741889,51319,5740188,5990745,5994179,5993080,5994232,5994211,12000587,11999930,11999633,12000610,7246321,7684705,7735592,7651920,7781465,7780167,17436957,14822084,15446575,15457382,50433,54464,55310,57369,56438,57741,87688,97628,110932,113886,4726,3939,3308,3145,2863,2538,3931,13825,7126,5918,606555,3668370,3685480,3642838,3699178,3694458,6662165,7115998,7365866,7355079,204830,451043,438500,445807,445761,445039,1273691,906694,889420,882988,606555,2137463,2653468,3665563,3675832,3678825,4685267,5824207,7048010,7278981,204830,327937,364791,445117,443356,445536,721497,875141,1023268,893034,
AFC_v2,40727258,35223503,5503755,22795971,3510388,71674106,95946234,609968,39562,17725925,5991772,5996153,5992928,5994797,5995563,5993425,5994684,5995436,5993423,24926368,7209588,7603261,7622564,7802565,7676257,7726255,7778031,7755357,9845988,143774,46016,51712,57410,52325,57333,58022,57913,56516,28947,6315,8798,5074,3698,3426,3047,2859,2527,2491,1327,3146834,3470266,3640928,3637894,3716553,3654403,3673825,3693490,3681054,2908256,1069556,457565,449305,440363,448025,435578,447111,445106,442263,868883,629366,1197546,1686222,2076556,2404555,2654524,2858384,3025405,3156534,3106879,213911,262641,299973,328051,352045,368751,384423,396559,405699,498335,
LR_v2,81119160,70321496,10797664,73881455,11251319,125554505,168319827,1027959,80317,5536685,5991613,12001054,18007439,18006578,18007273,12000620,12000571,12001276,12001396,6552718,7636361,15420428,23358432,29279206,22504586,15521715,15524777,17692953,14828651,45281,52027,108558,167768,92294,153957,109455,116309,85100,97210,8091,5315,7229,8594,3973,17581,6490,5376,3767,13901,296271,3659945,7354869,11106563,8672173,10784352,7391692,7378057,6557656,7119918,178963,443674,888148,1336807,2585235,1349315,882945,892882,1332381,907314,444406,5341782,9202331,12982410,7454978,11840441,5695362,7371240,6147456,7401049,268444,576029,1110385,1561136,3209449,731355,649760,897850,1552130,694781,
AMBP_v2,4331895781,4327108388,4787393,63614291,2322774,65505512,85631063,574017,40302,11554704,5991937,5994936,5995187,5994300,5994661,5994957,5995167,5994903,5994760,14823993,7718061,7813283,7780865,7712245,9531637,7216838,7598447,7639064,7796630,108109,55171,54579,57748,57759,33959,45839,50900,57411,52542,6833,3164,2877,2539,2480,1488,8764,5035,3701,3421,4294886282,3673131,3714248,3694742,3661009,3007570,3473607,3638312,3645702,3713785,408476,444218,446252,445108,441732,805567,458196,448716,441115,448013,42935161,2317353,2337058,2347734,2349350,2232894,2232932,2262607,2285303,2313899,73597,132948,176047,206873,228459,309492,305308,300590,295825,293635,
PIC_v2,109990888,94499023,15491865,13876723371,13828860069,167796104,229475596,1344475,95934,5716181,18007173,18007557,18009839,18009289,18008964,18009304,18009414,18008955,18009428,7266325,23326641,33684759,22506188,23267353,25571009,22503181,23270977,25569276,22509887,56272,172643,29371,154299,167333,144104,154651,167211,144310,154281,2922,7892,1441,17523,9342,6295,17456,9337,6289,17437,1395471,11082003,6982403,10784465,11075748,10266701,10782451,11077629,10266332,10785820,374915,1334026,3498279,1349119,1330357,1788274,1348910,1330540,1788108,1349337,429275823,775633788,1051900240,1273673814,1451150930,1592970813,1706529870,1797436151,1869998916,1928153026,429071712,773520904,1049513108,1269877039,1446164432,1587285930,1700095255,1790339041,1862625584,1920367064,
EWMA,25449830,22462187,2987643,15171363,2094807,59943537,78716614,524522,35750,5991986,5995717,5992893,5994530,5996223,5993336,5994622,5996277,5993504,5994449,7772824,7756219,9755513,7216278,7602654,7625439,7799144,7698491,7713598,7776454,57940,57284,28959,45868,51639,57287,52424,57461,57694,57966,2540,2501,1377,8731,5048,3696,3425,3052,2853,2527,3690875,2943481,1765724,2176568,2167926,2027753,2020088,1904782,1879286,1885704,444897,353825,705955,203451,204511,203916,217999,208285,223446,221358,738175,1179236,1296533,1472540,1611617,1694844,1759892,1788870,1806953,1822703,88979,141948,254749,244489,236493,229977,227581,223721,223666,223204,
SW,24977999,20592683,4385316,16277025,5090420,59934634,78239089,511917,41855,5994799,5992745,5994655,5994153,5993863,5993127,5993321,5993210,5992224,5992537,7219204,7620578,7608420,7797553,7729324,7680054,7775110,7801997,9791840,7215009,45761,53034,56101,52397,57814,57145,58017,57786,28028,45834,8720,5041,3690,3424,3060,2847,2530,2505,1303,8735,3474662,912992,1196630,1852717,2358039,2331757,2371197,2381683,1561472,2151534,458423,458423,458423,458423,458423,458423,458423,458423,358966,358966,2735646,2434491,1861428,1320780,1320780,1320780,1320780,1320780,1320780,1320780,509042,509042,509042,509042,509042,509042,509042,509042,509042,509042,
AFC,24173331,21135779,3037552,15900837,2078060,59946859,78671193,523530,36908,5992325,5994395,5994943,5995615,5995034,5994941,5994644,5995205,5994605,5995152,7586799,7806864,7710279,7689102,7777368,7795575,9849887,7218574,7623463,7613282,56993,52050,57947,57591,58024,57375,29007,45649,52785,56109,3686,3417,3074,2842,2531,2513,1322,8776,5055,3692,3158802,2716350,2326104,2115509,2037189,1967844,1131227,1824561,1965473,1892720,438840,360024,295491,272410,252296,239549,657178,157528,178216,186020,1001725,1344650,1540940,1655853,1732120,1779264,1649657,1684637,1740804,1771187,87768,142219,172873,192780,204683,211656,300760,272114,253335,239872,
AMBP,21632725,18826759,2805966,822871408,114806457,95898360,131695013,776446,48808,5906705,5990825,5995522,5994240,5994933,5995005,5994453,18009163,18009345,18008169,7669194,7680025,7735850,7744965,7793887,9814031,7201368,23065885,23252758,29737050,51106,58155,57954,57263,57466,28891,45453,162149,171993,86016,3369,3078,2849,2520,2515,1349,8666,12229,8447,3786,1882029,3279926,2720507,2368140,2177817,1279668,1279668,1279668,1279668,1279668,198670,401546,332983,287280,261968,660479,165760,165760,165760,165760,376485,957173,1309839,1521499,1652762,163410730,163410730,163410730,163410730,163410730,39814,112160,156324,182515,198405,290819,28456605,28456605,28456605,28456605,
