budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA,24924053,21898299,3025754,15132414,1919911,3222581,3003277,2532391,2312274,2110172,1986265,1947142,1924644,1047917,1811636,209278,408428,326052,290789,252387,250791,237123,228256,672525,150125,644516,1116268,1399492,1582048,1687672,1747390,1787340,1814800,1661423,1691465,41855,115169,157345,184033,197703,208320,214080,216915,308037,276454,
SW,24245414,21192217,3053197,15935265,1930692,3654922,687839,1032184,1903994,2468467,1795362,2264167,2442608,2442265,2500409,441076,104313,115068,225082,295801,667078,309732,302340,292955,299752,3005087,2682488,1791648,1208006,1208006,1208006,1208006,1208006,1208006,1208006,342196,331266,220152,148154,148154,148154,148154,148154,148154,148154,
AFC,24664762,21770342,2894420,14516446,1991382,2205043,3273034,2689424,2333794,1456315,1949122,2041519,1956904,1959775,1905412,265026,393234,324324,282409,638404,181862,193064,196734,213018,206345,441008,1007413,1343815,1541810,1524711,1609593,1695978,1748163,1790485,1813470,53005,121050,161704,185845,276356,257458,244580,235011,230613,225760,
AMBP,24263794,21463653,2800141,14199695,154243733,1620275,3371057,2743797,1702092,2097760,2129366,2010353,1991885,1925158,1871910,197052,405656,331345,669778,199385,199385,199385,199385,199385,199385,324135,933519,1295574,1376877,1521053,1642715,1716242,1771370,1802127,1816083,39490,112723,156447,259113,25612660,25612660,25612660,25612660,25612660,25612660,
PIC,20198660,15734760,4463900,4274512090,4289164210,1573476,1573476,1573476,1573476,1573476,1573476,1573476,1573476,1573476,1573476,446390,446390,446390,446390,446390,446390,446390,446390,446390,446390,427451209,427451209,427451209,427451209,427451209,427451209,427451209,427451209,427451209,427451209,428916421,428916421,428916421,428916421,428916421,428916421,428916421,428916421,428916421,428916421,
