budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,24384977,15037633,9347344,9650481,5998086,59989535,83161022,491275,326,6026219,5989052,5995628,5996971,5996772,5996810,5997346,5997062,5996806,5996869,8134692,8190099,8359525,8340472,8337385,8328504,8358902,8364925,8379649,8366869,49235,49104,49128,49185,49147,49087,49143,49071,49124,49051,135,57,30,19,14,14,15,14,14,14,1474349,1482894,1510901,1507690,1507206,1505701,1510782,1511779,1514227,1512104,915773,920800,939411,937275,936952,935952,939329,939993,941640,940219,294869,532474,728159,884065,1008693,1108094,1188631,1253260,1305453,1346783,183154,330683,452428,549397,626908,688716,738838,779069,811583,837310,
SW_v2,42630875,25898423,16732452,21594817,13982986,95797882,154887884,491265,211,5803110,5993210,5997165,5995571,5995589,12001362,12001390,12001680,12001401,18007404,7898723,8337056,8317302,8378452,8390089,20334774,20286009,20320444,20337275,32287760,49194,49234,49127,49046,49040,49062,49155,49180,49058,49169,33,19,24,20,15,23,21,14,15,27,337598,1507144,1503866,1514057,1515964,3507433,3499259,3505011,3507797,5500294,301175,936934,934735,941512,942795,2270678,2265223,2269044,2270909,3599447,337598,922371,1116203,1508356,1511296,2179151,2840885,3503901,3504022,4171034,301175,619055,724281,937727,939681,1384995,1826232,2268315,2268392,2713133,
AFC_v2,24628231,15093278,9534953,9714712,6175283,71826977,107017706,490884,170,17860082,5993627,5996864,5996802,5996231,5997140,5995839,5997013,5996421,5996958,32004296,8308075,8326243,8395775,8386827,8319922,8339788,8346199,8246419,8344162,49109,49086,49221,48960,49049,49029,49049,49148,49112,49121,40,22,16,14,13,13,13,13,13,13,1532275,1502328,1505356,1516947,1515455,1504299,1507598,1508664,1492031,1508325,1105039,933696,935717,943432,942435,935013,937202,937917,926824,937678,306455,545629,737574,893448,1017849,1115139,1193630,1256636,1303715,1344637,221007,363544,477978,571068,645341,703275,750060,787631,815469,839910,
LR_v2,72547539,43849738,28697801,46604203,30500405,149756744,262547417,491088,201,5702954,5993436,12001370,18008108,18009403,18007819,18008757,18008929,18007415,18008553,7727084,8399557,20290732,32307277,32249974,32290447,32349697,32278157,32314697,32339795,49076,48979,49063,49085,49226,49243,49024,49142,49177,49073,21,13,20,27,25,19,19,19,19,19,311065,1517559,3500051,5503521,5493932,5500708,5510579,5498639,5504753,5508931,279444,943845,2265755,3601600,3595193,3599719,3606289,3598323,3602423,3605210,466597,2120806,4491297,6505256,5489138,5504096,5515514,5492669,5507810,5511020,419166,1276045,2926710,4269522,3591990,3601982,3609574,3594340,3604473,3606603,
AMBP_v2,22260200,13672533,8587667,6429774,4051913,71641446,106534415,490907,145,17675073,5993313,5995819,5996554,5996599,5996525,5997794,5996722,5996211,5996836,31626727,8368432,8335140,8377601,8335043,8283641,8235535,8299913,8333259,8339124,49153,49045,49032,49010,49056,49074,49170,49054,49156,49157,28,18,15,12,12,12,12,12,12,12,129270,1512436,1506814,1513884,1506802,1498211,1490202,1500950,1506485,1507479,169553,940425,936712,941393,936667,930943,925609,932778,936468,937119,23340,289043,479337,617621,715911,785133,833531,870312,897791,917755,30591,191301,306344,390017,449412,491146,520234,542467,559140,571261,
PIC_v2,83165441,50229716,32935725,13849932227,13839248127,167655137,298255640,491172,177,5575905,18005579,18009217,18009106,18009446,18008329,18009550,18009439,18009065,18009501,7453605,32239954,32277009,32271974,32327497,32298499,32302567,32363335,32378063,32343137,49096,49198,49201,49135,49040,49117,49090,49134,49034,49127,18,20,19,17,16,17,18,17,18,17,692370,5492276,5498447,5497578,5506812,5502021,5502685,5512832,5515255,5509440,517689,3594095,3598191,3597634,3603778,3600592,3601020,3607795,3609409,3605522,429135203,774403347,1050619096,1271591522,1448371309,1589794181,1702932611,1793445384,1865856087,1923783487,429100267,773995762,1049912977,1270646638,1447234795,1588504684,1701520680,1791934832,1864266477,1922131015,
EWMA,15256533,9408061,5848472,6399776,3977836,59965028,83277097,491246,132,5994078,5995231,5997204,5996943,5997424,5996502,5997641,5996489,5996894,5996622,8224716,8329368,8263664,8299774,8339531,8344146,8327803,8384088,8360225,8403782,49184,49073,49193,49134,49186,49151,49235,49036,49029,49025,23,13,12,12,12,12,12,12,12,12,1488416,1208169,1015123,914082,855253,815409,788206,783417,769079,770907,924464,751173,630582,568125,531844,507038,489958,487408,478213,479667,297683,479780,586848,652294,692885,717389,731552,741925,747355,752065,184892,298148,364634,405332,430634,445914,454722,461259,464649,467652,
SW,14689156,9059300,5629856,6480191,4029445,59947168,83229085,491160,126,5997369,5994416,5995857,5995242,5995149,5995638,5994004,5993392,5993829,5992272,8333490,8264804,8319874,8377772,8402646,8292673,8256772,8317419,8342828,8320807,49150,49092,49017,48964,49091,49139,49271,49150,49088,49198,17,13,12,12,12,12,12,12,12,12,1506540,291867,403239,780045,1026350,1008016,1002053,1012128,1016368,1012694,936513,183316,249946,484838,638148,625926,621948,628667,631507,629047,1203234,1101056,733882,491717,491717,491717,491717,491717,491717,491717,745571,685051,456592,306033,306033,306033,306033,306033,306033,306033,
AFC,14823519,9141659,5681860,6155803,3825998,59907808,83198331,491541,127,5940486,5992929,5997311,5996351,5997089,5995958,5996599,5996623,5997908,5996554,8252563,8281675,8350080,8333920,8332792,8358754,8340985,8336023,8300580,8310959,49175,49115,49171,49190,49139,49092,49235,49161,49114,49149,17,14,12,12,12,12,12,12,12,12,1001426,1297646,1089564,952893,872873,829317,796794,778794,762749,759603,621563,806465,677612,592432,542647,515740,495349,484103,473897,472052,200285,419757,553718,633553,681417,710997,728156,738283,743176,746461,124312,260742,344116,393779,423552,441989,452661,458949,461938,463960,
AMBP,14517921,8954713,5563208,5957387,3699729,59573768,82395714,491221,128,5607705,5992315,5996570,5996139,5996314,5997436,5997474,5996093,5996840,5996882,7556768,8249567,8294019,8254713,8286155,8288146,8329798,8373695,8382243,8380610,49174,49167,49188,49149,49166,49178,49017,49069,49022,49091,17,15,12,12,12,12,12,12,12,12,630856,1366335,1125694,968875,885229,831191,805480,791776,779131,770146,386451,849833,700256,602215,550348,516692,500962,492674,484732,479045,126251,374267,524552,613416,667778,700460,721464,735526,744247,749426,77370,231862,325540,380875,414769,435153,448314,457186,462695,465965,
