budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,33342565,20048231,13294334,12889792,8547604,59965819,119239564,118,1044,6023554,5986049,5993501,5994288,5994494,5994766,5994763,5994830,5994771,5994803,11937463,11904395,11921577,11923628,11924812,11925384,11925541,11925649,11925556,11925559,89,4,4,3,3,3,3,3,3,3,229,136,101,88,82,83,82,81,81,81,2007818,2001637,2004372,2004683,2004870,2004957,2004973,2004988,2004968,2004965,1332003,1327242,1329072,1329295,1329397,1329453,1329469,1329480,1329467,1329456,401563,721577,978136,1183445,1347730,1479175,1584334,1668464,1735764,1789604,266400,478568,648668,784793,893713,980861,1050582,1106361,1150982,1186676,
SW_v2,37406562,22432861,14973701,19092350,12821281,71741714,142783469,35,869,5780856,5991524,5994382,5994364,5994914,5995893,5996420,5996783,11996923,11999655,11494164,11918431,11924096,11924281,11925449,11927773,11928830,11929051,23902917,23908477,15,3,3,2,2,2,2,2,2,2,96,87,90,86,85,84,82,87,88,84,393573,2003812,2004760,2004783,2004945,2005321,2005503,2005555,4001846,4002763,344976,1328696,1329333,1329343,1329474,1329702,1329827,1329856,2660940,2661554,393573,1198693,1467382,2004452,2004829,2005016,2005256,2005460,2670968,3336721,344976,836836,1001002,1329124,1329383,1329506,1329668,1329795,1773541,2217450,
AFC_v2,31501844,18889804,12612040,11855518,7938410,65740962,130812938,39,786,11790152,5992021,5994690,5994863,5994931,5994842,5994884,5994848,5994949,5994782,23486444,11919820,11925408,11925860,11925877,11925865,11925961,11925958,11926027,11925718,15,4,4,2,2,3,3,2,2,2,90,79,78,79,77,76,76,77,77,77,845804,2004006,2004931,2005003,2005011,2005002,2005018,2005018,2005034,2004977,647297,1328826,1329449,1329485,1329500,1329489,1329504,1329500,1329518,1329472,169160,536129,829889,1064911,1252931,1403345,1523679,1619946,1696963,1758565,129459,369332,561355,714981,837884,936205,1014864,1077791,1128136,1168403,
LR_v2,80628960,48366148,32262812,51367006,34260004,149594142,298144187,44,903,5554205,5992252,12000241,18006251,18007215,18007304,18008052,18004965,18005917,18007740,11041167,11920330,23909931,35894203,35896714,35897564,35898435,35893755,35894083,35898005,15,4,4,3,3,3,3,3,3,3,85,79,81,105,114,96,92,82,86,83,349109,2004088,4002998,6001148,6001541,6001664,6001829,6000968,6001081,6001722,312895,1328879,2661735,3993990,3994283,3994359,3994466,3993856,3993959,3994390,523663,2831577,5002453,7000223,6001737,6001725,6001911,6000538,6001137,6002042,469342,1836871,3328163,4660117,3994429,3994397,3994519,3993551,3994010,3994605,
AMBP_v2,30433059,18248586,12184473,8584530,5744395,71824243,142952919,35,807,17873361,5992008,5994829,5994774,5994851,5994902,5994872,5994934,5994864,5994848,35627022,11919886,11925385,11925634,11925851,11925888,11925892,11925892,11925777,11925692,15,3,3,2,2,2,2,2,2,2,95,81,85,79,78,78,78,77,78,78,204616,2004011,2004965,2004973,2005008,2005012,2005012,2005015,2004988,2004986,219765,1328828,1329469,1329472,1329497,1329499,1329496,1329495,1329479,1329473,36902,387290,639742,821509,952387,1046620,1114468,1163319,1198486,1223807,39629,267721,432063,550389,635589,696933,741100,772901,795794,812276,
PIC_v2,91752023,55039850,36712173,13852994578,13841646730,168040765,334967194,35,834,5975520,18004994,18007381,18007493,18007561,18007581,18007570,18007575,18007541,18007549,11884158,35893511,35898217,35898525,35898930,35898718,35898694,35898874,35898792,35898775,15,3,3,2,2,2,2,2,2,2,81,86,86,83,84,84,82,83,84,81,1024342,6000964,6001747,6001798,6001847,6001826,6001818,6001848,6001832,6001828,762679,3993886,3994401,3994447,3994468,3994447,3994452,3994473,3994465,3994455,429201598,774558200,1050843639,1271872000,1448694699,1590152854,1703319376,1793852600,1866279176,1924220436,429149265,774114918,1050087544,1270865654,1447488146,1588786135,1701824528,1792255246,1864599819,1922475475,
EWMA,20814151,12515370,8298781,8529587,5655851,59944450,119248994,23,792,5991743,5993897,5994681,5994808,5994935,5994804,5994866,5994918,5994900,5994898,11918756,11923786,11925390,11925715,11926013,11925687,11925856,11925926,11925975,11925890,3,3,3,2,2,2,2,2,2,2,88,82,78,78,77,78,78,77,78,78,2003830,1603909,1363540,1219171,1132542,1080475,1049309,1030604,1019376,1012614,1328725,1063530,904146,808409,750960,716448,695789,683382,675934,671458,400766,641394,785823,872492,924502,955696,974418,985655,992399,996442,265745,425302,521070,578537,613021,633706,646122,653574,658046,660728,
SW,20089238,12080164,8009074,8612104,5712078,59926574,119213540,23,779,5994257,5993026,5993445,5993251,5992914,5992610,5992193,5991780,5991431,5991667,11924382,11922048,11922967,11922575,11921991,11921227,11920519,11919532,11919011,11919288,3,3,3,2,2,2,2,2,2,2,79,79,79,78,77,78,77,77,77,78,2004770,376263,543008,1029785,1354683,1354553,1354425,1354271,1354173,1354233,1329347,252060,359193,682268,897899,897814,897718,897623,897548,897604,1628112,1461517,974680,649685,649685,649685,649685,649685,649685,649685,1077016,969977,646867,431174,431174,431174,431174,431174,431174,431174,
AFC,20181835,12137603,8044232,8157875,5405396,59615221,118559799,36,869,5665025,5991220,5994863,5994913,5994875,5994813,5994948,5994841,5994903,5994820,11234763,11918359,11925721,11925853,11925832,11925898,11925890,11925748,11925894,11925841,16,3,3,2,2,2,2,2,2,2,167,80,80,78,77,77,77,78,77,78,1256757,1752419,1453433,1273077,1164833,1099906,1060952,1037553,1023554,1015119,825341,1163610,964713,844733,772726,729529,703631,688063,678749,673137,251351,551564,731937,840165,905098,944059,967437,981460,989878,994926,165068,364776,484763,556757,599950,625865,641418,650747,656347,659705,
AMBP,19862610,11945602,7917008,7969374,5280619,59511776,118352589,35,866,5563102,5990367,5994773,5994757,5994796,5994819,5994712,5994836,5994773,5994841,11030970,11916494,11925444,11925562,11925592,11925645,11925633,11925840,11925701,11925708,15,3,3,2,2,2,2,2,2,2,165,80,79,77,77,77,78,77,78,78,877550,1827875,1498911,1300342,1181207,1109726,1066823,1041127,1025652,1016389,574175,1213567,994813,862779,783573,736045,707511,690426,680142,673977,175590,506047,704619,823763,895251,938146,963881,979330,988594,994153,114915,334645,466678,545898,593433,621955,639066,649338,655498,659193,
