budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,24620723,15224659,9396064,9777329,6033782,59984498,83315497,492896,1148,6026348,5986733,5995184,5995826,5996542,5996309,5996915,5996806,5997280,5996555,8132449,8306631,8398942,8282445,8393515,8357982,8293261,8413317,8433110,8303845,49609,49204,49127,49551,49150,49087,49510,49101,49141,49416,241,160,116,99,94,88,88,87,87,88,1490235,1518426,1533605,1514176,1532665,1526737,1515920,1535963,1539242,1517690,918707,936819,946997,934014,946343,942390,935184,948528,950723,936359,298047,542122,740418,895169,1022668,1123481,1201968,1268767,1322862,1361827,183741,334356,456884,552310,631116,693370,741732,783091,816617,840565,
SW_v2,52895772,32098302,20797470,27076386,17574670,113655756,191198944,490941,979,5646261,5991837,5995721,5995361,12001605,12001699,12001164,18006999,18007588,18007521,7660233,8421129,8450901,8390349,20391382,20434271,20383139,32372076,32332285,32363179,49036,49143,49120,49029,49136,49032,49102,49084,49137,49122,109,97,95,99,104,94,87,97,100,97,298908,1537280,1542239,1532147,3532968,3540103,3531555,5530376,5523796,5528930,274578,949432,952716,946012,2280131,2284866,2279201,3611967,3607574,3610993,298908,918094,1126142,1537222,2202451,2868406,3534875,4200678,4861909,5527701,274578,612005,725575,949387,1392953,1837003,2281399,2725345,3166247,3610178,
AFC_v2,22397046,13795558,8601488,8508902,5329345,71411403,106406612,492287,865,17442393,5992438,5996419,5997617,5996822,5996688,5996888,5996889,5997086,5998163,31229079,8380594,8402715,8289256,8373938,8394032,8290041,8396512,8328827,8321618,49108,49174,49108,49489,49199,49147,49387,49232,49066,49377,99,90,88,84,84,84,84,84,84,84,62396,1530548,1534212,1515262,1529363,1532739,1515378,1533131,1521866,1520663,124971,944940,947359,934737,944148,946393,934823,946650,939126,938341,12479,316092,559716,750825,906532,1031773,1128494,1209421,1271910,1321660,24994,208983,356658,472273,566648,642597,701042,750163,787955,818032,
LR_v2,72790793,44037143,28753650,46806330,30562287,149471690,262570101,490715,904,5416723,5993681,12002299,18007734,18009743,18008799,18006952,18009913,18007604,18008242,7286004,8382293,20405252,32275346,32365057,32363035,32418304,32314889,32339859,32420062,49052,49097,49070,49116,49045,49049,49087,49049,49075,49075,94,87,91,96,90,90,89,91,88,88,276639,1530771,3535238,5514265,5529145,5528809,5538084,5520808,5525006,5538378,255461,945099,2281621,3601213,3611121,3610891,3617073,3605549,3608347,3617275,414958,2157837,4537471,6503778,5536585,5528641,5542721,5512170,5527105,5545064,383191,1289918,2949882,4261009,3616075,3610776,3620164,3599787,3609746,3621739,
AMBP_v2,22533055,13877115,8655940,6526050,4084160,71643464,106999375,492554,873,17676247,5992802,5995457,5996338,5997427,5996690,5996972,5996835,5996777,5997919,31723707,8400208,8369624,8293695,8389719,8379315,8309497,8432367,8425949,8275294,49154,49175,49117,49375,49232,49105,49536,49174,49119,49567,97,87,93,86,85,84,84,84,84,89,127465,1533806,1528706,1516015,1531995,1530274,1518638,1539105,1538047,1513064,168351,947098,943709,935243,945898,944755,936988,950648,949930,933320,23015,292655,485878,622714,724113,796810,847057,886919,915429,931460,30375,192347,308357,390360,451320,495006,525061,549160,566382,575792,
PIC_v2,83537567,50495555,33042012,13850112411,13839323781,167658249,298969413,490956,900,5575913,18006184,18009895,18009160,18009391,18009636,18009004,18010019,18009586,18009461,7548036,32347669,32383732,32427958,32362188,32382494,32380990,32407982,32339227,32389137,49234,49060,49075,49097,49032,49055,49103,49054,49119,49127,89,92,92,90,90,90,88,90,90,89,710516,5526257,5532271,5539641,5528681,5532051,5531810,5536310,5524854,5533164,526810,3609199,3613199,3618117,3610805,3613046,3612894,3615893,3608248,3613801,429138832,774413046,1050633620,1271611553,1448391708,1589816506,1702956296,1793469028,1865876922,1923804900,429102091,774000242,1049919563,1270656003,1447243693,1588514293,1701530742,1791944501,1864273980,1922138673,
EWMA,15478716,9569771,5908945,6521380,4026651,59959597,83950422,490791,853,5993000,5994122,5996566,5997023,5996219,5996942,5996583,5996784,5996083,5996275,8358652,8344771,8440404,8374153,8426295,8432282,8404837,8358945,8413504,8396579,49175,49114,49009,49013,49054,49110,49051,49095,49105,49065,92,88,85,84,84,84,84,84,84,84,1526856,1219160,1052331,928461,871630,831622,802187,780585,782832,774107,942499,752428,650250,573092,538477,513765,495331,481612,483512,477979,305371,488128,600968,666466,707498,732322,746295,753153,759088,762091,188499,301284,371077,411480,436879,452256,460871,465019,468717,470569,
SW,14910683,9219639,5691044,6579928,4063462,59947654,83785255,491037,842,5995870,5994995,5995791,5995295,5995083,5994749,5994096,5994398,5993384,5993993,8395663,8337668,8403477,8377623,8418791,8319001,8412298,8390499,8371210,8359025,49171,49103,49123,49100,49106,49197,49046,49029,49065,49097,84,85,84,85,84,84,84,84,84,84,1532995,296921,415842,781420,1038793,1022170,1037711,1034102,1030855,1028830,946574,185406,256257,481829,641312,630221,640585,638175,636007,634678,1226441,1118474,748586,498061,498061,498061,498061,498061,498061,498061,754714,691185,462746,307831,307831,307831,307831,307831,307831,307831,
AFC,15009714,9281006,5728708,6245644,3854891,59907931,83568968,491709,849,5940964,5993833,5996238,5997192,5995478,5996811,5996283,5997713,5997104,5996315,8329636,8421812,8263315,8422164,8367781,8252392,8379364,8425296,8297138,8410070,49038,48969,49382,48994,49080,49406,49138,49093,49502,49107,88,87,85,84,84,85,84,84,84,84,1024060,1332567,1080713,977004,884600,817344,813299,801701,767223,782495,631506,823188,666309,603716,546068,503656,502329,495465,473001,483470,204812,430363,560433,643747,691917,717002,736261,749349,752923,758837,126301,265678,345804,397386,427122,442428,454408,462619,464695,468450,
AMBP,14679476,9078893,5600583,6052281,3732618,59573132,82774119,491946,844,5608135,5990947,5996492,5996695,5996441,5997184,5996797,5996753,5997099,5996589,7613264,8391192,8358719,8359906,8328534,8273798,8358424,8391215,8331203,8367864,49089,49058,49368,49041,49175,49555,49080,49084,49399,49097,88,83,84,84,84,85,84,84,84,84,643983,1403398,1143072,991374,895010,832395,815954,800417,776697,776593,391394,867717,706226,612344,552442,513331,503908,494486,479233,479502,128876,383780,535638,626785,680430,710823,731849,745562,751789,756749,78358,236229,330228,386651,419809,438513,451592,460170,463982,467086,
