budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,30753588,26843592,3909996,17050782,2504600,59991257,59202194,699595,29145,6026668,5993736,5993529,5994049,6001299,5994109,5997137,5999853,5994134,5996743,5324615,4632753,7400652,5756823,4738645,7528776,5766043,4696087,7536662,5821138,74794,67607,56940,79244,69842,56751,82633,70056,60010,81718,5853,3480,4817,2469,1669,3278,1861,1521,2632,1565,2352747,2048200,3522071,2546410,2077738,3568695,2544476,2059374,3558951,2564930,416638,331503,434696,398027,327476,442714,386825,338322,436660,397135,470549,786079,1333277,1575903,1676270,2054755,2152699,2134034,2419017,2448199,83327,132962,193308,234251,252896,290859,310052,315706,339896,351343,
SW_v2,77899354,67888976,10010378,61233585,9409179,137839407,156164401,1457068,69003,11802062,5992917,12001990,12003464,12002292,18009641,12002030,18007285,18009153,18008573,12423414,7331751,12176097,13361273,13516195,20417002,14035186,20487288,21167684,21248511,130849,62753,121499,133273,136387,189506,117738,177400,190038,197625,3701,625,11543,6480,5212,6798,3179,16134,8582,6749,3501010,1911212,5649039,6180248,6236441,9505924,5503252,9622292,9884815,9894743,671525,721974,815681,838145,832689,1239638,1031295,1297171,1281124,1281136,3501010,2706111,3687087,4580166,6021909,7307538,7081872,8210489,8336786,9800617,671525,696750,736393,791933,828838,970157,1034541,1189368,1203197,1286477,
AFC_v2,4315050167,4311053141,3997026,8598491605,2643865,65959770,65124157,784255,25996,11997841,5990025,5994724,5999682,5994413,5996225,5999142,5994113,5995694,5997911,17533166,5229737,5547821,5075918,5006226,5711041,4885247,5310050,5789313,5035638,84066,72202,82967,72774,75949,84217,75699,78535,80866,76980,1759,5689,4238,2746,2173,2219,1785,1799,2000,1588,4290129028,2308474,2465929,2227633,2189389,2523890,2127677,2329377,2555537,2196207,622018,409090,392440,358638,351079,396255,347744,368422,397610,353730,4293999643,4294654868,243243,640121,949974,1264757,1437341,1615748,1803705,1882205,124403,181340,223560,250575,270675,295791,306181,318629,334425,338286,
LR_v2,50031996,42831248,7200748,47772264,7842564,95560715,105084321,984010,39511,5555927,5992736,12002416,12002226,12005459,5997907,5997712,5995407,12002404,18008521,4679898,6520427,13474942,18222537,10673224,5636319,4656363,6540436,13468944,21211231,49379,73700,139910,77201,112994,80350,56713,64511,133522,195730,1532,2062,4025,1388,10611,2756,2037,2971,5153,6976,481576,3012348,6199036,4475672,4928905,2494510,2087288,3055130,6214750,9882033,231165,386124,835696,1798038,731299,389755,326352,386080,832605,1283634,722364,4277734,7792380,3613990,5155521,1277313,1883677,3539051,7794560,11715674,346747,463603,1060482,2279209,197930,218983,294651,415944,1055867,1509148,
AMBP_v2,4318144301,4313377171,4767130,56636025,2456427,71813143,77912420,724897,28672,17849114,5993060,5995320,5999263,5995237,5996076,5996354,5994476,5996840,5997403,27784723,5303252,5584310,4702093,6555671,5792048,4577983,7073034,5844359,4694947,104429,74400,81525,52339,66539,80844,57583,72097,78865,56276,2643,5725,4226,2680,3319,2139,1697,2858,1933,1452,4290777635,2343778,2482647,2115175,3065825,2559872,2051570,3298428,2580753,2101488,1389426,413981,392784,327759,389991,388987,325969,417817,398154,322262,42195605,1548307,1561657,1505124,1635537,1638363,1548903,1708927,1694962,1598640,250168,254637,254039,241904,244368,245961,235765,244957,248036,236592,
PIC_v2,98802056,82887624,15914432,13871156478,13828263925,167702294,215341430,1525194,73349,5605534,18006286,18012362,18012447,18011982,18009638,18011558,18011227,18011725,18009535,6459587,23799985,20504285,21142576,21282138,29588773,20522451,21150972,21287745,29602918,68946,160618,179029,190139,193427,83905,180435,189730,195076,83889,2049,5110,16041,8578,6766,1751,15987,8577,6757,1733,1652742,8971899,9628971,9872462,9912412,6714295,9637355,9876368,9914822,6706298,395624,1792521,1297520,1279815,1283332,3000026,1297970,1280513,1283614,3003497,429327278,775252931,1052124868,1273671116,1450916104,1592072471,1705582177,1796437744,1869129889,1926641900,429075854,773615917,1049148967,1269571866,1445910888,1587325445,1700116679,1790346175,1862530392,1920621742,
EWMA,17907704,15548237,2359467,10331318,1597529,59962322,55456972,771196,17349,5995890,5992534,5995744,5998840,5994284,5996078,5998524,5997174,5993726,5999528,5411466,4930903,5668444,5571697,4868127,5796180,5411079,4819371,7585342,5394363,78690,75839,83731,77344,77211,84678,82402,69753,59008,82540,2106,1731,1911,1868,1505,1711,1450,1259,2420,1388,2379602,1673870,1783678,1521395,1070074,1503162,1228323,956032,2455828,976273,383538,267127,279263,236833,172273,231091,201710,152586,258092,176954,475920,715510,929143,1047593,1052089,1142303,1159507,1118812,1386215,1304226,76707,114791,147685,165514,166865,179710,184110,177805,193862,190480,
SW,17681655,15558759,2122896,11431131,1455053,59936142,57709754,683705,21943,6000070,5988251,5993928,5996032,5991021,5993264,5994256,5991330,5993945,5994045,4604398,7069443,5686169,4800559,7188156,5824080,4706976,7282216,5783877,4763880,58341,63007,83552,61567,60766,81665,66113,61321,82490,64883,2864,3631,2288,1734,2927,1903,1423,2363,1562,1248,2059906,1152390,599767,852791,2518720,1704302,1204317,2556458,1678731,1231377,12777,151001,216153,208130,291459,266207,202028,301346,268239,205556,2169819,1912412,1270688,868316,868316,868316,868316,868316,868316,868316,256216,185685,126644,126644,126644,126644,126644,126644,126644,126644,
AFC,17965136,15664549,2300587,10796749,1572829,59780465,57729132,698790,28356,5821068,5992760,5997511,5994154,5993531,5996875,5996314,5994285,5997736,5996231,6707807,5322714,5324005,4833867,7583696,5288604,4890887,7551640,5432553,4793359,60256,74986,77611,70856,54496,80856,69885,59687,76811,73346,2094,5732,4164,2380,4127,1967,1689,3068,1748,1387,2274445,1897816,1614967,1203040,2638748,1013866,891617,2409006,961197,759847,258927,363276,263967,190085,295295,189094,159385,256796,175654,148108,454889,743474,917772,974825,1307609,1248861,1177413,1423731,1331225,1216950,51785,114083,144059,153264,181670,183154,178401,194080,190395,181938,
AMBP,15656853,13525454,2131399,577889431,99767787,107687143,124285747,1083932,56113,5665273,5993356,5996458,5993557,5995472,5998492,18009060,18012031,18011115,18012329,7103393,5787372,4765699,8188414,5295834,4635102,22614509,21047556,24553914,20293954,53472,83599,66688,51771,74375,65497,165392,192491,153233,177414,2355,1544,1234,1820,5740,3457,11823,7417,4745,15978,2146327,2119744,1329203,2245971,1188139,899214,899214,899214,899214,899214,228835,346767,226686,472126,215000,128397,128397,128397,128397,128397,429345,767424,879779,1153017,1160041,114699965,114699965,114699965,114699965,114699965,45847,106031,130162,198554,201843,19817070,19817070,19817070,19817070,19817070,
