budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,34527776,21281808,13245968,13682056,8515940,59960855,118292827,359,5816,6023171,5982439,5993593,5994616,5993717,5994359,5995188,5993592,5994810,5995370,11832129,11802815,11831401,11833027,11829046,11833651,11834002,11828190,11834243,11834323,147,27,24,23,23,23,23,23,23,23,710,608,568,559,559,555,569,560,565,563,2129441,2123772,2128456,2128705,2128038,2128796,2128887,2127881,2128908,2128924,1326051,1321578,1324724,1324887,1324424,1324943,1324997,1324317,1325018,1325029,425888,765464,1038062,1256190,1430559,1570206,1681942,1771129,1842684,1899932,265210,476483,646131,781882,890390,977300,1046839,1102334,1146870,1182501,
SW_v2,41621667,25436758,16184909,21908008,13971628,77395868,153127515,285,5653,5438844,5984664,5994088,5994729,5992892,5994347,5996603,11999117,11999550,12001034,10711282,11808426,11833905,11832808,11828415,11834789,11835064,23812038,23813493,23817295,66,33,24,23,23,23,23,24,23,23,584,580,567,560,560,560,560,566,557,559,292061,2124634,2128613,2128393,2127696,2128730,2128773,4125589,4125815,4126454,267991,1322183,1324999,1324845,1324363,1325078,1325103,2656549,2656684,2657114,292061,1208348,1515103,2127213,2128234,2128273,2128400,2794364,3460059,4125953,267991,795087,971724,1324009,1324736,1324762,1324848,1768910,2212779,2656782,
AFC_v2,34859204,21373708,13485496,13762376,8728293,71845055,142119041,274,4427,17896825,5991324,5994537,5994499,5994427,5994680,5994652,5994792,5994608,5994711,35577359,11830511,11839227,11839591,11837325,11839868,11839723,11835625,11839750,11840062,61,26,24,23,24,23,23,23,23,24,587,429,429,427,424,431,431,424,427,418,2211475,2127898,2129359,2129409,2128996,2129479,2129452,2128722,2129443,2129475,1557899,1324457,1325446,1325464,1325182,1325512,1325493,1325015,1325499,1325529,442295,779415,1049403,1265404,1438122,1576393,1687004,1775347,1846166,1902827,311579,514154,676412,806222,910014,993113,1059589,1112674,1155239,1189297,
LR_v2,81618698,49436522,32182176,52499110,34177047,149544456,297105371,290,4347,5500305,5991757,12002604,18006411,18008488,18005196,18007849,18006344,18007049,18008453,10841412,11825961,23822638,35798004,35804901,35804412,35799129,35799477,35803354,35806083,61,28,28,26,24,23,23,25,26,26,436,417,431,443,448,433,434,442,431,432,310443,2127119,4127238,6123840,6125001,6124908,6123980,6124102,6124712,6125179,275486,1323946,2657592,3988851,3989587,3989571,3988942,3989017,3989441,3989743,465664,3035457,5127297,7122141,6125581,6124862,6123516,6124163,6125017,6125412,413229,1848176,3324415,4654480,3989955,3989563,3988628,3989054,3989653,3989894,
AMBP_v2,31288869,19231558,12057311,9025198,5671405,71420644,141264194,277,4263,17473449,5992739,5992704,5994606,5995827,5993063,5994533,5996146,5992933,5994644,34735346,11830264,11834384,11839659,11837710,11834467,11839729,11838166,11834677,11839792,58,35,23,23,23,23,23,23,23,23,457,425,421,423,431,420,419,423,421,423,71537,2127854,2128535,2129416,2129097,2128549,2129416,2129143,2128582,2129429,131084,1324433,1324908,1325507,1325266,1324898,1325487,1325302,1324926,1325500,12948,392336,665617,862538,1004264,1106208,1179764,1232675,1270670,1298178,23666,255437,422397,542717,629303,691579,736524,768851,792059,808872,
PIC_v2,92600956,56039182,36561774,13853577190,13841523330,167546660,333082991,257,4286,5478782,18005188,18007689,18007531,18008337,18007586,18007732,18007832,18007737,18008246,10801961,35803603,35809457,35809416,35810374,35808858,35809250,35810115,35809979,35809978,62,26,22,21,21,21,21,21,21,21,422,438,442,425,431,425,425,427,427,424,908477,6124748,6125755,6125714,6125874,6125591,6125654,6125805,6125772,6125792,651506,3989427,3990085,3990119,3990173,3990009,3990040,3990149,3990135,3990131,429178425,774564419,1050873415,1271920604,1448758387,1590228557,1703404706,1793945655,1866378408,1924324614,429127030,774096239,1050071737,1270852143,1447476478,1588775913,1701815468,1792247133,1864592463,1922468726,
EWMA,21561832,13289667,8272165,9057460,5637836,59939567,118366009,232,4263,5989609,5993794,5995060,5993950,5994700,5995485,5993160,5994794,5995349,5993666,11825899,11838085,11839438,11835303,11839868,11839728,11833568,11839919,11839704,11834497,24,23,24,23,23,23,23,23,23,23,434,432,425,428,427,421,423,422,427,424,2127128,1703767,1448283,1294155,1203005,1147644,1113443,1094811,1082762,1074669,1323993,1060535,901532,805515,748837,714370,693011,681509,673979,668884,425425,681093,834531,926455,981765,1014940,1034640,1046674,1053891,1058046,264798,423945,519462,576672,611105,631758,644008,651508,656002,658578,
SW,20842609,12846512,7996097,9119921,5676691,59924415,118328302,231,4245,5995158,5991011,5993445,5994061,5991095,5992530,5993125,5990079,5991341,5992570,11838481,11827045,11837119,11836054,11829011,11835316,11833406,11826116,11832944,11832810,23,23,24,23,23,23,23,23,23,23,428,428,433,418,424,428,419,422,423,422,2129220,357062,590989,1103037,1443933,1445008,1444652,1443458,1444594,1444559,1325340,222430,367818,686520,898716,899423,899180,898400,899153,899117,1770259,1538033,1025757,683696,683696,683696,683696,683696,683696,683696,1101641,957398,638529,425589,425589,425589,425589,425589,425589,425589,
AFC,20905739,12886827,8018912,8660689,5388352,59603404,117678932,278,4238,5659816,5985370,5994651,5996039,5992530,5994816,5995625,5993750,5994760,5996047,11159429,11815582,11839834,11839053,11832254,11839807,11838938,11835892,11840019,11838124,59,34,24,23,23,23,23,23,23,23,421,427,422,423,422,430,423,425,422,423,1332528,1858908,1544457,1352409,1236201,1168631,1126887,1101507,1087331,1077968,824489,1157920,962011,842177,769665,727582,701528,685667,676871,671002,266505,584985,776879,891985,960828,1002388,1027287,1042131,1051171,1056530,164897,363501,483203,554997,597930,623860,639393,648647,654291,657633,
AMBP,20542161,12663730,7878431,8441647,5250592,59398302,117268696,281,4235,5450124,5988548,5994602,5996742,5992779,5994618,5996550,5992934,5994765,5996640,10740880,11826820,11839577,11837272,11833939,11839843,11837577,11834864,11839939,11837985,59,37,24,23,23,23,23,23,23,23,424,433,422,423,426,421,422,422,420,422,889931,1949239,1597100,1383741,1255514,1179971,1133473,1105459,1089849,1079453,545928,1214812,995106,861875,781819,734714,705650,688157,678448,671922,178066,532300,745260,872956,949467,995567,1023148,1039610,1049657,1055616,109265,330374,463320,543031,590788,619573,636788,647061,653338,657054,
