budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,34290635,21524836,12765799,13837170,8205578,59963119,116481240,242,29105,6022991,5986225,5993658,5993999,5994239,5994335,5994324,5994516,5994389,5994443,11619651,11612280,11639781,11647655,11655028,11655931,11660460,11661315,11664479,11664660,113,16,15,14,14,14,14,14,14,14,3999,3371,3067,2889,2744,2715,2619,2607,2553,2541,2151628,2148404,2151844,2152511,2153135,2153146,2153379,2153525,2153626,2153638,1275639,1273115,1275820,1276488,1277033,1277160,1277434,1277558,1277739,1277813,430325,773940,1049520,1270118,1446721,1588006,1701080,1791569,1863980,1921911,255127,458724,622143,753012,857816,941684,1008834,1062578,1105610,1140050,
SW_v2,38112002,23679337,14432665,20138024,12258655,71413099,139537833,164,25080,5455805,5991181,5993856,5994031,5994490,5995567,5995945,5996327,11996618,11999279,10581592,11658899,11663529,11665239,11665270,11667874,11670146,11670530,23644636,23650118,28,21,15,14,14,14,14,15,15,14,2555,2506,2539,2509,2518,2510,2480,2492,2483,2488,301426,2152477,2153452,2153480,2153646,2154019,2154222,2154418,4150653,4151544,267664,1277104,1277702,1277816,1277877,1278168,1278309,1278404,2609499,2610122,301426,1226952,1535785,2153136,2153526,2153715,2153962,2154220,2819764,3485538,267664,772384,940823,1277541,1277798,1277954,1278118,1278294,1722071,2166008,
AFC_v2,32468679,20283266,12185413,12728405,7686288,65908094,128554937,168,25171,11960530,5991684,5994385,5994438,5994498,5994463,5994600,5994434,5994485,5994577,23569913,11662325,11665363,11660680,11663306,11664198,11665882,11667165,11667575,11668530,29,22,15,14,14,15,15,15,15,14,2478,2459,2538,2630,2569,2549,2518,2504,2471,2455,902689,2152891,2153412,2153071,2153265,2153467,2153505,2153544,2153682,2153740,685238,1277390,1277838,1277471,1277713,1277790,1277906,1277969,1278031,1278067,180537,575007,890688,1143164,1345184,1506840,1636173,1739647,1822454,1888711,137047,365115,547659,693621,810439,903909,978708,1038560,1086454,1124776,
LR_v2,81611116,49780388,31830728,52855675,33802296,149761864,295916534,157,24539,5722685,5991989,11999783,18008153,18006852,18007876,18004600,18005409,18007392,18007125,11118690,11662051,23651004,35642727,35640605,35641802,35637064,35638738,35641406,35642447,30,15,16,14,13,15,13,14,14,13,2483,2464,2485,2454,2470,2452,2446,2419,2432,2434,423684,2152662,4151524,6150647,6150424,6150650,6149754,6149899,6150569,6150575,342462,1277447,2610183,3943202,3942916,3943094,3942516,3942686,3943084,3943138,635526,3017151,5150955,7150208,6150313,6150763,6149306,6149971,6150904,6150578,513693,1744939,3276551,4609711,3942773,3943183,3942227,3942771,3943283,3943165,
AMBP_v2,31101448,19462309,11639139,9134468,5476123,71441403,139637295,163,24178,17494042,5991573,5994356,5994370,5994614,5994372,5994597,5994508,5994528,5994443,34611697,11663314,11669593,11669338,11671141,11669505,11671382,11671073,11670675,11669577,28,22,15,14,14,14,14,14,14,14,2438,2424,2420,2437,2406,2430,2400,2403,2403,2417,78367,2152838,2153835,2153735,2153930,2153814,2154009,2154001,2153968,2153812,135627,1277533,1278187,1278176,1278282,1278160,1278355,1278325,1278289,1278205,14177,397718,674046,872984,1016255,1119389,1193681,1247170,1285676,1313372,24484,247583,408332,524070,607420,667411,710639,741758,764157,780269,
PIC_v2,92402174,56277779,36124395,13853727717,13841249838,167553176,331448385,148,24050,5490949,18004767,18006998,18007159,18007189,18007246,18007257,18007216,18007172,18007223,10657064,35637689,35642907,35644064,35645311,35643953,35644467,35644408,35643986,35644536,28,15,14,13,13,13,13,13,13,13,2439,2423,2417,2411,2377,2402,2400,2387,2401,2393,921968,6149772,6150637,6150705,6150814,6150754,6150857,6150807,6150665,6150800,635600,3942634,3943148,3943249,3943348,3943254,3943309,3943281,3943273,3943299,429181123,774571582,1050884122,1271934168,1448774226,1590246261,1703423909,1793966018,1866399677,1924346631,429123849,774084335,1050052827,1270827641,1447447512,1588743390,1701780103,1792209468,1864552958,1922427755,
EWMA,21424147,13444957,7979190,9163166,5438031,59940284,116702918,142,23908,5991617,5993579,5994315,5994396,5994337,5994424,5994378,5994378,5994454,5994406,11664593,11668620,11670747,11670871,11670639,11671415,11672671,11670965,11671191,11671206,14,15,15,14,14,14,14,14,14,14,2405,2410,2393,2396,2397,2385,2367,2391,2385,2379,2152879,1723000,1464779,1309674,1216555,1160769,1127340,1107088,1095075,1087798,1277646,1022528,869315,777218,721982,688887,669073,657025,649897,645619,430575,689060,844203,937297,993148,1026672,1046805,1058861,1066103,1070442,255529,408928,501005,556247,589394,609292,621248,628403,632701,635284,
SW,20710482,12997395,7713087,9225860,5475252,59922885,116668477,142,23906,5994068,5992694,5993075,5992978,5992549,5992346,5991730,5991433,5990930,5991082,11670441,11667165,11668096,11668697,11667156,11666398,11665991,11665968,11664818,11663747,14,15,15,14,14,14,14,14,14,14,2382,2403,2395,2377,2399,2401,2392,2373,2380,2404,2153729,360149,597914,1116200,1461877,1461724,1461642,1461521,1461310,1461329,1278184,213923,354787,662375,867491,867404,867302,867320,867152,867149,1793170,1555479,1037264,691421,691421,691421,691421,691421,691421,691421,1063927,923160,615631,410362,410362,410362,410362,410362,410362,410362,
AFC,20778083,13041964,7736119,8766677,5198918,59623509,116062566,164,23985,5676718,5991049,5994241,5994389,5994434,5994458,5994528,5994605,5994540,5994547,11031597,11663817,11671428,11670180,11670039,11671113,11671596,11670814,11671748,11670234,30,21,15,14,14,14,14,14,14,14,2379,2404,2389,2408,2416,2394,2397,2401,2389,2408,1355955,1881538,1560666,1367075,1251046,1181463,1139686,1114580,1099576,1090379,797068,1118069,927143,811896,742749,701419,676517,661523,652605,647130,271191,593260,786741,902807,972454,1014255,1039341,1054388,1063425,1068815,159413,351144,466343,535453,576912,601813,616753,625707,631086,634294,
AMBP,20415262,12816008,7599254,8544606,5064578,59415005,115643158,164,24031,5469251,5990591,5994194,5994564,5994395,5994451,5994318,5994458,5994346,5994437,10614172,11661678,11669820,11670609,11670259,11670974,11671031,11671557,11671136,11671922,29,22,15,14,14,14,14,14,14,14,2436,2413,2413,2415,2406,2400,2391,2387,2394,2376,909258,1970463,1614046,1399359,1270367,1192996,1146604,1118793,1102031,1092091,526789,1171854,959411,831383,754459,708359,680644,664080,654085,648190,181931,539637,754518,883486,960862,1007288,1035151,1051879,1061909,1067945,105437,318720,446858,523763,569902,597593,614203,624178,630159,633765,
