budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,24878524,15900765,8977759,10169682,5736597,59987615,79013236,494674,7200,6027932,5988736,5993063,5995747,5996439,5995789,5997244,5997860,5997815,5996990,8052910,7018854,8176549,8205382,7240446,8134435,8269097,7382230,8252798,8280535,49748,49916,49434,49356,49585,49664,49193,49288,49206,49284,806,752,733,710,716,705,699,695,693,691,1616150,1443121,1635815,1640623,1479942,1628772,1651217,1503520,1648489,1653116,915682,799785,928191,931428,824309,923494,938465,840032,936644,939729,323230,547208,764929,940067,1048042,1164188,1261593,1309978,1377680,1432767,183136,306465,430810,530933,589608,656385,712801,738247,777926,810286,
SW_v2,52034717,32056681,19978036,27211431,16937621,113837048,183012903,498629,7126,5828630,5989391,5996363,5997332,12000789,12001874,12001303,18006831,18007820,18006715,7878303,6820166,8249642,8241402,19020475,20131607,20233867,30752324,30815008,30870109,49551,50331,49289,49208,50129,49503,49487,50319,50421,50391,715,717,708,702,711,702,714,709,727,721,403495,1409920,1648022,1646602,3443923,3628910,3646040,5399852,5410389,5419528,334892,777633,936333,935378,2133880,2257162,2268552,3438031,3445055,3451120,403495,906708,1153812,1568181,2246182,2906478,3572958,4224934,4818760,5409923,334892,556263,682953,883115,1335197,1775473,2219865,2654582,3050546,3444735,
AFC_v2,22552470,14357637,8194833,8852939,5077966,71589523,100751700,496556,5016,17622022,5993803,5996631,5994684,5998595,5996343,5997794,5997340,5995462,5996849,30325891,7218822,8217114,8188883,7274970,8223985,8269507,6576983,8268085,8187460,49981,49475,49371,49524,49672,49512,49197,51136,49309,49379,707,715,598,430,429,428,428,428,428,425,169049,1476369,1642245,1636889,1484683,1642744,1650349,1368512,1650130,1636667,196107,821915,932518,929014,827567,932906,937979,750148,937827,928852,33809,322321,586305,796421,934073,1075807,1190715,1226274,1311045,1376169,39221,195759,343110,460290,533745,613577,678457,692795,741801,779211,
LR_v2,72831912,44537675,28294237,47303300,30057086,150039983,257592884,497979,4359,5989828,5989455,12001974,18008899,18008676,18007506,18007815,18006374,18009381,18010075,7711460,7169844,20125505,32256948,31757732,31588910,31562293,31593192,32280414,31546586,49518,50413,49680,49283,49677,49871,50186,50140,49027,50184,433,433,441,448,438,431,432,440,429,434,431387,1467244,3627000,5649601,5566437,5538336,5533916,5539071,5653431,5531252,346957,815917,2255943,3604581,3549189,3530444,3527489,3530900,3607119,3525698,647080,1985172,4706878,6660901,5524855,5524286,5531706,5541648,5710611,5470163,520435,1050397,2975956,4278900,3521493,3521072,3526012,3532605,3645228,3484988,
AMBP_v2,22536658,14348335,8188323,6724276,3849897,71658348,101059326,496994,5333,17694313,5990331,5996411,5997277,5996795,5996919,5997828,5994790,5997035,5996649,31667094,6626529,8199253,8162967,6648958,8190145,8187334,6784077,8295179,8297790,49115,50573,49434,49639,50391,49418,49594,50334,49288,49208,430,431,497,565,575,567,578,566,561,563,331302,1376850,1638795,1632895,1380706,1637411,1636958,1403191,1654891,1655336,304234,755720,930244,926281,758181,929287,928995,773172,940966,941243,59706,290820,504373,657069,721616,814297,880946,886855,936415,972179,54833,175509,293810,378273,408828,461627,499590,498875,528563,549989,
PIC_v2,83898673,51201795,32696878,13850482641,13839059229,167677676,295131462,495594,5655,5597273,18003924,18009384,18009234,18009672,18009250,18009510,18010151,18010073,18009205,6292588,31306502,32194704,32218761,32196669,32151189,32262678,32182822,32168564,32156985,50024,50138,49267,49415,49373,49696,49187,49479,49405,49610,561,572,571,562,562,560,562,567,562,576,599310,5491516,5639391,5643400,5639718,5632136,5650706,5637451,5635010,5633157,418776,3499181,3597728,3600391,3597925,3592857,3605251,3596430,3594785,3593554,429116591,774388305,1050635251,1271633610,1448431561,1589868405,1703021594,1793541495,1865956927,1923888902,429080484,773960953,1049885037,1270624837,1447216184,1588488248,1701508378,1791922718,1864253861,1922118529,
EWMA,15426905,9864153,5562752,6707712,3781171,59966325,78339796,497132,4328,5994288,5995696,5997093,5996025,5997182,5997683,5996843,5998478,5995838,5997199,8278921,8283034,6827433,8194420,8208190,6683340,8162485,8222737,7238326,8240910,49264,49124,50828,49459,49386,50508,49544,49371,50265,49383,437,439,433,430,427,440,428,432,430,432,1651935,1322509,881878,1038945,953339,646155,911417,883531,694796,879648,939044,751835,477536,593890,543827,343294,522660,505542,380685,504439,330387,528811,599424,687328,740530,721655,759607,784391,766472,789107,187808,300613,335997,387575,418825,403718,427506,443113,430627,445389,
SW,15547652,9916711,5630941,6914980,3914438,59939941,81526537,494310,4304,5992874,5994793,5996402,5993756,5995477,5994392,5993964,5993436,5994358,5990489,8048515,8151262,8149756,7860488,8294498,8276882,8248972,8252845,8265565,7977754,49401,49574,49547,49622,49317,49356,49283,49339,49185,49686,430,427,428,428,435,439,430,424,439,424,1614052,318313,443591,790731,1137512,1134610,1129959,1130540,1132685,1084718,913689,185277,250556,442929,648096,646136,643048,643450,644861,612899,1312850,1187330,791985,517545,517545,517545,517545,517545,517545,517545,739803,674347,449841,292921,292921,292921,292921,292921,292921,292921,
AFC,15087814,9645396,5442418,6467885,3646667,59930422,78635537,494466,5487,5963068,5992184,5997294,5995338,5996518,5996662,5997419,5996611,5999060,5996268,8149791,8209337,6224775,8198864,8290945,7528518,8151024,8197682,7506108,8178493,49654,49376,49917,49094,49127,49567,49333,49497,49474,49427,429,527,560,567,577,568,560,571,566,562,1113455,1418460,848899,1100284,1003440,806086,892822,869823,734614,857513,632085,805239,449251,630951,574904,448503,509361,495855,406842,489427,222691,461844,539255,651460,721856,738702,769526,789585,778591,794375,126417,262181,299595,365866,407673,415839,434543,446805,438813,448935,
AMBP,13391082,8631610,4759472,358821444,202161988,107596177,174210958,496127,5653,5577554,5992261,5997921,5995747,5996753,5997347,18009264,18010025,18010304,18009001,7431449,8203591,6719632,8197779,8227925,6645289,32160573,32216628,32232036,32176056,49141,49456,50446,49470,49286,50833,49507,49512,49068,49408,561,560,568,560,564,573,568,574,563,562,717458,1496482,978730,1112002,1000028,665382,665382,665382,665382,665382,396528,851676,532455,636834,571514,354093,354093,354093,354093,354093,143571,414153,527068,644054,715248,71275470,71275470,71275470,71275470,71275470,79385,233843,293565,362218,404077,40157780,40157780,40157780,40157780,40157780,
