budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA,20483537,12313645,8169892,8353966,5529973,1745281,1640886,1385025,1229750,1136519,1080517,1046913,1026753,1014637,1007364,1081298,1110800,933538,826026,761477,722704,699435,685477,677083,672054,349056,607422,762942,856303,912346,945980,966166,978283,985553,989915,216259,395167,502841,567478,606277,629562,643536,651924,656955,659974,
SW,20040707,12022944,8017763,8539519,5694663,1992626,339018,551332,1031402,1351733,1351631,1351426,1351304,1351239,1351233,1328825,226000,367686,687825,901443,901373,901236,901153,901113,901109,1653322,1441117,960992,640584,640584,640584,640584,640584,640584,640584,1102622,961014,640837,427170,427170,427170,427170,427170,427170,427170,
AFC,20034831,12019423,8015408,8064381,5377911,1159586,1760099,1455381,1271813,1161682,1095586,1055923,1032158,1017894,1009301,773373,1173741,970540,848117,774686,730609,704157,688313,678801,673071,231917,537553,721118,831257,897342,936990,960776,975052,983620,988756,154674,358487,480897,554341,598410,624849,640710,650230,655944,659369,
AMBP,19741591,11843550,7898041,7891770,5262861,812348,1829238,1496999,1296778,1176662,1104560,1061330,1035366,1019801,1010468,541793,1219819,998277,864764,784668,736591,707763,690448,680069,673849,162549,495886,696108,816242,888326,931572,957523,973091,982433,988040,108438,330714,464226,544333,592400,621238,638543,648924,655153,658892,
PIC,13555730,8132100,5423630,4284395550,4287916560,813210,813210,813210,813210,813210,813210,813210,813210,813210,813210,542363,542363,542363,542363,542363,542363,542363,542363,542363,542363,428439555,428439555,428439555,428439555,428439555,428439555,428439555,428439555,428439555,428439555,428791656,428791656,428791656,428791656,428791656,428791656,428791656,428791656,428791656,428791656,
