budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,34289630,21523976,12765654,13837008,8205750,59962634,116480705,258,29067,6022135,5986362,5993559,5993985,5994350,5994426,5994549,5994442,5994388,5994438,11620582,11615588,11639799,11652621,11655550,11657447,11654559,11657431,11662373,11664755,115,17,16,16,16,16,16,15,16,15,3927,3293,3062,2792,2724,2686,2783,2680,2582,2538,2151780,2148615,2151899,2152744,2153182,2153273,2152620,2153007,2153341,2153515,1275616,1273503,1275808,1276805,1277091,1277252,1276947,1277238,1277627,1277767,430356,774007,1049585,1270216,1446809,1588101,1701004,1791404,1863791,1921735,255123,458799,622200,753121,857915,941782,1008815,1062499,1105524,1139972,
SW_v2,34783856,21682376,13101480,18807410,11371764,65409085,127571071,179,24710,5457222,5991060,5993984,5993890,5993960,5994804,5995469,5996005,5996297,11996394,10583405,11657317,11665388,11666517,11666526,11669830,11671230,11672118,11673064,23645676,30,23,17,16,16,15,15,15,15,17,2591,2524,2489,2466,2462,2431,2439,2442,2422,2444,301885,2152242,2153438,2153532,2153564,2153989,2154190,2154405,2154531,4150600,267960,1276970,1277873,1277866,1277868,1278238,1278250,1278421,1278531,2609503,301885,1227064,1535855,2153071,2153511,2153695,2153914,2154195,2154375,2819845,267960,772465,940934,1277570,1277869,1277991,1278119,1278303,1278401,1722152,
AFC_v2,33613282,20969716,12643566,13340292,8094599,65960356,128696781,177,24239,12012334,5991516,5994474,5994567,5994598,5994542,5994617,5994501,5994648,5994559,23673234,11662310,11669487,11670331,11671037,11669503,11670333,11669653,11670950,11669943,29,19,17,16,16,16,16,16,16,16,2483,2443,2434,2412,2397,2423,2408,2422,2399,2418,1585565,2152727,2153845,2154018,2154013,2153915,2153874,2153843,2153989,2153927,1140530,1277387,1278143,1278234,1278234,1278189,1278225,1278153,1278286,1278185,317113,684235,978157,1213329,1401465,1551955,1672338,1768639,1845709,1907352,228106,437962,605998,740445,848002,934039,1002876,1057931,1102002,1137238,
LR_v2,81493172,49709817,31783355,52785089,33754887,149603334,295602708,168,24481,5565579,5991936,11999864,18005953,18007070,18007169,18007942,18004683,18005565,18007573,10805112,11663745,23652946,35638658,35641953,35641342,35643072,35637417,35637087,35641376,31,16,17,15,14,14,16,15,15,15,2471,2441,2440,2445,2448,2459,2430,2437,2454,2456,352759,2152937,4151809,6150043,6150601,6150557,6150726,6149840,6149998,6150547,295078,1277528,2610349,3942707,3943092,3943080,3943261,3942562,3942632,3943066,529138,3053026,5151245,7149160,6150880,6150535,6150810,6149397,6150077,6150821,442617,1768753,3276759,4608886,3943284,3943074,3943351,3942213,3942667,3943283,
AMBP_v2,31102197,19463248,11638949,9134915,5476009,71443427,139637797,177,24238,17495182,5991636,5994459,5994502,5994603,5994594,5994561,5994585,5994656,5994649,34612822,11663829,11668995,11670531,11670333,11670535,11669552,11669355,11670920,11670925,29,24,17,15,15,15,16,15,16,15,2463,2420,2438,2412,2414,2417,2431,2429,2408,2406,78487,2152917,2153834,2154024,2154044,2153982,2153916,2153939,2154072,2154033,135626,1277505,1278150,1278220,1278182,1278290,1278154,1278211,1278307,1278304,14199,397747,674067,873052,1016325,1119470,1193723,1247189,1285708,1313435,24484,247579,408323,524071,607403,667422,710611,741717,764131,780268,
PIC_v2,92402647,56278629,36124018,13853728305,13841249667,167555198,331440080,161,24300,5491391,18004937,18007187,18007307,18007367,18007382,18007434,18007401,18007390,18007402,10656913,35637815,35643425,35642457,35642341,35643447,35644906,35642543,35643508,35642725,30,16,16,14,14,14,14,15,14,14,2464,2424,2424,2440,2437,2423,2389,2440,2423,2436,922031,6149971,6150807,6150783,6150776,6150881,6150974,6150758,6150801,6150847,635638,3942623,3943242,3943172,3943149,3943269,3943327,3943198,3943244,3943156,429181135,774571631,1050884195,1271934242,1448774278,1590246328,1703423986,1793966070,1866399745,1924346695,429123857,774084339,1050052849,1270827643,1447447473,1588743361,1701780083,1792209435,1864552926,1922427701,
EWMA,21423941,13445310,7978631,9163412,5437654,59941167,116691306,157,24171,5991722,5993699,5994312,5994459,5994467,5994480,5994503,5994547,5994453,5994525,11663774,11668324,11667844,11669933,11669455,11670923,11670186,11670795,11669925,11670147,16,16,17,16,15,16,15,15,16,15,2426,2415,2452,2417,2423,2397,2415,2399,2418,2409,2152962,1723124,1464675,1309685,1216597,1160928,1127190,1107272,1095070,1087807,1277506,1022517,869161,777192,721959,688893,668995,657028,649818,645562,430592,689098,844213,937307,993165,1026717,1046811,1058903,1066136,1070470,255501,408904,500955,556202,589353,609261,621207,628371,632660,635240,
SW,20710292,12997644,7712648,9225933,5474698,59923183,116656966,157,24141,5994004,5992760,5993324,5992911,5992560,5992403,5991514,5991458,5991149,5991100,11669433,11665632,11667415,11667032,11665221,11665552,11665127,11665115,11663666,11662773,16,17,17,16,15,15,16,15,15,15,2410,2427,2414,2407,2434,2423,2398,2396,2410,2422,2153758,360039,598011,1116200,1461761,1461857,1461604,1461636,1461434,1461344,1278093,213884,354778,662256,867368,867366,867303,867334,867170,867096,1793247,1555498,1037269,691417,691417,691417,691417,691417,691417,691417,1063873,923098,615585,410306,410306,410306,410306,410306,410306,410306,
AFC,20779153,13042928,7736225,8767226,5198874,59623975,116063509,176,23983,5677120,5991198,5994278,5994501,5994467,5994494,5994477,5994467,5994499,5994474,11029702,11663111,11670515,11670643,11670075,11670495,11672922,11671758,11672063,11672225,31,23,16,15,16,15,15,15,15,15,2434,2413,2407,2408,2413,2407,2364,2383,2381,2373,1356013,1881570,1560707,1367269,1251211,1181456,1139768,1114641,1099683,1090610,796933,1118048,927097,811941,742790,701349,676622,661555,652647,647243,271202,593275,786761,902862,972531,1014316,1039406,1054453,1063499,1068921,159386,351118,466313,535438,576908,601796,616761,625719,631104,634331,
AMBP,20416291,12816916,7599375,8545393,5064774,59415826,115647138,175,23982,5470002,5990564,5994308,5994377,5994448,5994406,5994426,5994427,5994482,5994386,10617012,11663875,11670430,11669989,11670981,11671127,11671051,11670351,11671680,11670642,30,24,16,15,15,15,15,15,15,15,2406,2369,2405,2417,2406,2390,2393,2408,2385,2403,909622,1970645,1614263,1399355,1270422,1193079,1146670,1118741,1102095,1092024,527018,1171932,959470,831241,754497,708341,680689,663986,654124,648077,182004,539732,754638,883581,960949,1007375,1035234,1051935,1061967,1067978,105483,318772,446911,523777,569921,597605,614221,624174,630164,633746,
