budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,34531537,21284038,13247499,13683723,8517070,59963124,118305776,355,5813,6022470,5985758,5993672,5993945,5994125,5994416,5994694,5994519,5994744,5994781,11831006,11812341,11830915,11832310,11831158,11833312,11834038,11832181,11834284,11834231,144,26,24,23,23,23,23,23,23,23,716,602,584,558,556,567,566,555,554,555,2129250,2125360,2128435,2128593,2128370,2128774,2128897,2128554,2128907,2128898,1325925,1322658,1324701,1324822,1324648,1324925,1325002,1324779,1325020,1325019,425850,765752,1038288,1256349,1430753,1570357,1682065,1771362,1842871,1900076,265185,476679,646283,781990,890521,977401,1046921,1102492,1146997,1182601,
SW_v2,38294294,23440487,14853807,19912518,12641267,71397851,141144120,276,6744,5436181,5991557,5994211,5994206,5996067,5995803,5996177,5996729,11997018,11999902,10711876,11825902,11828440,11828647,11830188,11832179,11833354,11833593,23807710,23812231,56,31,25,24,23,23,23,23,24,24,586,584,702,689,702,695,693,692,693,708,291768,2127321,2127983,2127982,2128263,2128562,2128753,2128790,4125139,4125926,267966,1324145,1324533,1324529,1324699,1324928,1325051,1325048,2656205,2656703,291768,1209545,1515691,2127762,2128076,2128269,2128526,2128702,2794227,3459952,267966,796056,972215,1324402,1324587,1324719,1324893,1325009,1768768,2212652,
AFC_v2,32645517,20045551,12599966,12580323,7940159,65889721,130135673,263,6943,11943273,5988634,5994560,5995955,5993469,5994745,5995615,5993067,5994740,5995663,23693215,11815122,11829678,11830057,11825347,11830204,11828750,11824782,11830262,11828256,49,35,23,22,22,22,22,23,22,23,714,707,687,695,691,686,695,687,695,686,896253,2125780,2128151,2128219,2127420,2128223,2128012,2127330,2128261,2127902,680934,1323046,1324645,1324673,1324156,1324688,1324546,1324097,1324710,1324471,179250,568556,880475,1130023,1329502,1489246,1616999,1719065,1800904,1866303,136186,373558,563775,715954,837594,935012,1012918,1075153,1125064,1164945,
LR_v2,81758935,49520629,32238306,52583088,34233101,149689912,297366164,267,7048,5648246,5992075,12000147,18005984,18007771,18007475,18008475,18004989,18006469,18008281,11130107,11824762,23813316,35795593,35800965,35801392,35802623,35796915,35798316,35802175,50,26,26,25,25,22,22,24,22,25,698,692,692,727,732,712,704,696,698,697,395466,2127321,4126063,6123902,6124792,6124816,6125036,6124036,6124275,6124922,332161,1324096,2656826,3988875,3989488,3989506,3989641,3988988,3989130,3989595,593199,2993248,5125434,7122821,6125237,6124828,6125146,6123536,6124394,6125245,498241,1820063,3323191,4654899,3989794,3989515,3989708,3988662,3989201,3989827,
AMBP_v2,31279087,19226503,12052584,9022697,5669080,71423350,141208983,257,5605,17477225,5987581,5994704,5996132,5992920,5994692,5996881,5992478,5994642,5996095,34733672,11816604,11834013,11833431,11827810,11834071,11833861,11827501,11834014,11834006,49,33,21,22,22,22,22,22,22,22,589,559,556,562,556,562,556,556,556,553,71787,2125986,2128872,2128783,2127836,2128897,2128831,2127786,2128869,2128856,131105,1323077,1324999,1324929,1324297,1324990,1324957,1324270,1324989,1324971,12993,392031,665459,862310,1003873,1105989,1179501,1232242,1270410,1297889,23670,255195,422239,542499,628972,691357,736269,768482,791804,808593,
PIC_v2,92593389,56035323,36558066,13853573985,13841520499,167539335,333033445,241,5638,5471396,18005181,18007475,18007730,18007689,18007937,18007686,18008017,18008344,18007880,10781162,35799362,35806050,35806305,35806707,35806527,35807064,35806926,35806896,35806446,52,26,21,20,20,21,20,20,21,20,558,569,564,566,562,561,559,570,557,572,905702,6124439,6125558,6125614,6125668,6125626,6125699,6125713,6125662,6125642,649609,3989117,3989869,3989907,3989941,3989899,3989951,3989941,3989935,3989897,429177870,774563913,1050872971,1271920229,1448758046,1590228291,1703404502,1793945473,1866378240,1924324450,429126651,774095873,1050071401,1270851831,1447476182,1588775655,1701815243,1792246912,1864592246,1922468505,
EWMA,21565175,13291650,8273525,9058699,5638673,59943842,118383899,243,4261,5991645,5993791,5995095,5994647,5994800,5994963,5994750,5994683,5994819,5994649,11832998,11837725,11838406,11839822,11839780,11837922,11839658,11839735,11838253,11839600,27,23,25,24,24,24,24,24,24,24,438,425,424,419,432,424,422,423,425,429,2128340,1703432,1447983,1294860,1202836,1147262,1114467,1094574,1082391,1075505,1324783,1060341,901317,806009,748716,714101,693720,681341,673725,669472,425668,681220,834572,926629,981870,1014948,1034851,1046795,1053914,1058232,264956,424033,519489,576793,611177,631761,644152,651589,656016,658707,
SW,20844896,12847916,7996980,9121473,5677773,59924968,118345123,229,4257,5994400,5993012,5993456,5993254,5992747,5992495,5991570,5991433,5991326,5991275,11837656,11836436,11837490,11833527,11835593,11835471,11831428,11833361,11833021,11831140,23,21,24,23,23,23,23,23,23,23,429,423,428,427,429,427,427,421,422,424,2129081,358352,590589,1102395,1444976,1444950,1444270,1444580,1444520,1444203,1325256,223303,367547,686096,899404,899367,898914,899129,899099,898865,1770538,1538475,1026007,683779,683779,683779,683779,683779,683779,683779,1101831,957697,638702,425649,425649,425649,425649,425649,425649,425649,
AFC,20908126,12888284,8019842,8662146,5389309,59607353,117696167,259,4265,5657299,5990857,5995101,5994362,5994830,5995110,5995222,5994729,5995273,5994570,11156018,11831381,11839443,11836918,11839926,11839622,11837071,11839720,11839586,11836482,50,33,22,22,22,22,22,22,22,22,431,433,421,423,425,423,428,428,430,423,1331919,1861680,1543934,1351814,1237383,1168272,1126435,1102101,1087132,1077614,824066,1159769,961659,841790,770460,727337,701210,686060,676712,670779,266383,585442,777140,892074,961135,1002562,1027336,1042289,1051257,1056528,164813,363804,483375,555058,598138,623977,639423,648750,654342,657629,
AMBP,20541206,12663148,7878058,8441773,5250676,59397001,117266594,264,4234,5449966,5990047,5995915,5993482,5994615,5995854,5993309,5994688,5996672,5992453,10742228,11829925,11838871,11832442,11839693,11839170,11833361,11839577,11839497,11831830,52,36,22,22,22,22,22,22,22,22,419,426,424,425,422,424,424,432,419,419,890175,1949690,1596836,1382907,1256584,1179735,1132769,1106392,1089659,1078401,546113,1215107,994925,861323,782530,734536,705190,688772,678311,671251,178115,532430,745311,872830,949580,995611,1023042,1039712,1049701,1055441,109302,330463,463355,542948,590864,619598,636716,647127,653363,656940,
PIC,14692070,9099490,5592580,4283137940,4287696920,167571838,333158320,236,4277,5504389,18004420,18007440,18008099,18007820,18007935,18007894,18008028,18007863,18007950,10854211,35805147,35812030,35812344,35812703,35812375,35812401,35812605,35812264,35812240,51,28,20,19,20,20,21,19,19,19,431,429,426,432,427,430,426,426,425,425,909949,909949,909949,909949,909949,909949,909949,909949,909949,909949,559258,559258,559258,559258,559258,559258,559258,559258,559258,559258,428313794,428313794,428313794,428313794,428313794,428313794,428313794,428313794,428313794,428313794,428769692,428769692,428769692,428769692,428769692,428769692,428769692,428769692,428769692,428769692,
