budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,29484876,25472031,4012845,16300534,2582370,59987464,57583460,822764,27610,6026478,5988150,5996126,5995671,5996862,5997094,5997625,5996222,5996126,5997110,5291240,5658009,5824684,5752978,5840175,5888923,5804809,5815494,5849305,5857843,74366,83367,78869,84301,83060,79996,84649,84751,84726,84679,5831,4301,3253,2362,2343,2120,1950,1949,1892,1609,2336992,2518146,2584857,2546485,2583807,2603960,2564830,2567824,2581935,2583195,414286,396808,402867,396122,403212,400313,394629,402712,400986,400910,467398,877547,1219009,1484504,1704364,1884283,2020392,2129878,2220289,2292870,82857,145647,197091,236897,270160,296190,315877,333244,346792,357615,
SW_v2,51068954,43265347,7803607,39177093,6516429,95791034,110235918,1081523,39159,5793673,5992162,5996367,5996729,12001669,12002447,12002484,12002220,12001632,12001651,5651054,5853049,5846277,6518284,12881685,13563772,13686623,13612463,13708922,18913789,77943,84400,84937,75603,131046,135947,136851,142655,142144,69997,1536,1576,1540,1209,12164,6345,5238,4497,4079,975,440488,2579354,2575876,2337294,5987509,6273823,6317204,6271828,6308284,4173687,277936,400104,399416,530486,860391,846221,841304,848278,842520,1956951,440488,1509921,1865239,2497508,3633560,4866209,6192845,6287618,6299105,5584600,277936,339020,359152,443335,596764,745699,849305,845268,844034,1215916,
AFC_v2,4322290467,23833304,4298457163,14829302,4297082508,65913566,65362329,880186,30021,11950734,5993082,5995496,5996543,5995536,5996491,5995742,5996413,5996631,5996898,12850552,5827282,5724914,5880130,5852431,5797681,5851891,5846334,5876326,5854788,130397,79028,84674,79090,83712,84810,84888,84451,84712,84424,12102,2561,2404,2228,1958,1979,1918,1705,1585,1581,637090,2581162,2531861,2601326,2586541,2560612,2583852,2578720,2591490,2580650,4294859693,391571,404009,401933,392684,404119,401539,400499,401326,399790,127418,618166,1000905,1320989,1574099,1771401,1933891,2062856,2168582,2250995,4294945776,61098,129680,184130,225840,261495,289503,311702,329626,343658,
LR_v2,55375464,47711482,7663982,52572099,8315338,101463402,114140121,1159287,52653,5451593,5994142,5996064,5997437,5996228,5995942,12003485,18009427,18009475,18009609,5194296,5889136,7934804,5347267,5716862,5816302,13516752,21413138,22610589,20700975,77314,84174,56275,76198,81257,79922,139491,196760,185430,182466,1358,1538,397,5736,4357,3233,5988,7914,5993,16139,266102,2594817,1789369,2364962,2546401,2581504,6247857,9990194,9609037,9721239,264576,397727,831639,417061,398293,403844,844341,1288139,1515646,1302716,399153,3759174,1386645,2652758,2637120,2599055,8081033,11861362,9418459,9777340,396864,464302,1048595,209772,388909,406619,1064589,1510038,1629399,1196251,
AMBP_v2,26916658,22561674,4354984,10641483,2090436,71759923,75074509,910480,30382,17796823,5993102,5995594,5996182,5995882,5996877,5996602,5996185,5996190,5996486,21058048,5815142,5880380,5872892,5867250,5868417,7837554,5362862,5687858,5824106,194235,84719,84641,84644,84426,84260,56384,76775,80682,79714,8569,1749,1605,1581,1576,1535,463,5739,4337,3228,304560,2564300,2593668,2589315,2586062,2585724,1848103,2372526,2532257,2585159,333550,399063,401709,400685,399935,399336,801850,418161,396588,404107,54892,501095,827648,1061982,1230118,1351115,1305460,1366985,1440035,1502153,60111,115110,155186,183856,204363,219021,302027,292727,282149,275886,
PIC_v2,99486968,84060490,15426478,13870824120,13828497382,167938837,213209122,1607282,77929,5846246,18007716,18011090,18009275,18010873,18010730,18010892,18009760,18011619,18010636,5529663,21368228,21482968,29287131,20735067,21339375,21499582,29868757,20709493,21388858,82789,194746,200090,91484,182360,194774,200220,83846,182307,194666,2279,8745,6923,1984,16151,8645,6837,1528,16164,8673,1186763,9980072,10006860,6895391,9737324,9965074,10013658,6560771,9725747,9988830,358149,1290910,1292944,2927157,1303521,1289446,1295373,3073797,1302961,1292220,429234082,775380009,1052302108,1273217494,1450518189,1592404295,1705922897,1796047201,1868779639,1927018206,429068359,773509598,1049062996,1269832557,1446123479,1587153402,1699978525,1790594309,1862732769,1920441388,
EWMA,18299971,15535690,2764281,10420928,1963815,59959498,60379336,787029,25724,5993316,5995384,5995974,5995667,5997244,5995668,5996258,5995777,5997210,5997000,5907406,8356807,5361475,5742725,5803272,5824471,5798175,5875197,5899460,5810348,84350,49745,76726,80725,80785,82134,84727,80446,82830,84561,1560,179,5730,4296,3236,2357,2335,2136,2023,1872,2604200,1132429,1728533,1697526,1548027,1446569,1370436,1368301,1351997,1287672,401186,828658,188062,176773,192074,184952,202314,198401,196009,195852,520840,643157,860232,1027690,1131757,1194719,1229862,1257549,1276438,1278684,80237,229921,221549,212593,208489,203781,203487,202469,201177,200112,
SW,17770019,15455372,2314647,10666986,1984978,59943985,58317944,813905,26010,5996666,5994629,5996308,5994402,5994972,5994693,5993613,5992398,5993305,5992999,5843949,5866466,5876364,6387940,5363138,5685306,5827500,5770902,5788404,5907975,84387,84371,84346,77000,76798,80858,79716,83213,84582,78634,1573,1589,1545,1254,5702,4304,3230,2344,2328,2141,2576186,538629,694580,1104618,1593337,1751477,1807495,1774219,1780573,1834258,400803,79953,106931,317424,249969,228252,236168,225350,235632,234165,2047334,1894922,1269798,779276,779276,779276,779276,779276,779276,779276,319892,292469,195896,168103,168103,168103,168103,168103,168103,168103,
AFC,17801769,15282660,2519109,10358096,1675016,59779958,58427263,818692,23215,5821324,5990194,5996079,5996179,5995995,5995780,5995975,5995893,5996712,5995827,5539548,5810278,5872857,5876120,5875793,5855824,5858271,6657555,5359828,5721189,84083,84822,82341,82478,83984,84840,86461,72136,76770,80777,1853,1943,1901,1616,1574,1572,1536,1163,5739,4318,1659167,2232821,1881219,1646074,1504998,1411172,1363257,1081202,1157565,1345185,214409,357108,294952,256931,234552,220093,212581,357451,192231,178801,331833,712030,945867,1085908,1169726,1218015,1247063,1213891,1202626,1231137,42881,105726,143571,166243,179904,187941,192869,225785,219075,211021,
AMBP,17658144,15289956,2368188,10185806,1576420,59412105,57610196,826398,20352,5455987,5991533,5995268,5996655,5996328,5995326,5994743,5995336,5995539,5995390,5065619,5878738,5811676,5779666,5872307,5889200,5827385,5796356,5847460,5841789,77709,78552,84343,84733,80685,82473,84601,84495,84553,84254,2735,2642,2193,2162,2038,1936,1847,1652,1568,1579,991763,2407007,1930668,1655811,1545576,1453059,1362612,1315300,1322545,1305615,150157,373606,295657,264938,237588,221962,205063,210805,206190,202222,198432,640147,898251,1049763,1148925,1209751,1240323,1255318,1268763,1276133,30111,98810,138179,163530,178341,187065,190664,194692,196991,198037,
PIC,12084480,10370020,1714460,4281486250,4292738480,167598784,222220389,1484505,69194,5509591,18004718,18011116,18009999,18011167,18009997,18011194,18010880,18010784,18009338,5297468,29994673,20686168,21382309,21462634,29868457,20707637,21395351,21483693,29941999,78518,82513,182165,194803,200617,84164,182755,194654,200410,83906,1360,1500,16184,8653,6817,1548,16122,8675,6816,1519,1037002,1037002,1037002,1037002,1037002,1037002,1037002,1037002,1037002,1037002,171446,171446,171446,171446,171446,171446,171446,171446,171446,171446,428148625,428148625,428148625,428148625,428148625,428148625,428148625,428148625,428148625,428148625,429273848,429273848,429273848,429273848,429273848,429273848,429273848,429273848,429273848,429273848,
