budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,27530577,16924369,10606208,9790371,6091850,72005853,94462789,495070,344,6027021,5986023,5995423,5996912,5999777,5995967,5996674,12005847,5997233,12004976,8028897,5372579,7938497,8214460,5433505,7911994,8267694,17675478,8208093,17411592,49184,50320,49081,49163,50161,49051,49025,50046,48981,50058,132,58,28,25,24,15,12,19,13,18,1456739,1013543,1440856,1486733,1023595,1436423,1495590,3064565,1485758,3020567,904021,608002,892780,923312,614668,889803,929196,1975535,922690,1946201,291347,435786,636800,806786,850147,967402,1073039,1471344,1474226,1783494,180804,266243,391550,497902,521255,594964,661810,924555,924182,1128585,
SW_v2,58256569,35273177,22983392,32452170,21222507,125503793,213736178,490481,208,11496944,11992742,12001050,12001042,12001779,12001345,12001282,12000310,12000754,18006545,18925662,20036939,20254024,20352197,20334354,20341158,20370162,20357142,20423007,32341533,49049,49065,49053,49007,49020,49045,49052,49046,49066,49078,33,31,26,18,16,15,14,13,12,30,1739441,3457922,3493978,3510300,3507324,3508462,3513308,3511100,3522099,5509243,1235899,2237717,2261686,2272589,2270596,2271353,2274564,2273130,2280452,3605406,1739441,2598682,2897114,3487400,3503867,3508695,3509698,3510957,3515502,4180814,1235899,1736808,1911767,2257331,2268290,2271513,2272171,2273016,2276049,2719663,
AFC_v2,26648268,16305000,10343268,9686371,6156595,77766994,114337950,496588,174,17800314,5992707,5997326,5994708,5996894,5996077,5994221,5995252,5998901,12000594,31895227,8349797,8375010,6773381,8331287,8327064,6759339,8391174,8373202,18762469,49053,49023,49109,51066,49081,49081,51283,49008,49015,50869,47,19,16,13,13,12,15,12,12,15,1504328,1509277,1513456,1246803,1506185,1505481,1244464,1516160,1513178,3245668,1086399,938344,941117,763428,936268,935791,761866,942920,940927,2096208,300865,542547,736728,838743,972231,1078881,1111997,1192829,1256898,1654652,217279,361492,477417,534619,614948,679116,695666,745116,784278,1046664,
LR_v2,81051639,48951699,32099940,51668926,33877725,167574069,295003327,490325,193,11498409,11998871,18008062,18010175,18009003,18010367,18010627,18008347,18010929,18009279,19299829,20356631,31927250,31940327,31938093,31913971,31896657,31927362,31910658,31892549,49148,49026,48998,48961,49035,49116,48956,48970,49029,49086,22,15,23,24,17,18,18,20,19,17,1930503,3511059,5440299,5442430,5442032,5438021,5435144,5440278,5437481,5434452,1359204,2273095,3559479,3560881,3560635,3557971,3556036,3559467,3557601,3555571,2895754,4301337,6404919,5443495,5441833,5436016,5433706,5442845,5436083,5432938,2038806,2730040,4202671,3561582,3560512,3556639,3555069,3561182,3556668,3554556,
AMBP_v2,22590062,13870452,8719610,6543622,4127794,71770210,107253193,490452,148,17802271,5992311,5995649,5997642,5996214,5996632,5997104,5997287,5996642,5998458,31925953,8369408,8391027,8400354,8407031,8356972,8341097,8346198,8387905,8327248,49085,48980,49062,49094,49026,49002,49028,49049,49064,49062,26,17,14,14,12,12,12,12,12,17,257256,1512545,1516142,1517682,1518788,1510448,1507809,1508646,1515617,1505519,254867,940491,942913,943923,944656,939115,937352,937901,942563,935829,46377,305649,492972,628122,725629,794332,843324,878749,905509,922959,45947,202369,315429,397014,455887,497278,526762,548090,564285,574733,
PIC_v2,81835709,49431678,32404031,13849453529,13838929207,167665020,293492415,490269,195,5577072,18006254,18009347,18011685,18009603,18010002,18011359,18009451,18010239,18010008,7544173,31751248,31757355,31775508,31819072,31763169,31773024,31761817,31722410,31824639,49034,49012,49053,49026,49040,49049,48937,49042,49022,49054,25,21,21,20,17,19,18,18,18,18,702263,5410901,5411951,5414963,5422216,5412911,5414540,5412681,5406089,5423163,524294,3539877,3540598,3542588,3547413,3541208,3542297,3541053,3536667,3548036,429137182,774388655,1050590043,1271551756,1448322577,1589737373,1702869536,1793374894,1865777862,1923703651,429101588,773985975,1049893629,1270620150,1447202332,1588466836,1701478657,1791887865,1864214355,1922077820,
EWMA,13651821,8445131,5206690,5825021,3594774,59965780,74626260,494044,142,5993470,5995366,5996361,5997948,5995836,5997000,5998027,5996869,5996733,5998170,6045033,8334226,8378094,6136674,8428654,8359741,6100253,8395651,8384405,6063529,50052,48966,49053,50078,49029,49018,49940,49000,48996,49912,25,17,13,13,12,12,13,12,12,13,1125453,1281598,1077602,576023,955483,866272,445641,876640,827483,412936,682541,800117,672230,342817,598660,540938,261649,549516,517141,241081,225090,436391,564633,566911,644625,688954,640291,687560,715544,655022,136508,269229,349829,348426,398472,426965,393901,425024,443447,402973,
SW,14047774,8674392,5373382,6124531,3792441,59946233,78968133,496432,127,5998191,5992590,5994875,5996325,5994136,5993557,5996402,5991846,5993769,5994542,8335923,6776996,8389417,8410642,6795314,8383369,8389198,6786242,8345512,8355520,49075,51400,49071,49034,50950,49021,49053,50859,48967,49002,13,13,12,13,15,12,12,12,13,12,1506951,54100,492392,834901,790003,1054376,1055364,788473,1048089,1049743,936794,24845,309367,521409,480652,656823,657480,479630,652637,653745,1193339,1023463,684481,460464,460464,460464,460464,460464,460464,460464,738980,633343,423669,285207,285207,285207,285207,285207,285207,285207,
AFC,14773609,9111713,5661896,6115919,3799434,59513943,82575705,490234,126,5546619,5990997,5997242,5996719,5996409,5996878,5997298,5998050,5996480,5997251,7392986,8343433,8322472,8407924,8367670,8335599,8353004,8356594,8342911,8353112,49039,49046,49031,49031,49029,48997,49000,49038,49034,48989,16,14,12,12,12,12,12,12,12,12,889551,1330302,1096323,972976,880852,825617,799671,782349,769222,764850,546996,828225,682130,605829,547983,513286,497241,486469,478187,475550,177910,408388,545975,631375,681270,710139,728045,738905,744968,748944,109399,253164,338957,392331,423461,441426,452589,459365,463129,465613,
AMBP,14307711,8828556,5479155,78972526,49058912,59624706,81391867,490536,125,5659933,5990808,5995961,5997261,5997042,5996642,5996816,5996585,5996407,5997251,7271941,8325545,8351439,7980365,8407965,8375959,7970288,8391927,8354458,7961980,49049,49065,49160,48981,49040,49061,49058,49051,49067,49004,15,14,12,12,12,12,12,12,12,12,580926,1388996,1138728,923386,914760,847318,743623,805554,780341,704924,353163,864942,708933,571938,570047,527440,459734,501843,485539,435576,116265,370811,524394,604192,666305,702507,710730,729694,739823,73807805,70712,229558,325433,374734,413796,436524,441166,453301,459748,45853940,
