budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA,20660060,12476580,8183480,8464830,5539083,1770792,1661729,1402849,1245688,1151363,1094679,1060656,1040238,1027967,1020619,1083028,1112480,935067,827409,762790,723947,700646,686653,678248,673212,354158,615672,773107,867623,924371,958432,978876,991148,998511,1002932,216605,395780,503637,568391,607270,630605,644613,653021,658066,661095,
SW,20208570,12178735,8029835,8655662,5707006,2018896,349365,556750,1043658,1368652,1368547,1368364,1368202,1368135,1368166,1331137,230390,367071,688106,902394,902322,902197,902094,902052,902072,1669207,1461983,975004,649924,649924,649924,649924,649924,649924,649924,1100532,963954,642866,428522,428522,428522,428522,428522,428522,428522,
AFC,20207217,12178307,8028910,8171145,5386844,1176118,1782849,1474429,1288506,1176919,1109999,1069833,1045764,1031281,1022609,774099,1175761,972311,849660,776049,731894,705401,689517,679967,674251,235223,544748,730684,842248,909182,949345,973442,987906,996581,1001786,154819,359007,481667,555265,599421,625915,641812,651353,657075,660510,
AMBP,20066372,12093076,7973296,8087755,5332576,1008557,1815943,1494506,1300550,1184139,1114330,1072411,1047292,1032179,1023169,664941,1197286,985368,857491,780742,734714,707075,690516,680551,674612,201791,524621,718598,834988,904818,946720,971858,986944,995991,1001426,133068,345911,473802,550539,596579,624206,640779,650726,656691,660275,
PIC,16449730,9914460,6535270,4282078480,4286471430,991446,991446,991446,991446,991446,991446,991446,991446,991446,991446,653527,653527,653527,653527,653527,653527,653527,653527,653527,653527,428207848,428207848,428207848,428207848,428207848,428207848,428207848,428207848,428207848,428207848,428647143,428647143,428647143,428647143,428647143,428647143,428647143,428647143,428647143,428647143,
