budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,29370752,25608841,3761911,16234188,2403130,59967605,56605875,691432,28412,6028319,5973311,5992733,5997941,5992425,5994716,5998109,5996551,5995079,5998421,5192152,4370052,6685166,5728163,4522774,6943656,5870669,4558265,6931188,5803790,72821,49378,71981,78420,52055,73605,80802,52856,75272,84242,5894,3484,4323,2494,1681,2975,1997,1467,2518,1579,2289107,1993889,3109841,2531822,2039781,3226386,2593144,2051906,3215705,2557260,408159,309214,402069,395438,311245,414571,399973,308695,414423,398124,457821,765034,1233995,1493560,1602804,1927520,2060644,2058896,2290257,2343657,81631,127147,182131,224792,242082,276579,301257,302744,325079,339688,
SW_v2,74647843,63221199,11426644,56795778,10935339,137832558,160237901,1337396,63243,11796380,12001765,11998427,12005006,12003659,11998118,18010717,12000853,18009389,18008244,11342494,17461531,12753258,11449195,13336504,13345186,19382682,19549474,20444937,21172640,122133,88393,126985,121077,136952,136020,183797,49263,179954,192822,3369,1811,12179,5386,5238,4567,5888,99,16116,8590,3091852,4732950,5925972,5265919,6153371,6147091,9002721,3414945,9600394,9885984,624062,1645981,851722,726250,831210,822356,1169160,2179912,1294919,1281072,3091852,3912401,4583591,5308280,5781754,5855460,7101061,6188252,7339353,7633774,624062,1135022,1040588,1074651,803061,793272,940909,1390476,1547997,1585301,
AFC_v2,4322742749,24166038,4298576711,14989606,4297231809,71813909,72324029,807791,31126,17852481,5992176,6002409,5990556,5995651,6001552,5989056,5996836,6000884,5992308,21129267,5813540,6098176,4786815,5672980,4610724,6846407,5686902,4726196,6953022,191732,85987,53293,72208,78594,65129,55388,84251,63815,57394,6712,1521,295,4441,5430,2349,3721,2129,1699,2829,2453295,2559596,1381715,2089216,2531786,2042855,3234068,2511628,2085781,3276098,4294904101,397859,639311,377091,404445,327054,399618,394130,332597,400505,490659,904446,999899,1217762,1480566,1593023,1921232,2039311,2048605,2294103,4294954657,69460,183430,222162,258618,272305,297767,317039,320150,336221,
LR_v2,71825172,61372007,10453165,64247104,10845329,131608191,150919392,1335067,61866,5558987,5997370,12002525,18008864,18010057,18009809,18011247,12004184,12004900,12000248,5189840,5252991,12329337,25302214,20044777,20718404,20871572,15929658,12814918,12465681,79651,81168,128975,132932,175739,190631,191579,97101,127886,129405,1672,1635,3726,3660,15975,8370,6724,2143,12091,5870,225283,2299426,5657190,7852965,9409147,9670699,9716750,4835291,5955059,5750197,279238,366020,765908,2203796,1272699,1252932,1251770,1420568,855908,784326,337924,3336497,7336072,8950852,10187238,9801475,9739775,2394562,6514943,5647766,418857,409411,965852,2922740,807151,1243049,1251189,1504967,573578,748535,
AMBP_v2,26506161,22155441,4350720,10645189,2048142,65510467,66768654,729460,24487,11551741,5991285,5998418,5994706,5993697,5998525,5995612,5993625,5997915,5994943,12250351,5850758,5782033,4701932,7308525,5795331,4736028,10457027,5292744,4593925,128797,79718,82267,64106,69081,83141,64778,21754,73570,62248,4744,1931,1744,1259,2334,1532,1219,550,5707,3467,237659,2583227,2550626,2077889,3426561,2551786,2093176,2244054,2339268,2051195,270008,398481,389436,327276,432628,396174,329582,1067062,413425,326648,42849,495831,816111,961619,1309146,1401906,1386144,1401953,1430474,1399156,48672,106769,146971,164728,196477,212774,212521,345086,322877,291267,
PIC_v2,100034540,85230597,14803943,13871940163,13828041756,167895737,210277425,1596504,81894,5794345,18008223,18011450,18010853,18012131,18011538,18011389,18010369,18012021,18013418,7001240,21084751,21210812,26850522,20489538,21154867,21263682,29612082,20453486,21156445,59084,191947,198300,118872,180054,192804,197918,85001,180013,192511,4665,8961,7124,3276,16073,8579,6753,1751,16130,8582,2159972,9851045,9882361,7728715,9622365,9877441,9901349,6724165,9604984,9878200,374320,1271655,1284792,2437561,1296946,1280148,1281821,3001264,1295218,1280218,429428724,775509917,1052381135,1273447380,1450679106,1592515502,1705989401,1796133083,1868824192,1927031723,429071593,773508335,1049060356,1269732526,1446042139,1587086470,1699922269,1790534797,1862683610,1920399661,
EWMA,17819577,15476475,2343102,10317359,1596094,59958081,55055434,709604,26726,5996298,5989098,5995190,5999475,5994236,5993972,6000287,5996555,5993992,5998978,4891462,5087887,5347889,4894227,4698822,7642790,4934208,4880649,7714301,4963199,77957,70880,76346,73137,75359,53564,76574,72734,56240,76813,1232,1150,5686,3509,2845,4025,1866,1725,3117,1571,2122737,1629038,1699768,1275873,1105034,2661312,832867,908392,2508484,732970,345578,308613,300163,188737,187278,273397,163915,162032,256066,157323,424547,665445,872309,953021,983423,1319000,1221773,1159096,1428973,1289772,69115,117014,153643,160661,165984,187466,182755,178610,194101,186745,
SW,17197293,14860618,2336675,16106489,2004325,59948454,58400810,668039,25765,5995428,5997456,5994766,5994685,5997635,5993226,5997374,5991133,5991154,5995597,5833622,4523431,6786832,7792987,4086705,6594732,5752032,4460794,6741933,5827742,84249,46624,80464,56241,40933,72720,81246,46242,75568,83752,1569,1218,2063,403,4260,6366,2788,2015,3000,2083,2572228,2572228,997915,997915,997915,951721,1041181,1034734,2116716,1578065,395321,2250,140356,633632,148512,224975,213419,134125,222051,222034,2122289,2122289,2122289,2122289,2122289,1507288,996939,996939,996939,996939,304554,265299,179309,179309,179309,179309,179309,179309,179309,179309,
AFC,16987230,14586850,2400380,10391476,1603170,59827742,56178102,701324,21861,5876206,5980602,5995881,6001232,5990762,5993897,5999861,5994807,5996488,5998006,4891288,7284739,5826246,4967309,4881699,7707920,4970134,5429797,5346087,4872883,69339,59502,83234,77591,74922,59766,76461,50855,76297,73357,1634,2866,1695,1297,1264,2475,1253,203,5652,3522,1140458,3230523,1740458,1149397,1086278,2604850,800711,800711,1116257,917207,163165,387670,294893,207934,188153,279784,162528,400090,192372,123791,228091,828577,1010953,1038641,1048168,1359504,1247746,1247746,1221449,1160601,32633,103640,141890,155098,161709,185324,180765,224630,218179,199302,
AMBP,15378850,13392990,1985860,491534717,71513110,95611175,112620201,884273,40075,5608773,5988690,5996564,5998977,5994311,5996061,5997240,18009536,18009763,18011260,4344152,6542817,5826559,4462278,6862906,5768908,4501116,22268883,31565961,20476621,38530,79351,80850,47364,74868,84529,47564,193206,57402,180609,2855,3378,2188,1727,2763,1854,1493,7162,566,16089,847226,2830746,1874917,1091340,2201208,1330545,804252,804252,804252,804252,110224,374234,298062,182017,260971,228888,132866,132866,132866,132866,169525,701769,936398,967386,1214150,1237429,121577015,121577015,121577015,121577015,22124,92546,133649,143322,166851,179258,17693840,17693840,17693840,17693840,
