budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,24325272,15001820,9323452,9630837,5984990,59983630,82945811,491662,314,6025429,5988807,5995716,5995614,5996046,5996977,5995898,5996213,5996620,5996310,8154694,8189444,8280238,8331215,8321955,8365035,8328902,8300548,8307613,8366167,49356,49313,49215,49024,49117,49030,49063,49229,49124,49191,134,59,28,17,14,13,13,12,12,12,1477670,1482775,1497672,1506188,1504640,1511801,1505789,1501047,1502246,1511992,918004,920710,930619,936267,935234,940009,935989,932853,933637,940130,295534,532982,725920,881973,1006506,1107565,1187209,1249976,1300430,1342742,183600,331022,450941,548006,625451,688362,737887,776880,808231,834610,
SW_v2,49264756,29878513,19386243,24917153,16198212,107814091,178735603,491760,232,5804987,5993581,5996263,5997467,12001195,12002080,12002113,12001228,18007409,18007768,7917464,8311420,8283526,8344576,20274986,20313022,20372878,20355218,32283650,32278863,49335,49138,49226,49124,49138,49193,49071,49078,49224,49233,31,16,23,20,23,19,17,15,27,41,344714,1502880,1498232,1508408,3497470,3503789,3513753,3510809,5499612,5498846,305924,934065,930980,937750,2264032,2268247,2274877,2272911,3598980,3598477,344714,923797,1115275,1503173,2168037,2836556,3505004,3509450,4174725,4836422,305924,619995,723656,934265,1377587,1823343,2269052,2272012,2715589,3156789,
AFC_v2,23398446,14355458,9042988,9048893,5731338,71562549,106583067,491155,164,17596375,5993223,5994712,5997445,5996606,5996935,5996862,5995683,5997904,5996804,31428243,8335873,8365870,8358773,8362074,8366170,8354953,8353234,8349613,8308264,49146,49170,49020,49033,48994,49048,49272,49121,49111,49240,32,24,17,13,13,13,13,13,13,13,770856,1507010,1511955,1510755,1511319,1511994,1510120,1509854,1509253,1502342,597361,936812,940104,939318,939682,940123,938877,938710,938306,933695,154171,424738,642181,815895,954979,1066382,1155129,1226074,1282709,1326635,119472,282940,414372,519361,603425,670764,724386,767250,801461,827907,
LR_v2,72612778,43888862,28723916,46640383,30524548,149921565,262675419,492081,195,5861269,5994225,12001282,18010146,18007933,18009098,18009979,18009878,18007612,18010143,8017718,8341285,20276444,32240331,32342050,32301163,32279374,32246866,32325461,32304727,49346,49194,49323,49205,49031,49225,49210,49198,49129,49220,20,15,17,25,29,18,18,18,17,18,377498,1507839,3497691,5492358,5509283,5502434,5498814,5493387,5506515,5503043,323720,937374,2264168,3594161,3605442,3600866,3598469,3594839,3603612,3601265,566247,2073009,4492617,6489691,5517745,5499010,5497004,5490674,5513079,5501307,485580,1244201,2927565,4259157,3611082,3598578,3597271,3593024,3607998,3600092,
AMBP_v2,22274890,13681341,8593549,6434688,4055213,71644402,106528409,491642,147,17674872,5993468,5995567,5997177,5997345,5996883,5997084,5997011,5996862,5998133,31630268,8322904,8354350,8287664,8346705,8343356,8302857,8295415,8310183,8334707,49225,49247,49126,49094,49165,49134,49125,49148,49175,49203,23,20,17,15,12,12,12,12,12,12,139572,1504847,1510039,1498903,1508748,1508202,1501433,1500185,1502665,1506747,176450,935386,938842,931409,937979,937588,933098,932266,933905,936626,25194,289011,479894,615325,714608,785993,836172,872076,898373,918042,31833,191288,306718,388490,448548,491720,521995,543644,559526,571451,
PIC_v2,83115356,50199648,32915708,13849925556,13839243712,167657713,298077026,491848,178,5575525,18006285,18008916,18008780,18009718,18010228,18009474,18009997,18009070,18009720,7470692,32264893,32257724,32306012,32280616,32329781,32301316,32333209,32256991,32275792,49252,49220,49166,49038,49255,49256,49222,49085,49136,49218,16,20,20,18,17,17,18,17,17,18,694936,5496391,5495210,5503258,5499050,5507216,5502487,5507806,5495058,5498236,519399,3596855,3596058,3601424,3598599,3604064,3600898,3604428,3595944,3598039,429135716,774404580,1050619435,1271592929,1448370882,1589794878,1702933129,1793444794,1865851576,1923777637,429100609,773996587,1049913210,1270647582,1447234515,1588505154,1701521032,1791934440,1864263470,1922127113,
EWMA,15218337,9385150,5833187,6399317,3977521,59965584,83170591,491413,130,5993607,5995215,5997527,5998098,5996793,5996781,5997128,5996743,5997397,5996295,8344881,8326695,8347710,8309591,8321347,8291463,8319142,8292826,8315722,8301214,49036,49033,49067,49179,49189,49244,49171,49091,49162,49241,21,13,12,12,12,12,12,12,12,12,1508446,1203712,1026830,911508,849376,805552,787860,769147,765285,757434,937831,748190,638392,566407,527929,500444,489730,477885,475681,470698,301689,482093,591040,655133,693981,716295,730608,738315,743709,746454,187566,299690,367430,407225,431365,445180,454090,458849,462215,463911,
SW,14679097,9053251,5625846,6472797,4024509,59945507,83153544,491387,122,5996481,5994760,5995150,5995316,5994309,5994078,5994321,5993879,5993052,5994161,8313958,8271381,8350060,8317369,8298547,8293837,8356075,8332033,8340490,8279794,49166,49240,49050,49039,49085,49053,49127,49258,49150,49219,13,13,12,12,12,12,12,12,12,12,1503292,292899,411848,767851,1009862,1009057,1019426,1015434,1016848,1006734,934353,183975,255706,476712,627154,626641,633532,630869,631818,625086,1203294,1097428,736013,490866,490866,490866,490866,490866,490866,490866,745621,682629,458011,305464,305464,305464,305464,305464,305464,305464,
AFC,14834152,9148030,5686122,6147767,3820662,59908140,83160845,491446,126,5940333,5992281,5996745,5997556,5996407,5997357,5996386,5997035,5997517,5996523,8161226,8280637,8304961,8329363,8325879,8287349,8344372,8364556,8405537,8356965,49204,49182,49199,49210,49222,49224,49138,49034,49012,49021,17,12,13,12,12,12,12,12,12,12,987173,1300315,1083763,954690,873423,818656,800468,785329,780387,763826,612096,808209,673752,593632,542988,508652,497804,488478,485628,474883,197434,418010,551160,631866,680177,707872,726391,738178,746619,750060,122419,259577,342412,392656,422722,439908,451487,458885,464233,466363,
AMBP,14527802,8960651,5567151,5977502,3713141,59625213,82595060,491771,126,5659279,5991851,5997193,5996234,5997083,5996512,5997395,5995529,5997395,5996742,7617889,8311904,8353375,8327974,8334253,8314165,8337895,8378880,8330520,8288205,49317,49157,49090,49176,49181,49166,49217,49102,49170,49195,16,14,12,12,12,12,12,12,12,12,637445,1375404,1132708,977358,888611,831129,803322,790270,768903,755501,390862,855875,704921,607872,552628,516648,499511,491634,477923,469277,127569,377136,528250,618071,672179,703969,723839,737125,743480,745884,78252,233776,328005,383978,417708,437496,449899,458246,462181,463600,
