budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,40465269,35564195,4901074,23111871,3027465,59964786,78302601,503952,42315,6024113,5985363,5993544,5994865,5992291,5994560,5995511,5994096,5994785,5995658,7223314,7587367,7643615,7803172,7688430,7738260,7767740,7764718,9866294,7219691,45083,50629,56898,51556,56170,57175,56883,56339,28365,44854,8993,5063,3716,3428,3051,2868,2536,2500,1328,8832,3476230,3632725,3648141,3717296,3659933,3679594,3688571,3685679,2900226,3475800,459861,448047,441455,448456,435272,448295,444683,441942,874344,458719,695246,1282741,1755821,2148116,2450479,2696302,2894755,3052939,3022396,3113076,91972,163187,218840,264763,298864,328750,351936,369937,470818,468398,
SW_v2,53932804,47539176,6393628,41288348,5753339,83702109,109185758,732214,51234,5740532,5985932,5994152,5995258,5992503,5994276,11999787,12001119,11998026,12000524,7260731,7672896,7753197,7671409,7766477,7783847,17486049,14845484,15446463,15499205,50217,54340,53936,56799,56727,56690,85853,96674,109208,111770,4700,3935,3312,3159,2866,2539,3920,13758,7119,5926,612529,3662785,3693852,3652246,3692119,3696472,6660893,7127778,7365801,7374701,203766,450968,438760,447272,445687,445397,1280545,908621,889459,883153,612529,2137657,2656389,3669628,3679406,3680279,4683161,5828381,7051491,7289427,203766,327367,364498,445667,443906,446119,723876,878188,1026208,893744,
AFC_v2,40724850,35207278,5517572,22790007,3519252,71676261,96022168,599845,39498,17726372,5992086,5994313,5994482,5994729,5994515,5995058,5994751,5995237,5994718,24942871,7217001,7618435,7634951,7791893,7728034,7689398,7785627,7786354,9827604,141071,45313,51039,56408,52357,55851,56783,56881,56098,28044,6304,8778,5049,3694,3424,3060,2848,2536,2503,1302,3120181,3473819,3647883,3643698,3711736,3678313,3657070,3697261,3695455,2881862,1076478,458262,450077,440518,448079,435840,447146,445543,442076,873553,624036,1193992,1684770,2076555,2403591,2658535,2858242,3026045,3159927,3104314,215295,263888,301125,329003,352818,369422,384966,397081,406080,499574,
LR_v2,81157141,70347545,10809596,73909791,11263638,125550752,168436161,1015133,79928,5535563,5991358,12001172,18007587,18006164,18007349,11999375,12000659,12001074,12000451,6560103,7636960,15417024,23363266,29323413,22531501,15528747,15544792,17690580,14839775,44542,51243,107928,165527,89834,152214,107597,114254,84823,97171,8029,5333,7223,8594,3970,17431,6510,5367,3757,13714,302169,3660437,7353618,11109307,8677123,10796539,7395721,7387143,6540994,7124494,178183,443700,888121,1337414,2590675,1350601,884722,891427,1336665,908088,453253,5339571,9200208,12987151,7461031,11856247,5695312,7382854,6117920,7416244,267274,576458,1110331,1562060,3217305,730564,651783,894779,1559284,693800,
AMBP_v2,4331907487,4327109048,4798439,63615058,2328556,65504252,85718361,568347,40208,11553453,5991982,5995043,5995145,5995341,5994523,5994749,5994164,5994951,5994901,14843942,7704622,7816354,7788976,7719537,9581051,7224841,7595121,7646615,7797302,106262,55661,54163,56744,58327,32389,44992,51197,56795,51817,6835,3156,2879,2535,2484,1472,8739,4991,3693,3424,4294880837,3666892,3715833,3698712,3664377,3004783,3477416,3636535,3649345,3714318,410286,443972,446522,445696,442265,812652,458955,448316,441394,448381,42934181,2316110,2336448,2348010,2350154,2232971,2233674,2262821,2286112,2314577,73923,133138,176232,207111,228726,310959,306502,301377,296442,294146,
PIC_v2,110080192,94557137,15523055,13876759043,13828878155,167793486,229760778,1323828,95928,5713950,18006866,18007345,18009555,18009406,18008692,18009673,18009459,18008790,18009750,7293169,23340624,33689649,22542054,23309498,25599173,22533729,23305176,25603167,22544539,54942,169765,28739,153185,164718,140876,153093,164726,141402,152382,2931,7901,1423,17486,9344,6273,17466,9346,6278,17480,1407546,11089011,6966717,10801604,11095705,10248729,10797600,11094280,10252977,10802968,375471,1334902,3502252,1351024,1330779,1798338,1350476,1330963,1797656,1351194,429278238,775637122,1051899770,1273676866,1451157363,1592972365,1706534141,1797442898,1870001643,1928158637,429071823,773521168,1049514114,1269878225,1446165465,1587288769,1700097840,1790341194,1862629216,1920370341,
EWMA,25460657,22466792,2993865,15173938,2100333,59942970,78799672,515995,35751,5991774,5994419,5993785,5994620,5995413,5993982,5994696,5995499,5994069,5994713,7780673,7767709,9782613,7221481,7620661,7628139,7792898,7733254,7689237,7783007,56914,55813,28471,45484,51813,55187,52361,56026,56714,57212,2542,2506,1347,8758,5038,3695,3420,3058,2855,2532,3694934,2948445,1742622,2182903,2177837,2027846,2016583,1920939,1865208,1889475,445360,354347,714189,202137,204516,202641,217668,208019,223368,221620,738986,1180877,1293226,1471161,1612496,1695566,1759769,1792003,1806644,1823210,89072,142127,256539,245658,237429,230471,227910,223931,223818,223378,
SW,24982251,20592357,4389894,16286931,5111980,59935743,78281523,506170,41824,5994636,5993013,5994547,5994394,5993772,5993539,5993330,5993191,5992880,5992441,7219387,7626370,7611373,7796642,7745376,7665346,7778701,7814687,9809152,7214489,45588,52141,55458,52238,56514,56528,57152,56502,28381,45668,8730,5021,3686,3422,3062,2842,2531,2509,1295,8726,3474711,917857,1198687,1850046,2364251,2323670,2371672,2386434,1554732,2150297,458528,458528,458528,458528,458528,458528,458528,458528,360835,360835,2733843,2433957,1863752,1322197,1322197,1322197,1322197,1322197,1322197,1322197,511198,511198,511198,511198,511198,511198,511198,511198,511198,511198,
AFC,24187977,21148223,3039754,15903401,2078961,59942581,78702042,516843,36833,5993021,5991003,5994764,5996963,5992413,5994819,5995679,5993614,5994567,5995738,7598242,7792463,7718928,7701690,7764670,7799305,9852345,7207449,7631677,7635273,56574,51036,57280,56716,57146,56841,28380,45205,52363,55302,3688,3410,3074,2848,2524,2509,1316,8691,5077,3696,3164184,2708915,2331111,2121312,2030063,1969887,1129258,1818943,1971242,1903308,439374,359280,295927,273136,251602,239600,658266,156312,179216,187041,1002585,1343851,1541303,1657304,1731855,1779461,1649421,1683325,1740908,1773388,87874,142155,172909,192954,204683,211666,300986,272052,253485,240197,
AMBP,21603782,18801892,2801890,823274093,115073010,95892393,131803980,765983,48794,5901955,5990741,5995270,5994078,5995164,5995072,5993359,18009306,18009306,18008142,7644709,7685154,7751669,7746629,7801238,9831734,7188517,23085777,23305236,29763317,50849,57561,56620,56550,56563,28238,44814,160907,169087,84794,3355,3075,2857,2517,2515,1340,8553,12358,8464,3760,1868559,3285021,2729192,2368265,2180805,1274010,1274010,1274010,1274010,1274010,196704,402786,333840,287310,262323,663899,163757,163757,163757,163757,373791,956037,1310668,1522187,1653910,163491500,163491500,163491500,163491500,163491500,39420,112093,156442,182615,198556,291624,28523065,28523065,28523065,28523065,
